year,plb0037_h,pgisced97,proportion,n,lower_confidence,upper_confidence
1985,Permanent job,middle vocational,0.5311935807422267,14443,0.5230549648961498,0.5393321965883036
1985,Permanent job,general elementary,0.20682046138415247,14443,0.2002148979392388,0.21342602482906614
1985,Permanent job,higher education,0.08565697091273822,14443,0.08109278526463262,0.09022115656084381
1985,Permanent job,inadequately,0.08144433299899699,14443,0.07698355570323605,0.08590511029475793
1985,Permanent job,higher vocational,0.0653961885656971,14443,0.06136421795039989,0.06942815918099429
1985,Permanent job,vocational + Abi,0.02868605817452357,14443,0.025963716607619546,0.03140839974142759
1985,Permanent job,in school,0.0008024072216649949,14443,0.0003406108996858324,0.0012642035436441575
1985,Temporary job,general elementary,0.41214057507987223,14443,0.4041129552915187,0.42016819486822576
1985,Temporary job,middle vocational,0.39456869009584666,14443,0.38659753766508936,0.40253984252660396
1985,Temporary job,higher education,0.11182108626198083,14443,0.10668136640358654,0.11696080612037511
1985,Temporary job,inadequately,0.036741214057507986,14443,0.0336730709921143,0.03980935712290167
1985,Temporary job,higher vocational,0.025559105431309903,14443,0.022985286793841805,0.028132924068778
1985,Temporary job,vocational + Abi,0.019169329073482427,14443,0.01693304051863322,0.021405617628331635
1986,Permanent job,middle vocational,0.5986733001658375,13742,0.590477807404105,0.60686879292757
1986,Permanent job,general elementary,0.15422885572139303,13742,0.14819019889706975,0.1602675125457163
1986,Permanent job,higher education,0.10613598673300166,13742,0.1009860943145511,0.11128587915145222
1986,Permanent job,higher vocational,0.06135986733001658,13742,0.0573472950856301,0.06537243957440306
1986,Permanent job,vocational + Abi,0.04643449419568822,13742,0.042916243962450744,0.0499527444289257
1986,Permanent job,inadequately,0.03316749585406302,13742,0.0301734181837355,0.03616157352439054
1986,Temporary job,general elementary,0.3930635838150289,13742,0.3848971188730274,0.40123004875703044
1986,Temporary job,middle vocational,0.3815028901734104,13742,0.3733811544678323,0.38962462587898844
1986,Temporary job,higher education,0.14450867052023122,13742,0.13862990879228781,0.15038743224817464
1986,Temporary job,inadequately,0.04046242774566474,13742,0.037167938758285265,0.043756916733044215
1986,Temporary job,vocational + Abi,0.017341040462427744,13742,0.01515846089999415,0.019523620024861337
1986,Temporary job,higher vocational,0.017341040462427744,13742,0.01515846089999415,0.019523620024861337
1986,Temporary job,in school,0.005780346820809248,13742,0.004512843168053028,0.0070478504735654686
1987,Permanent job,middle vocational,0.5769230769230769,13496,0.5685877591631676,0.5852583946829861
1987,Permanent job,general elementary,0.18333333333333332,13496,0.17680508496639497,0.18986158170027168
1987,Permanent job,higher education,0.09230769230769231,13496,0.08742407290037216,0.09719131171501247
