year,age_gr,pgisced97,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Primary Level,Permanent job,0.80814,52,52,0.70007,0.91621
1985,17-29 y.,Lower Secondary Level,Permanent job,0.46191,287,532,0.41951,0.50432
1985,17-29 y.,Lower Secondary Level,Temporary job,0.53809,245,532,0.49568,0.58049
1985,17-29 y.,Upper Secondary Level,Permanent job,0.81131,756,935,0.78621,0.83640
1985,17-29 y.,Upper Secondary Level,Temporary job,0.18869,179,935,0.16360,0.21379
1985,17-29 y.,Post-secondary Non-tertiary Level,Permanent job,0.89205,53,53,0.80770,0.97639
1985,17-29 y.,First Stage of Tertiary Education,Permanent job,0.86901,68,68,0.78822,0.94980
1985,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.59926,49,83,0.49319,0.70533
1985,17-29 y.,Second Stage of Tertiary Education,Temporary job,0.40074,34,83,0.29467,0.50681
1985,30-45 y.,Primary Level,Permanent job,0.93979,164,164,0.90327,0.97631
1985,30-45 y.,Lower Secondary Level,Permanent job,0.90329,380,380,0.87353,0.93305
1985,30-45 y.,Upper Secondary Level,Permanent job,0.95516,1137,1191,0.94341,0.96692
1985,30-45 y.,Upper Secondary Level,Temporary job,0.04484,54,1191,0.03308,0.05659
1985,30-45 y.,Post-secondary Non-tertiary Level,Permanent job,0.92405,58,58,0.85528,0.99283
1985,30-45 y.,First Stage of Tertiary Education,Permanent job,0.96889,155,155,0.94147,0.99631
1985,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.90111,236,268,0.86530,0.93691
1985,30-45 y.,Second Stage of Tertiary Education,Temporary job,0.09889,32,268,0.06309,0.13470
1985,46-65 y.,Primary Level,Permanent job,0.97525,191,191,0.95316,0.99734
1985,46-65 y.,Lower Secondary Level,Permanent job,0.94709,370,370,0.92425,0.96993
1985,46-65 y.,Upper Secondary Level,Permanent job,0.97526,751,751,0.96414,0.98637
1985,46-65 y.,First Stage of Tertiary Education,Permanent job,0.98584,101,101,0.96268,1.00900
1985,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.97157,142,142,0.94414,0.99900
1986,17-29 y.,Lower Secondary Level,Permanent job,0.36710,74,173,0.29506,0.43913
1986,17-29 y.,Lower Secondary Level,Temporary job,0.63290,99,173,0.56087,0.70494
1986,17-29 y.,Upper Secondary Level,Permanent job,0.74150,204,264,0.68858,0.79441
1986,17-29 y.,Upper Secondary Level,Temporary job,0.25850,60,264,0.20559,0.31142
1986,30-45 y.,Upper Secondary Level,Permanent job,0.96978,136,136,0.94090,0.99866
1986,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.80383,46,46,0.68781,0.91986
1987,17-29 y.,Lower Secondary Level,Permanent job,0.48358,102,219,0.41724,0.54992
1987,17-29 y.,Lower Secondary Level,Temporary job,0.51642,117,219,0.45008,0.58276
1987,17-29 y.,Upper Secondary Level,Permanent job,0.72796,267,370,0.68256,0.77337
1987,17-29 y.,Upper Secondary Level,Temporary job,0.27204,103,370,0.22663,0.31744
1987,30-45 y.,Lower Secondary Level,Permanent job,0.73368,35,35,0.58510,0.88227
1987,30-45 y.,Upper Secondary Level,Permanent job,0.91170,141,141,0.86471,0.95870
1987,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.73156,41,41,0.59422,0.86889
1987,46-65 y.,Upper Secondary Level,Permanent job,0.85187,43,43,0.74444,0.95930
1988,17-29 y.,Primary Level,Permanent job,0.52453,36,36,0.35908,0.68998
1988,17-29 y.,Lower Secondary Level,Permanent job,0.50444,283,533,0.46196,0.54693
1988,17-29 y.,Lower Secondary Level,Temporary job,0.49556,250,533,0.45307,0.53804
1988,17-29 y.,Upper Secondary Level,Permanent job,0.83530,730,891,0.81094,0.85967
1988,17-29 y.,Upper Secondary Level,Temporary job,0.16470,161,891,0.14033,0.18906
1988,17-29 y.,Post-secondary Non-tertiary Level,Permanent job,0.80963,57,57,0.70681,0.91246
1988,17-29 y.,First Stage of Tertiary Education,Permanent job,0.93871,49,49,0.87086,1.00657
1988,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.77072,43,43,0.64358,0.89785
1988,30-45 y.,Primary Level,Permanent job,0.92372,128,128,0.87755,0.96989
1988,30-45 y.,Lower Secondary Level,Permanent job,0.92769,303,303,0.89848,0.95690
1988,30-45 y.,Upper Secondary Level,Permanent job,0.96430,992,1025,0.95293,0.97566
1988,30-45 y.,Upper Secondary Level,Temporary job,0.03570,33,1025,0.02434,0.04707
1988,30-45 y.,Post-secondary Non-tertiary Level,Permanent job,0.91605,59,59,0.84467,0.98742
1988,30-45 y.,First Stage of Tertiary Education,Permanent job,0.95693,131,131,0.92204,0.99183
1988,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.88318,230,261,0.84414,0.92223
1988,30-45 y.,Second Stage of Tertiary Education,Temporary job,0.11682,31,261,0.07777,0.15586
1988,46-65 y.,Primary Level,Permanent job,0.97934,142,142,0.95586,1.00282
1988,46-65 y.,Lower Secondary Level,Permanent job,0.92674,361,361,0.89983,0.95366
1988,46-65 y.,Upper Secondary Level,Permanent job,0.97553,758,758,0.96453,0.98654
1988,46-65 y.,First Stage of Tertiary Education,Permanent job,0.95299,104,104,0.91212,0.99387
1988,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.96222,150,150,0.93160,0.99283
1989,17-29 y.,Lower Secondary Level,Permanent job,0.48876,86,171,0.41362,0.56391
1989,17-29 y.,Lower Secondary Level,Temporary job,0.51124,85,171,0.43609,0.58638
1989,17-29 y.,Upper Secondary Level,Permanent job,0.73762,184,257,0.68373,0.79151
1989,17-29 y.,Upper Secondary Level,Temporary job,0.26238,73,257,0.20849,0.31627
1989,30-45 y.,Lower Secondary Level,Permanent job,0.77179,37,37,0.63469,0.90888
1989,30-45 y.,Upper Secondary Level,Permanent job,0.85203,94,94,0.77987,0.92420
1989,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.79259,34,34,0.65426,0.93093
1989,46-65 y.,Upper Secondary Level,Permanent job,0.79803,34,34,0.66105,0.93501
1990,17-29 y.,Lower Secondary Level,Permanent job,0.51560,151,285,0.45748,0.57373
1990,17-29 y.,Lower Secondary Level,Temporary job,0.48440,134,285,0.42627,0.54252
1990,17-29 y.,Upper Secondary Level,Permanent job,0.86499,730,831,0.84174,0.88824
1990,17-29 y.,Upper Secondary Level,Temporary job,0.13501,101,831,0.11176,0.15826
1990,17-29 y.,Post-secondary Non-tertiary Level,Permanent job,0.89931,51,51,0.81590,0.98272
1990,17-29 y.,First Stage of Tertiary Education,Permanent job,0.92189,31,31,0.82586,1.01792
1990,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.79022,118,118,0.71644,0.86400
1990,30-45 y.,Lower Secondary Level,Permanent job,0.86239,84,84,0.78827,0.93650
1990,30-45 y.,Upper Secondary Level,Permanent job,0.93508,883,935,0.91928,0.95088
1990,30-45 y.,Upper Secondary Level,Temporary job,0.06492,52,935,0.04912,0.08072
1990,30-45 y.,Post-secondary Non-tertiary Level,Permanent job,0.88549,38,38,0.78288,0.98809
1990,30-45 y.,First Stage of Tertiary Education,Permanent job,0.93832,99,99,0.89068,0.98595
1990,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.92520,458,458,0.90108,0.94932
1990,46-65 y.,Lower Secondary Level,Permanent job,0.90772,97,97,0.84982,0.96562
1990,46-65 y.,Upper Secondary Level,Permanent job,0.92781,591,634,0.90765,0.94797
1990,46-65 y.,Upper Secondary Level,Temporary job,0.07219,43,634,0.05203,0.09235
1990,46-65 y.,First Stage of Tertiary Education,Permanent job,0.94381,84,84,0.89427,0.99336
1990,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.94673,260,260,0.91938,0.97408
1991,17-29 y.,Lower Secondary Level,Permanent job,0.55179,92,168,0.47637,0.62722
1991,17-29 y.,Lower Secondary Level,Temporary job,0.44821,76,168,0.37278,0.52363
1991,17-29 y.,Upper Secondary Level,Permanent job,0.78889,300,382,0.74791,0.82987
1991,17-29 y.,Upper Secondary Level,Temporary job,0.21111,82,382,0.17013,0.25209
1991,17-29 y.,Post-secondary Non-tertiary Level,Permanent job,0.75211,33,33,0.60251,0.90172
1991,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.63611,31,31,0.46394,0.80827
1991,30-45 y.,Lower Secondary Level,Permanent job,0.88243,55,55,0.79652,0.96834
1991,30-45 y.,Upper Secondary Level,Permanent job,0.86482,273,326,0.82764,0.90199
1991,30-45 y.,Upper Secondary Level,Temporary job,0.13518,53,326,0.09801,0.17236
1991,30-45 y.,First Stage of Tertiary Education,Permanent job,0.93396,37,37,0.85283,1.01509
1991,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.74156,158,203,0.68119,0.80194
1991,30-45 y.,Second Stage of Tertiary Education,Temporary job,0.25844,45,203,0.19806,0.31881
1991,46-65 y.,Upper Secondary Level,Permanent job,0.76099,91,91,0.67287,0.84910
1991,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.76819,59,59,0.65959,0.87679
1992,17-29 y.,Lower Secondary Level,Permanent job,0.57739,97,168,0.50247,0.65231
1992,17-29 y.,Lower Secondary Level,Temporary job,0.42261,71,168,0.34769,0.49753
1992,17-29 y.,Upper Secondary Level,Permanent job,0.74830,264,347,0.70257,0.79403
1992,17-29 y.,Upper Secondary Level,Temporary job,0.25170,83,347,0.20597,0.29743
1992,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.68926,39,39,0.54211,0.83641
1992,30-45 y.,Lower Secondary Level,Permanent job,0.95898,41,41,0.89752,1.02045
1992,30-45 y.,Upper Secondary Level,Permanent job,0.78461,259,337,0.74065,0.82856
1992,30-45 y.,Upper Secondary Level,Temporary job,0.21539,78,337,0.17144,0.25935
1992,30-45 y.,First Stage of Tertiary Education,Permanent job,0.89385,42,42,0.79956,0.98814
1992,30-45 y.,Second Stage of Tertiary Education,Permanent job,0.79853,154,191,0.74150,0.85557
1992,30-45 y.,Second Stage of Tertiary Education,Temporary job,0.20147,37,191,0.14443,0.25850
1992,46-65 y.,Upper Secondary Level,Permanent job,0.78613,122,157,0.72178,0.85047
1992,46-65 y.,Upper Secondary Level,Temporary job,0.21387,35,157,0.14953,0.27822
1992,46-65 y.,Second Stage of Tertiary Education,Permanent job,0.72223,49,49,0.59552,0.84894
1993,17-29 y.,Lower Secondary Level,Permanent job,0.62767,89,138,0.54671,0.70862
1993,17-29 y.,Lower Secondary Level,Temporary job,0.37233,49,138,0.29138,0.45329
1993,17-29 y.,Upper Secondary Level,Permanent job,0.73405,242,325,0.68594,0.78216
1993,17-29 y.,Upper Secondary Level,Temporary job,0.26595,83,325,0.21784,0.31406
1993,17-29 y.,Second Stage of Tertiary Education,Permanent job,0.79901,38,38,0.66988,0.92814
1993,30-45 y.,Lower Secondary Level,Permanent job,0.75090,35,35,0.60553,0.89628
1993,30-45 y.,Upper Secondary Level,Permanent job,0.82496,234,283,0.78061,0.86931
