year,plb0037_h,migback,quintil_oecd,proportion,n,lower_confidence,upper_confidence
1985,Permanent job,No migration background,1st Quintile,0.29014925373134326,14443,0.28274772181349705,0.29755078564918946
1985,Permanent job,No migration background,2nd Quintile,0.21870646766169155,14443,0.21196483176331277,0.22544810356007033
1985,Permanent job,Direct migration background,1st Quintile,0.2045771144278607,14443,0.1979981894937826,0.2111560393619388
1985,Permanent job,No migration background,3rd Quintile,0.1182089552238806,14443,0.112943506387499,0.1234744040602622
1985,Permanent job,Direct migration background,2nd Quintile,0.08338308457711442,14443,0.07887429177686935,0.0878918773773595
1985,Permanent job,No migration background,4th Quintile,0.036616915422885574,14443,0.03355376903350105,0.039680061812270094
1985,Permanent job,Direct migration background,3rd Quintile,0.02666666666666667,14443,0.02403916784320082,0.02929416549013252
1985,Permanent job,No migration background,5th Quintile,0.01054726368159204,14443,0.00888118773509541,0.012213339628088668
1985,Permanent job,Indirect migration background,1st Quintile,0.004776119402985075,14443,0.0036517077242539976,0.005900531081716152
1985,Permanent job,Indirect migration background,2nd Quintile,0.0025870646766169153,14443,0.001758610471019348,0.0034155188822144827
1985,Permanent job,Direct migration background,4th Quintile,0.0021890547263681594,14443,0.0014268356619472236,0.002951273790789095
1985,Permanent job,Direct migration background,5th Quintile,0.0009950248756218905,14443,0.000480829507279647,0.001509220243964134
1985,Permanent job,Indirect migration background,3rd Quintile,0.0003980099502487562,14443,7.270708648865742e-05,0.0007233128140088549
1985,Permanent job,Indirect migration background,4th Quintile,0.0001990049751243781,14443,-3.1041781699910195e-05,0.0004290517319486664
1985,Temporary job,No migration background,1st Quintile,0.45768025078369906,14443,0.44955501145199106,0.46580549011540706
1985,Temporary job,Direct migration background,1st Quintile,0.19905956112852666,14443,0.19254749206866031,0.205571630188393
1985,Temporary job,No migration background,2nd Quintile,0.1786833855799373,14443,0.1724356195684692,0.18493115159140538
1985,Temporary job,No migration background,3rd Quintile,0.05956112852664577,14443,0.05570124579427488,0.06342101125901665
1985,Temporary job,Direct migration background,2nd Quintile,0.050156739811912224,14443,0.04659700219239953,0.053716477431424915
1985,Temporary job,Indirect migration background,1st Quintile,0.01567398119122257,14443,0.013648228106607426,0.017699734275837712
1985,Temporary job,No migration background,4th Quintile,0.014106583072100314,14443,0.012183255469338532,0.016029910674862095
1985,Temporary job,Direct migration background,3rd Quintile,0.0109717868338558,14443,0.009272876779189275,0.012670696888522324
1985,Temporary job,Indirect migration background,2nd Quintile,0.004702194357366771,14443,0.003586477032093068,0.005817911682640475
1985,Temporary job,No migration background,5th Quintile,0.004702194357366771,14443,0.003586477032093068,0.005817911682640475
1985,Temporary job,Indirect migration background,3rd Quintile,0.001567398119122257,14443,0.0009222247938187638,0.00221257144442575
1985,Temporary job,Direct migration background,5th Quintile,0.001567398119122257,14443,0.0009222247938187638,0.00221257144442575
1985,Temporary job,Direct migration background,4th Quintile,0.001567398119122257,14443,0.0009222247938187638,0.00221257144442575
1986,Permanent job,No migration background,1st Quintile,0.30756578947368424,13742,0.29984984006973864,0.31528173887762984
1986,Permanent job,No migration background,2nd Quintile,0.28618421052631576,13742,0.27862725251983017,0.29374116853280136
1986,Permanent job,Direct migration background,1st Quintile,0.12664473684210525,13742,0.121084156204629,0.1322053174795815
1986,Permanent job,No migration background,3rd Quintile,0.12664473684210525,13742,0.121084156204629,0.1322053174795815
1986,Permanent job,Direct migration background,2nd Quintile,0.06085526315789474,13742,0.056858150065641225,0.06485237625014825
1986,Permanent job,No migration background,4th Quintile,0.046052631578947366,13742,0.04254817621771377,0.04955708694018096
1986,Permanent job,Direct migration background,3rd Quintile,0.023026315789473683,13742,0.020518562779744606,0.02553406879920276
1986,Permanent job,Indirect migration background,1st Quintile,0.009868421052631578,13742,0.008215693029928956,0.0115211490753342
1986,Permanent job,Indirect migration background,2nd Quintile,0.006578947368421052,13742,0.005227260841447185,0.007930633895394919
1986,Permanent job,No migration background,5th Quintile,0.003289473684210526,13742,0.0023321058544151178,0.0042468415140059345
1986,Permanent job,Indirect migration background,3rd Quintile,0.001644736842105263,13742,0.0009672172388869923,0.002322256445323534
1986,Permanent job,Direct migration background,4th Quintile,0.001644736842105263,13742,0.0009672172388869923,0.002322256445323534
1986,Temporary job,No migration background,1st Quintile,0.4715909090909091,13742,0.4632445137507513,0.4799373044310669
1986,Temporary job,No migration background,2nd Quintile,0.1534090909090909,13742,0.147383585956848,0.15943459586133382
1986,Temporary job,No migration background,3rd Quintile,0.13636363636363635,13742,0.1306258305490238,0.1421014421782489
1986,Temporary job,Direct migration background,1st Quintile,0.11363636363636363,13742,0.10833001563583892,0.11894271163688834
1986,Temporary job,Direct migration background,2nd Quintile,0.045454545454545456,13742,0.04197182941701465,0.048937261492076264
1986,Temporary job,No migration background,4th Quintile,0.022727272727272728,13742,0.020235475773558793,0.025219069680986663
1986,Temporary job,Indirect migration background,1st Quintile,0.022727272727272728,13742,0.020235475773558793,0.025219069680986663
1986,Temporary job,Direct migration background,3rd Quintile,0.017045454545454544,13742,0.014881231036015201,0.01920967805489389
1986,Temporary job,No migration background,5th Quintile,0.011363636363636364,13742,0.009591455456069577,0.013135817271203151
1986,Temporary job,Indirect migration background,2nd Quintile,0.005681818181818182,13742,0.004425101280706032,0.006938535082930332
1987,Permanent job,No migration background,1st Quintile,0.30407124681933845,13496,0.29631014101300357,0.3118323526256733
1987,Permanent job,No migration background,2nd Quintile,0.24936386768447838,13496,0.24206450350435654,0.2566632318646002
1987,Permanent job,Direct migration background,1st Quintile,0.1475826972010178,13496,0.14159861726168815,0.15356677714034744
1987,Permanent job,No migration background,3rd Quintile,0.12849872773536897,13496,0.1228527785750953,0.13414467689564263
1987,Permanent job,Direct migration background,2nd Quintile,0.062340966921119595,13496,0.058261881740524886,0.06642005210171431
1987,Permanent job,No migration background,4th Quintile,0.04961832061068702,13496,0.045954589477959086,0.05328205174341496
1987,Permanent job,No migration background,5th Quintile,0.015267175572519083,13496,0.01319850139241405,0.017335849752624116
1987,Permanent job,Direct migration background,3rd Quintile,0.013994910941475827,13496,0.012013027156898799,0.015976794726052856
1987,Permanent job,Indirect migration background,1st Quintile,0.01272264631043257,13496,0.01083177552826874,0.014613517092596399
1987,Permanent job,Direct migration background,4th Quintile,0.008905852417302799,13496,0.007320781347770767,0.01049092348683483
1987,Permanent job,Indirect migration background,2nd Quintile,0.007633587786259542,13496,0.006165155525894663,0.00910202004662442
1987,Temporary job,No migration background,1st Quintile,0.339041095890411,13496,0.3310544038837361,0.3470277878970859
1987,Temporary job,No migration background,2nd Quintile,0.2465753424657534,13496,0.23930343617466932,0.2538472487568375
