year,bula_h,sex,plb0037_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1985,Schleswig-Holstein,male,Permanent job,0.8807339449541285,14443,0.8754481761865817,0.8860197137216753
1985,Schleswig-Holstein,male,Temporary job,0.11926605504587157,14443,0.1139802862783247,0.12455182381341844
1985,Schleswig-Holstein,female,Permanent job,0.8666666666666667,14443,0.8611226722955153,0.8722106610378181
1985,Schleswig-Holstein,female,Temporary job,0.13333333333333333,14443,0.1277893389621819,0.13887732770448477
1985,Hamburg,male,Permanent job,0.8409090909090909,14443,0.834943896923805,0.8468742848943769
1985,Hamburg,male,Temporary job,0.1590909090909091,14443,0.1531257151056232,0.16505610307619498
1985,Hamburg,female,Permanent job,0.8939393939393939,14443,0.8889176049976028,0.8989611828811851
1985,Hamburg,female,Temporary job,0.10606060606060606,14443,0.10103881711881488,0.11108239500239725
1985,Lower Saxony,male,Permanent job,0.9169435215946844,14443,0.9124427661502941,0.9214442770390747
1985,Lower Saxony,male,Temporary job,0.08305647840531562,14443,0.07855572296092525,0.08755723384970598
1985,Lower Saxony,female,Permanent job,0.8260869565217391,14443,0.8199052792806145,0.8322686337628638
1985,Lower Saxony,female,Temporary job,0.17391304347826086,14443,0.1677313662371362,0.18009472071938554
1985,Bremen,male,Permanent job,0.8260869565217391,14443,0.8199052792806145,0.8322686337628638
1985,Bremen,male,Temporary job,0.17391304347826086,14443,0.1677313662371362,0.18009472071938554
1985,Bremen,female,Permanent job,0.7142857142857143,14443,0.7069180585315376,0.721653370039891
1985,Bremen,female,Temporary job,0.2857142857142857,14443,0.2783466299601089,0.2930819414684625
1985,North Rhine-Westphalia,male,Permanent job,0.8875128998968008,14443,0.8823598296445687,0.8926659701490329
1985,North Rhine-Westphalia,male,Temporary job,0.11248710010319918,14443,0.10733402985096707,0.11764017035543128
1985,North Rhine-Westphalia,female,Permanent job,0.8609022556390977,14443,0.8552585502820652,0.8665459609961302
1985,North Rhine-Westphalia,female,Temporary job,0.13909774436090225,14443,0.1334540390038698,0.1447414497179347
1985,Hesse,male,Permanent job,0.875,14443,0.8696063048235645,0.8803936951764355
1985,Hesse,male,Temporary job,0.125,14443,0.11960630482356445,0.13039369517643554
1985,Hesse,female,Permanent job,0.8883720930232558,14443,0.8832362562768651,0.8935079297696465
1985,Hesse,female,Temporary job,0.11162790697674418,14443,0.1064920702303534,0.11676374372313497
1985,"Rhineland-Palatinate, Saarland",male,Permanent job,0.8864628820960698,14443,0.8812888802857514,0.8916368839063883
1985,"Rhineland-Palatinate, Saarland",male,Temporary job,0.11353711790393013,14443,0.1083631160936117,0.11871111971424857
1985,"Rhineland-Palatinate, Saarland",female,Permanent job,0.837037037037037,14443,0.8310136029907115,0.8430604710833626
1985,"Rhineland-Palatinate, Saarland",female,Temporary job,0.16296296296296298,14443,0.15693952891663743,0.16898639700928852
1985,Baden-Wuerttemberg,male,Permanent job,0.9116409537166901,14443,0.9070121923778375,0.9162697150555427
1985,Baden-Wuerttemberg,male,Temporary job,0.08835904628330996,14443,0.0837302849444573,0.0929878076221626
1985,Baden-Wuerttemberg,female,Permanent job,0.9074889867841409,14443,0.902763519441977,0.9122144541263049
1985,Baden-Wuerttemberg,female,Temporary job,0.09251101321585903,14443,0.08778554587369508,0.09723648055802298
1985,Bavaria,male,Permanent job,0.8747826086956522,14443,0.8693848960352109,0.8801803213560935
1985,Bavaria,male,Temporary job,0.12521739130434784,14443,0.11981967864390654,0.13061510396478912
1985,Bavaria,female,Permanent job,0.8627906976744186,14443,0.857179289366877,0.8684021059819602
1985,Bavaria,female,Temporary job,0.1372093023255814,14443,0.13159789401803978,0.14282071063312302
1985,Berlin,male,Permanent job,0.8869565217391304,14443,0.8817923427378492,0.8921207007404116
1985,Berlin,male,Temporary job,0.11304347826086956,14443,0.10787929925958839,0.11820765726215074
1985,Berlin,female,Permanent job,0.8020833333333334,14443,0.7955853544487496,0.8085813122179172
1985,Berlin,female,Temporary job,0.19791666666666666,14443,0.19141868778208285,0.20441464555125047
1986,Schleswig-Holstein,male,Permanent job,0.6923076923076923,13742,0.6845908611636818,0.7000245234517027
1986,Schleswig-Holstein,male,Temporary job,0.3076923076923077,13742,0.29997547654829726,0.31540913883631816
1986,Schleswig-Holstein,female,Permanent job,0.6666666666666666,13742,0.6587848769771536,0.6745484563561797
