year,pgisced97,sex,plb0037_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Primary Level,male,Permanent job,0.52238,229,229,0.45755,0.58722
1985,Primary Level,female,Permanent job,0.29886,178,178,0.23142,0.36630
1985,Lower Secondary Level,male,Permanent job,0.38188,507,680,0.34533,0.41842
1985,Lower Secondary Level,male,Temporary job,0.18749,173,680,0.15813,0.21685
1985,Lower Secondary Level,female,Permanent job,0.20351,535,656,0.17267,0.23434
1985,Lower Secondary Level,female,Temporary job,0.05473,121,656,0.03731,0.07215
1985,Upper Secondary Level,male,Permanent job,0.56233,1737,1870,0.53984,0.58482
1985,Upper Secondary Level,male,Temporary job,0.03993,133,1870,0.03106,0.04881
1985,Upper Secondary Level,female,Permanent job,0.36232,914,1033,0.33299,0.39164
1985,Upper Secondary Level,female,Temporary job,0.04653,119,1033,0.03368,0.05938
1985,Post-secondary Non-tertiary Level,male,Permanent job,0.42716,91,91,0.32497,0.52936
1985,Post-secondary Non-tertiary Level,female,Permanent job,0.48121,52,52,0.34408,0.61834
1985,First Stage of Tertiary Education,male,Permanent job,0.54474,207,207,0.47674,0.61275
1985,First Stage of Tertiary Education,female,Permanent job,0.41372,118,118,0.32447,0.50296
1985,Second Stage of Tertiary Education,male,Permanent job,0.61551,314,353,0.56469,0.66633
1985,Second Stage of Tertiary Education,male,Temporary job,0.06113,39,353,0.03610,0.08616
1985,Second Stage of Tertiary Education,female,Permanent job,0.43898,113,144,0.35764,0.52032
1985,Second Stage of Tertiary Education,female,Temporary job,0.11386,31,144,0.06179,0.16592
1986,Lower Secondary Level,male,Permanent job,0.04073,59,118,0.00492,0.07655
1986,Lower Secondary Level,male,Temporary job,0.05709,59,118,0.01505,0.09913
1986,Lower Secondary Level,female,Permanent job,0.01733,47,90,-0.00978,0.04445
1986,Lower Secondary Level,female,Temporary job,0.01672,43,90,-0.00992,0.04336
1986,Upper Secondary Level,male,Permanent job,0.06794,231,270,0.03786,0.09801
1986,Upper Secondary Level,male,Temporary job,0.01236,39,270,-0.00084,0.02556
1986,Upper Secondary Level,female,Permanent job,0.04601,131,131,0.01000,0.08203
1986,Second Stage of Tertiary Education,male,Permanent job,0.09158,50,50,0.01082,0.17233
1987,Lower Secondary Level,male,Permanent job,0.06752,78,148,0.02695,0.10808
1987,Lower Secondary Level,male,Temporary job,0.06088,70,148,0.02223,0.09954
1987,Lower Secondary Level,female,Permanent job,0.03204,77,137,0.00244,0.06163
1987,Lower Secondary Level,female,Temporary job,0.02394,60,137,-0.00175,0.04963
1987,Upper Secondary Level,male,Permanent job,0.08480,275,340,0.05514,0.11445
1987,Upper Secondary Level,male,Temporary job,0.01874,65,340,0.00431,0.03318
1987,Upper Secondary Level,female,Permanent job,0.06710,176,234,0.03498,0.09923
1987,Upper Secondary Level,female,Temporary job,0.02169,58,234,0.00298,0.04039
1987,Second Stage of Tertiary Education,male,Permanent job,0.10451,57,57,0.02439,0.18464
1988,Primary Level,male,Permanent job,0.51290,174,174,0.43842,0.58738
1988,Primary Level,female,Permanent job,0.25001,132,132,0.17586,0.32416
1988,Lower Secondary Level,male,Permanent job,0.40075,469,637,0.36267,0.43884
1988,Lower Secondary Level,male,Temporary job,0.17676,168,637,0.14711,0.20641
1988,Lower Secondary Level,female,Permanent job,0.21966,480,603,0.18659,0.25273
1988,Lower Secondary Level,female,Temporary job,0.05357,123,603,0.03558,0.07156
1988,Upper Secondary Level,male,Permanent job,0.57100,1598,1713,0.54755,0.59444
1988,Upper Secondary Level,male,Temporary job,0.03846,115,1713,0.02935,0.04757
1988,Upper Secondary Level,female,Permanent job,0.37965,889,986,0.34934,0.40996
1988,Upper Secondary Level,female,Temporary job,0.03627,97,986,0.02460,0.04795
1988,Post-secondary Non-tertiary Level,male,Permanent job,0.41131,76,76,0.29994,0.52267
1988,Post-secondary Non-tertiary Level,female,Permanent job,0.53589,61,61,0.40969,0.66208
1988,First Stage of Tertiary Education,male,Permanent job,0.55192,186,186,0.48026,0.62358
1988,First Stage of Tertiary Education,female,Permanent job,0.41591,98,98,0.31783,0.51400
1988,Second Stage of Tertiary Education,male,Permanent job,0.64331,311,311,0.58998,0.69663
1988,Second Stage of Tertiary Education,female,Permanent job,0.46062,113,113,0.36831,0.55294
1989,Lower Secondary Level,male,Permanent job,0.06473,66,114,0.01936,0.11009
1989,Lower Secondary Level,male,Temporary job,0.05199,48,114,0.01106,0.09292
1989,Lower Secondary Level,female,Permanent job,0.02840,68,119,-0.00157,0.05837
1989,Lower Secondary Level,female,Temporary job,0.02096,51,119,-0.00489,0.04681
1989,Upper Secondary Level,male,Permanent job,0.06324,172,217,0.03078,0.09570
1989,Upper Secondary Level,male,Temporary job,0.01658,45,217,-0.00045,0.03361
1989,Upper Secondary Level,female,Permanent job,0.06632,140,194,0.03121,0.10143
1989,Upper Secondary Level,female,Temporary job,0.02016,54,194,0.00033,0.03999
1989,Second Stage of Tertiary Education,male,Permanent job,0.12106,51,51,0.03064,0.21148
1990,Lower Secondary Level,male,Permanent job,0.11954,148,221,0.07667,0.16241
1990,Lower Secondary Level,male,Temporary job,0.06460,73,221,0.03212,0.09708
1990,Lower Secondary Level,female,Permanent job,0.05892,184,263,0.03041,0.08744
1990,Lower Secondary Level,female,Temporary job,0.02837,79,263,0.00826,0.04847
1990,Upper Secondary Level,male,Permanent job,0.20987,1167,1259,0.18736,0.23237
1990,Upper Secondary Level,male,Temporary job,0.01888,92,1259,0.01136,0.02640
1990,Upper Secondary Level,female,Permanent job,0.19511,1046,1152,0.17222,0.21800
1990,Upper Secondary Level,female,Temporary job,0.02347,106,1152,0.01472,0.03222
1990,Post-secondary Non-tertiary Level,male,Permanent job,0.20814,54,54,0.09884,0.31744
1990,Post-secondary Non-tertiary Level,female,Permanent job,0.24477,45,45,0.11773,0.37181
1990,First Stage of Tertiary Education,male,Permanent job,0.19323,163,163,0.13243,0.25403
1990,First Stage of Tertiary Education,female,Permanent job,0.13181,53,53,0.03987,0.22376
1990,Second Stage of Tertiary Education,male,Permanent job,0.28574,406,441,0.24352,0.32795
1990,Second Stage of Tertiary Education,male,Temporary job,0.03977,35,441,0.02151,0.05803
1990,Second Stage of Tertiary Education,female,Permanent job,0.40161,432,432,0.35532,0.44789
1991,Lower Secondary Level,male,Permanent job,0.06795,79,122,0.02311,0.11279
1991,Lower Secondary Level,male,Temporary job,0.03831,43,122,0.00411,0.07251
1991,Lower Secondary Level,female,Permanent job,0.03362,88,134,0.00298,0.06425
1991,Lower Secondary Level,female,Temporary job,0.01660,46,134,-0.00511,0.03831
1991,Upper Secondary Level,male,Permanent job,0.08442,360,444,0.05853,0.11031
1991,Upper Secondary Level,male,Temporary job,0.01764,84,444,0.00538,0.02989
1991,Upper Secondary Level,female,Permanent job,0.07582,305,383,0.04928,0.10237
1991,Upper Secondary Level,female,Temporary job,0.01918,78,383,0.00542,0.03293
1991,First Stage of Tertiary Education,male,Permanent job,0.10189,60,60,0.02470,0.17908
1991,Second Stage of Tertiary Education,male,Permanent job,0.11545,132,169,0.06713,0.16378
1991,Second Stage of Tertiary Education,male,Temporary job,0.03669,37,169,0.00826,0.06512
1991,Second Stage of Tertiary Education,female,Permanent job,0.11405,116,158,0.06432,0.16377
1991,Second Stage of Tertiary Education,female,Temporary job,0.05152,42,158,0.01694,0.08610
1992,Lower Secondary Level,male,Permanent job,0.06526,77,118,0.02050,0.11001
1992,Lower Secondary Level,male,Temporary job,0.03608,41,118,0.00229,0.06987
1992,Lower Secondary Level,female,Permanent job,0.03899,86,125,0.00492,0.07306
1992,Lower Secondary Level,female,Temporary job,0.01280,39,125,-0.00699,0.03258
1992,Upper Secondary Level,male,Permanent job,0.08194,349,454,0.05668,0.10719
1992,Upper Secondary Level,male,Temporary job,0.02525,105,454,0.01080,0.03970
1992,Upper Secondary Level,female,Permanent job,0.07379,296,388,0.04774,0.09984
1992,Upper Secondary Level,female,Temporary job,0.02190,92,388,0.00732,0.03648
1992,First Stage of Tertiary Education,male,Permanent job,0.09227,56,56,0.01578,0.16875
1992,Second Stage of Tertiary Education,male,Permanent job,0.10293,124,161,0.05585,0.15002
1992,Second Stage of Tertiary Education,male,Temporary job,0.02879,37,161,0.00288,0.05470
1992,Second Stage of Tertiary Education,female,Permanent job,0.12002,118,154,0.06853,0.17152
1992,Second Stage of Tertiary Education,female,Temporary job,0.04423,36,154,0.01165,0.07681
1993,Lower Secondary Level,male,Permanent job,0.05750,61,92,0.00967,0.10533
1993,Lower Secondary Level,male,Temporary job,0.03366,31,92,-0.00340,0.07071
1993,Lower Secondary Level,female,Permanent job,0.03614,81,117,0.00218,0.07011
1993,Lower Secondary Level,female,Temporary job,0.01562,36,117,-0.00695,0.03818
1993,Upper Secondary Level,male,Permanent job,0.07135,287,355,0.04453,0.09816
1993,Upper Secondary Level,male,Temporary job,0.01575,68,355,0.00278,0.02873
1993,Upper Secondary Level,female,Permanent job,0.07041,270,354,0.04372,0.09710
1993,Upper Secondary Level,female,Temporary job,0.02170,84,354,0.00650,0.03690
1993,First Stage of Tertiary Education,male,Permanent job,0.07924,42,42,-0.00344,0.16192
1993,Second Stage of Tertiary Education,male,Permanent job,0.10085,104,136,0.05006,0.15165
1993,Second Stage of Tertiary Education,male,Temporary job,0.03537,32,136,0.00421,0.06653
1993,Second Stage of Tertiary Education,female,Permanent job,0.12110,100,100,0.05684,0.18537
1994,Lower Secondary Level,male,Permanent job,0.04717,46,100,0.00541,0.08893
1994,Lower Secondary Level,male,Temporary job,0.06974,54,100,0.01956,0.11991
1994,Lower Secondary Level,female,Permanent job,0.01613,49,97,-0.00907,0.04133
1994,Lower Secondary Level,female,Temporary job,0.01735,48,97,-0.00877,0.04347
1994,Upper Secondary Level,male,Permanent job,0.05787,232,319,0.03220,0.08353
1994,Upper Secondary Level,male,Temporary job,0.02098,87,319,0.00523,0.03673
1994,Upper Secondary Level,female,Permanent job,0.05980,231,324,0.03394,0.08566
1994,Upper Secondary Level,female,Temporary job,0.02144,93,324,0.00564,0.03723
1994,First Stage of Tertiary Education,male,Permanent job,0.05135,34,34,-0.02396,0.12665
1994,Second Stage of Tertiary Education,male,Permanent job,0.07365,66,66,0.01015,0.13715
1994,Second Stage of Tertiary Education,female,Permanent job,0.07338,60,95,0.02067,0.12610
1994,Second Stage of Tertiary Education,female,Temporary job,0.04044,35,95,0.00062,0.08026
1995,Primary Level,male,Permanent job,0.48533,109,109,0.39107,0.57959
1995,Primary Level,female,Permanent job,0.29784,96,96,0.20588,0.38980
1995,Lower Secondary Level,male,Permanent job,0.38568,397,556,0.34518,0.42617
1995,Lower Secondary Level,male,Temporary job,0.17937,159,556,0.14745,0.21128
1995,Lower Secondary Level,female,Permanent job,0.19459,404,530,0.16085,0.22833
1995,Lower Secondary Level,female,Temporary job,0.04942,126,530,0.03095,0.06789
1995,Upper Secondary Level,male,Permanent job,0.53721,1998,2191,0.51633,0.55810
1995,Upper Secondary Level,male,Temporary job,0.05268,193,2191,0.04333,0.06204
1995,Upper Secondary Level,female,Permanent job,0.38580,1423,1618,0.36207,0.40953
1995,Upper Secondary Level,female,Temporary job,0.04486,195,1618,0.03477,0.05495
1995,Post-secondary Non-tertiary Level,male,Permanent job,0.55199,147,147,0.47132,0.63265
1995,Post-secondary Non-tertiary Level,female,Permanent job,0.41790,99,99,0.32025,0.51555
1995,First Stage of Tertiary Education,male,Permanent job,0.50836,273,273,0.44894,0.56777
1995,First Stage of Tertiary Education,female,Permanent job,0.48737,154,154,0.40817,0.56657
1995,Second Stage of Tertiary Education,male,Permanent job,0.59319,584,648,0.55533,0.63104
1995,Second Stage of Tertiary Education,male,Temporary job,0.06180,64,648,0.04324,0.08035
1995,Second Stage of Tertiary Education,female,Permanent job,0.51471,467,541,0.47256,0.55687
1995,Second Stage of Tertiary Education,female,Temporary job,0.10132,74,541,0.07587,0.12677
1996,Primary Level,male,Permanent job,0.46317,102,102,0.36592,0.56042
1996,Primary Level,female,Permanent job,0.27707,84,84,0.18078,0.37335
1996,Lower Secondary Level,male,Permanent job,0.36902,360,506,0.32694,0.41111
1996,Lower Secondary Level,male,Temporary job,0.15888,146,506,0.12699,0.19076
1996,Lower Secondary Level,female,Permanent job,0.18394,362,501,0.14998,0.21789
1996,Lower Secondary Level,female,Temporary job,0.05770,139,501,0.03726,0.07813
1996,Upper Secondary Level,male,Permanent job,0.53214,1945,2117,0.51088,0.55340
1996,Upper Secondary Level,male,Temporary job,0.04806,172,2117,0.03895,0.05717
1996,Upper Secondary Level,female,Permanent job,0.39162,1421,1600,0.36770,0.41555
1996,Upper Secondary Level,female,Temporary job,0.04142,179,1600,0.03165,0.05118
1996,Post-secondary Non-tertiary Level,male,Permanent job,0.53627,138,138,0.45277,0.61978
1996,Post-secondary Non-tertiary Level,female,Permanent job,0.48052,112,112,0.38757,0.57347
1996,First Stage of Tertiary Education,male,Permanent job,0.49236,268,268,0.43239,0.55233
1996,First Stage of Tertiary Education,female,Permanent job,0.49538,162,162,0.41815,0.57261
1996,Second Stage of Tertiary Education,male,Permanent job,0.58223,574,631,0.54372,0.62075
1996,Second Stage of Tertiary Education,male,Temporary job,0.05801,57,631,0.03976,0.07627
1996,Second Stage of Tertiary Education,female,Permanent job,0.51219,469,529,0.46956,0.55483
1996,Second Stage of Tertiary Education,female,Temporary job,0.08446,60,529,0.06074,0.10818
1997,Primary Level,male,Permanent job,0.44066,88,88,0.33633,0.54498
1997,Primary Level,female,Permanent job,0.29271,78,78,0.19108,0.39434
1997,Lower Secondary Level,male,Permanent job,0.33238,315,500,0.29105,0.37371
1997,Lower Secondary Level,male,Temporary job,0.19095,185,500,0.15646,0.22544
1997,Lower Secondary Level,female,Permanent job,0.16955,325,462,0.13529,0.20380
1997,Lower Secondary Level,female,Temporary job,0.06343,137,462,0.04118,0.08568
1997,Upper Secondary Level,male,Permanent job,0.50584,1816,2000,0.48392,0.52775
1997,Upper Secondary Level,male,Temporary job,0.05190,184,2000,0.04218,0.06162
1997,Upper Secondary Level,female,Permanent job,0.38210,1364,1542,0.35783,0.40636
1997,Upper Secondary Level,female,Temporary job,0.04190,178,1542,0.03190,0.05191
1997,Post-secondary Non-tertiary Level,male,Permanent job,0.53941,134,134,0.45470,0.62413
1997,Post-secondary Non-tertiary Level,female,Permanent job,0.49939,112,112,0.40637,0.59241
1997,First Stage of Tertiary Education,male,Permanent job,0.50171,267,267,0.44162,0.56180
1997,First Stage of Tertiary Education,female,Permanent job,0.49213,153,153,0.41265,0.57161
1997,Second Stage of Tertiary Education,male,Permanent job,0.57379,572,647,0.53565,0.61192
1997,Second Stage of Tertiary Education,male,Temporary job,0.07629,75,647,0.05582,0.09676
1997,Second Stage of Tertiary Education,female,Permanent job,0.50422,459,526,0.46145,0.54699
1997,Second Stage of Tertiary Education,female,Temporary job,0.09622,67,526,0.07099,0.12144
1998,Primary Level,male,Permanent job,0.48337,84,84,0.37586,0.59088
