year,age_gr,migback,plb0037_h,proportion,n,lower_confidence,upper_confidence
1985,30-45 J.,kein Migrationshintergrund,Unbefristet,0.2468656189298958,14443,0.2398333753123233,0.2538978625474683
1985,46-65 J.,kein Migrationshintergrund,Unbefristet,0.19053505209253047,14443,0.18413013030326564,0.1969399738817953
1985,18-29 J.,kein Migrationshintergrund,Unbefristet,0.15857319441991877,14443,0.15261588133495102,0.16453050750488651
1985,30-45 J.,direkter Migrationshintergrund,Unbefristet,0.13102595797280595,14443,0.12552283219205324,0.13652908375355866
1985,46-65 J.,direkter Migrationshintergrund,Unbefristet,0.0907646123962564,14443,0.08607945905547525,0.09544976573703755
1985,18-29 J.,direkter Migrationshintergrund,Unbefristet,0.06003884866678439,14443,0.05616450183928652,0.06391319549428226
1985,18-29 J.,kein Migrationshintergrund,Befristet,0.05986226381776444,14443,0.05599325538221507,0.0637312722533138
1985,18-29 J.,direkter Migrationshintergrund,Befristet,0.01801165460003532,14443,0.015842665659843633,0.020180643540227004
1985,30-45 J.,kein Migrationshintergrund,Befristet,0.014479957619636235,14443,0.012531711851532647,0.016428203387739822
1985,30-45 J.,direkter Migrationshintergrund,Befristet,0.008829242450997704,14443,0.007303562892786934,0.010354922009208473
1985,46-65 J.,kein Migrationshintergrund,Befristet,0.006180469715698393,14443,0.004902290148600002,0.007458649282796784
1985,18-29 J.,indirekter Migrationshintergrund,Unbefristet,0.004944375772558714,14443,0.0038004264644469618,0.006088325080670466
1985,46-65 J.,direkter Migrationshintergrund,Befristet,0.0028253575843192654,14443,0.0019596929220979976,0.003691022246540533
1985,18-29 J.,indirekter Migrationshintergrund,Befristet,0.002472187886279357,14443,0.0016622893588725154,0.0032820864136861986
1985,66 und älter,kein Migrationshintergrund,Unbefristet,0.0022956030372594033,14443,0.0015150962137958702,0.003076109860722936
1985,30-45 J.,indirekter Migrationshintergrund,Unbefristet,0.0015892636411795867,14443,0.0009396128661411889,0.0022389144162179844
1985,46-65 J.,indirekter Migrationshintergrund,Unbefristet,0.0005297545470598623,14443,0.0001544795354530788,0.0009050295586666457
1985,66 und älter,direkter Migrationshintergrund,Unbefristet,0.0001765848490199541,14443,-4.011855662845116e-05,0.0003932882546683593
1986,18-29 J.,kein Migrationshintergrund,Unbefristet,0.2997448979591837,13742,0.29208478560030776,0.3074050103180596
1986,30-45 J.,kein Migrationshintergrund,Unbefristet,0.25,13742,0.24276011387528634,0.25723988612471366
1986,18-29 J.,kein Migrationshintergrund,Befristet,0.1556122448979592,13742,0.14955152871918778,0.1616729610767306
1986,18-29 J.,direkter Migrationshintergrund,Unbefristet,0.09948979591836735,13742,0.09448524988429678,0.10449434195243791
1986,30-45 J.,direkter Migrationshintergrund,Unbefristet,0.04846938775510204,13742,0.0448787115093768,0.05206006400082728
