year,hhtyp,regtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Single-person household,Urban regions,No,0.99634,1909,1909,0.99363,0.99905
2009,Single-person household,Rural regions,No,0.99074,852,852,0.98431,0.99718
2009,Couple without children,Urban regions,Yes,0.01326,39,2268,0.00855,0.01797
2009,Couple without children,Urban regions,No,0.98674,2229,2268,0.98203,0.99145
2009,Couple without children,Rural regions,Yes,0.04395,41,1200,0.03235,0.05555
2009,Couple without children,Rural regions,No,0.95605,1159,1200,0.94445,0.96765
2009,Single parent,Urban regions,No,0.99667,383,383,0.99089,1.00245
2009,Single parent,Rural regions,No,0.98495,229,229,0.96915,1.00075
2009,Couple with children,Urban regions,Yes,0.02529,53,1892,0.01822,0.03237
2009,Couple with children,Urban regions,No,0.97471,1839,1892,0.96763,0.98178
2009,Couple with children,Rural regions,Yes,0.04290,56,1038,0.03057,0.05523
2009,Couple with children,Rural regions,No,0.95710,982,1038,0.94477,0.96943
2009,Other Combinations,Urban regions,No,0.97919,42,42,0.93549,1.02289
2010,Single-person household,Urban regions,No,0.99249,1814,1814,0.98851,0.99646
2010,Single-person household,Rural regions,No,0.99008,829,829,0.98333,0.99683
2010,Couple without children,Urban regions,Yes,0.01261,38,2193,0.00794,0.01729
2010,Couple without children,Urban regions,No,0.98739,2155,2193,0.98271,0.99206
2010,Couple without children,Rural regions,Yes,0.03606,37,1144,0.02525,0.04687
2010,Couple without children,Rural regions,No,0.96394,1107,1144,0.95313,0.97475
2010,Single parent,Urban regions,No,0.99335,1187,1187,0.98873,0.99798
2010,Single parent,Rural regions,No,0.98951,632,632,0.98156,0.99746
2010,Couple with children,Urban regions,Yes,0.03242,144,3696,0.02671,0.03813
2010,Couple with children,Urban regions,No,0.96758,3552,3696,0.96187,0.97329
2010,Couple with children,Rural regions,Yes,0.05578,123,1989,0.04569,0.06586
2010,Couple with children,Rural regions,No,0.94422,1866,1989,0.93414,0.95431
2010,Other Combinations,Urban regions,No,0.99413,39,39,0.96983,1.01842
2011,Single-person household,Urban regions,No,0.99084,2376,2376,0.98700,0.99467
2011,Single-person household,Rural regions,No,0.98729,1112,1112,0.98071,0.99388
2011,Couple without children,Urban regions,Yes,0.02254,67,2760,0.01700,0.02808
2011,Couple without children,Urban regions,No,0.97746,2693,2760,0.97192,0.98300
2011,Couple without children,Rural regions,Yes,0.03753,55,1591,0.02818,0.04687
2011,Couple without children,Rural regions,No,0.96247,1536,1591,0.95313,0.97182
2011,Single parent,Urban regions,No,0.99042,1478,1478,0.98545,0.99539
2011,Single parent,Rural regions,No,0.98771,792,792,0.98004,0.99539
2011,Couple with children,Urban regions,Yes,0.04163,195,3943,0.03539,0.04786
2011,Couple with children,Urban regions,No,0.95837,3748,3943,0.95214,0.96461
2011,Couple with children,Rural regions,Yes,0.06528,153,2214,0.05498,0.07557
2011,Couple with children,Rural regions,No,0.93472,2061,2214,0.92443,0.94502
2011,Multi-generational household,Urban regions,No,0.99715,62,62,0.98376,1.01053
2011,Other Combinations,Urban regions,No,0.98669,61,61,0.95769,1.01569
2011,Other Combinations,Rural regions,No,0.91400,34,34,0.81835,1.00966
2012,Single-person household,Urban regions,No,0.99011,2436,2436,0.98618,0.99404
2012,Single-person household,Rural regions,No,0.98299,1197,1197,0.97566,0.99032
2012,Couple without children,Urban regions,Yes,0.02673,78,2765,0.02071,0.03274
2012,Couple without children,Urban regions,No,0.97327,2687,2765,0.96726,0.97929
2012,Couple without children,Rural regions,Yes,0.04259,54,1671,0.03291,0.05228
2012,Couple without children,Rural regions,No,0.95741,1617,1671,0.94772,0.96709
2012,Single parent,Urban regions,No,0.99089,1378,1378,0.98587,0.99591
2012,Single parent,Rural regions,No,0.99296,768,768,0.98705,0.99888
2012,Couple with children,Urban regions,Yes,0.04798,196,3687,0.04108,0.05488
2012,Couple with children,Urban regions,No,0.95202,3491,3687,0.94512,0.95892
2012,Couple with children,Rural regions,Yes,0.05521,134,2084,0.04540,0.06502
2012,Couple with children,Rural regions,No,0.94479,1950,2084,0.93498,0.95460
2012,Multi-generational household,Rural regions,No,0.99591,59,59,0.97949,1.01233
2012,Other Combinations,Urban regions,No,0.92910,55,55,0.86064,0.99756
2012,Other Combinations,Rural regions,No,0.97483,39,39,0.92503,1.02463
2013,Single-person household,Urban regions,No,0.98896,2596,2596,0.98494,0.99298
2013,Single-person household,Rural regions,No,0.98156,1202,1202,0.97395,0.98917
2013,Couple without children,Urban regions,Yes,0.02969,79,2969,0.02358,0.03579
2013,Couple without children,Urban regions,No,0.97031,2890,2969,0.96421,0.97642
2013,Couple without children,Rural regions,Yes,0.03943,60,1668,0.03009,0.04877
2013,Couple without children,Rural regions,No,0.96057,1608,1668,0.95123,0.96991
2013,Single parent,Urban regions,No,0.98773,1457,1457,0.98208,0.99339
2013,Single parent,Rural regions,No,0.98627,751,751,0.97794,0.99460
2013,Couple with children,Urban regions,Yes,0.04280,199,4433,0.03684,0.04876
2013,Couple with children,Urban regions,No,0.95720,4234,4433,0.95124,0.96316
2013,Couple with children,Rural regions,Yes,0.05714,141,2206,0.04745,0.06682
2013,Couple with children,Rural regions,No,0.94286,2065,2206,0.93318,0.95255
2013,Multi-generational household,Urban regions,No,0.99730,76,76,0.98554,1.00905
2013,Multi-generational household,Rural regions,No,0.94510,63,63,0.88840,1.00180
2013,Other Combinations,Urban regions,No,0.98596,257,257,0.97154,1.00037
2013,Other Combinations,Rural regions,No,0.95243,92,92,0.90869,0.99616
2014,Single-person household,Urban regions,Yes,0.01493,31,2419,0.01010,0.01977
2014,Single-person household,Urban regions,No,0.98507,2388,2419,0.98023,0.98990
2014,Single-person household,Rural regions,No,0.97107,1119,1119,0.96124,0.98089
2014,Couple without children,Urban regions,Yes,0.03405,90,2749,0.02727,0.04083
2014,Couple without children,Urban regions,No,0.96595,2659,2749,0.95917,0.97273
2014,Couple without children,Rural regions,Yes,0.05205,73,1610,0.04119,0.06290
2014,Couple without children,Rural regions,No,0.94795,1537,1610,0.93710,0.95881
2014,Single parent,Urban regions,No,0.98742,1163,1163,0.98101,0.99383
2014,Single parent,Rural regions,No,0.98959,621,621,0.98160,0.99758
2014,Couple with children,Urban regions,Yes,0.05414,208,3782,0.04693,0.06135
2014,Couple with children,Urban regions,No,0.94586,3574,3782,0.93865,0.95307
2014,Couple with children,Rural regions,Yes,0.06388,142,1916,0.05293,0.07484
2014,Couple with children,Rural regions,No,0.93612,1774,1916,0.92516,0.94707
2014,Multi-generational household,Urban regions,No,0.94723,67,67,0.89330,1.00117
2014,Multi-generational household,Rural regions,No,0.97273,52,52,0.92803,1.01743
2014,Other Combinations,Urban regions,No,0.98803,188,188,0.97244,1.00362
2014,Other Combinations,Rural regions,No,0.96549,70,70,0.92242,1.00856
2015,Single-person household,Urban regions,Yes,0.01447,33,2450,0.00974,0.01920
2015,Single-person household,Urban regions,No,0.98553,2417,2450,0.98080,0.99026
2015,Single-person household,Rural regions,No,0.97533,1140,1140,0.96632,0.98434
2015,Couple without children,Urban regions,Yes,0.02950,84,2779,0.02321,0.03579
2015,Couple without children,Urban regions,No,0.97050,2695,2779,0.96421,0.97679
2015,Couple without children,Rural regions,Yes,0.05120,68,1592,0.04037,0.06203
2015,Couple without children,Rural regions,No,0.94880,1524,1592,0.93797,0.95963
2015,Single parent,Urban regions,No,0.98986,1106,1106,0.98396,0.99577
2015,Single parent,Rural regions,No,0.98586,572,572,0.97618,0.99554
2015,Couple with children,Urban regions,Yes,0.04740,182,3748,0.04060,0.05420
2015,Couple with children,Urban regions,No,0.95260,3566,3748,0.94580,0.95940
2015,Couple with children,Rural regions,Yes,0.05737,138,1906,0.04692,0.06781
2015,Couple with children,Rural regions,No,0.94263,1768,1906,0.93219,0.95308
2015,Multi-generational household,Urban regions,No,0.96110,77,77,0.91762,1.00457
2015,Multi-generational household,Rural regions,No,0.91942,57,57,0.84813,0.99071
2015,Other Combinations,Urban regions,No,0.98607,183,183,0.96904,1.00310
2015,Other Combinations,Rural regions,No,0.99023,64,64,0.96593,1.01452
2016,Single-person household,Urban regions,Yes,0.01638,33,2312,0.01120,0.02155
2016,Single-person household,Urban regions,No,0.98362,2279,2312,0.97845,0.98880
2016,Single-person household,Rural regions,No,0.97728,1046,1046,0.96824,0.98631
2016,Couple without children,Urban regions,Yes,0.03384,79,2565,0.02684,0.04084
2016,Couple without children,Urban regions,No,0.96616,2486,2565,0.95916,0.97316
2016,Couple without children,Rural regions,Yes,0.04407,60,1527,0.03377,0.05437
2016,Couple without children,Rural regions,No,0.95593,1467,1527,0.94563,0.96623
2016,Single parent,Urban regions,No,0.98481,971,971,0.97711,0.99251
2016,Single parent,Rural regions,No,0.96784,520,520,0.95266,0.98302
2016,Couple with children,Urban regions,Yes,0.05018,167,3297,0.04273,0.05764
2016,Couple with children,Urban regions,No,0.94982,3130,3297,0.94236,0.95727
2016,Couple with children,Rural regions,Yes,0.07880,133,1692,0.06596,0.09164
2016,Couple with children,Rural regions,No,0.92120,1559,1692,0.90836,0.93404
2016,Multi-generational household,Urban regions,No,0.94700,61,61,0.89031,1.00369
2016,Multi-generational household,Rural regions,No,0.88463,42,42,0.78684,0.98242
2016,Other Combinations,Rural regions,No,0.99434,57,57,0.97469,1.01399
2017,Single-person household,Urban regions,Yes,0.02038,49,2591,0.01494,0.02582
2017,Single-person household,Urban regions,No,0.97962,2542,2591,0.97418,0.98506
2017,Single-person household,Rural regions,Yes,0.02450,33,1233,0.01587,0.03314
2017,Single-person household,Rural regions,No,0.97550,1200,1233,0.96686,0.98413
2017,Couple without children,Urban regions,Yes,0.03669,106,2885,0.02983,0.04355
2017,Couple without children,Urban regions,No,0.96331,2779,2885,0.95645,0.97017
2017,Couple without children,Rural regions,Yes,0.05717,83,1717,0.04619,0.06816
2017,Couple without children,Rural regions,No,0.94283,1634,1717,0.93184,0.95381
2017,Single parent,Urban regions,No,0.97352,966,966,0.96339,0.98365
2017,Single parent,Rural regions,No,0.97537,530,530,0.96216,0.98858
2017,Couple with children,Urban regions,Yes,0.05657,194,3506,0.04892,0.06421
2017,Couple with children,Urban regions,No,0.94343,3312,3506,0.93579,0.95108
2017,Couple with children,Rural regions,Yes,0.07708,145,1808,0.06478,0.08938
2017,Couple with children,Rural regions,No,0.92292,1663,1808,0.91062,0.93522
2017,Multi-generational household,Urban regions,No,0.97688,67,67,0.94063,1.01314
2017,Multi-generational household,Rural regions,No,0.91183,42,42,0.82504,0.99862
2017,Other Combinations,Urban regions,No,0.98262,177,177,0.96331,1.00193
2017,Other Combinations,Rural regions,No,0.98975,74,74,0.96665,1.01286
2018,Single-person household,Urban regions,Yes,0.02186,46,2756,0.01640,0.02732
2018,Single-person household,Urban regions,No,0.97814,2710,2756,0.97268,0.98360
2018,Single-person household,Rural regions,No,0.98063,1238,1238,0.97295,0.98831
2018,Couple without children,Urban regions,Yes,0.03379,96,2857,0.02717,0.04042
2018,Couple without children,Urban regions,No,0.96621,2761,2857,0.95958,0.97283
2018,Couple without children,Rural regions,Yes,0.07478,93,1678,0.06220,0.08737
2018,Couple without children,Rural regions,No,0.92522,1585,1678,0.91263,0.93780
2018,Single parent,Urban regions,No,0.98640,985,985,0.97916,0.99363
2018,Single parent,Rural regions,No,0.97988,489,489,0.96743,0.99234
2018,Couple with children,Urban regions,Yes,0.06259,203,3296,0.05432,0.07086
2018,Couple with children,Urban regions,No,0.93741,3093,3296,0.92914,0.94568
2018,Couple with children,Rural regions,Yes,0.09062,139,1718,0.07704,0.10419
2018,Couple with children,Rural regions,No,0.90938,1579,1718,0.89581,0.92296
2018,Multi-generational household,Urban regions,No,0.96758,72,72,0.92639,1.00878
2018,Multi-generational household,Rural regions,No,0.98650,40,40,0.95027,1.02272
2018,Other Combinations,Urban regions,No,0.96582,158,158,0.93740,0.99424
2018,Other Combinations,Rural regions,No,0.98262,64,64,0.95035,1.01489
2019,Single-person household,Urban regions,Yes,0.01988,41,2214,0.01406,0.02570
2019,Single-person household,Urban regions,No,0.98012,2173,2214,0.97430,0.98594
2019,Single-person household,Rural regions,No,0.98149,1026,1026,0.97324,0.98975
2019,Couple without children,Urban regions,Yes,0.03457,87,2405,0.02727,0.04187
2019,Couple without children,Urban regions,No,0.96543,2318,2405,0.95813,0.97273
2019,Couple without children,Rural regions,Yes,0.07356,79,1450,0.06012,0.08700
2019,Couple without children,Rural regions,No,0.92644,1371,1450,0.91300,0.93988
2019,Single parent,Urban regions,No,0.98469,814,814,0.97625,0.99313
2019,Single parent,Rural regions,No,0.96917,384,384,0.95186,0.98649
2019,Couple with children,Urban regions,Yes,0.05504,162,2615,0.04630,0.06379
2019,Couple with children,Urban regions,No,0.94496,2453,2615,0.93621,0.95370
2019,Couple with children,Rural regions,Yes,0.09350,128,1396,0.07822,0.10877
2019,Couple with children,Rural regions,No,0.90650,1268,1396,0.89123,0.92178
2019,Multi-generational household,Urban regions,No,0.95121,50,50,0.89090,1.01153
2019,Multi-generational household,Rural regions,No,0.98649,31,31,0.94518,1.02780
2019,Other Combinations,Urban regions,No,0.96363,106,106,0.92783,0.99944
2019,Other Combinations,Rural regions,No,0.97932,50,50,0.93948,1.01917
2020,Single-person household,Urban regions,Yes,0.01852,60,3238,0.01388,0.02317
2020,Single-person household,Urban regions,No,0.98148,3178,3238,0.97683,0.98612
2020,Single-person household,Rural regions,Yes,0.02430,45,1330,0.01602,0.03258
2020,Single-person household,Rural regions,No,0.97570,1285,1330,0.96742,0.98398
2020,Couple without children,Urban regions,Yes,0.03094,109,3283,0.02502,0.03687
2020,Couple without children,Urban regions,No,0.96906,3174,3283,0.96313,0.97498
2020,Couple without children,Rural regions,Yes,0.05607,86,1719,0.04519,0.06695
2020,Couple without children,Rural regions,No,0.94393,1633,1719,0.93305,0.95481
2020,Single parent,Urban regions,No,0.97463,874,874,0.96420,0.98506
2020,Single parent,Rural regions,No,0.97724,429,429,0.96311,0.99137
2020,Couple with children,Urban regions,Yes,0.04562,189,3247,0.03844,0.05280
2020,Couple with children,Urban regions,No,0.95438,3058,3247,0.94720,0.96156
2020,Couple with children,Rural regions,Yes,0.09727,149,1637,0.08291,0.11163
2020,Couple with children,Rural regions,No,0.90273,1488,1637,0.88837,0.91709
2020,Multi-generational household,Urban regions,No,0.99645,66,66,0.98199,1.01091
2020,Multi-generational household,Rural regions,No,0.97358,46,46,0.92672,1.02044
2020,Other Combinations,Urban regions,No,0.97900,201,201,0.95912,0.99887
2020,Other Combinations,Rural regions,No,0.99667,86,86,0.98441,1.00892
2021,Single-person household,Urban regions,Yes,0.02102,38,1945,0.01464,0.02739
2021,Single-person household,Urban regions,No,0.97898,1907,1945,0.97261,0.98536
2021,Single-person household,Rural regions,No,0.97161,817,817,0.96021,0.98301
2021,Couple without children,Urban regions,Yes,0.03233,73,2008,0.02459,0.04007
2021,Couple without children,Urban regions,No,0.96767,1935,2008,0.95993,0.97541
2021,Couple without children,Rural regions,Yes,0.06656,67,1108,0.05188,0.08125
2021,Couple without children,Rural regions,No,0.93344,1041,1108,0.91875,0.94812
2021,Single parent,Urban regions,No,0.97904,514,514,0.96664,0.99143
2021,Single parent,Rural regions,No,0.96318,283,283,0.94119,0.98516
2021,Couple with children,Urban regions,Yes,0.04861,116,1902,0.03895,0.05828
2021,Couple with children,Urban regions,No,0.95139,1786,1902,0.94172,0.96105
2021,Couple with children,Rural regions,Yes,0.09534,83,973,0.07687,0.11380
2021,Couple with children,Rural regions,No,0.90466,890,973,0.88620,0.92313
2021,Other Combinations,Urban regions,No,0.97673,147,147,0.95227,1.00118
2021,Other Combinations,Rural regions,No,0.98616,68,68,0.95819,1.01413
2022,No answer / don't know,Urban regions,No,0.94365,275,275,0.91635,0.97096
2022,No answer / don't know,Rural regions,No,0.87626,127,127,0.81877,0.93376
2022,Single-person household,Urban regions,Yes,0.02140,132,4002,0.01691,0.02588
2022,Single-person household,Urban regions,No,0.97860,3870,4002,0.97412,0.98309
2022,Single-person household,Rural regions,Yes,0.03990,70,1542,0.03013,0.04968
2022,Single-person household,Rural regions,No,0.96010,1472,1542,0.95032,0.96987
2022,Couple without children,Urban regions,Yes,0.05059,203,3882,0.04369,0.05748
2022,Couple without children,Urban regions,No,0.94941,3679,3882,0.94252,0.95631
2022,Couple without children,Rural regions,Yes,0.08138,146,1823,0.06883,0.09394
2022,Couple without children,Rural regions,No,0.91862,1677,1823,0.90606,0.93117
2022,Single parent,Urban regions,No,0.98226,739,739,0.97274,0.99179
2022,Single parent,Rural regions,No,0.94194,358,358,0.91768,0.96620
2022,Couple with children,Urban regions,Yes,0.08917,313,3348,0.07951,0.09882
2022,Couple with children,Urban regions,No,0.91083,3035,3348,0.90118,0.92049
2022,Couple with children,Rural regions,Yes,0.11765,225,1791,0.10273,0.13258
2022,Couple with children,Rural regions,No,0.88235,1566,1791,0.86742,0.89727
2022,Multi-generational household,Urban regions,No,0.91225,41,41,0.82457,0.99993
2022,Multi-generational household,Rural regions,No,0.96191,34,34,0.89661,1.02722
2022,Other Combinations,Urban regions,Yes,0.04712,44,768,0.03212,0.06211
2022,Other Combinations,Urban regions,No,0.95288,724,768,0.93789,0.96788
2022,Other Combinations,Rural regions,No,0.95665,324,324,0.93444,0.97886
