year,bula_h,hhtyp,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,Single-person household,No,0.97235,88,88,0.93789,1.00680
2009,Schleswig-Holstein,Couple without children,No,0.90807,112,112,0.85432,0.96182
2009,Schleswig-Holstein,Couple with children,No,0.97356,73,73,0.93651,1.01062
2009,Hamburg,Single-person household,No,0.96956,73,73,0.92987,1.00924
2009,Hamburg,Couple without children,No,0.92901,56,56,0.86114,0.99688
2009,Lower Saxony,Single-person household,No,0.94122,229,229,0.91069,0.97175
2009,Lower Saxony,Couple without children,No,0.93220,313,313,0.90430,0.96010
2009,Lower Saxony,Single parent,No,0.97666,40,40,0.92927,1.02405
2009,Lower Saxony,Couple with children,No,0.90855,271,271,0.87416,0.94293
2009,North Rhine-Westphalia,Single-person household,No,0.96220,527,527,0.94590,0.97850
2009,North Rhine-Westphalia,Couple without children,No,0.96117,683,683,0.94667,0.97567
2009,North Rhine-Westphalia,Single parent,No,0.95873,110,110,0.92139,0.99607
2009,North Rhine-Westphalia,Couple with children,No,0.92714,609,609,0.90648,0.94780
2009,Hesse,Single-person household,No,0.94170,175,175,0.90688,0.97651
2009,Hesse,Couple without children,No,0.94712,242,242,0.91886,0.97537
2009,Hesse,Single parent,No,0.90041,41,41,0.80762,0.99321
2009,Hesse,Couple with children,No,0.92874,196,196,0.89263,0.96485
2009,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98578,181,181,0.96849,1.00308
2009,"Rhineland-Palatinate, Saarland",Couple without children,No,0.90046,160,160,0.85392,0.94699
2009,"Rhineland-Palatinate, Saarland",Single parent,No,0.92573,43,43,0.84642,1.00503
2009,"Rhineland-Palatinate, Saarland",Couple with children,No,0.90764,166,166,0.86346,0.95182
2009,Baden-Wuerttemberg,Single-person household,No,0.95827,303,303,0.93571,0.98082
2009,Baden-Wuerttemberg,Couple without children,No,0.92770,353,353,0.90064,0.95475
2009,Baden-Wuerttemberg,Single parent,No,0.94890,69,69,0.89656,1.00124
2009,Baden-Wuerttemberg,Couple with children,No,0.92963,353,353,0.90291,0.95635
2009,Bavaria,Single-person household,No,0.96754,370,370,0.94946,0.98562
2009,Bavaria,Couple without children,No,0.91698,453,453,0.89154,0.94242
2009,Bavaria,Single parent,No,0.95594,86,86,0.91231,0.99957
2009,Bavaria,Couple with children,No,0.92013,440,440,0.89477,0.94549
2009,Berlin,Single-person household,No,0.96888,164,164,0.94223,0.99554
2009,Berlin,Couple without children,No,0.94227,144,144,0.90404,0.98050
2009,Berlin,Single parent,No,0.99473,37,37,0.97109,1.01838
2009,Berlin,Couple with children,No,0.91386,74,74,0.84950,0.97822
2009,Brandenburg,Single-person household,No,0.94635,125,125,0.90670,0.98601
2009,Brandenburg,Couple without children,No,0.95762,159,159,0.92621,0.98903
2009,Brandenburg,Couple with children,No,0.93939,108,108,0.89417,0.98460
2009,Mecklenburg-Western Pomerania,Single-person household,No,0.98327,76,76,0.95425,1.01230
2009,Mecklenburg-Western Pomerania,Couple without children,No,0.94273,107,107,0.89849,0.98696
2009,Mecklenburg-Western Pomerania,Couple with children,No,0.93454,54,54,0.86796,1.00113
2009,Saxony,Single-person household,No,0.97415,206,206,0.95243,0.99587
2009,Saxony,Couple without children,No,0.93444,268,268,0.90475,0.96413
2009,Saxony,Single parent,No,0.97590,41,41,0.92836,1.02343
2009,Saxony,Couple with children,No,0.87579,196,196,0.82949,0.92208
2009,Saxony-Anhalt,Single-person household,No,0.95578,112,112,0.91754,0.99403
2009,Saxony-Anhalt,Couple without children,No,0.96879,150,150,0.94086,0.99671
2009,Saxony-Anhalt,Couple with children,No,0.95332,110,110,0.91372,0.99292
2009,Thuringa,Single-person household,No,0.94983,112,112,0.90922,0.99044
2009,Thuringa,Couple without children,No,0.88378,159,159,0.83380,0.93375
2009,Thuringa,Single parent,No,0.90787,32,32,0.80607,1.00968
2009,Thuringa,Couple with children,No,0.98209,126,126,0.95883,1.00534
2010,Schleswig-Holstein,Single-person household,No,0.96085,81,81,0.91835,1.00335
2010,Schleswig-Holstein,Couple without children,No,0.94183,105,105,0.89684,0.98682
2010,Schleswig-Holstein,Single parent,No,0.97876,77,77,0.94634,1.01118
2010,Schleswig-Holstein,Couple with children,No,0.99039,172,172,0.97578,1.00501
2010,Hamburg,Single-person household,No,0.98175,64,64,0.94871,1.01480
2010,Hamburg,Couple without children,No,0.97449,63,63,0.93525,1.01374
2010,Hamburg,Couple with children,No,0.97012,72,72,0.93052,1.00972
2010,Lower Saxony,Single-person household,No,0.97731,230,230,0.95803,0.99660
2010,Lower Saxony,Couple without children,No,0.95268,301,301,0.92866,0.97671
2010,Lower Saxony,Single parent,No,0.98785,179,179,0.97176,1.00395
2010,Lower Saxony,Couple with children,No,0.96856,498,498,0.95322,0.98390
2010,Bremen,Couple with children,No,0.91475,32,32,0.81644,1.01305
2010,North Rhine-Westphalia,Single-person household,No,0.96713,470,470,0.95099,0.98327
2010,North Rhine-Westphalia,Couple without children,No,0.97556,652,652,0.96370,0.98742
2010,North Rhine-Westphalia,Single parent,No,0.99151,355,355,0.98195,1.00107
2010,North Rhine-Westphalia,Couple with children,Yes,0.02995,47,1253,0.02051,0.03939
2010,North Rhine-Westphalia,Couple with children,No,0.96460,1206,1253,0.95436,0.97483
2010,Hesse,Single-person household,No,0.97001,167,167,0.94406,0.99596
2010,Hesse,Couple without children,No,0.96079,233,233,0.93582,0.98577
2010,Hesse,Single parent,No,0.95179,120,120,0.91331,0.99028
2010,Hesse,Couple with children,No,0.92921,399,399,0.90401,0.95441
2010,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93023,158,158,0.89037,0.97008
2010,"Rhineland-Palatinate, Saarland",Single parent,No,0.99055,92,92,0.97068,1.01043
2010,"Rhineland-Palatinate, Saarland",Couple with children,No,0.93552,301,301,0.90773,0.96331
2010,Baden-Wuerttemberg,Single-person household,No,0.97159,299,299,0.95272,0.99045
2010,Baden-Wuerttemberg,Couple without children,No,0.95705,335,335,0.93530,0.97879
2010,Baden-Wuerttemberg,Single parent,No,0.97499,202,202,0.95340,0.99658
2010,Baden-Wuerttemberg,Couple with children,Yes,0.03723,34,741,0.02358,0.05087
2010,Baden-Wuerttemberg,Couple with children,No,0.94648,707,741,0.93026,0.96269
2010,Bavaria,Single-person household,No,0.97987,352,352,0.96518,0.99457
2010,Bavaria,Couple without children,No,0.95487,445,445,0.93556,0.97418
2010,Bavaria,Single parent,No,0.98352,262,262,0.96808,0.99897
2010,Bavaria,Couple with children,Yes,0.07164,64,911,0.05488,0.08839
2010,Bavaria,Couple with children,No,0.92644,847,911,0.90948,0.94340
2010,Berlin,Single-person household,No,0.99129,170,170,0.97728,1.00530
2010,Berlin,Couple without children,No,0.95456,139,139,0.91981,0.98931
2010,Berlin,Couple with children,No,0.98523,173,173,0.96720,1.00326
2010,Brandenburg,Single-person household,No,0.99691,114,114,0.98667,1.00715
2010,Brandenburg,Couple without children,No,0.98369,164,164,0.96425,1.00314
2010,Brandenburg,Single parent,No,0.99539,81,81,0.98055,1.01023
2010,Brandenburg,Couple with children,No,0.93557,178,178,0.89940,0.97174
2010,Mecklenburg-Western Pomerania,Single-person household,No,0.93821,71,71,0.88180,0.99461
2010,Mecklenburg-Western Pomerania,Couple without children,No,0.98450,102,102,0.96042,1.00859
2010,Mecklenburg-Western Pomerania,Couple with children,No,0.93671,109,109,0.89079,0.98263
2010,Saxony,Single-person household,No,0.98817,189,189,0.97272,1.00363
2010,Saxony,Couple without children,No,0.93210,246,246,0.90059,0.96360
2010,Saxony,Couple with children,No,0.88032,363,363,0.84688,0.91376
2010,Saxony-Anhalt,Single-person household,No,0.97106,115,115,0.94029,1.00183
2010,Saxony-Anhalt,Couple without children,No,0.95147,144,144,0.91625,0.98669
2010,Saxony-Anhalt,Couple with children,No,0.94727,176,176,0.91415,0.98038
2010,Thuringa,Single-person household,No,0.99436,115,115,0.98062,1.00811
2010,Thuringa,Couple without children,No,0.96301,149,149,0.93261,0.99342
2010,Thuringa,Single parent,No,0.98480,66,66,0.95505,1.01454
2010,Thuringa,Couple with children,No,0.97814,185,185,0.95702,0.99927
2011,Schleswig-Holstein,Single-person household,No,0.98839,119,119,0.96906,1.00772
2011,Schleswig-Holstein,Couple without children,No,0.96007,162,162,0.92983,0.99032
2011,Schleswig-Holstein,Single parent,No,0.95846,95,95,0.91812,0.99880
2011,Schleswig-Holstein,Couple with children,No,0.97821,208,208,0.95832,0.99810
2011,Hamburg,Couple without children,No,0.96108,66,66,0.91407,1.00810
2011,Hamburg,Single parent,No,0.97726,38,38,0.92923,1.02529
2011,Lower Saxony,Single-person household,No,0.98814,274,274,0.97530,1.00098
2011,Lower Saxony,Couple without children,No,0.94478,408,408,0.92259,0.96697
2011,Lower Saxony,Single parent,No,0.97723,207,207,0.95685,0.99760
2011,Lower Saxony,Couple with children,No,0.95505,549,549,0.93771,0.97240
2011,Bremen,Couple with children,No,0.99520,35,35,0.97198,1.01843
2011,North Rhine-Westphalia,Single-person household,No,0.98379,629,629,0.97391,0.99367
2011,North Rhine-Westphalia,Couple without children,No,0.97127,827,827,0.95988,0.98267
2011,North Rhine-Westphalia,Single parent,No,0.98653,447,447,0.97583,0.99723
2011,North Rhine-Westphalia,Couple with children,Yes,0.04162,62,1302,0.03077,0.05247
2011,North Rhine-Westphalia,Couple with children,No,0.95784,1240,1302,0.94691,0.96876
2011,Hesse,Single-person household,No,0.97897,231,231,0.96043,0.99751
2011,Hesse,Couple without children,No,0.96479,270,270,0.94276,0.98682
2011,Hesse,Single parent,No,0.99646,159,159,0.98719,1.00572
2011,Hesse,Couple with children,No,0.96429,453,453,0.94718,0.98139
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98306,221,221,0.96600,1.00011
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.95031,226,226,0.92191,0.97870
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.98657,114,114,0.96535,1.00779
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.95958,329,329,0.93827,0.98089
2011,Baden-Wuerttemberg,Single-person household,No,0.97524,389,389,0.95977,0.99070
2011,Baden-Wuerttemberg,Couple without children,No,0.95982,465,465,0.94195,0.97769
2011,Baden-Wuerttemberg,Single parent,No,0.99318,248,248,0.98292,1.00344
2011,Baden-Wuerttemberg,Couple with children,Yes,0.06804,66,836,0.05096,0.08512
2011,Baden-Wuerttemberg,Couple with children,No,0.93196,770,836,0.91488,0.94904
2011,Bavaria,Single-person household,No,0.98551,508,508,0.97510,0.99591
2011,Bavaria,Couple without children,No,0.96010,630,630,0.94480,0.97540
2011,Bavaria,Single parent,No,0.99226,346,346,0.98301,1.00151
2011,Bavaria,Couple with children,Yes,0.09152,97,1016,0.07378,0.10926
2011,Bavaria,Couple with children,No,0.90707,919,1016,0.88920,0.92493
2011,Berlin,Couple without children,No,0.97751,163,163,0.95467,1.00034
2011,Berlin,Single parent,No,0.99331,113,113,0.97821,1.00841
2011,Berlin,Couple with children,No,0.99908,172,172,0.99454,1.00362
2011,Brandenburg,Single-person household,No,0.99550,156,156,0.98495,1.00604
2011,Brandenburg,Couple without children,No,0.98863,203,203,0.97402,1.00325
2011,Brandenburg,Single parent,No,0.94771,103,103,0.90451,0.99091
2011,Brandenburg,Couple with children,No,0.96311,192,192,0.93638,0.98984
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.94942,96,96,0.90536,0.99349
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.99294,119,119,0.97783,1.00805
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.91671,98,98,0.86172,0.97170
2011,Saxony,Single-person household,No,0.97993,233,233,0.96188,0.99797
2011,Saxony,Couple without children,No,0.94704,295,295,0.92143,0.97264
2011,Saxony,Single parent,No,0.99690,126,126,0.98715,1.00665
2011,Saxony,Couple with children,No,0.90941,357,357,0.87959,0.93923
2011,Saxony-Anhalt,Single-person household,No,0.98764,153,153,0.97007,1.00520
2011,Saxony-Anhalt,Couple without children,No,0.96411,177,177,0.93662,0.99159
2011,Saxony-Anhalt,Single parent,No,0.99867,89,89,0.99105,1.00629
2011,Saxony-Anhalt,Couple with children,No,0.97687,209,209,0.95644,0.99730
2011,Thuringa,Single-person household,No,0.97279,163,163,0.94773,0.99784
2011,Thuringa,Couple with children,No,0.97354,196,196,0.95101,0.99607
2012,Schleswig-Holstein,Single-person household,No,0.99379,137,137,0.98058,1.00699
2012,Schleswig-Holstein,Couple without children,No,0.93870,162,162,0.90165,0.97576
2012,Schleswig-Holstein,Single parent,No,0.96655,87,87,0.92854,1.00455
2012,Schleswig-Holstein,Couple with children,No,0.97845,194,194,0.95796,0.99894
2012,Hamburg,Couple without children,No,0.99127,70,70,0.96933,1.01322
2012,Hamburg,Single parent,No,0.98392,40,40,0.94445,1.02340
2012,Lower Saxony,Single-person household,No,0.98598,289,289,0.97240,0.99956
2012,Lower Saxony,Couple without children,No,0.94581,403,403,0.92367,0.96794
2012,Lower Saxony,Single parent,No,0.98668,189,189,0.97029,1.00307
2012,Lower Saxony,Couple with children,No,0.96541,522,522,0.94972,0.98110
2012,Bremen,Couple with children,No,0.85231,37,37,0.73640,0.96821
2012,North Rhine-Westphalia,Single-person household,No,0.98220,646,646,0.97200,0.99241
2012,North Rhine-Westphalia,Couple without children,No,0.97335,834,834,0.96242,0.98429
2012,North Rhine-Westphalia,Single parent,No,0.98988,430,430,0.98041,0.99935
2012,North Rhine-Westphalia,Couple with children,Yes,0.03900,54,1218,0.02812,0.04987
2012,North Rhine-Westphalia,Couple with children,No,0.96100,1164,1218,0.95013,0.97188
2012,Hesse,Single-person household,No,0.98828,237,237,0.97454,1.00201
2012,Hesse,Couple without children,No,0.99051,293,293,0.97939,1.00163
2012,Hesse,Single parent,No,0.99212,153,153,0.97807,1.00618
2012,Hesse,Couple with children,No,0.97493,415,415,0.95987,0.98999
2012,"Rhineland-Palatinate, Saarland",Single-person household,No,0.98222,228,228,0.96503,0.99941
2012,"Rhineland-Palatinate, Saarland",Couple without children,No,0.93779,236,236,0.90690,0.96867
2012,"Rhineland-Palatinate, Saarland",Single parent,No,0.99936,111,111,0.99462,1.00409
2012,"Rhineland-Palatinate, Saarland",Couple with children,No,0.93002,301,301,0.90115,0.95889
2012,Baden-Wuerttemberg,Single-person household,No,0.97118,381,381,0.95436,0.98800
2012,Baden-Wuerttemberg,Couple without children,No,0.95776,463,463,0.93942,0.97610
2012,Baden-Wuerttemberg,Single parent,No,0.98948,225,225,0.97613,1.00284
2012,Baden-Wuerttemberg,Couple with children,Yes,0.07431,65,769,0.05576,0.09286
2012,Baden-Wuerttemberg,Couple with children,No,0.91804,704,769,0.89863,0.93744
2012,Bavaria,Single-person household,No,0.97940,530,530,0.96729,0.99150
