year,age_gr,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,Comp. time,0.12322,241,813,0.10061,0.14583
1985,17-29 y.,Urban regions,Some of both,0.05255,106,813,0.03720,0.06789
1985,17-29 y.,Urban regions,Paid,0.12763,334,813,0.10468,0.15058
1985,17-29 y.,Urban regions,Not compensated,0.06218,132,813,0.04557,0.07879
1985,17-29 y.,Rural regions,Comp. time,0.12801,81,250,0.08651,0.16951
1985,17-29 y.,Rural regions,Some of both,0.05096,33,250,0.02364,0.07827
1985,17-29 y.,Rural regions,Paid,0.12752,86,250,0.08609,0.16895
1985,17-29 y.,Rural regions,Not compensated,0.08617,50,250,0.05131,0.12102
1985,30-45 y.,Urban regions,Comp. time,0.12239,262,1192,0.10377,0.14100
1985,30-45 y.,Urban regions,Some of both,0.05736,133,1192,0.04415,0.07056
1985,30-45 y.,Urban regions,Paid,0.17718,512,1192,0.15550,0.19887
1985,30-45 y.,Urban regions,Not compensated,0.13283,285,1192,0.11356,0.15211
1985,30-45 y.,Rural regions,Comp. time,0.12573,76,304,0.08840,0.16306
1985,30-45 y.,Rural regions,Paid,0.15813,129,304,0.11705,0.19921
1985,30-45 y.,Rural regions,Not compensated,0.15920,99,304,0.11800,0.20039
1985,46-65 y.,Urban regions,Comp. time,0.08447,191,863,0.06590,0.10303
1985,46-65 y.,Urban regions,Some of both,0.03585,83,863,0.02344,0.04826
1985,46-65 y.,Urban regions,Paid,0.10066,325,863,0.08057,0.12074
1985,46-65 y.,Urban regions,Not compensated,0.11752,264,863,0.09602,0.13901
1985,46-65 y.,Rural regions,Comp. time,0.07828,52,227,0.04326,0.11331
1985,46-65 y.,Rural regions,Paid,0.12626,95,227,0.08295,0.16956
1985,46-65 y.,Rural regions,Not compensated,0.11634,80,227,0.07453,0.15814
1986,17-29 y.,Urban regions,Comp. time,0.11591,227,823,0.09402,0.13779
1986,17-29 y.,Urban regions,Some of both,0.06003,114,823,0.04379,0.07627
1986,17-29 y.,Urban regions,Paid,0.14269,355,823,0.11878,0.16660
1986,17-29 y.,Urban regions,Not compensated,0.06242,127,823,0.04588,0.07896
1986,17-29 y.,Rural regions,Comp. time,0.15649,89,247,0.11109,0.20190
1986,17-29 y.,Rural regions,Some of both,0.05783,31,247,0.02866,0.08699
1986,17-29 y.,Rural regions,Paid,0.15092,95,247,0.10618,0.19565
1986,17-29 y.,Rural regions,Not compensated,0.04563,32,247,0.01955,0.07171
1986,30-45 y.,Urban regions,Comp. time,0.13977,288,1102,0.11928,0.16025
1986,30-45 y.,Urban regions,Some of both,0.05970,137,1102,0.04570,0.07369
1986,30-45 y.,Urban regions,Paid,0.16798,468,1102,0.14589,0.19006
1986,30-45 y.,Urban regions,Not compensated,0.10503,209,1102,0.08692,0.12314
1986,30-45 y.,Rural regions,Comp. time,0.17869,107,283,0.13398,0.22340
1986,30-45 y.,Rural regions,Paid,0.15726,111,283,0.11477,0.19975
1986,30-45 y.,Rural regions,Not compensated,0.10395,65,283,0.06833,0.13958
1986,46-65 y.,Urban regions,Comp. time,0.08938,205,809,0.06971,0.10905
1986,46-65 y.,Urban regions,Some of both,0.02890,68,809,0.01735,0.04045
1986,46-65 y.,Urban regions,Paid,0.11362,358,809,0.09174,0.13550
1986,46-65 y.,Urban regions,Not compensated,0.07898,178,809,0.06039,0.09758
1986,46-65 y.,Rural regions,Comp. time,0.07861,50,191,0.04034,0.11687
1986,46-65 y.,Rural regions,Paid,0.12144,94,191,0.07500,0.16789
1986,46-65 y.,Rural regions,Not compensated,0.06660,47,191,0.03115,0.10205
1988,17-29 y.,Urban regions,Comp. time,0.14744,261,829,0.12329,0.17159
1988,17-29 y.,Urban regions,Some of both,0.04338,90,829,0.02950,0.05726
1988,17-29 y.,Urban regions,Paid,0.15548,353,829,0.13080,0.18016
1988,17-29 y.,Urban regions,Not compensated,0.07167,125,829,0.05410,0.08924
1988,17-29 y.,Rural regions,Comp. time,0.17312,94,250,0.12613,0.22012
1988,17-29 y.,Rural regions,Some of both,0.08105,41,250,0.04715,0.11495
1988,17-29 y.,Rural regions,Paid,0.12259,81,250,0.08185,0.16333
1988,17-29 y.,Rural regions,Not compensated,0.06403,34,250,0.03362,0.09443
1988,30-45 y.,Urban regions,Comp. time,0.14062,275,1082,0.11990,0.16134
1988,30-45 y.,Urban regions,Some of both,0.06858,142,1082,0.05352,0.08365
1988,30-45 y.,Urban regions,Paid,0.18061,468,1082,0.15768,0.20354
1988,30-45 y.,Urban regions,Not compensated,0.11323,197,1082,0.09434,0.13212
1988,30-45 y.,Rural regions,Comp. time,0.16877,95,250,0.12225,0.21530
1988,30-45 y.,Rural regions,Paid,0.16717,117,250,0.12082,0.21352
1988,30-45 y.,Rural regions,Not compensated,0.06658,38,250,0.03561,0.09754
1988,46-65 y.,Urban regions,Comp. time,0.10894,231,820,0.08760,0.13028
1988,46-65 y.,Urban regions,Some of both,0.04262,96,820,0.02879,0.05646
1988,46-65 y.,Urban regions,Paid,0.11282,337,820,0.09115,0.13449
1988,46-65 y.,Urban regions,Not compensated,0.07284,156,820,0.05504,0.09064
1988,46-65 y.,Rural regions,Comp. time,0.09461,60,170,0.05048,0.13874
1988,46-65 y.,Rural regions,Paid,0.09155,71,170,0.04807,0.13503
1988,46-65 y.,Rural regions,Not compensated,0.06652,39,170,0.02895,0.10409
1989,17-29 y.,Urban regions,Comp. time,0.14778,265,887,0.12441,0.17115
1989,17-29 y.,Urban regions,Some of both,0.06269,131,887,0.04672,0.07865
1989,17-29 y.,Urban regions,Paid,0.16423,378,887,0.13983,0.18862
1989,17-29 y.,Urban regions,Not compensated,0.06360,113,887,0.04753,0.07967
1989,17-29 y.,Rural regions,Comp. time,0.16227,89,216,0.11299,0.21156
1989,17-29 y.,Rural regions,Some of both,0.06673,35,216,0.03338,0.10009
1989,17-29 y.,Rural regions,Paid,0.15614,92,216,0.10762,0.20466
1989,30-45 y.,Urban regions,Comp. time,0.15958,307,1141,0.13832,0.18084
1989,30-45 y.,Urban regions,Some of both,0.08890,170,1141,0.07238,0.10542
1989,30-45 y.,Urban regions,Paid,0.19578,479,1141,0.17274,0.21881
1989,30-45 y.,Urban regions,Not compensated,0.10245,185,1141,0.08485,0.12005
1989,30-45 y.,Rural regions,Comp. time,0.17021,93,293,0.12710,0.21332
1989,30-45 y.,Rural regions,Some of both,0.09547,52,293,0.06177,0.12918
1989,30-45 y.,Rural regions,Paid,0.17979,111,293,0.13575,0.22384
1989,30-45 y.,Rural regions,Not compensated,0.07407,37,293,0.04403,0.10410
1989,46-65 y.,Urban regions,Comp. time,0.11918,230,867,0.09760,0.14076
1989,46-65 y.,Urban regions,Some of both,0.04990,114,867,0.03540,0.06440
1989,46-65 y.,Urban regions,Paid,0.12309,363,867,0.10121,0.14497
1989,46-65 y.,Urban regions,Not compensated,0.08245,160,867,0.06413,0.10077
1989,46-65 y.,Rural regions,Comp. time,0.09589,56,186,0.05346,0.13832
1989,46-65 y.,Rural regions,Paid,0.12171,85,186,0.07459,0.16882
1989,46-65 y.,Rural regions,Not compensated,0.08377,45,186,0.04385,0.12369
1990,17-29 y.,Urban regions,Comp. time,0.15688,346,1078,0.13516,0.17860
1990,17-29 y.,Urban regions,Some of both,0.06455,163,1078,0.04987,0.07922
1990,17-29 y.,Urban regions,Paid,0.17301,455,1078,0.15041,0.19560
1990,17-29 y.,Urban regions,Not compensated,0.06069,114,1078,0.04643,0.07495
1990,17-29 y.,Rural regions,Comp. time,0.19112,246,685,0.16165,0.22058
1990,17-29 y.,Rural regions,Some of both,0.09029,123,685,0.06881,0.11177
1990,17-29 y.,Rural regions,Paid,0.20194,281,685,0.17185,0.23202
1990,17-29 y.,Rural regions,Not compensated,0.03261,35,685,0.01930,0.04592
1990,30-45 y.,Urban regions,Comp. time,0.17720,435,1468,0.15766,0.19674
1990,30-45 y.,Urban regions,Some of both,0.08889,233,1468,0.07432,0.10345
1990,30-45 y.,Urban regions,Paid,0.18837,568,1468,0.16836,0.20838
1990,30-45 y.,Urban regions,Not compensated,0.10192,232,1468,0.08644,0.11740
1990,30-45 y.,Rural regions,Comp. time,0.22923,365,1017,0.20338,0.25507
1990,30-45 y.,Rural regions,Some of both,0.10771,156,1017,0.08865,0.12678
1990,30-45 y.,Rural regions,Paid,0.21994,405,1017,0.19447,0.24541
1990,30-45 y.,Rural regions,Not compensated,0.05994,91,1017,0.04535,0.07454
1990,46-65 y.,Urban regions,Comp. time,0.13331,326,1133,0.11351,0.15312
1990,46-65 y.,Urban regions,Some of both,0.04909,157,1133,0.03650,0.06167
1990,46-65 y.,Urban regions,Paid,0.14363,457,1133,0.12319,0.16406
1990,46-65 y.,Urban regions,Not compensated,0.07872,193,1133,0.06303,0.09441
1990,46-65 y.,Rural regions,Comp. time,0.14511,229,695,0.11891,0.17132
1990,46-65 y.,Rural regions,Some of both,0.05059,81,695,0.03429,0.06690
1990,46-65 y.,Rural regions,Paid,0.17073,302,695,0.14274,0.19873
1990,46-65 y.,Rural regions,Not compensated,0.06679,83,695,0.04822,0.08537
1991,17-29 y.,Urban regions,Comp. time,0.17139,370,1070,0.14880,0.19398
1991,17-29 y.,Urban regions,Some of both,0.08009,174,1070,0.06382,0.09636
1991,17-29 y.,Urban regions,Paid,0.17236,433,1070,0.14971,0.19500
1991,17-29 y.,Urban regions,Not compensated,0.05582,93,1070,0.04205,0.06958
1991,17-29 y.,Rural regions,Comp. time,0.18165,232,577,0.15016,0.21314
1991,17-29 y.,Rural regions,Some of both,0.06913,88,577,0.04842,0.08985
1991,17-29 y.,Rural regions,Paid,0.17826,207,577,0.14700,0.20951
1991,17-29 y.,Rural regions,Not compensated,0.04517,50,577,0.02821,0.06213
1991,30-45 y.,Urban regions,Comp. time,0.18665,474,1521,0.16706,0.20624
1991,30-45 y.,Urban regions,Some of both,0.08841,220,1521,0.07414,0.10268
1991,30-45 y.,Urban regions,Paid,0.20498,597,1521,0.18468,0.22527
