year,age_gr,sampreg,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,West,Comp. time,0.13343,373,1234,0.11445,0.15241
1984,17-29 y.,West,Some of both,0.05387,158,1234,0.04127,0.06647
1984,17-29 y.,West,Paid,0.14856,527,1234,0.12871,0.16841
1984,17-29 y.,West,Not compensated,0.06085,176,1234,0.04751,0.07419
1984,30-45 y.,West,Comp. time,0.13516,422,1834,0.11951,0.15081
1984,30-45 y.,West,Some of both,0.05996,202,1834,0.04909,0.07083
1984,30-45 y.,West,Paid,0.18192,785,1834,0.16426,0.19958
1984,30-45 y.,West,Not compensated,0.13810,425,1834,0.12231,0.15390
1984,46-65 y.,West,Comp. time,0.09046,282,1255,0.07459,0.10634
1984,46-65 y.,West,Some of both,0.02888,101,1255,0.01961,0.03815
1984,46-65 y.,West,Paid,0.12350,538,1255,0.10529,0.14171
1984,46-65 y.,West,Not compensated,0.10688,334,1255,0.08978,0.12399
1985,17-29 y.,West,Comp. time,0.12438,322,1063,0.10453,0.14423
1985,17-29 y.,West,Some of both,0.05216,139,1063,0.03879,0.06554
1985,17-29 y.,West,Paid,0.12760,420,1063,0.10754,0.14767
1985,17-29 y.,West,Not compensated,0.06799,182,1063,0.05285,0.08314
1985,30-45 y.,West,Comp. time,0.12318,338,1522,0.10666,0.13969
1985,30-45 y.,West,Some of both,0.05318,159,1522,0.04190,0.06446
1985,30-45 y.,West,Paid,0.17268,641,1522,0.15368,0.19167
1985,30-45 y.,West,Not compensated,0.13907,384,1522,0.12168,0.15646
1985,46-65 y.,West,Comp. time,0.08296,243,1112,0.06674,0.09918
1985,46-65 y.,West,Some of both,0.03509,105,1112,0.02427,0.04591
1985,46-65 y.,West,Paid,0.10690,420,1112,0.08873,0.12507
1985,46-65 y.,West,Not compensated,0.11723,344,1112,0.09831,0.13614
1986,17-29 y.,West,Comp. time,0.12597,316,1070,0.10607,0.14586
1986,17-29 y.,West,Some of both,0.05948,145,1070,0.04530,0.07366
1986,17-29 y.,West,Paid,0.14473,450,1070,0.12364,0.16582
1986,17-29 y.,West,Not compensated,0.05826,159,1070,0.04422,0.07230
1986,30-45 y.,West,Comp. time,0.14876,395,1407,0.13016,0.16736
1986,30-45 y.,West,Some of both,0.05403,159,1407,0.04221,0.06585
1986,30-45 y.,West,Paid,0.16550,579,1407,0.14607,0.18492
1986,30-45 y.,West,Not compensated,0.10478,274,1407,0.08878,0.12079
1986,46-65 y.,West,Comp. time,0.08681,255,1022,0.06954,0.10408
1986,46-65 y.,West,Some of both,0.02906,90,1022,0.01876,0.03937
1986,46-65 y.,West,Paid,0.11549,452,1022,0.09589,0.13510
1986,46-65 y.,West,Not compensated,0.07603,225,1022,0.05977,0.09228
1988,17-29 y.,West,Comp. time,0.15341,355,1079,0.13190,0.17492
1988,17-29 y.,West,Some of both,0.05213,131,1079,0.03886,0.06540
1988,17-29 y.,West,Paid,0.14784,434,1079,0.12665,0.16903
1988,17-29 y.,West,Not compensated,0.06989,159,1079,0.05467,0.08511
1988,30-45 y.,West,Comp. time,0.14715,370,1359,0.12830,0.16599
1988,30-45 y.,West,Some of both,0.06307,169,1359,0.05014,0.07600
1988,30-45 y.,West,Paid,0.17750,585,1359,0.15717,0.19782
1988,30-45 y.,West,Not compensated,0.10242,235,1359,0.08629,0.11854
1988,46-65 y.,West,Comp. time,0.10557,291,1011,0.08662,0.12452
1988,46-65 y.,West,Some of both,0.04077,117,1011,0.02858,0.05297
1988,46-65 y.,West,Paid,0.10781,408,1011,0.08868,0.12694
1988,46-65 y.,West,Not compensated,0.07135,195,1011,0.05548,0.08723
1989,17-29 y.,West,Comp. time,0.15110,354,1131,0.13022,0.17198
1989,17-29 y.,West,Some of both,0.06361,166,1131,0.04938,0.07784
1989,17-29 y.,West,Paid,0.16238,470,1131,0.14087,0.18388
1989,17-29 y.,West,Not compensated,0.06123,141,1131,0.04725,0.07520
1989,30-45 y.,West,Comp. time,0.16193,400,1434,0.14285,0.18100
1989,30-45 y.,West,Some of both,0.09035,222,1434,0.07551,0.10520
1989,30-45 y.,West,Paid,0.19225,590,1434,0.17185,0.21265
1989,30-45 y.,West,Not compensated,0.09619,222,1434,0.08092,0.11145
1989,46-65 y.,West,Comp. time,0.11386,286,1077,0.09488,0.13284
1989,46-65 y.,West,Some of both,0.04807,138,1077,0.03529,0.06085
1989,46-65 y.,West,Paid,0.12277,448,1077,0.10316,0.14238
1989,46-65 y.,West,Not compensated,0.08275,205,1077,0.06629,0.09922
1990,17-29 y.,West,Comp. time,0.16113,377,1156,0.13993,0.18234
1990,17-29 y.,West,Some of both,0.06902,184,1156,0.05440,0.08364
1990,17-29 y.,West,Paid,0.16714,475,1156,0.14562,0.18866
1990,17-29 y.,West,Not compensated,0.05806,120,1156,0.04457,0.07155
1990,17-29 y.,East,Comp. time,0.19537,220,589,0.16332,0.22741
1990,17-29 y.,East,Some of both,0.08679,103,589,0.06404,0.10955
1990,17-29 y.,East,Paid,0.24075,266,589,0.20619,0.27531
1990,30-45 y.,West,Comp. time,0.17422,402,1389,0.15427,0.19417
1990,30-45 y.,West,Some of both,0.08855,219,1389,0.07360,0.10349
1990,30-45 y.,West,Paid,0.17893,565,1389,0.15876,0.19909
1990,30-45 y.,West,Not compensated,0.09262,203,1389,0.07737,0.10788
1990,30-45 y.,East,Comp. time,0.26889,410,1127,0.24299,0.29479
1990,30-45 y.,East,Some of both,0.11976,175,1127,0.10079,0.13872
1990,30-45 y.,East,Paid,0.27581,420,1127,0.24970,0.30191
1990,30-45 y.,East,Not compensated,0.07644,122,1127,0.06092,0.09196
1990,46-65 y.,West,Comp. time,0.12233,294,1059,0.10259,0.14208
1990,46-65 y.,West,Some of both,0.04442,134,1059,0.03200,0.05683
1990,46-65 y.,West,Paid,0.13383,444,1059,0.11331,0.15434
1990,46-65 y.,West,Not compensated,0.07692,187,1059,0.06086,0.09298
1990,46-65 y.,East,Comp. time,0.19890,267,780,0.17087,0.22694
1990,46-65 y.,East,Some of both,0.07008,105,780,0.05216,0.08801
1990,46-65 y.,East,Paid,0.22612,319,780,0.19674,0.25549
1990,46-65 y.,East,Not compensated,0.06572,89,780,0.04832,0.08312
1991,17-29 y.,West,Comp. time,0.17068,410,1235,0.14969,0.19168
1991,17-29 y.,West,Some of both,0.07703,197,1235,0.06215,0.09190
1991,17-29 y.,West,Paid,0.17808,505,1235,0.15673,0.19943
1991,17-29 y.,West,Not compensated,0.06016,123,1235,0.04689,0.07343
1991,17-29 y.,East,Comp. time,0.19407,197,401,0.15531,0.23282
1991,17-29 y.,East,Some of both,0.07207,65,401,0.04672,0.09741
1991,17-29 y.,East,Paid,0.15923,139,401,0.12338,0.19509
1991,30-45 y.,West,Comp. time,0.18142,445,1514,0.16201,0.20084
1991,30-45 y.,West,Some of both,0.08830,232,1514,0.07400,0.10260
1991,30-45 y.,West,Paid,0.20821,643,1514,0.18775,0.22867
1991,30-45 y.,West,Not compensated,0.08330,194,1514,0.06938,0.09722
1991,30-45 y.,East,Comp. time,0.29319,435,922,0.26379,0.32259
1991,30-45 y.,East,Some of both,0.07398,112,922,0.05708,0.09089
1991,30-45 y.,East,Paid,0.15585,225,922,0.13242,0.17927
1991,30-45 y.,East,Not compensated,0.09678,150,922,0.07768,0.11587
1991,46-65 y.,West,Comp. time,0.12167,305,1116,0.10248,0.14085
1991,46-65 y.,West,Some of both,0.05265,148,1116,0.03954,0.06575
1991,46-65 y.,West,Paid,0.14199,472,1116,0.12150,0.16247
1991,46-65 y.,West,Not compensated,0.08392,191,1116,0.06765,0.10020
