year,regtyp,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Comp. time,0.07583,694,2875,0.06615,0.08551
1985,Urban regions,Some of both,0.03343,322,2875,0.02686,0.04000
1985,Urban regions,Paid,0.09327,1172,2875,0.08264,0.10391
1985,Urban regions,Not compensated,0.07446,687,2875,0.06486,0.08406
1985,Rural regions,Comp. time,0.07225,209,831,0.05464,0.08987
1985,Rural regions,Some of both,0.02704,81,831,0.01601,0.03808
1985,Rural regions,Paid,0.09111,310,831,0.07153,0.11069
1985,Rural regions,Not compensated,0.08121,231,831,0.06262,0.09979
1986,Urban regions,Comp. time,0.07913,720,2737,0.06901,0.08924
1986,Urban regions,Some of both,0.03351,319,2737,0.02677,0.04026
1986,Urban regions,Paid,0.09776,1183,2737,0.08664,0.10889
1986,Urban regions,Not compensated,0.05768,515,2737,0.04895,0.06642
1986,Rural regions,Comp. time,0.08898,246,765,0.06879,0.10917
1986,Rural regions,Some of both,0.02684,75,765,0.01538,0.03830
1986,Rural regions,Paid,0.09452,300,765,0.07377,0.11526
1986,Rural regions,Not compensated,0.04755,144,765,0.03246,0.06264
1988,Urban regions,Comp. time,0.09039,769,2734,0.07964,0.10114
1988,Urban regions,Some of both,0.03526,328,2734,0.02834,0.04217
1988,Urban regions,Paid,0.10141,1158,2734,0.09009,0.11273
1988,Urban regions,Not compensated,0.05907,479,2734,0.05023,0.06791
1988,Rural regions,Comp. time,0.09263,249,720,0.07144,0.11382
1988,Rural regions,Some of both,0.03439,90,720,0.02107,0.04770
1988,Rural regions,Paid,0.08176,269,720,0.06173,0.10179
1988,Rural regions,Not compensated,0.04368,112,720,0.02874,0.05862
1989,Urban regions,Comp. time,0.09778,803,2898,0.08697,0.10860
1989,Urban regions,Some of both,0.04596,415,2898,0.03834,0.05359
1989,Urban regions,Paid,0.11028,1221,2898,0.09887,0.12169
1989,Urban regions,Not compensated,0.05808,459,2898,0.04956,0.06659
1989,Rural regions,Comp. time,0.09097,238,751,0.07039,0.11155
1989,Rural regions,Some of both,0.04322,111,751,0.02866,0.05777
1989,Rural regions,Paid,0.09926,289,751,0.07786,0.12066
1989,Rural regions,Not compensated,0.04845,113,751,0.03308,0.06381
1990,Urban regions,Comp. time,0.10672,1107,3681,0.09674,0.11669
1990,Urban regions,Some of both,0.04602,553,3681,0.03925,0.05279
1990,Urban regions,Paid,0.11517,1480,3681,0.10486,0.12549
1990,Urban regions,Not compensated,0.05633,541,3681,0.04888,0.06378
1990,Rural regions,Comp. time,0.12325,842,2403,0.11010,0.13639
1990,Rural regions,Some of both,0.05325,360,2403,0.04427,0.06223
1990,Rural regions,Paid,0.13044,991,2403,0.11697,0.14391
1990,Rural regions,Not compensated,0.03672,210,2403,0.02920,0.04424
1991,Urban regions,Comp. time,0.11118,1169,3675,0.10101,0.12134
1991,Urban regions,Some of both,0.04925,537,3675,0.04225,0.05624
1991,Urban regions,Paid,0.11558,1433,3675,0.10524,0.12591
1991,Urban regions,Not compensated,0.05702,536,3675,0.04952,0.06452
1991,Rural regions,Comp. time,0.12114,825,1995,0.10682,0.13546
1991,Rural regions,Some of both,0.04297,277,1995,0.03407,0.05187
1991,Rural regions,Paid,0.10279,644,1995,0.08946,0.11612
1991,Rural regions,Not compensated,0.04005,249,1995,0.03145,0.04866
1992,Urban regions,Comp. time,0.10935,1104,3477,0.09897,0.11972
1992,Urban regions,Some of both,0.05173,572,3477,0.04437,0.05910
1992,Urban regions,Paid,0.10604,1291,3477,0.09580,0.11627
1992,Urban regions,Not compensated,0.05162,510,3477,0.04427,0.05898
1992,Rural regions,Comp. time,0.11060,720,1850,0.09630,0.12490
1992,Rural regions,Some of both,0.05396,310,1850,0.04367,0.06426
1992,Rural regions,Paid,0.09290,572,1850,0.07967,0.10613
1992,Rural regions,Not compensated,0.04059,248,1850,0.03160,0.04959
1993,Urban regions,Comp. time,0.10540,1106,3417,0.09510,0.11570
1993,Urban regions,Some of both,0.05249,585,3417,0.04502,0.05997
1993,Urban regions,Paid,0.10108,1191,3417,0.09097,0.11119
1993,Urban regions,Not compensated,0.05624,535,3417,0.04851,0.06396
1993,Rural regions,Comp. time,0.11089,690,1839,0.09653,0.12524
1993,Rural regions,Some of both,0.04901,314,1839,0.03914,0.05888
1993,Rural regions,Paid,0.09133,567,1839,0.07816,0.10450
1993,Rural regions,Not compensated,0.04452,268,1839,0.03509,0.05395
1994,Urban regions,Comp. time,0.11886,1218,3385,0.10796,0.12976
1994,Urban regions,Some of both,0.05306,569,3385,0.04551,0.06062
1994,Urban regions,Paid,0.09354,1074,3385,0.08372,0.10335
1994,Urban regions,Not compensated,0.05459,524,3385,0.04693,0.06224
1994,Rural regions,Comp. time,0.11155,697,1798,0.09699,0.12610
1994,Rural regions,Some of both,0.05501,336,1798,0.04447,0.06555
1994,Rural regions,Paid,0.08290,492,1798,0.07015,0.09564
1994,Rural regions,Not compensated,0.04400,273,1798,0.03452,0.05348
1995,Urban regions,Comp. time,0.11806,1275,3578,0.10748,0.12863
1995,Urban regions,Some of both,0.05568,627,3578,0.04817,0.06320
1995,Urban regions,Paid,0.09008,1138,3578,0.08070,0.09946
1995,Urban regions,Not compensated,0.05515,538,3578,0.04767,0.06263
1995,Rural regions,Comp. time,0.11780,759,1938,0.10344,0.13216
1995,Rural regions,Some of both,0.05558,365,1938,0.04538,0.06579
1995,Rural regions,Paid,0.08530,535,1938,0.07286,0.09774
1995,Rural regions,Not compensated,0.04577,279,1938,0.03646,0.05508
1996,Urban regions,Comp. time,0.13110,1418,3465,0.11986,0.14234
1996,Urban regions,Some of both,0.05257,572,3465,0.04514,0.06001
1996,Urban regions,Paid,0.07767,945,3465,0.06876,0.08659
1996,Urban regions,Not compensated,0.05329,530,3465,0.04581,0.06077
1996,Rural regions,Comp. time,0.12689,786,1877,0.11183,0.14196
1996,Rural regions,Some of both,0.04944,306,1877,0.03963,0.05925
1996,Rural regions,Paid,0.08259,521,1877,0.07013,0.09504
1996,Rural regions,Not compensated,0.04140,264,1877,0.03239,0.05042
1997,Urban regions,Comp. time,0.11667,1217,2931,0.10504,0.12829
1997,Urban regions,Some of both,0.05686,623,2931,0.04847,0.06524
1997,Urban regions,Paid,0.04642,579,2931,0.03880,0.05404
1997,Urban regions,Not compensated,0.05500,512,2931,0.04675,0.06326
1997,Rural regions,Comp. time,0.12105,743,1655,0.10533,0.13677
1997,Rural regions,Some of both,0.05412,350,1655,0.04322,0.06503
1997,Rural regions,Paid,0.04630,295,1655,0.03617,0.05642
1997,Rural regions,Not compensated,0.04381,267,1655,0.03394,0.05367
1998,Urban regions,Comp. time,0.11695,1362,3169,0.10576,0.12815
1998,Urban regions,Some of both,0.05473,677,3169,0.04681,0.06265
1998,Urban regions,Paid,0.04500,566,3169,0.03778,0.05222
