year,age_gr,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Comp. time,0.13343,373,1234,0.11445,0.15241
1984,17-29 y.,Some of both,0.05387,158,1234,0.04127,0.06647
1984,17-29 y.,Paid,0.14856,527,1234,0.12871,0.16841
1984,17-29 y.,Not compensated,0.06085,176,1234,0.04751,0.07419
1984,30-45 y.,Comp. time,0.13516,422,1834,0.11951,0.15081
1984,30-45 y.,Some of both,0.05996,202,1834,0.04909,0.07083
1984,30-45 y.,Paid,0.18192,785,1834,0.16426,0.19958
1984,30-45 y.,Not compensated,0.13810,425,1834,0.12231,0.15390
1984,46-65 y.,Comp. time,0.09046,282,1255,0.07459,0.10634
1984,46-65 y.,Some of both,0.02888,101,1255,0.01961,0.03815
1984,46-65 y.,Paid,0.12350,538,1255,0.10529,0.14171
1984,46-65 y.,Not compensated,0.10688,334,1255,0.08978,0.12399
1985,17-29 y.,Comp. time,0.12438,322,1063,0.10453,0.14423
1985,17-29 y.,Some of both,0.05216,139,1063,0.03879,0.06554
1985,17-29 y.,Paid,0.12760,420,1063,0.10754,0.14767
1985,17-29 y.,Not compensated,0.06799,182,1063,0.05285,0.08314
1985,30-45 y.,Comp. time,0.12318,338,1522,0.10666,0.13969
1985,30-45 y.,Some of both,0.05318,159,1522,0.04190,0.06446
1985,30-45 y.,Paid,0.17268,641,1522,0.15368,0.19167
1985,30-45 y.,Not compensated,0.13907,384,1522,0.12168,0.15646
1985,46-65 y.,Comp. time,0.08296,243,1112,0.06674,0.09918
1985,46-65 y.,Some of both,0.03509,105,1112,0.02427,0.04591
1985,46-65 y.,Paid,0.10690,420,1112,0.08873,0.12507
1985,46-65 y.,Not compensated,0.11723,344,1112,0.09831,0.13614
1986,17-29 y.,Comp. time,0.12597,316,1070,0.10607,0.14586
1986,17-29 y.,Some of both,0.05948,145,1070,0.04530,0.07366
1986,17-29 y.,Paid,0.14473,450,1070,0.12364,0.16582
1986,17-29 y.,Not compensated,0.05826,159,1070,0.04422,0.07230
1986,30-45 y.,Comp. time,0.14876,395,1407,0.13016,0.16736
1986,30-45 y.,Some of both,0.05403,159,1407,0.04221,0.06585
1986,30-45 y.,Paid,0.16550,579,1407,0.14607,0.18492
1986,30-45 y.,Not compensated,0.10478,274,1407,0.08878,0.12079
1986,46-65 y.,Comp. time,0.08681,255,1022,0.06954,0.10408
1986,46-65 y.,Some of both,0.02906,90,1022,0.01876,0.03937
1986,46-65 y.,Paid,0.11549,452,1022,0.09589,0.13510
1986,46-65 y.,Not compensated,0.07603,225,1022,0.05977,0.09228
1988,17-29 y.,Comp. time,0.15341,355,1079,0.13190,0.17492
