year,migback,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,1st Quintile,411,37.783917566609716,36.42038397810319,39.13977096748038,39.101220664349746,40.0,42.289678628241475,34.31853371851216,47.07236557407907,40.0,40.0,40.0
1984,No migration background,2nd Quintile,689,38.669576074216465,37.68448043505513,39.689761181874466,40.0,40.0,43.0,35.5,47.5,40.0,40.0,40.0
1984,No migration background,3rd Quintile,883,39.37498073273955,38.62703716976904,40.15145094216328,40.0,40.0,44.0,34.0,50.0,40.0,40.0,40.0
1984,No migration background,4th Quintile,1080,40.19266087189746,39.35233544181039,41.00457338009631,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1984,No migration background,5th Quintile,1325,41.72641849404661,41.005310085664306,42.524038839256264,40.0,40.0,48.0,28.0,60.0,40.0,40.0,40.0
1984,Direct migration background,1st Quintile,437,38.542754043066495,36.87007925217398,40.191689725975415,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,Direct migration background,2nd Quintile,431,39.169058224391016,37.945643348364094,40.57785860918824,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,Direct migration background,3rd Quintile,441,38.59126422313337,37.35912978630595,39.8885132322231,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,Direct migration background,4th Quintile,456,38.577935698300024,37.28186376785483,39.92509654954976,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1984,Direct migration background,5th Quintile,297,40.4899338131922,37.897320341528,42.652119678013165,40.0,40.0,46.0,31.0,55.0,40.0,40.0,40.0
1984,Indirect migration background,1st Quintile,,,,,,,,,,,,
1984,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1984,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1984,Indirect migration background,4th Quintile,,,,,,,,,,,,
1984,Indirect migration background,5th Quintile,,,,,,,,,,,,
1985,No migration background,1st Quintile,432,37.80533501510186,36.53264215659569,39.161476454911465,33.0,40.0,45.0,15.0,63.0,40.0,40.0,40.0
1985,No migration background,2nd Quintile,643,38.05172158412426,36.92293976280922,39.15427703418455,38.977478646413985,40.0,45.0,29.943696616034963,54.03378203037902,40.0,40.0,40.0
1985,No migration background,3rd Quintile,826,39.56698269438666,38.82657754085217,40.32323325084458,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1985,No migration background,4th Quintile,1051,39.704620624457405,38.96350562929589,40.67730857926768,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1985,No migration background,5th Quintile,1238,41.04201728919294,40.436418048045084,41.69086835356485,40.0,40.0,47.0,29.5,57.5,40.0,39.0,40.0
1985,Direct migration background,1st Quintile,393,41.252495259125354,38.88292604268399,43.32151054563537,40.0,40.0,45.0,32.5,52.5,40.0,40.0,40.0
1985,Direct migration background,2nd Quintile,361,37.972809514599724,36.214909046962994,39.52784142024791,40.0,40.0,42.0,37.0,45.0,40.0,40.0,40.0
1985,Direct migration background,3rd Quintile,380,39.04677141009826,37.70300433326936,40.06366879165005,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1985,Direct migration background,4th Quintile,344,38.531206359513114,36.821159126307386,40.50912379896615,39.0,40.0,44.0,31.5,51.5,40.0,40.0,40.0
1985,Direct migration background,5th Quintile,238,40.926155490782456,39.31409855391798,42.76821296742053,40.0,40.0,45.0,32.5,52.5,40.0,38.0,40.0
1985,Indirect migration background,1st Quintile,,,,,,,,,,,,
1985,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1985,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1985,Indirect migration background,4th Quintile,,,,,,,,,,,,
1985,Indirect migration background,5th Quintile,,,,,,,,,,,,
1986,No migration background,1st Quintile,358,38.54311673914367,37.37649947652241,40.19604360479085,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1986,No migration background,2nd Quintile,598,39.29335847362141,38.2842303275064,40.33677868831242,39.0,40.0,45.0,30.0,54.0,40.0,40.0,40.0
1986,No migration background,3rd Quintile,812,38.69013826434709,37.83680571867133,39.6370754858782,38.0,40.0,45.0,27.5,55.5,40.0,40.0,40.0
1986,No migration background,4th Quintile,1030,40.07129203078604,39.29770950688135,40.92585937091474,39.0,40.0,45.0,30.0,54.0,40.0,40.0,40.0
