"year","bildungsniveau","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","32.83","38.75","165","10","20","40","45","70","30.64","35.02","2.3","80","38","40"
"1995","(Fach-)Abitur","2","36.11","38.25","164","12","35","42","48","60","34.05","38.17","1.5","80","38.5","40"
"1995","(Fach-)Abitur","3","39.37","39.75","114","19","38","45.5","55","70","37.03","41.71","3","70","40","41"
"1995","(Fach-)Abitur","4","40.61","39.75","99","22","38.5","43.5","56","66","38.73","42.49","9","66","40","41"
"1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","36.92","39.5","51","19","28","45","50","60","33.18","40.66","4","60","37","42"
"1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","35.82","37.75","117","20","36","40","43","80","33.58","38.06","6","80","37.5","40"
"1995","(noch) kein Abschluss","2","38.64","38.25","84","26","37","40","50","65","36.61","40.67","10","72","37.5","39"
"1995","(noch) kein Abschluss","3","35.58","38.25","38","7","37","40","45","60","32.36","38.8","7","60","37.5","40"
"1995","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","AkademikerIn","1 Einkommensschwächstes Quintil","37.14","39.75","207","15","29","45","55","72","35.26","39.02","3","80","40","42"
"1995","AkademikerIn","2","40.34","41.5","326","22","36","47","50","70","39.15","41.53","6.5","80","40","42"
"1995","AkademikerIn","3","42.18","41.5","299","27","38.5","50","55","70","40.95","43.41","5","77","42","44"
"1995","AkademikerIn","4","43.35","44.5","258","29","38.5","50","55","70","41.93","44.77","6.5","80","43","45"
"1995","AkademikerIn","5 Einkommensstärkstes Quintil","42.4","42.75","219","26","38.5","50","55","65","40.73","44.07","2","72","42","45"
"1995","Hauptschule","1 Einkommensschwächstes Quintil","36.81","38.75","955","14","32","43","50","70","36.01","37.61","2","80","39","40"
"1995","Hauptschule","2","37.97","39.75","959","20","37","42","49","70","37.25","38.69","1","80","39","40"
"1995","Hauptschule","3","39.45","39.75","584","23","37.5","44","50","70","38.54","40.36","4","80","39.5","40"
"1995","Hauptschule","4","39.85","39.5","373","24","37.5","45","50","70","38.65","41.05","2","80","40","40"
"1995","Hauptschule","5 Einkommensstärkstes Quintil","39.64","39.5","108","20","35","45","60","75","36.77","42.51","5","75","38.5","42"
"1995","Realschule","1 Einkommensschwächstes Quintil","39.25","39.75","646","20","37","45","52","75","38.29","40.21","0.4","80","40","40"
"1995","Realschule","2","39.09","39.75","639","20","38","44","50","65","38.26","39.92","4","80","40","40"
"1995","Realschule","3","38.87","39.75","402","22","37.5","45","50","65","37.8","39.94","2","73","40","40"
"1995","Realschule","4","40.1","39.75","304","25","38","45","50","75","38.87","41.33","6","80","40","40"
"1995","Realschule","5 Einkommensstärkstes Quintil","41.65","40.5","140","30","38.5","45","52","70","39.79","43.51","9","75","40","43"
"1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","35.66","38.75","153","11","30","42","50","70","33.56","37.76","2.5","70","39","40"
"1996","(Fach-)Abitur","2","35.63","39.75","158","10","36","42","46","60","33.7","37.56","1","70","38.5","40"
"1996","(Fach-)Abitur","3","40.03","39.75","133","20","38","45","52","70","37.97","42.09","8","70","40","41"
"1996","(Fach-)Abitur","4","38.86","39.5","94","21","36.5","44","50","65","36.7","41.02","5","70","38.5","41.5"
"1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","39.74","41","52","19","35","50","60","70","35.57","43.91","6","70","38.5","45"
"1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","35.27","38.25","97","19.5","30","40","45","80","32.95","37.59","2","80","36","39"
"1996","(noch) kein Abschluss","2","37.97","38.25","89","25","35","40","44","72","36","39.94","15","72","37","39"
"1996","(noch) kein Abschluss","3","31.87","37.75","32","5.5","20","39","45","70","27.49","36.25","5.5","70","35","40"
"1996","(noch) kein Abschluss","4","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","AkademikerIn","1 Einkommensschwächstes Quintil","38.06","39.5","157","20","30","45","60","75","35.89","40.23","4","75","40","42"
"1996","AkademikerIn","2","41.09","40.75","322","26","37.5","46","50","70","39.98","42.2","9","75","40","42.5"
"1996","AkademikerIn","3","41.44","41.5","266","22","38.5","48","50","75","40.09","42.79","5","80","41","43"
"1996","AkademikerIn","4","42.69","42.75","273","27","39","50","55","70","41.38","44","1.5","80","42","45"
"1996","AkademikerIn","5 Einkommensstärkstes Quintil","43.31","44.5","251","30","40","50","55","65","41.89","44.73","2.5","80","43","45"
"1996","Hauptschule","1 Einkommensschwächstes Quintil","37.41","39.75","837","18","35","42.5","50","70","36.55","38.27","0.5","80","39","40"
"1996","Hauptschule","2","37.39","38.9","876","20","35.5","42","48","75","36.6","38.18","0.5","80","39","40"
"1996","Hauptschule","3","38.44","39.75","592","22","36.5","42.5","50","70","37.58","39.3","3","75","38.5","40"
"1996","Hauptschule","4","40.21","39.75","384","27","37.5","45","53","70","39.16","41.26","4.5","80","39.5","40"
"1996","Hauptschule","5 Einkommensstärkstes Quintil","40.31","39.5","123","20","37.5","48","60","72","37.88","42.74","2","74","38.5","40"
"1996","Realschule","1 Einkommensschwächstes Quintil","39.01","39.75","563","20","37","45","50","70","38","40.02","3","80","40","40"
