"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1984","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1984","(noch) kein Abschluss","maennlich","40.39","36","355","40","40","40","50","80","39.52","41.26","3","80","40","40"
"1984","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1984","AkademikerIn","maennlich","44.65","43.5","415","30","40","50","60","77","43.43","45.87","2","80","42","45"
"1984","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1984","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1984","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1984","Realschule","maennlich","43.71","39.5","542","40","40","48","60","80","42.75","44.67","1","80","40","41"
"1984","Realschule","weiblich","35.84","39.5","559","20","30","40","46","70","34.81","36.87","1","80","40","40"
"1985","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1985","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1985","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1985","AkademikerIn","maennlich","45.14","44.5","410","38","40","50","60","70","44.06","46.22","2","80","44","45"
"1985","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1985","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1985","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1985","Realschule","maennlich","44.24","41.5","534","40","40","48","60","75","43.33","45.15","2","80","41","42"
"1985","Realschule","weiblich","35.8","39.5","537","20","29","42","45","70","34.75","36.85","1","80","40","40"
"1986","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1986","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1986","AkademikerIn","maennlich","45.8","44.5","399","39","40","50","60","72","44.69","46.91","2","80","44","45"
"1986","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1986","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1986","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1986","Realschule","maennlich","43.85","40.5","517","39","40","47","56","70","43","44.7","2","80","40","42"
"1986","Realschule","weiblich","36.88","39.5","524","20","36","42","46","60","35.88","37.88","1","80","40","40"
"1987","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1987","AkademikerIn","maennlich","44.81","44.5","395","38","40","50","60","72","43.66","45.96","2","80","43","45"
"1987","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1987","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1987","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1987","Realschule","maennlich","44.05","39.5","528","38","40","47","60","75","43.17","44.93","2","80","40","42"
"1987","Realschule","weiblich","35.57","39.5","540","20","30","41","45","60","34.65","36.49","1","60","40","40"
"1988","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1988","AkademikerIn","maennlich","44.87","44.5","375","38","40","50","60","70","43.84","45.9","5","70","43","45"
"1988","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1988","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1988","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1988","Realschule","maennlich","43.23","39.5","521","38","40","45","57","70","42.34","44.12","3","76","40","41"
"1988","Realschule","weiblich","34.8","39.5","539","20","25","41","45","60","33.78","35.82","1","77","40","40"
"1989","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1989","AkademikerIn","maennlich","45.59","44.5","379","38","40","50","58","72","44.64","46.54","3","80","44","45"
"1989","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"1989","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1989","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1989","Realschule","maennlich","43.62","39.5","494","38","40","46","55","66","42.91","44.33","6","80","40","41"
"1989","Realschule","weiblich","36.18","39.5","546","20","30","41","45","60","35.24","37.12","2","80","40","40"
"1990","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"1990","AkademikerIn","maennlich","45.35","44.75","761","38","40","50","55","70","44.67","46.03","4","80","45","48"
"1990","AkademikerIn","weiblich","38.95","39.75","558","22","33","48","51","65","38.04","39.86","0.2","80","40","41"
"1990","Hauptschule","maennlich","","","","","","","","","","","","","",""
"1990","Hauptschule","weiblich","","","","","","","","","","","","","",""
"1990","Realschule","maennlich","","","","","","","","","","","","","",""
"1990","Realschule","weiblich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","maennlich","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","maennlich","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
