year,migback,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,West,4389,40.01400,39.67277,40.35179,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,Direct migration background,West,2063,39.05891,38.17386,39.79133,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Indirect migration background,West,59,37.46254,33.58928,41.40930,30.07531,40.00000,42.00000,12.18827,59.88704,40.0,40.00000,48.05000
1985,No migration background,West,4190,39.61848,39.20528,39.99531,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,Direct migration background,West,1716,39.46038,38.66661,40.22065,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,West,60,39.54262,35.93085,44.19736,40.00000,40.00000,42.97640,35.53540,47.44100,40.0,40.00000,40.00000
1986,No migration background,West,4002,40.17358,39.78607,40.53203,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,Direct migration background,West,1696,38.96989,38.13313,39.90355,39.00000,40.00000,42.00000,34.50000,46.50000,40.0,40.00000,40.00000
1986,Indirect migration background,West,84,39.49687,35.82172,43.10706,35.28873,40.00000,40.00000,28.22182,47.06691,40.0,40.00000,40.05000
1987,No migration background,West,4051,39.53104,39.18660,39.95398,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1987,Direct migration background,West,1740,39.47028,38.80635,40.15710,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1987,Indirect migration background,West,84,36.61251,31.74602,42.10590,32.76959,40.00000,40.00000,21.92397,50.84562,40.0,40.00000,42.00000
1988,No migration background,West,3842,39.11829,38.72202,39.49866,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,Direct migration background,West,1634,38.27816,37.42997,39.21074,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1988,Indirect migration background,West,114,35.36620,32.94534,37.73816,30.22246,40.00000,40.00000,15.55615,54.66631,40.0,40.00000,45.00000
1989,No migration background,West,3779,39.93981,39.53123,40.38116,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,Direct migration background,West,1592,39.13230,38.33849,39.91870,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1989,Indirect migration background,West,126,37.61822,34.22939,41.21934,32.81765,40.00000,40.99140,20.55703,53.25202,40.0,40.00000,42.00000
1990,No migration background,West,3685,39.02613,38.62782,39.42243,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1990,No migration background,East,3085,45.66210,45.28316,46.07912,40.00000,48.00000,51.00000,23.50000,67.50000,48.0,48.00000,49.00000
1990,Direct migration background,West,1559,38.93959,37.98412,39.77460,37.50000,40.00000,42.00000,30.75000,48.75000,40.0,40.00000,41.00000
1990,Direct migration background,East,90,45.81880,43.52756,47.94166,40.00000,48.00000,51.00000,23.50000,67.50000,48.0,46.00000,51.00000
1990,Indirect migration background,West,155,35.79844,32.38646,38.56641,31.24596,38.67037,40.00000,18.11490,53.13106,38.5,37.00000,39.50000
1990,Indirect migration background,East,,,,,,,,,,,,
1991,No migration background,West,3770,39.00681,38.54723,39.39560,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1991,No migration background,East,2421,41.17807,40.70326,41.62656,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1991,Direct migration background,West,1557,38.15824,37.37470,39.15551,37.50000,40.00000,42.00000,30.75000,48.75000,40.0,40.00000,41.00000
1991,Direct migration background,East,64,40.61305,38.69951,42.66402,40.00000,40.00000,43.19010,35.21485,47.97525,40.0,40.00000,40.00000
1991,Indirect migration background,West,195,37.42738,35.39780,39.81219,36.00000,39.00000,40.00000,30.00000,46.00000,39.0,38.00000,40.00000
1991,Indirect migration background,East,,,,,,,,,,,,
1992,No migration background,West,3661,38.81883,38.38650,39.22037,37.50000,40.00000,45.00000,26.25000,56.25000,40.0,40.00000,40.00000
1992,No migration background,East,2241,43.19377,42.75115,43.75554,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,38.48750,40.00000
1992,Direct migration background,West,1451,38.68452,37.82379,39.41446,37.50000,39.00000,42.00000,30.75000,48.75000,39.0,38.00000,39.50000
1992,Direct migration background,East,55,43.74982,41.61235,45.46587,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,35.00000,40.00000
1992,Indirect migration background,West,211,36.29086,33.73151,38.83197,35.00000,38.50000,42.00000,24.50000,52.50000,38.5,37.50000,39.50000
1992,Indirect migration background,East,,,,,,,,,,,,
1993,No migration background,West,3601,38.51319,38.09266,38.93620,37.50000,40.00000,44.00000,27.75000,53.75000,40.0,40.00000,40.50000
1993,No migration background,East,2093,43.49594,42.95510,44.03719,40.00000,41.56941,48.00000,28.00000,60.00000,41.5,41.00000,42.00000
1993,Direct migration background,West,1374,38.08874,37.25900,38.93896,37.00000,38.50000,40.00000,32.50000,44.50000,38.5,38.00000,38.50000
1993,Direct migration background,East,47,43.02439,40.80181,45.33542,40.00000,41.87352,44.00000,34.00000,50.00000,42.0,41.00000,44.00000
1993,Indirect migration background,West,255,37.75062,36.07946,39.52121,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,37.50000,39.00000
1993,Indirect migration background,East,,,,,,,,,,,,
1994,No migration background,West,3532,38.48955,38.02980,38.95218,37.00000,40.00000,44.00000,26.50000,54.50000,40.0,40.00000,40.01250
1994,No migration background,East,2004,43.40212,42.87007,43.81982,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,42.00000,42.51250
1994,Direct migration background,West,1215,37.70165,36.75678,38.62633,36.50000,38.50000,41.00000,29.75000,47.75000,38.5,37.97500,38.50000
1994,Direct migration background,East,48,42.38808,39.80226,45.02842,40.00000,43.00000,45.00000,32.50000,52.50000,43.0,41.00000,44.00000
1994,Indirect migration background,West,263,37.50041,35.50692,39.21876,37.50000,38.50000,40.00000,33.75000,43.75000,38.5,37.00000,38.50000
1994,Indirect migration background,East,,,,,,,,,,,,
1995,No migration background,West,3671,38.36846,37.86830,38.80218,36.95995,40.00000,45.00000,24.89987,57.06008,40.0,40.00000,40.00000
1995,No migration background,East,2056,43.03837,42.42754,43.67335,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,42.00000,43.00000
1995,Direct migration background,West,1411,37.34589,36.44658,38.29342,36.00000,39.00000,42.00000,27.00000,51.00000,39.0,38.00000,39.50000
1995,Direct migration background,East,54,42.39330,40.42099,44.41249,39.44230,42.02367,48.00000,26.60574,60.0,42.0,40.00000,44.00000
1995,Indirect migration background,West,275,34.35068,31.64226,36.84714,33.08845,38.50000,40.00000,22.72112,50.36733,38.5,37.00000,39.50000
1995,Indirect migration background,East,,,,,,,,,,,,
1996,No migration background,West,3613,38.19699,37.67926,38.61373,35.50000,40.00000,45.00000,21.25000,59.25000,40.0,40.00000,40.00000
1996,No migration background,East,1976,43.05765,42.47949,43.55815,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,42.00000,43.00000
1996,Direct migration background,West,1270,38.16760,37.21378,39.04168,36.00000,40.00000,42.00000,27.00000,51.00000,40.0,40.00000,41.20750
1996,Direct migration background,East,47,42.36259,40.02475,44.99089,40.00000,41.00000,46.26255,30.60617,55.65638,41.0,37.00000,42.00000
1996,Indirect migration background,West,289,36.60790,35.07528,38.49511,36.00000,38.50000,40.00000,30.00000,46.00000,38.5,37.00000,39.00000
1996,Indirect migration background,East,,,,,,,,,,,,
1997,No migration background,West,3573,38.85114,38.28462,39.24774,36.00000,40.00000,45.00000,22.50000,58.50000,40.0,40.00000,40.00000
1997,No migration background,East,1929,43.17031,42.57201,43.69051,40.00000,42.00000,49.00000,26.50000,62.50000,42.0,42.00000,42.50000
1997,Direct migration background,West,1217,37.97301,36.84643,39.18414,35.50000,40.00000,42.00000,25.75000,51.75000,40.0,40.00000,41.00000
1997,Direct migration background,East,39,43.70048,40.59506,46.18632,39.97141,42.38241,49.28940,26.0,63.26639,42.5,40.00000,45.00000
