"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1985","(Fach-)Abitur","Laendlicher Raum","36","39.5","51","31.38","40.62"
"1985","(Fach-)Abitur","Staedtischer Raum","36.13","39.5","336","34.57","37.69"
"1985","(noch) kein Abschluss","Laendlicher Raum","40.05","38","50","37.46","42.64"
"1985","(noch) kein Abschluss","Staedtischer Raum","38.03","39.5","419","37.06","39"
"1985","AkademikerIn","Laendlicher Raum","41.5","41.5","84","38.4","44.6"
"1985","AkademikerIn","Staedtischer Raum","43.11","42.5","478","42.02","44.2"
"1985","Hauptschule","Laendlicher Raum","40.08","39.5","798","39.15","41.01"
"1985","Hauptschule","Staedtischer Raum","38.95","39.5","2614","38.48","39.42"
"1985","Realschule","Laendlicher Raum","40.61","39.5","250","39.05","42.17"
"1985","Realschule","Staedtischer Raum","39.74","39.5","821","38.9","40.58"
"1986","(Fach-)Abitur","Laendlicher Raum","40.18","40.5","65","36.6","43.76"
"1986","(Fach-)Abitur","Staedtischer Raum","37.96","39.5","329","36.58","39.34"
"1986","(noch) kein Abschluss","Laendlicher Raum","38.26","39.5","50","34.79","41.73"
"1986","(noch) kein Abschluss","Staedtischer Raum","38.8","39.5","383","37.81","39.79"
"1986","AkademikerIn","Laendlicher Raum","42.73","41.5","91","40","45.46"
"1986","AkademikerIn","Staedtischer Raum","43.68","43.5","449","42.51","44.85"
"1986","Hauptschule","Laendlicher Raum","40.92","39.5","745","39.99","41.85"
"1986","Hauptschule","Staedtischer Raum","39.09","39.5","2556","38.63","39.55"
"1986","Realschule","Laendlicher Raum","40.53","39.5","245","38.96","42.1"
"1986","Realschule","Staedtischer Raum","40.23","39.5","796","39.46","41"
"1987","(Fach-)Abitur","Laendlicher Raum","38.81","39.5","57","34.81","42.81"
"1987","(Fach-)Abitur","Staedtischer Raum","38.02","39.5","358","36.79","39.25"
"1987","(noch) kein Abschluss","Laendlicher Raum","36.83","39.5","51","33.25","40.41"
"1987","(noch) kein Abschluss","Staedtischer Raum","37.88","39.5","395","36.93","38.83"
"1987","AkademikerIn","Laendlicher Raum","39.77","39.5","88","36.55","42.99"
"1987","AkademikerIn","Staedtischer Raum","42.53","42.5","456","41.38","43.68"
"1987","Hauptschule","Laendlicher Raum","39.41","39.5","770","38.51","40.31"
"1987","Hauptschule","Staedtischer Raum","39.16","39.5","2538","38.74","39.58"
"1987","Realschule","Laendlicher Raum","39.52","39.5","253","38.09","40.95"
"1987","Realschule","Staedtischer Raum","39.76","39.5","815","38.98","40.54"
