year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,4389,40.01400,39.63391,40.39410,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1984,Direct migration background,2063,39.05891,38.60540,39.51243,40.00000,40.00000,40.00000,40.00000,40.00000,40.0,40.00000,40.00000
1984,Indirect migration background,59,37.46254,34.98738,39.93770,30.07531,40.00000,42.00000,12.18827,59.88704,40.0,30.00000,40.00000
1985,No migration background,4190,39.61848,39.22216,40.01479,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,Direct migration background,1716,39.46038,38.92324,39.99752,40.00000,40.00000,43.00000,35.50000,47.50000,40.0,40.00000,40.00000
1985,Indirect migration background,60,39.54262,36.99021,42.09504,40.00000,40.00000,42.97640,35.53540,47.44100,40.0,40.00000,40.00000
1986,No migration background,4002,40.17358,39.78364,40.56351,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1986,Direct migration background,1696,38.96989,38.43753,39.50226,39.00000,40.00000,42.00000,34.50000,46.50000,40.0,40.00000,40.00000
1986,Indirect migration background,84,39.49687,37.23521,41.75852,35.28873,40.00000,40.00000,28.22182,47.06691,40.0,38.00000,40.00000
1987,No migration background,4051,39.53104,39.14665,39.91543,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1987,Direct migration background,1740,39.47028,39.00738,39.93318,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1987,Indirect migration background,84,36.61251,34.36722,38.85780,32.76959,40.00000,40.00000,21.92397,50.84562,40.0,35.00000,40.00000
1988,No migration background,3842,39.11829,38.71160,39.52498,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1988,Direct migration background,1634,38.27816,37.71848,38.83783,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1988,Indirect migration background,114,35.36620,33.42754,37.30485,30.22246,40.00000,40.00000,15.55615,54.66631,40.0,35.00000,40.00000
1989,No migration background,3779,39.93981,39.56264,40.31698,38.00000,40.00000,45.00000,27.50000,55.50000,40.0,40.00000,40.00000
1989,Direct migration background,1592,39.13230,38.60191,39.66270,38.00000,40.00000,42.00000,32.00000,48.00000,40.0,40.00000,40.00000
1989,Indirect migration background,126,37.61822,35.65703,39.57942,32.81765,40.00000,40.99140,20.55703,53.25202,40.0,38.00000,40.00000
1990,No migration background,6770,40.71597,40.43551,40.99644,38.00000,40.00000,48.00000,23.00000,63.00000,40.0,40.00000,40.00000
