"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1984","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1984","16-34 Jahre alt","AkademikerInnen","","","","",""
"1984","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1984","16-34 Jahre alt","Realschulabschluss","40.06","40","647","39.22","40.9"
"1984","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1984","35-65 Jahre alt","(noch) kein Abschluss","40.06","40","452","39.23","40.89"
"1984","35-65 Jahre alt","AkademikerInnen","42.67","42","375","41.26","44.08"
"1984","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1984","35-65 Jahre alt","Realschulabschluss","39.51","40","446","38.15","40.87"
"1984","66 und Ã¤lter","(Fach-)Abitur","24.86","17.09","5","9.14","40.58"
"1984","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1984","66 und Ã¤lter","AkademikerInnen","38.47","23.4","7","13.67","63.27"
"1984","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1984","66 und Ã¤lter","Realschulabschluss","26.65","24","8","11.86","41.44"
"1985","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1985","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1985","16-34 Jahre alt","AkademikerInnen","","","","",""
"1985","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1985","16-34 Jahre alt","Realschulabschluss","39.76","40","645","38.9","40.62"
"1985","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1985","35-65 Jahre alt","(noch) kein Abschluss","39.61","40","368","38.66","40.56"
"1985","35-65 Jahre alt","AkademikerInnen","43.46","44","380","42.21","44.71"
"1985","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1985","35-65 Jahre alt","Realschulabschluss","40.36","40","422","39.04","41.68"
"1985","66 und Ã¤lter","(Fach-)Abitur","27.91","27.82","6","13.21","42.61"
"1985","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1985","66 und Ã¤lter","AkademikerInnen","42.31","37.65","5","23.69","60.93"
"1985","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1985","66 und Ã¤lter","Realschulabschluss","27.39","24.1","5","-1.16","55.94"
"1986","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1986","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1986","16-34 Jahre alt","AkademikerInnen","","","","",""
"1986","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1986","16-34 Jahre alt","Realschulabschluss","40.7","40","636","39.91","41.49"
"1986","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1986","35-65 Jahre alt","(noch) kein Abschluss","39.8","40","336","38.8","40.8"
"1986","35-65 Jahre alt","AkademikerInnen","44.06","45","362","42.72","45.4"
"1986","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1986","35-65 Jahre alt","Realschulabschluss","39.92","40","403","38.63","41.21"
"1986","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1986","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1986","66 und Ã¤lter","AkademikerInnen","","","","",""
"1986","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1986","66 und Ã¤lter","Realschulabschluss","27.16","19.6","4","3.26","51.06"
"1987","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1987","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1987","16-34 Jahre alt","AkademikerInnen","","","","",""
"1987","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1987","16-34 Jahre alt","Realschulabschluss","39.85","40","660","39.09","40.61"
"1987","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1987","35-65 Jahre alt","(noch) kein Abschluss","40.62","40","344","39.72","41.52"
"1987","35-65 Jahre alt","AkademikerInnen","42.88","43","370","41.54","44.22"
"1987","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1987","35-65 Jahre alt","Realschulabschluss","39.63","40","407","38.33","40.93"
"1987","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1987","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1987","66 und Ã¤lter","AkademikerInnen","44.59","50","7","27.36","61.82"
"1987","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1987","66 und Ã¤lter","Realschulabschluss","","","","",""
"1988","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1988","16-34 Jahre alt","(noch) kein Abschluss","36.74","40","98","34.57","38.91"
"1988","16-34 Jahre alt","AkademikerInnen","","","","",""
"1988","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1988","16-34 Jahre alt","Realschulabschluss","39.06","40","638","38.23","39.89"
"1988","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1988","35-65 Jahre alt","(noch) kein Abschluss","37.75","40","300","36.63","38.87"
"1988","35-65 Jahre alt","AkademikerInnen","42.43","43","355","41.13","43.73"
"1988","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1988","35-65 Jahre alt","Realschulabschluss","39.16","40","419","37.85","40.47"
"1988","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1988","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1988","66 und Ã¤lter","AkademikerInnen","45.86","48.1","9","33.56","58.16"
"1988","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1988","66 und Ã¤lter","Realschulabschluss","15.15","10.31","4","0.03","30.27"
"1989","16-34 Jahre alt","(Fach-)Abitur","","","","",""
"1989","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1989","16-34 Jahre alt","AkademikerInnen","","","","",""
"1989","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1989","16-34 Jahre alt","Realschulabschluss","39.9","40","645","39.21","40.59"
"1989","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1989","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1989","35-65 Jahre alt","AkademikerInnen","43.11","44","358","41.86","44.36"
"1989","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1989","35-65 Jahre alt","Realschulabschluss","39.39","40","395","38.14","40.64"
"1989","66 und Ã¤lter","(Fach-)Abitur","38.23","36.13","4","8.88","67.58"
"1989","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1989","66 und Ã¤lter","AkademikerInnen","43.84","43.63","5","33.69","53.99"
"1989","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1989","66 und Ã¤lter","Realschulabschluss","","","","",""
"1990","16-34 Jahre alt","(Fach-)Abitur","37.37","40","311","36","38.74"
"1990","16-34 Jahre alt","(noch) kein Abschluss","37.02","38.43","84","34.44","39.6"
"1990","16-34 Jahre alt","AkademikerInnen","41.47","42","400","40.46","42.48"
"1990","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1990","16-34 Jahre alt","Realschulabschluss","","","","",""
"1990","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1990","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1990","35-65 Jahre alt","AkademikerInnen","43.75","45","916","43.06","44.44"
"1990","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1990","35-65 Jahre alt","Realschulabschluss","41.02","40","817","40.24","41.8"
"1990","66 und Ã¤lter","(Fach-)Abitur","36.86","33.37","5","20.67","53.05"
"1990","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1990","66 und Ã¤lter","AkademikerInnen","32.59","35.51","7","18.1","47.08"
"1990","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1990","66 und Ã¤lter","Realschulabschluss","34.3","25","6","19.45","49.15"
"1991","16-34 Jahre alt","(Fach-)Abitur","38.33","40","323","36.99","39.67"
"1991","16-34 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","16-34 Jahre alt","AkademikerInnen","40.84","40","361","39.8","41.88"
"1991","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1991","16-34 Jahre alt","Realschulabschluss","","","","",""
"1991","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1991","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1991","35-65 Jahre alt","AkademikerInnen","42.02","42","861","41.25","42.79"
"1991","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1991","35-65 Jahre alt","Realschulabschluss","39","40","800","38.16","39.84"
"1991","66 und Ã¤lter","(Fach-)Abitur","21.91","17.27","5","1.8","42.02"
"1991","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1991","66 und Ã¤lter","AkademikerInnen","31.45","27.96","6","17.77","45.13"
"1991","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1991","66 und Ã¤lter","Realschulabschluss","30.79","20","4","5.32","56.26"
"1992","16-34 Jahre alt","(Fach-)Abitur","37.74","40","316","36.43","39.05"
"1992","16-34 Jahre alt","(noch) kein Abschluss","34.87","40","89","32.28","37.46"
"1992","16-34 Jahre alt","AkademikerInnen","39.57","41","329","38.62","40.52"
"1992","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1992","16-34 Jahre alt","Realschulabschluss","","","","",""
"1992","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1992","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1992","35-65 Jahre alt","AkademikerInnen","42.71","42.57","857","41.94","43.48"
"1992","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1992","35-65 Jahre alt","Realschulabschluss","39.32","40","822","38.5","40.14"
"1992","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1992","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1992","66 und Ã¤lter","AkademikerInnen","30.33","24.62","4","10.44","50.22"
"1992","66 und Ã¤lter","Hauptschulabschluss","40.36","37.14","7","23.46","57.26"
"1992","66 und Ã¤lter","Realschulabschluss","","","","",""
"1993","16-34 Jahre alt","(Fach-)Abitur","36.71","39","317","35.39","38.03"
"1993","16-34 Jahre alt","(noch) kein Abschluss","38.92","40","77","36.81","41.03"
"1993","16-34 Jahre alt","AkademikerInnen","40.78","41","319","39.62","41.94"
"1993","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1993","16-34 Jahre alt","Realschulabschluss","","","","",""
"1993","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1993","35-65 Jahre alt","(noch) kein Abschluss","","","","",""
"1993","35-65 Jahre alt","AkademikerInnen","42.15","42","837","41.4","42.9"
"1993","35-65 Jahre alt","Hauptschulabschluss","","","","",""
"1993","35-65 Jahre alt","Realschulabschluss","39.54","40","835","38.7","40.38"
"1993","66 und Ã¤lter","(Fach-)Abitur","","","","",""
"1993","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1993","66 und Ã¤lter","AkademikerInnen","","","","",""
"1993","66 und Ã¤lter","Hauptschulabschluss","","","","",""
"1993","66 und Ã¤lter","Realschulabschluss","","","","",""
"1994","16-34 Jahre alt","(Fach-)Abitur","37.17","39","349","35.85","38.49"
