"year","bildungsniveau","bula_h","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1984","(Fach-)Abitur","Baden-Württemberg","38.99","38","73","36.19","41.79"
"1984","(Fach-)Abitur","Bayern","37.86","38","64","34.63","41.09"
"1984","(Fach-)Abitur","Berlin","","","","",""
"1984","(Fach-)Abitur","Brandenburg","","","","",""
"1984","(Fach-)Abitur","Bremen","","","","",""
"1984","(Fach-)Abitur","Hamburg","","","","",""
"1984","(Fach-)Abitur","Hessen","38.52","39","53","34.98","42.06"
"1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1984","(Fach-)Abitur","Niedersachsen","40.6","35","33","36.02","45.18"
"1984","(Fach-)Abitur","Nordrhein-Westfalen","38.48","39","119","36.17","40.79"
"1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1984","(Fach-)Abitur","Sachsen","","","","",""
"1984","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1984","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1984","(Fach-)Abitur","Thüringen","","","","",""
"1984","(noch) kein Abschluss","Baden-Württemberg","38.38","35","177","37.05","39.71"
"1984","(noch) kein Abschluss","Bayern","38.57","38","68","36.17","40.97"
"1984","(noch) kein Abschluss","Berlin","","","","",""
"1984","(noch) kein Abschluss","Brandenburg","","","","",""
"1984","(noch) kein Abschluss","Bremen","","","","",""
"1984","(noch) kein Abschluss","Hamburg","","","","",""
"1984","(noch) kein Abschluss","Hessen","37.31","38.5","77","34.68","39.94"
"1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1984","(noch) kein Abschluss","Niedersachsen","","","","",""
"1984","(noch) kein Abschluss","Nordrhein-Westfalen","41.3","36","161","39.98","42.62"
"1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","36.17","35","43","33.43","38.91"
"1984","(noch) kein Abschluss","Sachsen","","","","",""
"1984","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1984","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1984","(noch) kein Abschluss","Thüringen","","","","",""
"1984","AkademikerIn","Baden-Württemberg","43.68","44.5","91","41.04","46.32"
"1984","AkademikerIn","Bayern","38.09","39","106","35.24","40.94"
"1984","AkademikerIn","Berlin","","","","",""
"1984","AkademikerIn","Brandenburg","","","","",""
"1984","AkademikerIn","Bremen","","","","",""
"1984","AkademikerIn","Hamburg","","","","",""
"1984","AkademikerIn","Hessen","41.71","41.5","66","38.89","44.53"
"1984","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1984","AkademikerIn","Niedersachsen","42.61","44.5","59","38.23","46.99"
"1984","AkademikerIn","Nordrhein-Westfalen","42.5","41.5","158","40.33","44.67"
"1984","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1984","AkademikerIn","Sachsen","","","","",""
"1984","AkademikerIn","Sachsen-Anhalt","","","","",""
"1984","AkademikerIn","Schleswig-Holstein","","","","",""
"1984","AkademikerIn","Thüringen","","","","",""
"1984","Hauptschule","Baden-Württemberg","40.11","39","818","39.33","40.89"
"1984","Hauptschule","Bayern","40.15","39.5","673","39.24","41.06"
"1984","Hauptschule","Berlin","39.62","35","127","37.73","41.51"
"1984","Hauptschule","Brandenburg","","","","",""
"1984","Hauptschule","Bremen","33.88","38","33","28.51","39.25"
"1984","Hauptschule","Hamburg","39.1","38.5","78","36.53","41.67"
"1984","Hauptschule","Hessen","38.87","39.5","375","37.71","40.03"
"1984","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"1984","Hauptschule","Niedersachsen","39.04","38","352","37.72","40.36"
"1984","Hauptschule","Nordrhein-Westfalen","40.15","39","944","39.45","40.85"
"1984","Hauptschule","Rheinland-Pfalz,Saarland","40.55","38","275","39.12","41.98"
"1984","Hauptschule","Sachsen","","","","",""
"1984","Hauptschule","Sachsen-Anhalt","","","","",""
"1984","Hauptschule","Schleswig-Holstein","40.06","39.5","117","37.93","42.19"
"1984","Hauptschule","Thüringen","","","","",""
"1984","Realschule","Baden-Württemberg","39.17","37.5","161","37.22","41.12"
"1984","Realschule","Bayern","40.35","39.5","220","38.71","41.99"
"1984","Realschule","Berlin","39.44","35","48","36.37","42.51"
"1984","Realschule","Brandenburg","","","","",""
"1984","Realschule","Bremen","","","","",""
"1984","Realschule","Hamburg","38.7","34","34","33.6","43.8"
"1984","Realschule","Hessen","39.35","38","118","36.96","41.74"
"1984","Realschule","Mecklenburg-Vorpommern","","","","",""
"1984","Realschule","Niedersachsen","41.11","35","124","38.52","43.7"
"1984","Realschule","Nordrhein-Westfalen","40.5","39.5","259","39.08","41.92"
"1984","Realschule","Rheinland-Pfalz,Saarland","39.78","37","61","36.82","42.74"
"1984","Realschule","Sachsen","","","","",""
"1984","Realschule","Sachsen-Anhalt","","","","",""
"1984","Realschule","Schleswig-Holstein","34.9","39","65","31.92","37.88"
"1984","Realschule","Thüringen","","","","",""
"1985","(Fach-)Abitur","Baden-Württemberg","36.38","39.5","66","32.9","39.86"
"1985","(Fach-)Abitur","Bayern","33.33","39","54","29.26","37.4"
"1985","(Fach-)Abitur","Berlin","","","","",""
"1985","(Fach-)Abitur","Brandenburg","","","","",""
"1985","(Fach-)Abitur","Bremen","","","","",""
"1985","(Fach-)Abitur","Hamburg","","","","",""
"1985","(Fach-)Abitur","Hessen","36.33","39","47","32.59","40.07"
"1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1985","(Fach-)Abitur","Niedersachsen","","","","",""
"1985","(Fach-)Abitur","Nordrhein-Westfalen","36.17","39.5","128","33.4","38.94"
"1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1985","(Fach-)Abitur","Sachsen","","","","",""
"1985","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1985","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1985","(Fach-)Abitur","Thüringen","","","","",""
"1985","(noch) kein Abschluss","Baden-Württemberg","36.85","39.5","148","35.42","38.28"
"1985","(noch) kein Abschluss","Bayern","42.32","39.5","48","39.66","44.98"
"1985","(noch) kein Abschluss","Berlin","","","","",""
"1985","(noch) kein Abschluss","Brandenburg","","","","",""
"1985","(noch) kein Abschluss","Bremen","","","","",""
"1985","(noch) kein Abschluss","Hamburg","","","","",""
"1985","(noch) kein Abschluss","Hessen","36.55","39.5","66","33.89","39.21"
"1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1985","(noch) kein Abschluss","Niedersachsen","","","","",""
"1985","(noch) kein Abschluss","Nordrhein-Westfalen","38.55","39.5","130","36.48","40.62"
"1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","33.29","39.5","31","29.83","36.75"
"1985","(noch) kein Abschluss","Sachsen","","","","",""
"1985","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1985","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1985","(noch) kein Abschluss","Thüringen","","","","",""
"1985","AkademikerIn","Baden-Württemberg","43.36","44.5","88","40.87","45.85"
"1985","AkademikerIn","Bayern","40.24","39","97","38.01","42.47"
"1985","AkademikerIn","Berlin","","","","",""
"1985","AkademikerIn","Brandenburg","","","","",""
"1985","AkademikerIn","Bremen","","","","",""
"1985","AkademikerIn","Hamburg","","","","",""
"1985","AkademikerIn","Hessen","43.67","43.5","63","40.29","47.05"
"1985","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1985","AkademikerIn","Niedersachsen","43.95","44.5","56","40.22","47.68"
"1985","AkademikerIn","Nordrhein-Westfalen","43.71","44.5","176","41.83","45.59"
"1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1985","AkademikerIn","Sachsen","","","","",""
"1985","AkademikerIn","Sachsen-Anhalt","","","","",""
"1985","AkademikerIn","Schleswig-Holstein","","","","",""
"1985","AkademikerIn","Thüringen","","","","",""
"1985","Hauptschule","Baden-Württemberg","38.96","39.5","734","38.02","39.9"
"1985","Hauptschule","Bayern","39.59","39.5","658","38.62","40.56"
"1985","Hauptschule","Berlin","37.31","39.5","92","34.63","39.99"
"1985","Hauptschule","Brandenburg","","","","",""
"1985","Hauptschule","Bremen","","","","",""
"1985","Hauptschule","Hamburg","41.34","39","73","38.65","44.03"
"1985","Hauptschule","Hessen","37.92","39.5","340","36.72","39.12"
"1985","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"1985","Hauptschule","Niedersachsen","39.65","39.5","307","38.14","41.16"
"1985","Hauptschule","Nordrhein-Westfalen","39.49","39.5","844","38.67","40.31"
"1985","Hauptschule","Rheinland-Pfalz,Saarland","39.11","39.5","230","37.47","40.75"
"1985","Hauptschule","Sachsen","","","","",""
"1985","Hauptschule","Sachsen-Anhalt","","","","",""
"1985","Hauptschule","Schleswig-Holstein","39.93","39.5","110","37.69","42.17"
"1985","Hauptschule","Thüringen","","","","",""
"1985","Realschule","Baden-Württemberg","39.59","39.5","154","37.56","41.62"
"1985","Realschule","Bayern","40.37","39.5","221","38.81","41.93"
"1985","Realschule","Berlin","40.72","39.5","40","38.14","43.3"
"1985","Realschule","Brandenburg","","","","",""
"1985","Realschule","Bremen","","","","",""
"1985","Realschule","Hamburg","38.19","37.5","34","33.94","42.44"
"1985","Realschule","Hessen","40.44","39.5","106","37.87","43.01"
"1985","Realschule","Mecklenburg-Vorpommern","","","","",""
"1985","Realschule","Niedersachsen","39.24","39.5","124","37.01","41.47"
"1985","Realschule","Nordrhein-Westfalen","40.25","39.5","263","38.6","41.9"
"1985","Realschule","Rheinland-Pfalz,Saarland","41.96","32.5","63","39.59","44.33"
"1985","Realschule","Sachsen","","","","",""
"1985","Realschule","Sachsen-Anhalt","","","","",""
"1985","Realschule","Schleswig-Holstein","37.11","39.5","54","33.96","40.26"
"1985","Realschule","Thüringen","","","","",""
"1986","(Fach-)Abitur","Baden-Württemberg","38.66","39.5","68","35.43","41.89"
"1986","(Fach-)Abitur","Bayern","35.79","39.5","51","31.51","40.07"
"1986","(Fach-)Abitur","Berlin","","","","",""
"1986","(Fach-)Abitur","Brandenburg","","","","",""
"1986","(Fach-)Abitur","Bremen","","","","",""
"1986","(Fach-)Abitur","Hamburg","","","","",""
"1986","(Fach-)Abitur","Hessen","35.83","39.5","52","32.41","39.25"
"1986","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1986","(Fach-)Abitur","Niedersachsen","45.59","41","38","41.57","49.61"
"1986","(Fach-)Abitur","Nordrhein-Westfalen","38.36","39.5","115","36.03","40.69"
"1986","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1986","(Fach-)Abitur","Sachsen","","","","",""
"1986","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1986","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1986","(Fach-)Abitur","Thüringen","","","","",""
"1986","(noch) kein Abschluss","Baden-Württemberg","37.87","39.5","120","35.89","39.85"
"1986","(noch) kein Abschluss","Bayern","37.65","39.5","49","34.75","40.55"
"1986","(noch) kein Abschluss","Berlin","","","","",""
"1986","(noch) kein Abschluss","Brandenburg","","","","",""
"1986","(noch) kein Abschluss","Bremen","","","","",""
"1986","(noch) kein Abschluss","Hamburg","","","","",""
"1986","(noch) kein Abschluss","Hessen","37.55","39.5","55","34.66","40.44"
"1986","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1986","(noch) kein Abschluss","Niedersachsen","","","","",""
"1986","(noch) kein Abschluss","Nordrhein-Westfalen","39.12","39.5","138","37.35","40.89"
"1986","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"1986","(noch) kein Abschluss","Sachsen","","","","",""
"1986","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1986","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1986","(noch) kein Abschluss","Thüringen","","","","",""
"1986","AkademikerIn","Baden-Württemberg","43.56","44.5","84","40.57","46.55"
"1986","AkademikerIn","Bayern","40.94","39.5","103","38.37","43.51"
"1986","AkademikerIn","Berlin","","","","",""
"1986","AkademikerIn","Brandenburg","","","","",""
"1986","AkademikerIn","Bremen","","","","",""
"1986","AkademikerIn","Hamburg","","","","",""
"1986","AkademikerIn","Hessen","43.89","44.5","61","40.9","46.88"
"1986","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1986","AkademikerIn","Niedersachsen","44.22","44","63","41.19","47.25"
"1986","AkademikerIn","Nordrhein-Westfalen","43.8","44","156","41.79","45.81"
"1986","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1986","AkademikerIn","Sachsen","","","","",""
"1986","AkademikerIn","Sachsen-Anhalt","","","","",""
"1986","AkademikerIn","Schleswig-Holstein","","","","",""
"1986","AkademikerIn","Thüringen","","","","",""
"1986","Hauptschule","Baden-Württemberg","39.22","39.5","755","38.35","40.09"
"1986","Hauptschule","Bayern","40.05","39.5","600","39.04","41.06"
"1986","Hauptschule","Berlin","39.43","39.5","108","37.59","41.27"
"1986","Hauptschule","Brandenburg","","","","",""
"1986","Hauptschule","Bremen","","","","",""
"1986","Hauptschule","Hamburg","42.89","39.5","58","39.92","45.86"
"1986","Hauptschule","Hessen","37.6","39.5","308","36.19","39.01"
"1986","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"1986","Hauptschule","Niedersachsen","40.6","39.5","305","39.07","42.13"
"1986","Hauptschule","Nordrhein-Westfalen","39.49","39.5","785","38.71","40.27"
"1986","Hauptschule","Rheinland-Pfalz,Saarland","39.23","39.5","251","37.76","40.7"
"1986","Hauptschule","Sachsen","","","","",""
"1986","Hauptschule","Sachsen-Anhalt","","","","",""
"1986","Hauptschule","Schleswig-Holstein","41.04","39.5","102","38.82","43.26"
"1986","Hauptschule","Thüringen","","","","",""
"1986","Realschule","Baden-Württemberg","39.79","39.5","154","37.96","41.62"
"1986","Realschule","Bayern","40.51","39.5","200","38.79","42.23"
"1986","Realschule","Berlin","39.86","39.5","40","37.21","42.51"
"1986","Realschule","Brandenburg","","","","",""
"1986","Realschule","Bremen","","","","",""
"1986","Realschule","Hamburg","","","","",""
"1986","Realschule","Hessen","42.4","39.5","103","40.05","44.75"
"1986","Realschule","Mecklenburg-Vorpommern","","","","",""
"1986","Realschule","Niedersachsen","40.96","39.5","131","38.69","43.23"
"1986","Realschule","Nordrhein-Westfalen","39.79","39.5","262","38.52","41.06"
"1986","Realschule","Rheinland-Pfalz,Saarland","39.9","39.5","61","36.97","42.83"
"1986","Realschule","Sachsen","","","","",""
"1986","Realschule","Sachsen-Anhalt","","","","",""
"1986","Realschule","Schleswig-Holstein","38.02","39.5","50","34.57","41.47"
"1986","Realschule","Thüringen","","","","",""
"1987","(Fach-)Abitur","Baden-Württemberg","40.73","39.5","70","38.17","43.29"
"1987","(Fach-)Abitur","Bayern","36.8","39.5","52","33.54","40.06"
"1987","(Fach-)Abitur","Berlin","","","","",""
"1987","(Fach-)Abitur","Brandenburg","","","","",""
"1987","(Fach-)Abitur","Bremen","","","","",""
"1987","(Fach-)Abitur","Hamburg","","","","",""
"1987","(Fach-)Abitur","Hessen","35.69","39.5","54","31.89","39.49"
"1987","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1987","(Fach-)Abitur","Niedersachsen","44.19","39.5","39","39.69","48.69"
"1987","(Fach-)Abitur","Nordrhein-Westfalen","38.04","39.5","132","36.04","40.04"
"1987","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1987","(Fach-)Abitur","Sachsen","","","","",""
"1987","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1987","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1987","(Fach-)Abitur","Thüringen","","","","",""
"1987","(noch) kein Abschluss","Baden-Württemberg","36.72","39.5","130","35.1","38.34"
"1987","(noch) kein Abschluss","Bayern","35.13","39.5","41","31.61","38.65"
"1987","(noch) kein Abschluss","Berlin","","","","",""
"1987","(noch) kein Abschluss","Brandenburg","","","","",""
"1987","(noch) kein Abschluss","Bremen","","","","",""
"1987","(noch) kein Abschluss","Hamburg","","","","",""
"1987","(noch) kein Abschluss","Hessen","35.69","39.5","65","32.82","38.56"
"1987","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1987","(noch) kein Abschluss","Niedersachsen","","","","",""
"1987","(noch) kein Abschluss","Nordrhein-Westfalen","40.61","39.5","131","39.03","42.19"
"1987","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"1987","(noch) kein Abschluss","Sachsen","","","","",""
"1987","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1987","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1987","(noch) kein Abschluss","Thüringen","","","","",""
"1987","AkademikerIn","Baden-Württemberg","44.63","44.5","80","42","47.26"
"1987","AkademikerIn","Bayern","38.87","39.5","103","35.99","41.75"
"1987","AkademikerIn","Berlin","","","","",""
"1987","AkademikerIn","Brandenburg","","","","",""
"1987","AkademikerIn","Bremen","","","","",""
"1987","AkademikerIn","Hamburg","","","","",""
"1987","AkademikerIn","Hessen","42.15","42.5","62","39","45.3"
"1987","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1987","AkademikerIn","Niedersachsen","42.82","41.5","57","39.73","45.91"
"1987","AkademikerIn","Nordrhein-Westfalen","42.99","42.5","167","41.06","44.92"
"1987","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1987","AkademikerIn","Sachsen","","","","",""
"1987","AkademikerIn","Sachsen-Anhalt","","","","",""
"1987","AkademikerIn","Schleswig-Holstein","","","","",""
"1987","AkademikerIn","Thüringen","","","","",""
"1987","Hauptschule","Baden-Württemberg","39.09","39.5","746","38.35","39.83"
"1987","Hauptschule","Bayern","39.22","39.5","602","38.27","40.17"
"1987","Hauptschule","Berlin","39.04","39.5","102","37.06","41.02"
"1987","Hauptschule","Brandenburg","","","","",""
"1987","Hauptschule","Bremen","","","","",""
"1987","Hauptschule","Hamburg","41.63","39.5","58","38.21","45.05"
"1987","Hauptschule","Hessen","38.72","39.5","321","37.56","39.88"
"1987","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"1987","Hauptschule","Niedersachsen","39.04","39.5","321","37.52","40.56"
"1987","Hauptschule","Nordrhein-Westfalen","39.44","39.5","782","38.65","40.23"
"1987","Hauptschule","Rheinland-Pfalz,Saarland","39.25","39.5","249","37.93","40.57"
"1987","Hauptschule","Sachsen","","","","",""
"1987","Hauptschule","Sachsen-Anhalt","","","","",""
"1987","Hauptschule","Schleswig-Holstein","39.35","39.5","104","37.21","41.49"
"1987","Hauptschule","Thüringen","","","","",""
"1987","Realschule","Baden-Württemberg","39.18","39.5","166","37.48","40.88"
"1987","Realschule","Bayern","39.72","39.5","203","38.01","41.43"
"1987","Realschule","Berlin","40.18","39.5","43","37.88","42.48"
"1987","Realschule","Brandenburg","","","","",""
"1987","Realschule","Bremen","","","","",""
"1987","Realschule","Hamburg","","","","",""
"1987","Realschule","Hessen","42.48","41","99","40.04","44.92"
"1987","Realschule","Mecklenburg-Vorpommern","","","","",""
"1987","Realschule","Niedersachsen","39.62","39.5","143","37.83","41.41"
"1987","Realschule","Nordrhein-Westfalen","39.08","39.5","270","37.67","40.49"
"1987","Realschule","Rheinland-Pfalz,Saarland","41.29","39.5","54","39.16","43.42"
"1987","Realschule","Sachsen","","","","",""
"1987","Realschule","Sachsen-Anhalt","","","","",""
"1987","Realschule","Schleswig-Holstein","37.79","39.5","48","34.44","41.14"
"1987","Realschule","Thüringen","","","","",""
"1988","(Fach-)Abitur","Baden-Württemberg","41.2","39.5","67","38.71","43.69"
"1988","(Fach-)Abitur","Bayern","35.39","39.5","56","32.27","38.51"
"1988","(Fach-)Abitur","Berlin","","","","",""
"1988","(Fach-)Abitur","Brandenburg","","","","",""
"1988","(Fach-)Abitur","Bremen","","","","",""
"1988","(Fach-)Abitur","Hamburg","","","","",""
"1988","(Fach-)Abitur","Hessen","37.08","39.5","41","33.7","40.46"
"1988","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","",""
"1988","(Fach-)Abitur","Niedersachsen","36.27","39.5","39","31.02","41.52"
"1988","(Fach-)Abitur","Nordrhein-Westfalen","38.14","39.5","122","35.83","40.45"
"1988","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","","",""
"1988","(Fach-)Abitur","Sachsen","","","","",""
"1988","(Fach-)Abitur","Sachsen-Anhalt","","","","",""
"1988","(Fach-)Abitur","Schleswig-Holstein","","","","",""
"1988","(Fach-)Abitur","Thüringen","","","","",""
"1988","(noch) kein Abschluss","Baden-Württemberg","35.83","38.5","118","34.35","37.31"
"1988","(noch) kein Abschluss","Bayern","40.39","39.5","40","37.16","43.62"
"1988","(noch) kein Abschluss","Berlin","","","","",""
"1988","(noch) kein Abschluss","Brandenburg","","","","",""
"1988","(noch) kein Abschluss","Bremen","","","","",""
"1988","(noch) kein Abschluss","Hamburg","","","","",""
"1988","(noch) kein Abschluss","Hessen","37.11","38.5","55","33.93","40.29"
"1988","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","",""
"1988","(noch) kein Abschluss","Niedersachsen","","","","",""
"1988","(noch) kein Abschluss","Nordrhein-Westfalen","39.58","39.5","110","37.77","41.39"
"1988","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","",""
"1988","(noch) kein Abschluss","Sachsen","","","","",""
"1988","(noch) kein Abschluss","Sachsen-Anhalt","","","","",""
"1988","(noch) kein Abschluss","Schleswig-Holstein","","","","",""
"1988","(noch) kein Abschluss","Thüringen","","","","",""
"1988","AkademikerIn","Baden-Württemberg","44.25","44.5","78","41.76","46.74"
"1988","AkademikerIn","Bayern","39.76","39.5","92","36.98","42.54"
"1988","AkademikerIn","Berlin","","","","",""
"1988","AkademikerIn","Brandenburg","","","","",""
"1988","AkademikerIn","Bremen","","","","",""
"1988","AkademikerIn","Hamburg","","","","",""
"1988","AkademikerIn","Hessen","41.45","40.5","58","38.44","44.46"
"1988","AkademikerIn","Mecklenburg-Vorpommern","","","","",""
"1988","AkademikerIn","Niedersachsen","40.92","41","60","37.91","43.93"
"1988","AkademikerIn","Nordrhein-Westfalen","42.63","43.5","162","40.79","44.47"
"1988","AkademikerIn","Rheinland-Pfalz,Saarland","","","","",""
"1988","AkademikerIn","Sachsen","","","","",""
"1988","AkademikerIn","Sachsen-Anhalt","","","","",""
"1988","AkademikerIn","Schleswig-Holstein","","","","",""
"1988","AkademikerIn","Thüringen","","","","",""
"1988","Hauptschule","Baden-Württemberg","38.98","39.5","704","38.11","39.85"
"1988","Hauptschule","Bayern","38.12","39.5","577","37.02","39.22"
"1988","Hauptschule","Berlin","39.29","39.5","99","37.3","41.28"
"1988","Hauptschule","Brandenburg","","","","",""
"1988","Hauptschule","Bremen","","","","",""
"1988","Hauptschule","Hamburg","38.66","39.5","54","34.82","42.5"
"1988","Hauptschule","Hessen","37.29","39.5","296","35.9","38.68"
"1988","Hauptschule","Mecklenburg-Vorpommern","","","","",""
"1988","Hauptschule","Niedersachsen","39.29","39.5","292","37.61","40.97"
"1988","Hauptschule","Nordrhein-Westfalen","38.87","39.5","740","38.04","39.7"
"1988","Hauptschule","Rheinland-Pfalz,Saarland","39.85","39.5","244","38.35","41.35"
"1988","Hauptschule","Sachsen","","","","",""
"1988","Hauptschule","Sachsen-Anhalt","","","","",""
"1988","Hauptschule","Schleswig-Holstein","39.11","39.5","92","36.78","41.44"
"1988","Hauptschule","Thüringen","","","","",""
