year,migback,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,male,2695,43.75716,43.34744,44.15211,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,40.00000,40.00000
1984,No migration background,female,1694,33.96779,33.19369,34.63841,24.00000,40.00000,40.00000,1.0,64.00000,40.0,40.00000,40.00000
1984,Direct migration background,male,1362,42.04091,41.37525,42.75731,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
1984,Direct migration background,female,701,33.65178,32.17824,34.97179,25.00000,40.00000,40.00000,2.50000,62.50000,40.0,40.00000,40.00000
1984,Indirect migration background,male,30,43.37971,38.98851,45.93498,40.00000,40.00000,43.59996,40.0,48.99991,40.0,37.00000,40.00000
1984,Indirect migration background,female,,,,,,,,,,,,
1985,No migration background,male,2528,43.52258,43.04651,43.95460,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,42.00000,42.02500
1985,No migration background,female,1662,33.69897,33.00387,34.41629,22.00000,40.00000,41.00000,1.0,69.50000,40.0,40.00000,40.00000
1985,Direct migration background,male,1138,42.18703,41.42728,43.10919,40.00000,40.00000,45.00000,32.50000,52.50000,40.0,40.00000,40.00000
1985,Direct migration background,female,578,34.57158,33.18764,36.35025,26.00000,40.00000,40.00000,5.00000,61.00000,40.0,40.00000,40.00000
1985,Indirect migration background,male,33,44.33210,40.96391,47.97138,40.00000,40.00000,46.51982,30.22028,56.29954,40.0,34.87500,40.00000
1985,Indirect migration background,female,,,,,,,,,,,,
1986,No migration background,male,2393,43.86276,43.37209,44.27232,40.00000,42.00000,48.00000,28.00000,60.00000,42.0,42.00000,43.00000
1986,No migration background,female,1609,34.61144,33.96604,35.32931,25.00000,40.00000,41.00000,1.00000,65.00000,40.0,40.00000,40.00000
1986,Direct migration background,male,1129,41.67455,40.82267,42.54606,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
1986,Direct migration background,female,567,34.16355,32.58086,35.83563,26.00000,40.00000,40.00000,5.00000,61.00000,40.0,40.00000,41.00000
1986,Indirect migration background,male,46,44.99359,40.58385,50.15905,40.00000,40.00000,51.34160,22.98761,68.35399,40.0,30.00000,40.00000
1986,Indirect migration background,female,38,34.12583,30.71740,36.91543,27.82419,37.20057,40.00000,14.0,45.0,38.0,36.00000,46.00000
1987,No migration background,male,2425,43.36990,42.94910,43.77514,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,38.97500,40.00000
1987,No migration background,female,1626,33.78818,33.11959,34.44804,24.00000,40.00000,40.00000,1.0,64.00000,40.0,40.00000,41.00000
1987,Direct migration background,male,1133,42.33549,41.63667,43.03672,40.00000,40.00000,44.00000,34.00000,50.00000,40.0,40.00000,40.00000
1987,Direct migration background,female,607,34.52704,33.24780,35.66410,28.00000,39.00000,40.00000,10.00000,58.00000,39.0,38.00000,40.00000
1987,Indirect migration background,male,45,42.58375,40.58170,45.21765,40.00000,40.00000,47.49612,28.75582,58.74030,40.0,35.00000,40.00000
1987,Indirect migration background,female,39,31.66036,25.13084,37.95606,27.11142,35.18743,40.00000,10.0,50.0,35.0,30.00000,40.00000
1988,No migration background,male,2290,43.03380,42.59487,43.44016,40.00000,40.00000,48.00000,28.00000,60.00000,40.0,39.00000,40.00000
1988,No migration background,female,1552,33.30692,32.50982,34.07004,22.61697,39.00000,40.00000,1.0,66.07455,39.0,38.00000,39.00000
1988,Direct migration background,male,1054,41.53381,40.57675,42.48558,39.00000,40.00000,45.00000,30.00000,54.00000,40.0,40.00000,40.00000
1988,Direct migration background,female,580,32.87019,31.12908,34.60514,25.00000,38.00000,40.00000,2.50000,62.50000,38.0,36.00000,38.00000
