year,age_gr,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,At least once per week,0.09347,252,3102,0.08323,0.10372
1985,17-29 y.,At least once per month,0.04823,137,3102,0.04069,0.05577
1985,17-29 y.,Seldom,0.09571,272,3102,0.08536,0.10607
1985,17-29 y.,Never,0.75358,2441,3102,0.73841,0.76874
1985,30-45 y.,At least once per week,0.09221,272,3434,0.08254,0.10189
1985,30-45 y.,At least once per month,0.08593,251,3434,0.07656,0.09531
1985,30-45 y.,Seldom,0.09360,283,3434,0.08386,0.10335
1985,30-45 y.,Never,0.71560,2628,3434,0.70051,0.73069
1985,46-65 y.,At least once per week,0.08750,246,3246,0.07778,0.09722
1985,46-65 y.,At least once per month,0.06896,196,3246,0.06024,0.07768
1985,46-65 y.,Seldom,0.08138,242,3246,0.07197,0.09079
1985,46-65 y.,Never,0.74283,2562,3246,0.72779,0.75787
1985,66 and older,At least once per week,0.03950,45,1084,0.02790,0.05111
1985,66 and older,At least once per month,0.02946,36,1084,0.01939,0.03953
1985,66 and older,Seldom,0.04381,50,1084,0.03162,0.05599
1985,66 and older,Never,0.86729,953,1084,0.84708,0.88749
1986,17-29 y.,At least once per week,0.09185,245,3027,0.08156,0.10214
1986,17-29 y.,At least once per month,0.04527,126,3027,0.03787,0.05268
1986,17-29 y.,Seldom,0.10207,282,3027,0.09129,0.11286
1986,17-29 y.,Never,0.75175,2374,3027,0.73636,0.76715
1986,30-45 y.,At least once per week,0.08791,245,3238,0.07815,0.09766
1986,30-45 y.,At least once per month,0.08408,236,3238,0.07452,0.09364
1986,30-45 y.,Seldom,0.08681,246,3238,0.07711,0.09651
1986,30-45 y.,Never,0.72995,2511,3238,0.71465,0.74524
1986,46-65 y.,At least once per week,0.08242,232,3172,0.07285,0.09199
1986,46-65 y.,At least once per month,0.07740,213,3172,0.06810,0.08670
1986,46-65 y.,Seldom,0.06875,202,3172,0.05994,0.07755
1986,46-65 y.,Never,0.75079,2525,3172,0.73573,0.76584
1986,66 and older,At least once per week,0.04523,49,1011,0.03241,0.05805
1986,66 and older,At least once per month,0.03751,40,1011,0.02579,0.04923
1986,66 and older,Seldom,0.03427,37,1011,0.02305,0.04549
1986,66 and older,Never,0.86524,885,1011,0.84418,0.88630
1988,17-29 y.,At least once per week,0.10140,251,2851,0.09032,0.11249
1988,17-29 y.,At least once per month,0.04150,112,2851,0.03418,0.04883
1988,17-29 y.,Seldom,0.10426,260,2851,0.09304,0.11548
1988,17-29 y.,Never,0.74533,2228,2851,0.72933,0.76132
1988,30-45 y.,At least once per week,0.09606,242,2923,0.08538,0.10675
1988,30-45 y.,At least once per month,0.08465,221,2923,0.07456,0.09474
1988,30-45 y.,Seldom,0.10638,278,2923,0.09520,0.11756
1988,30-45 y.,Never,0.70191,2182,2923,0.68532,0.71849
1988,46-65 y.,At least once per week,0.09584,261,3065,0.08542,0.10627
1988,46-65 y.,At least once per month,0.08434,225,3065,0.07450,0.09418
1988,46-65 y.,Seldom,0.09469,253,3065,0.08432,0.10506
1988,46-65 y.,Never,0.70735,2326,3065,0.69124,0.72346
1988,66 and older,At least once per week,0.05203,54,1011,0.03834,0.06573
1988,66 and older,At least once per month,0.03426,41,1011,0.02304,0.04547
1988,66 and older,Seldom,0.04614,49,1011,0.03320,0.05907
1988,66 and older,Never,0.84279,867,1011,0.82034,0.86524
1990,17-29 y.,At least once per week,0.07774,244,3815,0.06924,0.08624
1990,17-29 y.,At least once per month,0.05789,188,3815,0.05048,0.06530
1990,17-29 y.,Seldom,0.11851,403,3815,0.10825,0.12877
1990,17-29 y.,Never,0.73668,2980,3815,0.72270,0.75066
1990,30-45 y.,At least once per week,0.08873,343,4262,0.08019,0.09727
1990,30-45 y.,At least once per month,0.09241,423,4262,0.08371,0.10110
1990,30-45 y.,Seldom,0.14491,565,4262,0.13434,0.15548
1990,30-45 y.,Never,0.66868,2931,4262,0.65454,0.68281
1990,46-65 y.,At least once per week,0.09174,335,4210,0.08302,0.10046
1990,46-65 y.,At least once per month,0.09364,398,4210,0.08484,0.10244
1990,46-65 y.,Seldom,0.12081,470,4210,0.11097,0.13066
1990,46-65 y.,Never,0.68430,3007,4210,0.67026,0.69835
1990,66 and older,At least once per week,0.04717,71,1437,0.03620,0.05813
1990,66 and older,At least once per month,0.04907,78,1437,0.03789,0.06024
1990,66 and older,Seldom,0.04765,78,1437,0.03663,0.05867
1990,66 and older,Never,0.84232,1210,1437,0.82347,0.86117
1992,17-29 y.,At least once per week,0.06252,193,3550,0.05455,0.07048
1992,17-29 y.,At least once per month,0.04410,146,3550,0.03735,0.05086
1992,17-29 y.,Seldom,0.11687,386,3550,0.10630,0.12744
1992,17-29 y.,Never,0.77120,2825,3550,0.75738,0.78502
1992,30-45 y.,At least once per week,0.06806,265,4220,0.06046,0.07566
1992,30-45 y.,At least once per month,0.06267,260,4220,0.05535,0.06998
1992,30-45 y.,Seldom,0.13716,516,4220,0.12677,0.14754
1992,30-45 y.,Never,0.72433,3179,4220,0.71084,0.73781
1992,46-65 y.,At least once per week,0.07447,259,3959,0.06629,0.08265
1992,46-65 y.,At least once per month,0.08177,302,3959,0.07324,0.09031
1992,46-65 y.,Seldom,0.10518,396,3959,0.09562,0.11474
1992,46-65 y.,Never,0.71348,3002,3959,0.69939,0.72756
1992,66 and older,At least once per week,0.04315,59,1411,0.03254,0.05375
1992,66 and older,At least once per month,0.05462,77,1411,0.04276,0.06648
1992,66 and older,Seldom,0.04428,65,1411,0.03354,0.05502
1992,66 and older,Never,0.82102,1210,1411,0.80101,0.84103
1994,17-29 y.,At least once per week,0.06831,200,3317,0.05972,0.07689
1994,17-29 y.,At least once per month,0.04576,150,3317,0.03865,0.05288
1994,17-29 y.,Seldom,0.13047,380,3317,0.11901,0.14194
1994,17-29 y.,Never,0.74602,2587,3317,0.73120,0.76083
1994,30-45 y.,At least once per week,0.06878,255,4122,0.06105,0.07651
1994,30-45 y.,At least once per month,0.06744,277,4122,0.05979,0.07510
1994,30-45 y.,Seldom,0.13377,530,4122,0.12337,0.14416
1994,30-45 y.,Never,0.72459,3060,4122,0.71095,0.73823
1994,46-65 y.,At least once per week,0.07751,250,3850,0.06906,0.08596
1994,46-65 y.,At least once per month,0.07675,279,3850,0.06834,0.08516
1994,46-65 y.,Seldom,0.11104,415,3850,0.10112,0.12097
1994,46-65 y.,Never,0.71974,2906,3850,0.70555,0.73393
1994,66 and older,At least once per week,0.04424,65,1467,0.03372,0.05477
1994,66 and older,At least once per month,0.06383,89,1467,0.05131,0.07634
1994,66 and older,Seldom,0.05936,95,1467,0.04727,0.07146
1994,66 and older,Never,0.80895,1218,1467,0.78883,0.82908
1995,17-29 y.,At least once per week,0.07297,213,3335,0.06414,0.08180
1995,17-29 y.,At least once per month,0.04271,132,3335,0.03584,0.04957
1995,17-29 y.,Seldom,0.09675,263,3335,0.08672,0.10679
1995,17-29 y.,Never,0.78158,2727,3335,0.76756,0.79561
1995,30-45 y.,At least once per week,0.08373,340,4412,0.07556,0.09190
1995,30-45 y.,At least once per month,0.05568,240,4412,0.04891,0.06244
1995,30-45 y.,Seldom,0.09566,389,4412,0.08698,0.10434
1995,30-45 y.,Never,0.75718,3443,4412,0.74453,0.76984
1995,46-65 y.,At least once per week,0.08266,279,3933,0.07406,0.09127
1995,46-65 y.,At least once per month,0.07048,270,3933,0.06248,0.07848
1995,46-65 y.,Seldom,0.09512,353,3933,0.08595,0.10429
1995,46-65 y.,Never,0.74215,3031,3933,0.72847,0.75582
1995,66 and older,At least once per week,0.05133,76,1499,0.04015,0.06250
1995,66 and older,At least once per month,0.05183,76,1499,0.04060,0.06306
1995,66 and older,Seldom,0.04918,74,1499,0.03823,0.06013
1995,66 and older,Never,0.83022,1273,1499,0.81120,0.84923
1996,17-29 y.,At least once per week,0.07559,200,3155,0.06637,0.08482
1996,17-29 y.,At least once per month,0.06213,158,3155,0.05370,0.07055
1996,17-29 y.,Seldom,0.15940,464,3155,0.14663,0.17218
1996,17-29 y.,Never,0.69968,2333,3155,0.68368,0.71568
1996,30-45 y.,At least once per week,0.07655,307,4424,0.06872,0.08439
1996,30-45 y.,At least once per month,0.07831,331,4424,0.07040,0.08623
1996,30-45 y.,Seldom,0.15950,664,4424,0.14871,0.17029
1996,30-45 y.,Never,0.68131,3122,4424,0.66758,0.69504
1996,46-65 y.,At least once per week,0.08083,284,3879,0.07225,0.08941
1996,46-65 y.,At least once per month,0.08285,293,3879,0.07418,0.09153
1996,46-65 y.,Seldom,0.15811,557,3879,0.14663,0.16959
1996,46-65 y.,Never,0.66999,2745,3879,0.65519,0.68479
1996,66 and older,At least once per week,0.05646,78,1527,0.04488,0.06805
1996,66 and older,At least once per month,0.05286,81,1527,0.04164,0.06409
1996,66 and older,Seldom,0.06685,104,1527,0.05432,0.07939
1996,66 and older,Never,0.80404,1264,1527,0.78412,0.82396
1997,17-29 y.,At least once per week,0.07403,196,3012,0.06468,0.08338
1997,17-29 y.,At least once per month,0.05611,142,3012,0.04789,0.06433
1997,17-29 y.,Seldom,0.15815,420,3012,0.14512,0.17118
1997,17-29 y.,Never,0.70142,2254,3012,0.68508,0.71777
1997,30-45 y.,At least once per week,0.08247,320,4353,0.07429,0.09064
1997,30-45 y.,At least once per month,0.08099,315,4353,0.07288,0.08910
1997,30-45 y.,Seldom,0.14280,609,4353,0.13241,0.15320
1997,30-45 y.,Never,0.69159,3109,4353,0.67786,0.70531
1997,46-65 y.,At least once per week,0.08509,300,3823,0.07625,0.09394
1997,46-65 y.,At least once per month,0.07864,287,3823,0.07011,0.08717
1997,46-65 y.,Seldom,0.12634,452,3823,0.11581,0.13687
1997,46-65 y.,Never,0.70034,2784,3823,0.68581,0.71486
1997,66 and older,At least once per week,0.04847,78,1539,0.03774,0.05921
1997,66 and older,At least once per month,0.06699,98,1539,0.05449,0.07948
1997,66 and older,Seldom,0.05837,97,1539,0.04666,0.07009
1997,66 and older,Never,0.78681,1266,1539,0.76634,0.80728
1998,17-29 y.,At least once per week,0.07121,213,3151,0.06223,0.08019
1998,17-29 y.,At least once per month,0.04648,132,3151,0.03913,0.05383
1998,17-29 y.,Seldom,0.10319,305,3151,0.09256,0.11381
1998,17-29 y.,Never,0.77378,2501,3151,0.75917,0.78839
1998,30-45 y.,At least once per week,0.07330,343,4797,0.06592,0.08067
1998,30-45 y.,At least once per month,0.07716,367,4797,0.06961,0.08471
1998,30-45 y.,Seldom,0.11628,508,4797,0.10721,0.12535
1998,30-45 y.,Never,0.72554,3579,4797,0.71291,0.73817
1998,46-65 y.,At least once per week,0.08944,365,4351,0.08095,0.09792
1998,46-65 y.,At least once per month,0.07938,334,4351,0.07135,0.08741
1998,46-65 y.,Seldom,0.11234,446,4351,0.10296,0.12172
1998,46-65 y.,Never,0.70830,3206,4351,0.69479,0.72181
1998,66 and older,At least once per week,0.05325,97,1828,0.04295,0.06354
1998,66 and older,At least once per month,0.06091,108,1828,0.04995,0.07188
1998,66 and older,Seldom,0.07235,132,1828,0.06047,0.08423
1998,66 and older,Never,0.79480,1491,1828,0.77628,0.81332
1999,17-29 y.,At least once per week,0.07336,198,2955,0.06396,0.08277
1999,17-29 y.,At least once per month,0.05574,161,2955,0.04746,0.06401
1999,17-29 y.,Seldom,0.16137,450,2955,0.14810,0.17463
1999,17-29 y.,Never,0.70162,2146,2955,0.68512,0.71812
1999,30-45 y.,At least once per week,0.07865,356,4697,0.07095,0.08634
1999,30-45 y.,At least once per month,0.07330,339,4697,0.06584,0.08075
1999,30-45 y.,Seldom,0.15797,689,4697,0.14754,0.16840
1999,30-45 y.,Never,0.68608,3313,4697,0.67281,0.69935
1999,46-65 y.,At least once per week,0.09406,364,4157,0.08519,0.10294
1999,46-65 y.,At least once per month,0.08085,333,4157,0.07256,0.08914
1999,46-65 y.,Seldom,0.14250,574,4157,0.13187,0.15313
1999,46-65 y.,Never,0.67370,2886,4157,0.65944,0.68795
1999,66 and older,At least once per week,0.05716,99,1767,0.04633,0.06799
1999,66 and older,At least once per month,0.06238,111,1767,0.05110,0.07366
1999,66 and older,Seldom,0.07445,131,1767,0.06221,0.08670
1999,66 and older,Never,0.78295,1426,1767,0.76372,0.80218
2001,17-29 y.,At least once per week,0.07209,281,4074,0.06415,0.08003
2001,17-29 y.,At least once per month,0.05441,219,4074,0.04744,0.06138
2001,17-29 y.,Seldom,0.12769,548,4074,0.11744,0.13794
2001,17-29 y.,Never,0.73857,3026,4074,0.72508,0.75207
2001,30-45 y.,At least once per week,0.08242,599,7267,0.07610,0.08875
2001,30-45 y.,At least once per month,0.07412,556,7267,0.06810,0.08015
2001,30-45 y.,Seldom,0.14738,1030,7267,0.13923,0.15553
2001,30-45 y.,Never,0.68643,5082,7267,0.67576,0.69709
2001,46-65 y.,At least once per week,0.08789,640,6994,0.08126,0.09453
2001,46-65 y.,At least once per month,0.09290,659,6994,0.08610,0.09971
2001,46-65 y.,Seldom,0.11276,796,6994,0.10535,0.12018
2001,46-65 y.,Never,0.68983,4899,6994,0.67898,0.70067
2001,66 and older,At least once per week,0.06700,221,3347,0.05852,0.07547
2001,66 and older,At least once per month,0.05817,205,3347,0.05024,0.06610
2001,66 and older,Seldom,0.07628,267,3347,0.06728,0.08527
2001,66 and older,Never,0.77675,2654,3347,0.76264,0.79086
2003,17-29 y.,At least once per week,0.08630,362,3981,0.07758,0.09502
2003,17-29 y.,At least once per month,0.04035,189,3981,0.03424,0.04647
2003,17-29 y.,Seldom,0.09748,406,3981,0.08826,0.10669
2003,17-29 y.,Never,0.76763,3024,3981,0.75451,0.78075
2003,30-45 y.,At least once per week,0.08709,607,6910,0.08045,0.09374
2003,30-45 y.,At least once per month,0.07631,546,6910,0.07005,0.08258
2003,30-45 y.,Seldom,0.12726,865,6910,0.11940,0.13511
2003,30-45 y.,Never,0.70480,4892,6910,0.69404,0.71555
2003,46-65 y.,At least once per week,0.08988,782,7536,0.08343,0.09634
2003,46-65 y.,At least once per month,0.07826,631,7536,0.07220,0.08433
2003,46-65 y.,Seldom,0.10305,823,7536,0.09618,0.10991
2003,46-65 y.,Never,0.72250,5300,7536,0.71239,0.73261
2003,66 and older,At least once per week,0.07178,262,3614,0.06336,0.08019
2003,66 and older,At least once per month,0.06463,255,3614,0.05661,0.07265
2003,66 and older,Seldom,0.06739,264,3614,0.05921,0.07556
2003,66 and older,Never,0.78556,2833,3614,0.77217,0.79894
2005,17-29 y.,At least once per week,0.07925,321,3809,0.07067,0.08783
2005,17-29 y.,At least once per month,0.07164,253,3809,0.06345,0.07983
2005,17-29 y.,Seldom,0.15901,613,3809,0.14740,0.17063
2005,17-29 y.,Never,0.68532,2622,3809,0.67057,0.70007
2005,30-45 y.,At least once per week,0.08097,501,6067,0.07410,0.08783
2005,30-45 y.,At least once per month,0.08145,537,6067,0.07456,0.08833
2005,30-45 y.,Seldom,0.16878,1001,6067,0.15936,0.17821
2005,30-45 y.,Never,0.66330,4028,6067,0.65141,0.67520
2005,46-65 y.,At least once per week,0.10158,752,6969,0.09449,0.10867
2005,46-65 y.,At least once per month,0.09384,742,6969,0.08699,0.10069
2005,46-65 y.,Seldom,0.12867,988,6969,0.12081,0.13653
2005,46-65 y.,Never,0.66697,4487,6969,0.65590,0.67804
2005,66 and older,At least once per week,0.08129,326,3717,0.07251,0.09008
2005,66 and older,At least once per month,0.07833,319,3717,0.06969,0.08697
2005,66 and older,Seldom,0.08405,337,3717,0.07513,0.09297
2005,66 and older,Never,0.73796,2735,3717,0.72382,0.75210
2007,17-29 y.,At least once per week,0.07697,316,3376,0.06798,0.08597
2007,17-29 y.,At least once per month,0.05237,213,3376,0.04485,0.05988
2007,17-29 y.,Seldom,0.12780,463,3376,0.11653,0.13906
2007,17-29 y.,Never,0.65433,2384,3376,0.63828,0.67037
2007,30-45 y.,At least once per week,0.09437,536,5688,0.08677,0.10197
2007,30-45 y.,At least once per month,0.07486,502,5688,0.06802,0.08170
2007,30-45 y.,Seldom,0.14384,790,5688,0.13472,0.15296
2007,30-45 y.,Never,0.68138,3860,5688,0.66927,0.69349
2007,46-65 y.,At least once per week,0.09826,763,6988,0.09128,0.10524
