year,age_gr,regtyp,pli0096_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Urban regions,At least once per week,0.09537,196,2458,0.08375,0.10698
1985,17-29 y.,Urban regions,At least once per month,0.04285,97,2458,0.03484,0.05086
1985,17-29 y.,Urban regions,Seldom,0.09231,208,2458,0.08086,0.10375
1985,17-29 y.,Urban regions,Never,0.76177,1957,2458,0.74493,0.77862
1985,17-29 y.,Rural regions,At least once per week,0.08754,56,644,0.06570,0.10939
1985,17-29 y.,Rural regions,At least once per month,0.06505,40,644,0.04599,0.08411
1985,17-29 y.,Rural regions,Seldom,0.10635,64,644,0.08252,0.13018
1985,17-29 y.,Rural regions,Never,0.72797,484,644,0.69358,0.76237
1985,30-45 y.,Urban regions,At least once per week,0.08688,200,2719,0.07629,0.09747
1985,30-45 y.,Urban regions,At least once per month,0.08061,186,2719,0.07037,0.09084
1985,30-45 y.,Urban regions,Seldom,0.09087,216,2719,0.08006,0.10167
1985,30-45 y.,Urban regions,Never,0.72921,2117,2719,0.71251,0.74592
1985,30-45 y.,Rural regions,At least once per week,0.10943,72,715,0.08654,0.13233
1985,30-45 y.,Rural regions,At least once per month,0.10311,65,715,0.08080,0.12541
1985,30-45 y.,Rural regions,Seldom,0.10243,67,715,0.08019,0.12468
1985,30-45 y.,Rural regions,Never,0.67165,511,715,0.63720,0.70610
1985,46-65 y.,Urban regions,At least once per week,0.08598,186,2557,0.07511,0.09684
1985,46-65 y.,Urban regions,At least once per month,0.06672,144,2557,0.05705,0.07640
1985,46-65 y.,Urban regions,Seldom,0.07667,175,2557,0.06635,0.08698
1985,46-65 y.,Urban regions,Never,0.75046,2052,2557,0.73369,0.76724
1985,46-65 y.,Rural regions,At least once per week,0.09222,60,689,0.07060,0.11384
1985,46-65 y.,Rural regions,At least once per month,0.07592,52,689,0.05613,0.09571
1985,46-65 y.,Rural regions,Seldom,0.09599,67,689,0.07398,0.11800
1985,46-65 y.,Rural regions,Never,0.71914,510,689,0.68555,0.75272
1985,66 and older,Urban regions,At least once per week,0.03820,32,771,0.02466,0.05174
1985,66 and older,Urban regions,Seldom,0.03951,33,771,0.02575,0.05328
1985,66 and older,Urban regions,Never,0.87092,706,771,0.84723,0.89460
1985,66 and older,Rural regions,Never,0.85763,247,247,0.81396,0.90130
1986,17-29 y.,Urban regions,At least once per week,0.09373,191,2391,0.08205,0.10542
1986,17-29 y.,Urban regions,At least once per month,0.04557,98,2391,0.03721,0.05393
1986,17-29 y.,Urban regions,Seldom,0.09956,215,2391,0.08756,0.11156
1986,17-29 y.,Urban regions,Never,0.75229,1887,2391,0.73498,0.76960
1986,17-29 y.,Rural regions,At least once per week,0.08613,54,608,0.06381,0.10845
1986,17-29 y.,Rural regions,Seldom,0.10970,67,608,0.08484,0.13456
1986,17-29 y.,Rural regions,Never,0.75013,487,608,0.71569,0.78458
1986,30-45 y.,Urban regions,At least once per week,0.08326,185,2574,0.07259,0.09394
1986,30-45 y.,Urban regions,At least once per month,0.07928,175,2574,0.06884,0.08971
1986,30-45 y.,Urban regions,Seldom,0.08132,177,2574,0.07076,0.09188
