"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","4.03","3.83","371","3.91","4.15"
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","3.88","3.5","141","3.68","4.08"
"2005","(Fach-)Abitur","kein Migrationshintergrund","3.86","3.83","1779","3.8","3.92"
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","3.99","3.83","219","3.82","4.16"
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","3.89","3.83","97","3.67","4.11"
"2005","(noch) kein Abschluss","kein Migrationshintergrund","3.86","3.5","585","3.76","3.96"
"2005","AkademikerIn","direkter Migrationshintergrund","3.89","3.58","337","3.76","4.02"
"2005","AkademikerIn","indirekter Migrationshintergrund","3.51","3.17","69","3.22","3.8"
"2005","AkademikerIn","kein Migrationshintergrund","3.79","3.58","3752","3.75","3.83"
"2005","Hauptschule","direkter Migrationshintergrund","4.2","3.83","1179","4.13","4.27"
"2005","Hauptschule","indirekter Migrationshintergrund","3.95","3.83","261","3.8","4.1"
"2005","Hauptschule","kein Migrationshintergrund","4.08","3.83","6096","4.05","4.11"
"2005","Realschule","direkter Migrationshintergrund","4.07","3.83","196","3.9","4.24"
"2005","Realschule","indirekter Migrationshintergrund","3.81","3.5","196","3.65","3.97"
"2005","Realschule","kein Migrationshintergrund","4","3.83","4978","3.97","4.03"
"2006","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2006","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2006","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2006","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2006","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2006","AkademikerIn","kein Migrationshintergrund","","","","",""
"2006","Hauptschule","direkter Migrationshintergrund","","","","",""
"2006","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2006","Hauptschule","kein Migrationshintergrund","","","","",""
"2006","Realschule","direkter Migrationshintergrund","","","","",""
"2006","Realschule","indirekter Migrationshintergrund","","","","",""
"2006","Realschule","kein Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2008","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2008","AkademikerIn","kein Migrationshintergrund","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","","","","",""
"2008","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2008","Hauptschule","kein Migrationshintergrund","","","","",""
"2008","Realschule","direkter Migrationshintergrund","","","","",""
"2008","Realschule","indirekter Migrationshintergrund","","","","",""
"2008","Realschule","kein Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","3.9","3.83","291","3.76","4.04"
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","3.86","3.83","104","3.6","4.12"
"2009","(Fach-)Abitur","kein Migrationshintergrund","3.81","3.58","1602","3.75","3.87"
