year,bula_h,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Schleswig-Holstein,"No, never",0.23875,193,281,0.18881,0.28868
2005,Schleswig-Holstein,"Yes, less frequently",0.10837,88,281,0.07196,0.14478
2005,Hamburg,"No, never",0.29864,104,104,0.21025,0.38703
2005,Lower Saxony,"No, never",0.23155,550,944,0.20462,0.25847
2005,Lower Saxony,"Yes, every week",0.03213,77,944,0.02087,0.04339
2005,Lower Saxony,"Yes, every 2 weeks",0.03179,80,944,0.02059,0.04299
2005,Lower Saxony,"Yes, every 3-4 weeks",0.01937,51,944,0.01058,0.02817
2005,Lower Saxony,"Yes, less frequently",0.08401,186,944,0.06630,0.10172
2005,Bremen,"No, never",0.16744,34,34,0.04005,0.29483
2005,North Rhine-Westphalia,"No, never",0.27295,1492,2328,0.25485,0.29105
2005,North Rhine-Westphalia,"Yes, every week",0.01994,115,2328,0.01426,0.02561
2005,North Rhine-Westphalia,"Yes, every 2 weeks",0.03705,201,2328,0.02937,0.04472
2005,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.02655,128,2328,0.02002,0.03309
2005,North Rhine-Westphalia,"Yes, less frequently",0.06584,392,2328,0.05577,0.07592
2005,Hesse,"No, never",0.27163,478,796,0.24071,0.30255
2005,Hesse,"Yes, every week",0.03588,57,796,0.02295,0.04881
2005,Hesse,"Yes, every 2 weeks",0.03273,60,796,0.02036,0.04509
2005,Hesse,"Yes, every 3-4 weeks",0.02943,44,796,0.01768,0.04118
2005,Hesse,"Yes, less frequently",0.08525,157,796,0.06584,0.10466
2005,"Rhineland-Palatinate, Saarland","No, never",0.25494,410,643,0.22123,0.28865
2005,"Rhineland-Palatinate, Saarland","Yes, every week",0.02842,38,643,0.01557,0.04128
2005,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.03792,51,643,0.02314,0.05269
2005,"Rhineland-Palatinate, Saarland","Yes, every 3-4 weeks",0.01820,35,643,0.00786,0.02854
2005,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.06176,109,643,0.04314,0.08038
2005,Baden-Wuerttemberg,"No, never",0.28241,947,1365,0.25852,0.30630
2005,Baden-Wuerttemberg,"Yes, every week",0.01818,70,1365,0.01109,0.02527
2005,Baden-Wuerttemberg,"Yes, every 2 weeks",0.04026,90,1365,0.02983,0.05069
2005,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.01934,62,1365,0.01203,0.02665
2005,Baden-Wuerttemberg,"Yes, less frequently",0.05725,196,1365,0.04492,0.06958
2005,Bavaria,"No, never",0.28129,1072,1645,0.25956,0.30303
2005,Bavaria,"Yes, every week",0.02790,98,1645,0.01994,0.03586
2005,Bavaria,"Yes, every 2 weeks",0.03136,112,1645,0.02293,0.03978
2005,Bavaria,"Yes, every 3-4 weeks",0.02314,81,1645,0.01588,0.03041
2005,Bavaria,"Yes, less frequently",0.07278,282,1645,0.06022,0.08533
2005,Berlin,"No, never",0.21362,207,336,0.16973,0.25751
2005,Berlin,"Yes, every 2 weeks",0.04958,43,336,0.02633,0.07282
2005,Berlin,"Yes, less frequently",0.09144,86,336,0.06057,0.12230
2005,Brandenburg,"No, never",0.20852,243,362,0.16661,0.25042
2005,Brandenburg,"Yes, every 2 weeks",0.04449,46,362,0.02322,0.06576
2005,Brandenburg,"Yes, less frequently",0.06243,73,362,0.03747,0.08738
2005,Mecklenburg-Western Pomerania,"No, never",0.22590,142,186,0.16564,0.28615
2005,Mecklenburg-Western Pomerania,"Yes, less frequently",0.05071,44,186,0.01909,0.08232
2005,Saxony,"No, never",0.20670,437,734,0.17738,0.23601
2005,Saxony,"Yes, every week",0.02134,38,734,0.01088,0.03180
2005,Saxony,"Yes, every 2 weeks",0.03861,62,734,0.02466,0.05256
2005,Saxony,"Yes, every 3-4 weeks",0.01711,36,734,0.00772,0.02650
2005,Saxony,"Yes, less frequently",0.07931,161,734,0.05974,0.09887
2005,Saxony-Anhalt,"No, never",0.20344,245,382,0.16301,0.24386
2005,Saxony-Anhalt,"Yes, every 2 weeks",0.05374,58,382,0.03110,0.07638
2005,Saxony-Anhalt,"Yes, less frequently",0.06548,79,382,0.04064,0.09032
2005,Thuringa,"No, never",0.20832,248,393,0.16812,0.24853
2005,Thuringa,"Yes, every week",0.01973,31,393,0.00596,0.03350
2005,Thuringa,"Yes, every 2 weeks",0.04234,43,393,0.02240,0.06227
2005,Thuringa,"Yes, less frequently",0.05389,71,393,0.03153,0.07624
2007,Schleswig-Holstein,"No, never",0.25990,196,252,0.20565,0.31416
2007,Schleswig-Holstein,"Yes, less frequently",0.06673,56,252,0.03585,0.09760
2007,Hamburg,"No, never",0.26820,99,136,0.19346,0.34293
2007,Hamburg,"Yes, less frequently",0.10540,37,136,0.05360,0.15720
2007,Lower Saxony,"No, never",0.24591,571,992,0.21910,0.27272
2007,Lower Saxony,"Yes, every week",0.03786,89,992,0.02598,0.04974
2007,Lower Saxony,"Yes, every 2 weeks",0.03532,78,992,0.02382,0.04681
2007,Lower Saxony,"Yes, every 3-4 weeks",0.02426,59,992,0.01468,0.03384
2007,Lower Saxony,"Yes, less frequently",0.08004,195,992,0.06315,0.09694
2007,Bremen,"No, never",0.25626,45,45,0.12726,0.38526
2007,North Rhine-Westphalia,"No, never",0.26449,1420,2274,0.24636,0.28262
2007,North Rhine-Westphalia,"Yes, every week",0.02212,135,2274,0.01608,0.02817
2007,North Rhine-Westphalia,"Yes, every 2 weeks",0.04344,207,2274,0.03506,0.05183
2007,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.02045,106,2274,0.01463,0.02627
2007,North Rhine-Westphalia,"Yes, less frequently",0.07432,406,2274,0.06354,0.08511
2007,Hesse,"No, never",0.26037,455,804,0.23002,0.29072
2007,Hesse,"Yes, every week",0.03804,67,804,0.02481,0.05127
2007,Hesse,"Yes, every 2 weeks",0.03605,67,804,0.02315,0.04894
2007,Hesse,"Yes, every 3-4 weeks",0.02315,44,804,0.01275,0.03355
2007,Hesse,"Yes, less frequently",0.09526,171,804,0.07496,0.11557
2007,"Rhineland-Palatinate, Saarland","No, never",0.27631,403,610,0.24079,0.31182
2007,"Rhineland-Palatinate, Saarland","Yes, every week",0.03107,49,610,0.01729,0.04485
2007,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.03582,54,610,0.02106,0.05058
2007,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.07086,104,610,0.05048,0.09124
2007,Baden-Wuerttemberg,"No, never",0.29247,940,1381,0.26847,0.31647
2007,Baden-Wuerttemberg,"Yes, every week",0.01745,69,1381,0.01054,0.02435
2007,Baden-Wuerttemberg,"Yes, every 2 weeks",0.03229,78,1381,0.02296,0.04161
2007,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.02524,84,1381,0.01696,0.03351
2007,Baden-Wuerttemberg,"Yes, less frequently",0.06613,210,1381,0.05302,0.07924
2007,Bavaria,"No, never",0.28205,1064,1686,0.26056,0.30353
2007,Bavaria,"Yes, every week",0.02935,111,1686,0.02129,0.03741
2007,Bavaria,"Yes, every 2 weeks",0.02828,106,1686,0.02037,0.03620
2007,Bavaria,"Yes, every 3-4 weeks",0.02608,91,1686,0.01847,0.03369
2007,Bavaria,"Yes, less frequently",0.08667,314,1686,0.07324,0.10011
2007,Berlin,"No, never",0.25520,225,393,0.21204,0.29836
2007,Berlin,"Yes, every week",0.03566,33,393,0.01730,0.05402
2007,Berlin,"Yes, every 2 weeks",0.03435,41,393,0.01632,0.05238
2007,Berlin,"Yes, less frequently",0.10743,94,393,0.07678,0.13809
2007,Brandenburg,"No, never",0.19285,225,366,0.15238,0.23333
2007,Brandenburg,"Yes, every 2 weeks",0.04997,48,366,0.02762,0.07233
2007,Brandenburg,"Yes, less frequently",0.09769,93,366,0.06723,0.12814
2007,Mecklenburg-Western Pomerania,"No, never",0.23886,151,188,0.17775,0.29997
2007,Mecklenburg-Western Pomerania,"Yes, less frequently",0.04596,37,188,0.01595,0.07597
2007,Saxony,"No, never",0.23420,464,784,0.20453,0.26386
2007,Saxony,"Yes, every week",0.02518,44,784,0.01420,0.03615
2007,Saxony,"Yes, every 2 weeks",0.06461,94,784,0.04739,0.08183
2007,Saxony,"Yes, every 3-4 weeks",0.01764,35,784,0.00842,0.02686
2007,Saxony,"Yes, less frequently",0.07409,147,784,0.05575,0.09244
2007,Saxony-Anhalt,"No, never",0.20557,242,438,0.16768,0.24346
2007,Saxony-Anhalt,"Yes, every week",0.02828,31,438,0.01273,0.04382
2007,Saxony-Anhalt,"Yes, every 2 weeks",0.04030,49,438,0.02186,0.05874
2007,Saxony-Anhalt,"Yes, every 3-4 weeks",0.02881,31,438,0.01313,0.04449
2007,Saxony-Anhalt,"Yes, less frequently",0.08513,85,438,0.05897,0.11130
2007,Thuringa,"No, never",0.24784,268,397,0.20531,0.29036
2007,Thuringa,"Yes, every 2 weeks",0.04276,42,397,0.02284,0.06269
2007,Thuringa,"Yes, less frequently",0.06708,87,397,0.04244,0.09171
2009,Schleswig-Holstein,"No, never",0.26397,166,207,0.20378,0.32417
2009,Schleswig-Holstein,"Yes, less frequently",0.06029,41,207,0.02778,0.09279
2009,Hamburg,"No, never",0.26824,85,122,0.18930,0.34718
2009,Hamburg,"Yes, less frequently",0.13705,37,122,0.07577,0.19832
2009,Lower Saxony,"No, never",0.23845,510,891,0.21045,0.26645
2009,Lower Saxony,"Yes, every week",0.03610,73,891,0.02385,0.04836
2009,Lower Saxony,"Yes, every 2 weeks",0.03490,78,891,0.02284,0.04696
2009,Lower Saxony,"Yes, every 3-4 weeks",0.02374,41,891,0.01374,0.03375
2009,Lower Saxony,"Yes, less frequently",0.09871,189,891,0.07911,0.11831
2009,Bremen,"No, never",0.18940,33,33,0.05364,0.32516
2009,North Rhine-Westphalia,"No, never",0.26303,1244,1992,0.24369,0.28236
2009,North Rhine-Westphalia,"Yes, every week",0.03102,133,1992,0.02341,0.03864
2009,North Rhine-Westphalia,"Yes, every 2 weeks",0.03459,161,1992,0.02656,0.04261
2009,North Rhine-Westphalia,"Yes, every 3-4 weeks",0.02562,111,1992,0.01868,0.03256
2009,North Rhine-Westphalia,"Yes, less frequently",0.08191,343,1992,0.06987,0.09396
2009,Hesse,"No, never",0.26452,400,721,0.23230,0.29674
2009,Hesse,"Yes, every week",0.02915,47,721,0.01686,0.04144
2009,Hesse,"Yes, every 2 weeks",0.04290,69,721,0.02810,0.05770
2009,Hesse,"Yes, every 3-4 weeks",0.02982,44,721,0.01740,0.04225
2009,Hesse,"Yes, less frequently",0.09570,161,721,0.07421,0.11719
2009,"Rhineland-Palatinate, Saarland","No, never",0.25021,330,529,0.21326,0.28715
2009,"Rhineland-Palatinate, Saarland","Yes, every week",0.04610,40,529,0.02822,0.06399
2009,"Rhineland-Palatinate, Saarland","Yes, every 2 weeks",0.03990,47,529,0.02321,0.05660
2009,"Rhineland-Palatinate, Saarland","Yes, less frequently",0.08770,112,529,0.06358,0.11183
2009,Baden-Wuerttemberg,"No, never",0.30689,807,1200,0.28078,0.33299
2009,Baden-Wuerttemberg,"Yes, every week",0.02683,65,1200,0.01768,0.03597
2009,Baden-Wuerttemberg,"Yes, every 2 weeks",0.03294,84,1200,0.02283,0.04304
2009,Baden-Wuerttemberg,"Yes, every 3-4 weeks",0.03061,64,1200,0.02086,0.04037
2009,Baden-Wuerttemberg,"Yes, less frequently",0.06619,180,1200,0.05211,0.08026
2009,Bavaria,"No, never",0.28552,895,1487,0.26256,0.30849
2009,Bavaria,"Yes, every week",0.02821,108,1487,0.01979,0.03663
2009,Bavaria,"Yes, every 2 weeks",0.03793,126,1487,0.02822,0.04764
2009,Bavaria,"Yes, every 3-4 weeks",0.01833,69,1487,0.01151,0.02515
2009,Bavaria,"Yes, less frequently",0.09537,289,1487,0.08043,0.11030
2009,Berlin,"No, never",0.24723,181,347,0.20178,0.29269
2009,Berlin,"Yes, every week",0.04940,41,347,0.02656,0.07223
2009,Berlin,"Yes, every 2 weeks",0.04099,36,347,0.02010,0.06188
2009,Berlin,"Yes, less frequently",0.08416,89,347,0.05491,0.11341
2009,Brandenburg,"No, never",0.18698,208,317,0.14399,0.22996
2009,Brandenburg,"Yes, every 2 weeks",0.04320,35,317,0.02078,0.06561
2009,Brandenburg,"Yes, less frequently",0.08710,74,317,0.05601,0.11819
2009,Mecklenburg-Western Pomerania,"No, never",0.23248,138,180,0.17060,0.29436
2009,Mecklenburg-Western Pomerania,"Yes, less frequently",0.05905,42,180,0.02452,0.09358
2009,Saxony,"No, never",0.23430,423,723,0.20340,0.26520
2009,Saxony,"Yes, every week",0.02612,44,723,0.01448,0.03775
2009,Saxony,"Yes, every 2 weeks",0.03810,71,723,0.02413,0.05206
2009,Saxony,"Yes, every 3-4 weeks",0.02498,39,723,0.01359,0.03636
2009,Saxony,"Yes, less frequently",0.09619,146,723,0.07468,0.11769
2009,Saxony-Anhalt,"No, never",0.24651,222,345,0.20096,0.29205
2009,Saxony-Anhalt,"Yes, every 2 weeks",0.05709,49,345,0.03257,0.08161
2009,Saxony-Anhalt,"Yes, less frequently",0.06675,74,345,0.04038,0.09313
2009,Thuringa,"No, never",0.21551,226,401,0.17522,0.25581
2009,Thuringa,"Yes, every week",0.02679,33,401,0.01096,0.04261
2009,Thuringa,"Yes, every 2 weeks",0.04533,35,401,0.02494,0.06571
2009,Thuringa,"Yes, every 3-4 weeks",0.05678,31,401,0.03410,0.07946
2009,Thuringa,"Yes, less frequently",0.06968,76,401,0.04473,0.09464
