year,pgisced97,plb0219_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,Primary Level,"No, never",0.25530,53,53,0.13679,0.37382
2005,Lower Secondary Level,"No, never",0.24088,632,866,0.21238,0.26937
2005,Lower Secondary Level,"Yes, every week",0.02241,47,866,0.01255,0.03228
2005,Lower Secondary Level,"Yes, every 2 weeks",0.02911,72,866,0.01790,0.04031
2005,Lower Secondary Level,"Yes, every 3-4 weeks",0.01423,38,866,0.00634,0.02212
2005,Lower Secondary Level,"Yes, less frequently",0.02918,77,866,0.01796,0.04040
2005,Upper Secondary Level,"No, never",0.31301,3428,5235,0.30045,0.32557
2005,Upper Secondary Level,"Yes, every week",0.02551,257,5235,0.02124,0.02978
2005,Upper Secondary Level,"Yes, every 2 weeks",0.04428,460,5235,0.03870,0.04985
2005,Upper Secondary Level,"Yes, every 3-4 weeks",0.02560,245,5235,0.02132,0.02988
2005,Upper Secondary Level,"Yes, less frequently",0.07807,845,5235,0.07080,0.08534
2005,Post-secondary Non-tertiary Level,"No, never",0.42172,502,720,0.38562,0.45782
2005,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.04833,52,720,0.03265,0.06400
2005,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.03047,36,720,0.01791,0.04304
2005,Post-secondary Non-tertiary Level,"Yes, less frequently",0.10091,130,720,0.07890,0.12293
2005,First Stage of Tertiary Education,"No, never",0.30795,525,965,0.27880,0.33709
2005,First Stage of Tertiary Education,"Yes, every week",0.02408,46,965,0.01440,0.03376
2005,First Stage of Tertiary Education,"Yes, every 2 weeks",0.07660,110,965,0.05981,0.09339
2005,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04145,69,965,0.02887,0.05403
2005,First Stage of Tertiary Education,"Yes, less frequently",0.12346,215,965,0.10269,0.14422
2005,Second Stage of Tertiary Education,"No, never",0.32585,1528,2828,0.30857,0.34312
2005,Second Stage of Tertiary Education,"Yes, every week",0.05609,251,2828,0.04761,0.06458
2005,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.04786,197,2828,0.03999,0.05573
2005,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.03952,167,2828,0.03234,0.04670
2005,Second Stage of Tertiary Education,"Yes, less frequently",0.16407,685,2828,0.15042,0.17772
2007,Primary Level,"No, never",0.23708,47,47,0.11418,0.35999
2007,Lower Secondary Level,"No, never",0.22086,510,746,0.19107,0.25065
2007,Lower Secondary Level,"Yes, every week",0.02052,44,746,0.01034,0.03070
2007,Lower Secondary Level,"Yes, every 2 weeks",0.03185,63,746,0.01924,0.04446
2007,Lower Secondary Level,"Yes, every 3-4 weeks",0.01590,43,746,0.00691,0.02488
2007,Lower Secondary Level,"Yes, less frequently",0.03784,86,746,0.02414,0.05154
2007,Upper Secondary Level,"No, never",0.33103,3541,5402,0.31848,0.34358
2007,Upper Secondary Level,"Yes, every week",0.02693,279,5402,0.02262,0.03125
2007,Upper Secondary Level,"Yes, every 2 weeks",0.04459,467,5402,0.03908,0.05009
2007,Upper Secondary Level,"Yes, every 3-4 weeks",0.02511,253,5402,0.02094,0.02928
2007,Upper Secondary Level,"Yes, less frequently",0.08015,862,5402,0.07291,0.08740
2007,Post-secondary Non-tertiary Level,"No, never",0.42544,519,799,0.39114,0.45975
2007,Post-secondary Non-tertiary Level,"Yes, every week",0.02627,40,799,0.01518,0.03737
2007,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.05771,65,799,0.04153,0.07389
2007,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.05014,46,799,0.03500,0.06528
2007,Post-secondary Non-tertiary Level,"Yes, less frequently",0.09829,129,799,0.07764,0.11895
2007,First Stage of Tertiary Education,"No, never",0.29876,509,936,0.26942,0.32810
2007,First Stage of Tertiary Education,"Yes, every week",0.03250,53,936,0.02114,0.04387
2007,First Stage of Tertiary Education,"Yes, every 2 weeks",0.07376,109,936,0.05700,0.09051
2007,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.02739,55,936,0.01693,0.03785
2007,First Stage of Tertiary Education,"Yes, less frequently",0.14053,210,936,0.11826,0.16281
2007,Second Stage of Tertiary Education,"No, never",0.31625,1504,2950,0.29946,0.33303
2007,Second Stage of Tertiary Education,"Yes, every week",0.06303,298,2950,0.05426,0.07180
2007,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.05135,215,2950,0.04338,0.05931
2007,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04317,187,2950,0.03584,0.05051
2007,Second Stage of Tertiary Education,"Yes, less frequently",0.17685,746,2950,0.16308,0.19062
2009,Primary Level,"No, never",0.25411,36,36,0.10987,0.39834
2009,Lower Secondary Level,"No, never",0.22254,450,607,0.18942,0.25566
2009,Lower Secondary Level,"Yes, every week",0.02843,39,607,0.01519,0.04166
2009,Lower Secondary Level,"Yes, every 2 weeks",0.03178,57,607,0.01782,0.04575
2009,Lower Secondary Level,"Yes, less frequently",0.02737,61,607,0.01438,0.04037
2009,Upper Secondary Level,"No, never",0.32306,3051,4782,0.30981,0.33632
2009,Upper Secondary Level,"Yes, every week",0.02684,247,4782,0.02226,0.03142
2009,Upper Secondary Level,"Yes, every 2 weeks",0.04640,433,4782,0.04043,0.05236
2009,Upper Secondary Level,"Yes, every 3-4 weeks",0.03186,256,4782,0.02688,0.03684
2009,Upper Secondary Level,"Yes, less frequently",0.08742,795,4782,0.07941,0.09543
2009,Post-secondary Non-tertiary Level,"No, never",0.43526,458,692,0.39829,0.47223
2009,Post-secondary Non-tertiary Level,"Yes, every week",0.03022,32,692,0.01746,0.04299
2009,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.04885,48,692,0.03278,0.06492
2009,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.04694,34,692,0.03117,0.06271
2009,Post-secondary Non-tertiary Level,"Yes, less frequently",0.12315,120,692,0.09865,0.14765
2009,First Stage of Tertiary Education,"No, never",0.29403,429,808,0.26259,0.32546
2009,First Stage of Tertiary Education,"Yes, every week",0.03953,52,808,0.02609,0.05297
2009,First Stage of Tertiary Education,"Yes, every 2 weeks",0.06375,97,808,0.04689,0.08060
2009,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.01925,43,808,0.00977,0.02874
2009,First Stage of Tertiary Education,"Yes, less frequently",0.15679,187,808,0.13171,0.18188
2009,Second Stage of Tertiary Education,"No, never",0.31872,1317,2656,0.30099,0.33644
2009,Second Stage of Tertiary Education,"Yes, every week",0.07521,300,2656,0.06517,0.08524
2009,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.04651,189,2656,0.03850,0.05452
2009,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.04580,181,2656,0.03785,0.05375
2009,Second Stage of Tertiary Education,"Yes, less frequently",0.16880,669,2656,0.15456,0.18305
2011,Pre-primary Level,"No, never",0.04815,31,31,-0.02846,0.12476
2011,Primary Level,"No, never",0.26299,95,95,0.17399,0.35199
2011,Lower Secondary Level,"No, never",0.25134,807,1155,0.22631,0.27636
2011,Lower Secondary Level,"Yes, every week",0.02601,78,1155,0.01682,0.03519
2011,Lower Secondary Level,"Yes, every 2 weeks",0.03368,116,1155,0.02327,0.04408
2011,Lower Secondary Level,"Yes, every 3-4 weeks",0.01221,49,1155,0.00587,0.01854
2011,Lower Secondary Level,"Yes, less frequently",0.02529,105,1155,0.01623,0.03435
