year,age_gr,quintil_oecd,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.32661,161,559,0.28770,0.36552
1990,17-29 y.,1st Quintile,At least once per month,0.23933,130,559,0.20393,0.27473
1990,17-29 y.,1st Quintile,Seldom,0.33833,193,559,0.29907,0.37758
1990,17-29 y.,1st Quintile,Never,0.06757,75,559,0.04674,0.08839
1990,17-29 y.,2nd Quintile,At least once per week,0.36868,194,551,0.32836,0.40900
1990,17-29 y.,2nd Quintile,At least once per month,0.26805,156,551,0.23103,0.30507
1990,17-29 y.,2nd Quintile,Seldom,0.28023,162,551,0.24270,0.31777
1990,17-29 y.,2nd Quintile,Never,0.04828,39,551,0.03037,0.06620
1990,17-29 y.,3rd Quintile,At least once per week,0.45040,216,527,0.40788,0.49292
1990,17-29 y.,3rd Quintile,At least once per month,0.26267,154,527,0.22506,0.30028
1990,17-29 y.,3rd Quintile,Seldom,0.21280,125,527,0.17783,0.24778
1990,17-29 y.,3rd Quintile,Never,0.02971,32,527,0.01520,0.04422
1990,17-29 y.,4th Quintile,At least once per week,0.46249,277,579,0.42184,0.50314
1990,17-29 y.,4th Quintile,At least once per month,0.34791,206,579,0.30908,0.38675
1990,17-29 y.,4th Quintile,Seldom,0.15237,96,579,0.12307,0.18167
1990,17-29 y.,5th Quintile,At least once per week,0.52811,209,385,0.47818,0.57804
1990,17-29 y.,5th Quintile,At least once per month,0.31094,128,385,0.26464,0.35724
1990,17-29 y.,5th Quintile,Seldom,0.11826,48,385,0.08596,0.15056
1990,30-45 y.,1st Quintile,At least once per week,0.11553,59,505,0.08762,0.14343
1990,30-45 y.,1st Quintile,At least once per month,0.23861,100,505,0.20139,0.27582
1990,30-45 y.,1st Quintile,Seldom,0.49339,249,505,0.44975,0.53704
1990,30-45 y.,1st Quintile,Never,0.12471,97,505,0.09587,0.15356
1990,30-45 y.,2nd Quintile,At least once per week,0.16647,92,615,0.13700,0.19593
1990,30-45 y.,2nd Quintile,At least once per month,0.33041,203,615,0.29321,0.36762
