year,pgisced97,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,No,0.14485,87,87,0.07046,0.21923
2009,Primary Level,No,0.17198,32,32,0.03914,0.30482
2009,Lower Secondary Level,No,0.11475,203,203,0.07079,0.15870
2009,Upper Secondary Level,Yes,0.00750,63,948,0.00201,0.01300
2009,Upper Secondary Level,No,0.11398,885,948,0.09374,0.13422
2009,Post-secondary Non-tertiary Level,No,0.14306,131,131,0.08287,0.20325
2009,First Stage of Tertiary Education,No,0.09121,107,107,0.03640,0.14602
2009,Second Stage of Tertiary Education,Yes,0.01534,42,578,0.00531,0.02537
2009,Second Stage of Tertiary Education,No,0.15445,536,578,0.12496,0.18394
2014,Pre-primary Level,No,0.19233,140,140,0.12681,0.25786
2014,Primary Level,No,0.13691,69,69,0.05521,0.21862
2014,Lower Secondary Level,No,0.10754,338,338,0.07446,0.14061
2014,Upper Secondary Level,Yes,0.00527,85,1316,0.00135,0.00918
2014,Upper Secondary Level,No,0.09781,1231,1316,0.08175,0.11387
2014,Post-secondary Non-tertiary Level,No,0.12727,233,233,0.08439,0.17016
2014,First Stage of Tertiary Education,No,0.08120,122,122,0.03253,0.12987
2014,Second Stage of Tertiary Education,Yes,0.01252,63,861,0.00509,0.01995
2014,Second Stage of Tertiary Education,No,0.13683,798,861,0.11386,0.15980
2019,Pre-primary Level,No,0.20515,104,104,0.12716,0.28313
2019,Primary Level,No,0.14436,61,61,0.05543,0.23329
2019,Lower Secondary Level,No,0.10790,315,315,0.07359,0.14222
2019,Upper Secondary Level,Yes,0.00663,80,1294,0.00221,0.01106
2019,Upper Secondary Level,No,0.10008,1214,1294,0.08372,0.11644
2019,Post-secondary Non-tertiary Level,No,0.14038,309,309,0.10158,0.17917
2019,First Stage of Tertiary Education,No,0.07024,129,129,0.02597,0.11451
2019,Second Stage of Tertiary Education,Yes,0.00871,61,1041,0.00306,0.01435
2019,Second Stage of Tertiary Education,No,0.14021,980,1041,0.11911,0.16132
