year,age_gr,quintil_oecd,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,Yes,0.04359,31,190,0.01448,0.07270
2009,17-29 y.,1st Quintile,No,0.21049,159,190,0.15237,0.26861
2009,17-29 y.,2nd Quintile,No,0.21404,112,112,0.13773,0.29034
2009,17-29 y.,3rd Quintile,No,0.21492,130,130,0.14403,0.28580
2009,17-29 y.,4th Quintile,No,0.20040,126,126,0.13023,0.27058
2009,17-29 y.,5th Quintile,No,0.28044,153,153,0.20902,0.35185
2009,30-45 y.,1st Quintile,No,0.21889,112,112,0.14196,0.29581
2009,30-45 y.,2nd Quintile,No,0.15412,117,117,0.08842,0.21983
2009,30-45 y.,3rd Quintile,No,0.15985,122,122,0.09455,0.22514
2009,30-45 y.,4th Quintile,No,0.16142,152,152,0.10273,0.22010
2009,30-45 y.,5th Quintile,No,0.17561,188,188,0.12107,0.23014
2009,46-65 y.,1st Quintile,No,0.11880,79,79,0.04699,0.19060
2009,46-65 y.,2nd Quintile,No,0.10577,62,62,0.02859,0.18294
2009,46-65 y.,3rd Quintile,No,0.08639,83,83,0.02558,0.14720
2009,46-65 y.,4th Quintile,No,0.09680,108,108,0.04077,0.15282
2009,46-65 y.,5th Quintile,No,0.12112,246,246,0.08026,0.16197
2014,17-29 y.,1st Quintile,Yes,0.02862,39,362,0.01142,0.04582
2014,17-29 y.,1st Quintile,No,0.23512,323,362,0.19137,0.27886
2014,17-29 y.,2nd Quintile,No,0.17872,172,172,0.12129,0.23614
2014,17-29 y.,3rd Quintile,No,0.20094,164,164,0.13943,0.26246
2014,17-29 y.,4th Quintile,No,0.22394,168,168,0.16071,0.28717
2014,17-29 y.,5th Quintile,Yes,0.04232,33,156,0.01063,0.07402
2014,17-29 y.,5th Quintile,No,0.21104,123,156,0.14680,0.27528
2014,30-45 y.,1st Quintile,No,0.15504,254,254,0.11044,0.19964
2014,30-45 y.,2nd Quintile,No,0.09622,214,214,0.05662,0.13583
2014,30-45 y.,3rd Quintile,No,0.14301,221,221,0.09674,0.18927
2014,30-45 y.,4th Quintile,No,0.14291,190,190,0.09302,0.19281
2014,30-45 y.,5th Quintile,No,0.17132,228,228,0.12230,0.22034
2014,46-65 y.,1st Quintile,No,0.11885,161,161,0.06870,0.16899
2014,46-65 y.,2nd Quintile,No,0.09364,132,132,0.04375,0.14353
2014,46-65 y.,3rd Quintile,No,0.10251,148,148,0.05348,0.15154
2014,46-65 y.,4th Quintile,No,0.09075,181,181,0.04878,0.13271
2014,46-65 y.,5th Quintile,No,0.10254,235,235,0.06367,0.14140
2014,66 and older,4th Quintile,No,0.03464,33,33,-0.02872,0.09800
2014,66 and older,5th Quintile,No,0.04108,38,38,-0.02287,0.10504
2019,17-29 y.,1st Quintile,Yes,0.02748,34,301,0.00898,0.04599
2019,17-29 y.,1st Quintile,No,0.22295,267,301,0.17585,0.27005
2019,17-29 y.,2nd Quintile,No,0.25522,204,204,0.19525,0.31520
2019,17-29 y.,3rd Quintile,No,0.19368,170,170,0.13410,0.25326
2019,17-29 y.,4th Quintile,No,0.21269,148,148,0.14654,0.27884
2019,17-29 y.,5th Quintile,No,0.18851,114,114,0.11639,0.26062
2019,30-45 y.,1st Quintile,No,0.12872,183,183,0.08007,0.17737
2019,30-45 y.,2nd Quintile,No,0.13759,172,172,0.08596,0.18922
2019,30-45 y.,3rd Quintile,No,0.17330,166,166,0.11554,0.23105
2019,30-45 y.,4th Quintile,No,0.12510,146,146,0.07125,0.17895
2019,30-45 y.,5th Quintile,No,0.19456,165,165,0.13397,0.25515
2019,46-65 y.,1st Quintile,No,0.10911,136,136,0.05652,0.16171
2019,46-65 y.,2nd Quintile,No,0.09335,116,116,0.04018,0.14652
2019,46-65 y.,3rd Quintile,No,0.08013,150,150,0.03653,0.12372
2019,46-65 y.,4th Quintile,No,0.07686,153,153,0.03451,0.11920
2019,46-65 y.,5th Quintile,No,0.10498,256,256,0.06736,0.14261
2019,66 and older,3rd Quintile,No,0.03047,31,31,-0.03104,0.09198
2019,66 and older,4th Quintile,No,0.04180,31,31,-0.02982,0.11342
2019,66 and older,5th Quintile,No,0.03028,37,37,-0.02570,0.08626
