year,age_gr,plj0092,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.03032,85,766,0.01817,0.04247
2009,17-29 y.,No,0.21954,681,766,0.19020,0.24887
2009,30-45 y.,Yes,0.01062,40,731,0.00318,0.01805
2009,30-45 y.,No,0.17174,691,731,0.14438,0.19910
2009,46-65 y.,Yes,0.00729,33,611,0.00054,0.01404
2009,46-65 y.,No,0.10670,578,611,0.08220,0.13120
2009,66 and older,No,0.02269,100,100,-0.00665,0.05202
2014,17-29 y.,Yes,0.02635,139,1089,0.01683,0.03586
2014,17-29 y.,No,0.21198,950,1089,0.18769,0.23627
2014,30-45 y.,Yes,0.00846,53,1160,0.00319,0.01374
2014,30-45 y.,No,0.14278,1107,1160,0.12264,0.16292
2014,46-65 y.,No,0.10101,858,858,0.08084,0.12119
2014,66 and older,No,0.02871,137,137,0.00065,0.05678
2019,17-29 y.,Yes,0.02644,127,1104,0.01697,0.03591
2019,17-29 y.,No,0.22205,977,1104,0.19752,0.24658
2019,30-45 y.,Yes,0.00941,50,1015,0.00347,0.01536
2019,30-45 y.,No,0.15455,965,1015,0.13230,0.17680
2019,46-65 y.,Yes,0.00366,39,1129,0.00014,0.00719
2019,46-65 y.,No,0.09481,1090,1129,0.07771,0.11190
2019,66 and older,No,0.03380,185,185,0.00769,0.05991
