year,migback,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1996,No migration background,4th Quintile,,,,,,,,,,,,
1996,No migration background,5th Quintile,,,,,,,,,,,,
1996,Direct migration background,1st Quintile,,,,,,,,,,,,
1996,Direct migration background,2nd Quintile,,,,,,,,,,,,
1996,Direct migration background,3rd Quintile,,,,,,,,,,,,
1996,Direct migration background,4th Quintile,,,,,,,,,,,,
1996,Direct migration background,5th Quintile,,,,,,,,,,,,
1996,Indirect migration background,1st Quintile,,,,,,,,,,,,
1996,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1996,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1996,Indirect migration background,4th Quintile,,,,,,,,,,,,
1996,Indirect migration background,5th Quintile,,,,,,,,,,,,
1997,No migration background,1st Quintile,,,,,,,,,,,,
1997,No migration background,2nd Quintile,,,,,,,,,,,,
1997,No migration background,3rd Quintile,,,,,,,,,,,,
1997,No migration background,4th Quintile,,,,,,,,,,,,
1997,No migration background,5th Quintile,,,,,,,,,,,,
1997,Direct migration background,1st Quintile,,,,,,,,,,,,
1997,Direct migration background,2nd Quintile,,,,,,,,,,,,
1997,Direct migration background,3rd Quintile,,,,,,,,,,,,
1997,Direct migration background,4th Quintile,,,,,,,,,,,,
1997,Direct migration background,5th Quintile,,,,,,,,,,,,
1997,Indirect migration background,1st Quintile,,,,,,,,,,,,
1997,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1997,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1997,Indirect migration background,4th Quintile,,,,,,,,,,,,
1997,Indirect migration background,5th Quintile,,,,,,,,,,,,
1998,No migration background,1st Quintile,,,,,,,,,,,,
1998,No migration background,2nd Quintile,,,,,,,,,,,,
1998,No migration background,3rd Quintile,,,,,,,,,,,,
1998,No migration background,4th Quintile,,,,,,,,,,,,
1998,No migration background,5th Quintile,,,,,,,,,,,,
1998,Direct migration background,1st Quintile,,,,,,,,,,,,
1998,Direct migration background,2nd Quintile,,,,,,,,,,,,
1998,Direct migration background,3rd Quintile,,,,,,,,,,,,
1998,Direct migration background,4th Quintile,,,,,,,,,,,,
1998,Direct migration background,5th Quintile,,,,,,,,,,,,
1998,Indirect migration background,1st Quintile,,,,,,,,,,,,
1998,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1998,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1998,Indirect migration background,4th Quintile,,,,,,,,,,,,
1998,Indirect migration background,5th Quintile,,,,,,,,,,,,
1999,No migration background,1st Quintile,,,,,,,,,,,,
1999,No migration background,2nd Quintile,,,,,,,,,,,,
1999,No migration background,3rd Quintile,,,,,,,,,,,,
1999,No migration background,4th Quintile,,,,,,,,,,,,
1999,No migration background,5th Quintile,,,,,,,,,,,,
1999,Direct migration background,1st Quintile,,,,,,,,,,,,
1999,Direct migration background,2nd Quintile,,,,,,,,,,,,
1999,Direct migration background,3rd Quintile,,,,,,,,,,,,
1999,Direct migration background,4th Quintile,,,,,,,,,,,,
1999,Direct migration background,5th Quintile,,,,,,,,,,,,
1999,Indirect migration background,1st Quintile,,,,,,,,,,,,
1999,Indirect migration background,2nd Quintile,,,,,,,,,,,,
1999,Indirect migration background,3rd Quintile,,,,,,,,,,,,
1999,Indirect migration background,4th Quintile,,,,,,,,,,,,
1999,Indirect migration background,5th Quintile,,,,,,,,,,,,
2000,No migration background,1st Quintile,,,,,,,,,,,,
2000,No migration background,2nd Quintile,,,,,,,,,,,,
2000,No migration background,3rd Quintile,,,,,,,,,,,,
2000,No migration background,4th Quintile,,,,,,,,,,,,
2000,No migration background,5th Quintile,,,,,,,,,,,,
2000,Direct migration background,1st Quintile,,,,,,,,,,,,
2000,Direct migration background,2nd Quintile,,,,,,,,,,,,
2000,Direct migration background,3rd Quintile,,,,,,,,,,,,
2000,Direct migration background,4th Quintile,,,,,,,,,,,,
2000,Direct migration background,5th Quintile,,,,,,,,,,,,
2000,Indirect migration background,1st Quintile,,,,,,,,,,,,
2000,Indirect migration background,2nd Quintile,,,,,,,,,,,,
2000,Indirect migration background,3rd Quintile,,,,,,,,,,,,
2000,Indirect migration background,4th Quintile,,,,,,,,,,,,
2000,Indirect migration background,5th Quintile,,,,,,,,,,,,
2001,No migration background,1st Quintile,,,,,,,,,,,,
2001,No migration background,2nd Quintile,,,,,,,,,,,,
2001,No migration background,3rd Quintile,,,,,,,,,,,,
2001,No migration background,4th Quintile,,,,,,,,,,,,
2001,No migration background,5th Quintile,,,,,,,,,,,,
2001,Direct migration background,1st Quintile,,,,,,,,,,,,
2001,Direct migration background,2nd Quintile,,,,,,,,,,,,
2001,Direct migration background,3rd Quintile,,,,,,,,,,,,
2001,Direct migration background,4th Quintile,,,,,,,,,,,,
2001,Direct migration background,5th Quintile,,,,,,,,,,,,
2001,Indirect migration background,1st Quintile,,,,,,,,,,,,
2001,Indirect migration background,2nd Quintile,,,,,,,,,,,,
2001,Indirect migration background,3rd Quintile,,,,,,,,,,,,
2001,Indirect migration background,4th Quintile,,,,,,,,,,,,
2001,Indirect migration background,5th Quintile,,,,,,,,,,,,
2002,No migration background,1st Quintile,2425,169.39537,169.03307,169.75767,163.00000,168.00000,175.00000,145.00000,193.00000,168.0,168.00000,169.00000
2002,No migration background,2nd Quintile,3048,170.10089,169.78414,170.41763,164.00000,170.00000,176.00000,146.00000,194.00000,170.0,169.00000,170.00000
2002,No migration background,3rd Quintile,3461,171.37649,171.07036,171.68262,165.00000,171.00000,178.00000,145.50000,197.50000,171.0,170.00000,172.00000
2002,No migration background,4th Quintile,3849,171.91175,171.62594,172.19755,165.00000,172.00000,178.00000,145.50000,197.50000,172.0,171.00000,172.00000
2002,No migration background,5th Quintile,4537,172.88724,172.61721,173.15727,166.00000,172.00000,180.00000,145.00000,201.00000,172.0,172.00000,173.00000
2002,Direct migration background,1st Quintile,848,167.87334,167.25665,168.49004,160.00000,168.00000,175.00000,140.0,197.50000,168.0,166.00000,169.00000
2002,Direct migration background,2nd Quintile,701,168.12590,167.46464,168.78716,162.00000,168.00000,175.00000,144.0,193.0,168.0,166.97500,170.00000
2002,Direct migration background,3rd Quintile,432,167.92810,167.13737,168.71884,163.00000,168.00000,172.67495,148.48757,187.18738,168.0,166.00000,168.02500
2002,Direct migration background,4th Quintile,375,169.96375,169.08901,170.83849,164.00000,170.00000,176.00000,146.00000,194.00000,170.0,168.00000,171.00000
2002,Direct migration background,5th Quintile,331,169.90768,168.95237,170.86299,164.00000,170.00000,176.00000,147.0,193.0,170.0,168.00000,172.00000
2002,Indirect migration background,1st Quintile,182,170.75787,169.41450,172.10125,164.00000,170.00000,178.00000,150.0,192.0,170.0,169.00000,172.00000
2002,Indirect migration background,2nd Quintile,160,172.17364,170.68277,173.66452,165.00000,171.58900,180.00000,152.0,195.0,172.0,170.00000,175.00000
2002,Indirect migration background,3rd Quintile,130,171.22754,169.82431,172.63078,165.00000,171.00000,177.73975,150.0,193.0,171.0,168.00000,173.00000
2002,Indirect migration background,4th Quintile,134,172.83602,171.33564,174.33640,167.00000,173.00000,180.00000,155.0,196.0,173.0,170.00000,175.00000
2002,Indirect migration background,5th Quintile,120,174.00687,172.21971,175.79404,167.70302,174.00000,182.00000,154.0,194.0,174.0,170.00000,177.00000
2003,No migration background,1st Quintile,,,,,,,,,,,,
2003,No migration background,2nd Quintile,,,,,,,,,,,,
2003,No migration background,3rd Quintile,,,,,,,,,,,,
2003,No migration background,4th Quintile,,,,,,,,,,,,
2003,No migration background,5th Quintile,,,,,,,,,,,,
2003,Direct migration background,1st Quintile,,,,,,,,,,,,
2003,Direct migration background,2nd Quintile,,,,,,,,,,,,
2003,Direct migration background,3rd Quintile,,,,,,,,,,,,
2003,Direct migration background,4th Quintile,,,,,,,,,,,,
2003,Direct migration background,5th Quintile,,,,,,,,,,,,
2003,Indirect migration background,1st Quintile,,,,,,,,,,,,
2003,Indirect migration background,2nd Quintile,,,,,,,,,,,,
2003,Indirect migration background,3rd Quintile,,,,,,,,,,,,
2003,Indirect migration background,4th Quintile,,,,,,,,,,,,
2003,Indirect migration background,5th Quintile,,,,,,,,,,,,
2004,No migration background,1st Quintile,2310,169.65283,169.26996,170.03569,163.00000,169.00000,176.00000,143.50000,195.50000,169.0,168.00000,170.00000
2004,No migration background,2nd Quintile,2980,170.40555,170.08172,170.72938,164.00000,170.00000,176.00000,146.00000,194.00000,170.0,170.00000,170.00000
2004,No migration background,3rd Quintile,3370,171.41546,171.10466,171.72626,165.00000,171.00000,178.00000,145.50000,197.50000,171.0,170.00000,172.00000
2004,No migration background,4th Quintile,3856,171.73567,171.44271,172.02862,165.00000,172.00000,178.00000,145.50000,197.50000,172.0,171.00000,172.00000
2004,No migration background,5th Quintile,5687,173.25145,173.01123,173.49167,166.00000,173.00000,180.00000,145.00000,201.00000,173.0,172.00000,173.00000
2004,Direct migration background,1st Quintile,748,168.02678,167.35188,168.70167,162.00000,168.00000,174.00000,144.00000,192.00000,168.0,167.00000,168.00000
2004,Direct migration background,2nd Quintile,622,168.50258,167.80492,169.20024,162.00000,168.00000,174.00000,148.0,192.00000,168.0,167.00000,170.00000
2004,Direct migration background,3rd Quintile,453,167.90357,167.05443,168.75271,162.00000,168.00000,175.00000,142.50000,194.50000,168.0,165.00000,170.00000
2004,Direct migration background,4th Quintile,352,169.60214,168.69468,170.50960,164.00000,170.00000,175.00000,147.50000,191.50000,170.0,168.00000,171.00000
2004,Direct migration background,5th Quintile,344,170.10788,169.14113,171.07463,163.00000,170.00000,178.00000,147.0,195.0,170.0,168.00000,172.00000
2004,Indirect migration background,1st Quintile,181,171.34154,169.94319,172.73989,165.00000,170.00000,178.00000,150.0,197.50000,170.0,168.97500,173.00000
2004,Indirect migration background,2nd Quintile,159,172.80438,171.43379,174.17497,166.05769,172.00000,180.00000,152.0,195.0,172.0,169.97500,175.00000
2004,Indirect migration background,3rd Quintile,177,171.91214,170.56230,173.26199,165.00000,171.00000,180.00000,153.0,198.0,171.0,170.00000,173.00000
2004,Indirect migration background,4th Quintile,129,173.08658,171.63626,174.53690,169.00000,173.00000,178.00000,155.50000,191.50000,173.0,170.00000,176.00000
2004,Indirect migration background,5th Quintile,146,173.74972,172.03705,175.46239,165.00000,173.00000,182.36705,150.0,195.0,173.0,170.00000,177.00000
2005,No migration background,1st Quintile,,,,,,,,,,,,
2005,No migration background,2nd Quintile,,,,,,,,,,,,
2005,No migration background,3rd Quintile,,,,,,,,,,,,
2005,No migration background,4th Quintile,,,,,,,,,,,,
2005,No migration background,5th Quintile,,,,,,,,,,,,
2005,Direct migration background,1st Quintile,,,,,,,,,,,,
2005,Direct migration background,2nd Quintile,,,,,,,,,,,,
2005,Direct migration background,3rd Quintile,,,,,,,,,,,,
2005,Direct migration background,4th Quintile,,,,,,,,,,,,
2005,Direct migration background,5th Quintile,,,,,,,,,,,,
2005,Indirect migration background,1st Quintile,,,,,,,,,,,,
2005,Indirect migration background,2nd Quintile,,,,,,,,,,,,
2005,Indirect migration background,3rd Quintile,,,,,,,,,,,,
2005,Indirect migration background,4th Quintile,,,,,,,,,,,,
2005,Indirect migration background,5th Quintile,,,,,,,,,,,,
2006,No migration background,1st Quintile,2176,170.10899,169.71872,170.49927,164.00000,170.00000,176.00000,146.00000,194.00000,170.0,169.00000,170.00000
2006,No migration background,2nd Quintile,2738,170.17302,169.83363,170.51241,164.00000,170.00000,176.00000,146.00000,194.00000,170.0,169.00000,170.00000
2006,No migration background,3rd Quintile,3067,171.54740,171.21163,171.88317,165.00000,171.00000,178.00000,145.50000,197.50000,171.0,170.00000,172.00000
2006,No migration background,4th Quintile,3549,172.02375,171.71601,172.33149,165.00000,172.00000,178.00000,145.50000,197.50000,172.0,171.00000,172.00000
2006,No migration background,5th Quintile,5096,173.30842,173.05474,173.56209,166.00000,173.00000,180.00000,145.00000,201.00000,173.0,172.00000,174.00000
2006,Direct migration background,1st Quintile,618,168.04523,167.31435,168.77612,162.00000,167.00000,174.00000,144.00000,192.00000,167.0,166.00000,168.00000
2006,Direct migration background,2nd Quintile,497,168.45071,167.62760,169.27383,161.00000,168.00000,174.00000,148.0,193.50000,168.0,167.00000,170.00000
2006,Direct migration background,3rd Quintile,397,167.32359,166.41946,168.22772,160.00000,166.00000,174.00000,140.0,195.00000,166.0,165.00000,168.00000
2006,Direct migration background,4th Quintile,322,170.01754,169.04332,170.99177,164.00000,170.00000,176.00000,149.0,194.00000,170.0,168.00000,170.00000
2006,Direct migration background,5th Quintile,325,170.96975,169.95431,171.98518,164.00000,170.00086,178.00000,147.0,199.00000,170.0,170.00000,172.00000
2006,Indirect migration background,1st Quintile,214,171.95044,170.59281,173.30808,165.00000,172.00000,178.00000,152.0,197.0,172.0,168.00000,174.00000
2006,Indirect migration background,2nd Quintile,137,171.24718,169.68674,172.80761,165.00000,170.00000,178.00000,152.0,197.50000,170.0,168.00000,172.00000
2006,Indirect migration background,3rd Quintile,163,172.61885,171.15495,174.08275,166.00000,172.00000,179.25916,150.0,198.0,172.0,170.00000,175.00000
2006,Indirect migration background,4th Quintile,151,173.76252,172.29059,175.23445,167.00000,174.76129,181.00000,150.0,194.0,175.0,170.00000,178.00000
2006,Indirect migration background,5th Quintile,140,173.04997,171.45287,174.64708,167.57769,173.00000,180.00000,154.0,196.0,173.0,170.00000,176.00000
2007,No migration background,1st Quintile,,,,,,,,,,,,
2007,No migration background,2nd Quintile,,,,,,,,,,,,
2007,No migration background,3rd Quintile,,,,,,,,,,,,
2007,No migration background,4th Quintile,,,,,,,,,,,,
2007,No migration background,5th Quintile,,,,,,,,,,,,
2007,Direct migration background,1st Quintile,,,,,,,,,,,,
2007,Direct migration background,2nd Quintile,,,,,,,,,,,,
2007,Direct migration background,3rd Quintile,,,,,,,,,,,,
2007,Direct migration background,4th Quintile,,,,,,,,,,,,
2007,Direct migration background,5th Quintile,,,,,,,,,,,,
2007,Indirect migration background,1st Quintile,,,,,,,,,,,,
2007,Indirect migration background,2nd Quintile,,,,,,,,,,,,
2007,Indirect migration background,3rd Quintile,,,,,,,,,,,,
2007,Indirect migration background,4th Quintile,,,,,,,,,,,,
2007,Indirect migration background,5th Quintile,,,,,,,,,,,,
2008,No migration background,1st Quintile,2213,170.04453,169.64387,170.44518,163.00000,169.00000,176.00000,143.50000,195.50000,169.0,168.00000,170.00000
2008,No migration background,2nd Quintile,2846,170.40511,170.06386,170.74635,164.00000,170.00000,177.55369,143.66946,197.88423,170.0,169.00000,170.00000
2008,No migration background,3rd Quintile,3318,171.82224,171.50345,172.14104,165.00000,171.00000,178.00000,145.50000,197.50000,171.0,170.00000,172.00000
2008,No migration background,4th Quintile,3499,172.56034,172.25299,172.86769,165.00000,172.00000,179.00000,146.0,200.00000,172.0,172.00000,173.00000
2008,No migration background,5th Quintile,4905,173.50371,173.24165,173.76577,167.00000,173.00000,180.00000,147.50000,199.50000,173.0,173.00000,174.00000
2008,Direct migration background,1st Quintile,600,167.93064,167.19478,168.66650,162.00000,167.00000,175.00000,142.50000,193.0,167.0,166.00000,168.00000
2008,Direct migration background,2nd Quintile,410,168.35672,167.43669,169.27676,162.00000,168.00000,175.00000,148.0,194.50000,168.0,166.00000,169.02500
2008,Direct migration background,3rd Quintile,370,168.75866,167.85641,169.66091,163.00000,168.00000,175.00000,146.0,193.00000,168.0,168.00000,170.00000
2008,Direct migration background,4th Quintile,284,169.32419,168.24284,170.40554,163.00000,170.00000,176.00000,143.50000,194.0,170.0,168.00000,171.02500
2008,Direct migration background,5th Quintile,245,170.59746,169.36732,171.82760,163.00000,170.00000,179.00000,140.0,199.0,170.0,168.00000,173.00000
2008,Indirect migration background,1st Quintile,211,170.93372,169.77378,172.09365,165.00000,170.75826,177.00000,152.0,192.0,171.0,170.00000,173.00000
2008,Indirect migration background,2nd Quintile,156,171.62609,170.05960,173.19259,165.00000,171.00000,176.29285,150.0,193.23213,171.0,168.00000,173.00000
2008,Indirect migration background,3rd Quintile,173,171.80689,170.45467,173.15910,165.00000,170.48418,179.00000,152.0,198.0,170.0,168.00000,173.02500
2008,Indirect migration background,4th Quintile,136,173.66231,171.98788,175.33674,167.00000,173.00000,182.00000,152.0,194.0,173.0,169.97500,178.00000
2008,Indirect migration background,5th Quintile,146,174.49751,172.92112,176.07390,167.00000,173.00000,181.00000,157.0,197.0,173.0,169.00000,179.00000
2009,No migration background,1st Quintile,,,,,,,,,,,,
2009,No migration background,2nd Quintile,,,,,,,,,,,,
2009,No migration background,3rd Quintile,,,,,,,,,,,,
2009,No migration background,4th Quintile,,,,,,,,,,,,
2009,No migration background,5th Quintile,,,,,,,,,,,,
2009,Direct migration background,1st Quintile,,,,,,,,,,,,
2009,Direct migration background,2nd Quintile,,,,,,,,,,,,
2009,Direct migration background,3rd Quintile,,,,,,,,,,,,
2009,Direct migration background,4th Quintile,,,,,,,,,,,,
2009,Direct migration background,5th Quintile,,,,,,,,,,,,
