year,age_gr,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No,0.93274,2848,2848,0.92354,0.94194
2009,30-45 y.,Yes,0.01423,57,4676,0.01083,0.01762
2009,30-45 y.,No,0.98577,4619,4676,0.98238,0.98917
2009,46-65 y.,Yes,0.03852,253,6325,0.03377,0.04326
2009,46-65 y.,No,0.96148,6072,6325,0.95674,0.96623
2009,66 and older,Yes,0.08972,361,4162,0.08103,0.09840
2009,66 and older,No,0.91028,3801,4162,0.90160,0.91897
2011,17-29 y.,No,0.83193,2982,2982,0.81851,0.84535
2011,30-45 y.,Yes,0.01220,74,4856,0.00911,0.01529
2011,30-45 y.,No,0.77524,4782,4856,0.76350,0.78699
2011,46-65 y.,Yes,0.04745,380,7775,0.04273,0.05218
2011,46-65 y.,No,0.91057,7395,7775,0.90422,0.91691
2011,66 and older,Yes,0.09411,475,5120,0.08611,0.10211
2011,66 and older,No,0.90509,4645,5120,0.89706,0.91311
2013,17-29 y.,No,0.69265,2528,2528,0.67466,0.71064
2013,30-45 y.,Yes,0.01286,57,4073,0.00940,0.01632
2013,30-45 y.,No,0.66821,4016,4073,0.65375,0.68267
2013,46-65 y.,Yes,0.05213,405,7320,0.04703,0.05722
2013,46-65 y.,No,0.85098,6915,7320,0.84282,0.85914
2013,66 and older,Yes,0.11977,572,4937,0.11071,0.12883
2013,66 and older,No,0.87328,4365,4937,0.86400,0.88256
2015,17-29 y.,No,0.88126,3905,3905,0.87111,0.89141
2015,30-45 y.,Yes,0.01585,95,7356,0.01299,0.01870
2015,30-45 y.,No,0.93699,7261,7356,0.93143,0.94254
2015,46-65 y.,Yes,0.05687,438,8878,0.05206,0.06169
2015,46-65 y.,No,0.93462,8440,8878,0.92948,0.93977
2015,66 and older,Yes,0.12358,610,4883,0.11434,0.13281
2015,66 and older,No,0.87539,4273,4883,0.86613,0.88466
2017,17-29 y.,No,0.90758,4341,4341,0.89896,0.91620
2017,30-45 y.,Yes,0.01336,108,7257,0.01072,0.01600
2017,30-45 y.,No,0.97615,7149,7257,0.97264,0.97966
2017,46-65 y.,Yes,0.05530,513,9973,0.05081,0.05979
2017,46-65 y.,No,0.94244,9460,9973,0.93787,0.94701
2017,66 and older,Yes,0.13049,643,4959,0.12112,0.13987
2017,66 and older,No,0.86919,4316,4959,0.85980,0.87858
2019,17-29 y.,No,0.89973,3828,3828,0.89021,0.90924
2019,30-45 y.,Yes,0.01643,116,6287,0.01329,0.01957
2019,30-45 y.,No,0.96926,6171,6287,0.96499,0.97353
2019,46-65 y.,Yes,0.05999,581,10421,0.05544,0.06455
2019,46-65 y.,No,0.93718,9840,10421,0.93252,0.94184
2019,66 and older,Yes,0.13143,670,5174,0.12222,0.14064
2019,66 and older,No,0.86827,4504,5174,0.85906,0.87749
2021,17-29 y.,No,0.91434,3160,3160,0.90458,0.92410
2021,30-45 y.,Yes,0.01820,87,5206,0.01457,0.02184
2021,30-45 y.,No,0.96521,5119,5206,0.96023,0.97019
2021,46-65 y.,Yes,0.06211,421,7216,0.05654,0.06768
2021,46-65 y.,No,0.92871,6795,7216,0.92277,0.93465
2021,66 and older,Yes,0.16077,521,3563,0.14870,0.17283
2021,66 and older,No,0.83080,3042,3563,0.81848,0.84311
