year,age_gr,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,No,0.63005,313,313,0.57647,0.68362
2009,17-29 y.,Lower Secondary Level,No,0.91550,475,475,0.89046,0.94054
2009,17-29 y.,Upper Secondary Level,No,0.99732,1257,1257,0.99447,1.00018
2009,17-29 y.,Second Stage of Tertiary Education,No,0.99290,245,245,0.98236,1.00343
2009,30-45 y.,Lower Secondary Level,No,0.98801,268,268,0.97495,1.00106
2009,30-45 y.,Upper Secondary Level,No,0.98464,2302,2302,0.97962,0.98967
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.97672,429,429,0.96244,0.99101
2009,30-45 y.,First Stage of Tertiary Education,No,0.97495,425,425,0.96007,0.98983
2009,30-45 y.,Second Stage of Tertiary Education,No,0.99438,1141,1141,0.99004,0.99872
2009,46-65 y.,Primary Level,No,0.99120,52,52,0.96556,1.01683
2009,46-65 y.,Lower Secondary Level,No,0.97378,377,377,0.95763,0.98993
2009,46-65 y.,Upper Secondary Level,Yes,0.04429,142,3294,0.03727,0.05132
2009,46-65 y.,Upper Secondary Level,No,0.95571,3152,3294,0.94868,0.96273
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.95227,264,264,0.92650,0.97804
2009,46-65 y.,First Stage of Tertiary Education,No,0.96775,527,527,0.95265,0.98284
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.03054,67,1759,0.02250,0.03859
2009,46-65 y.,Second Stage of Tertiary Education,No,0.96946,1692,1759,0.96141,0.97750
2009,66 and older,Primary Level,No,0.97294,40,40,0.92201,1.02386
2009,66 and older,Lower Secondary Level,Yes,0.06284,35,652,0.04420,0.08148
2009,66 and older,Lower Secondary Level,No,0.93716,617,652,0.91852,0.95580
2009,66 and older,Upper Secondary Level,Yes,0.09290,188,2173,0.08069,0.10510
2009,66 and older,Upper Secondary Level,No,0.90710,1985,2173,0.89490,0.91931
2009,66 and older,Post-secondary Non-tertiary Level,No,0.95312,88,88,0.90871,0.99754
2009,66 and older,First Stage of Tertiary Education,Yes,0.10262,33,316,0.06911,0.13614
2009,66 and older,First Stage of Tertiary Education,No,0.89738,283,316,0.86386,0.93089
2009,66 and older,Second Stage of Tertiary Education,Yes,0.11491,96,881,0.09384,0.13598
2009,66 and older,Second Stage of Tertiary Education,No,0.88509,785,881,0.86402,0.90616
2011,17-29 y.,Pre-primary Level,No,0.46844,311,311,0.41290,0.52399
2011,17-29 y.,Primary Level,No,0.71945,36,36,0.57061,0.86830
