year,pgisced97,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,No,0.63005,313,313,0.57647,0.68362
2009,Primary Level,No,0.99064,163,163,0.97581,1.00547
2009,Lower Secondary Level,Yes,0.03049,51,1788,0.02251,0.03846
2009,Lower Secondary Level,No,0.94683,1737,1788,0.93642,0.95723
2009,Upper Secondary Level,Yes,0.04241,364,9060,0.03826,0.04656
2009,Upper Secondary Level,No,0.95749,8696,9060,0.95334,0.96165
2009,Post-secondary Non-tertiary Level,No,0.97226,969,969,0.96191,0.98260
2009,First Stage of Tertiary Education,Yes,0.04638,60,1332,0.03508,0.05768
2009,First Stage of Tertiary Education,No,0.95362,1272,1332,0.94232,0.96492
2009,Second Stage of Tertiary Education,Yes,0.03814,172,4035,0.03223,0.04406
2009,Second Stage of Tertiary Education,No,0.96186,3863,4035,0.95594,0.96777
2011,Pre-primary Level,No,0.46694,311,311,0.41140,0.52248
2011,Primary Level,No,0.79725,218,218,0.74375,0.85074
2011,Lower Secondary Level,Yes,0.03870,89,2164,0.03057,0.04683
2011,Lower Secondary Level,No,0.85507,2075,2164,0.84023,0.86990
2011,Upper Secondary Level,Yes,0.04630,485,10489,0.04228,0.05033
2011,Upper Secondary Level,No,0.88024,10004,10489,0.87402,0.88645
2011,Post-secondary Non-tertiary Level,Yes,0.03075,42,1201,0.02098,0.04052
2011,Post-secondary Non-tertiary Level,No,0.84265,1159,1201,0.82205,0.86325
2011,First Stage of Tertiary Education,Yes,0.04198,72,1447,0.03164,0.05232
2011,First Stage of Tertiary Education,No,0.89870,1375,1447,0.88314,0.91425
2011,Second Stage of Tertiary Education,Yes,0.04425,238,4588,0.03829,0.05020
2011,Second Stage of Tertiary Education,No,0.86736,4350,4588,0.85754,0.87717
2013,Pre-primary Level,No,0.37694,259,259,0.31780,0.43608
2013,Primary Level,No,0.57533,184,184,0.50372,0.64695
2013,Lower Secondary Level,Yes,0.04640,97,1849,0.03681,0.05600
2013,Lower Secondary Level,No,0.71612,1752,1849,0.69557,0.73668
2013,Upper Secondary Level,Yes,0.05644,531,9406,0.05177,0.06110
2013,Upper Secondary Level,No,0.81830,8875,9406,0.81051,0.82609
2013,Post-secondary Non-tertiary Level,Yes,0.03321,46,1097,0.02260,0.04382
