year,age_gr,regtyp,ple0015,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,No,0.92428,1867,1867,0.91227,0.93628
2009,17-29 y.,Rural regions,No,0.95068,981,981,0.93713,0.96424
2009,30-45 y.,Urban regions,Yes,0.01484,41,3074,0.01057,0.01912
2009,30-45 y.,Urban regions,No,0.98516,3033,3074,0.98088,0.98943
2009,30-45 y.,Rural regions,No,0.98714,1586,1586,0.98160,0.99269
2009,46-65 y.,Urban regions,Yes,0.03988,163,4036,0.03384,0.04592
2009,46-65 y.,Urban regions,No,0.96012,3873,4036,0.95408,0.96616
2009,46-65 y.,Rural regions,Yes,0.03587,90,2289,0.02825,0.04349
2009,46-65 y.,Rural regions,No,0.96413,2199,2289,0.95651,0.97175
2009,66 and older,Urban regions,Yes,0.09673,257,2698,0.08558,0.10789
2009,66 and older,Urban regions,No,0.90327,2441,2698,0.89211,0.91442
2009,66 and older,Rural regions,Yes,0.07515,104,1464,0.06164,0.08866
2009,66 and older,Rural regions,No,0.92485,1360,1464,0.91134,0.93836
2011,17-29 y.,Urban regions,No,0.83746,1996,1996,0.82126,0.85365
2011,17-29 y.,Rural regions,No,0.82020,986,986,0.79621,0.84418
2011,30-45 y.,Urban regions,Yes,0.01231,53,3191,0.00849,0.01614
2011,30-45 y.,Urban regions,No,0.78180,3138,3191,0.76746,0.79613
2011,30-45 y.,Rural regions,No,0.75996,1644,1644,0.73931,0.78061
2011,46-65 y.,Urban regions,Yes,0.05031,247,4859,0.04416,0.05646
2011,46-65 y.,Urban regions,No,0.90716,4612,4859,0.89900,0.91532
2011,46-65 y.,Rural regions,Yes,0.04220,133,2916,0.03490,0.04950
2011,46-65 y.,Rural regions,No,0.91683,2783,2916,0.90681,0.92686
2011,66 and older,Urban regions,Yes,0.09584,319,3306,0.08581,0.10588
2011,66 and older,Urban regions,No,0.90349,2987,3306,0.89342,0.91356
2011,66 and older,Rural regions,Yes,0.09049,156,1814,0.07729,0.10370
2011,66 and older,Rural regions,No,0.90841,1658,1814,0.89513,0.92169
2013,17-29 y.,Urban regions,No,0.68010,1706,1706,0.65796,0.70224
