"year","quintil","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","70.33","63.46","2651","68.97","71.69"
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","69.75","63.46","4069","68.55","70.95"
"1995","2","Laendlicher Raum","67.65","63.46","1678","66.17","69.13"
"1995","2","Staedtischer Raum","69.25","63.67","3079","67.97","70.53"
"1995","3","Laendlicher Raum","69.03","63.58","935","66.96","71.1"
"1995","3","Staedtischer Raum","72.49","63.71","1981","70.81","74.17"
"1995","4","Laendlicher Raum","73.49","67.75","466","70.64","76.34"
"1995","4","Staedtischer Raum","72.4","64.96","1278","70.35","74.45"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","94.35","76.33","144","84.24","104.46"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","79.2","75.5","652","76.26","82.14"
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","65.41","60.5","2305","64.02","66.8"
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","64.64","55.21","3732","63.53","65.75"
"1996","2","Laendlicher Raum","64.91","60.5","1764","63.52","66.3"
"1996","2","Staedtischer Raum","65.4","58.92","2985","64.19","66.61"
"1996","3","Laendlicher Raum","64.36","62.5","997","62.36","66.36"
"1996","3","Staedtischer Raum","63.67","55.21","2037","62.33","65.01"
"1996","4","Laendlicher Raum","71.57","63.46","473","68.25","74.89"
"1996","4","Staedtischer Raum","68.5","60.46","1337","66.73","70.27"
"1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","85.7","76.33","200","80.18","91.22"
"1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","72.74","67.38","713","70.12","75.36"
"1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","66.99","60.92","2210","65.62","68.36"
"1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","64.61","55.71","3506","63.55","65.67"
"1997","2","Laendlicher Raum","68.05","63.46","1771","66.42","69.68"
"1997","2","Staedtischer Raum","64.07","54.75","2841","62.9","65.24"
"1997","3","Laendlicher Raum","69.65","63.5","954","67.63","71.67"
"1997","3","Staedtischer Raum","66.1","59.33","2188","64.72","67.48"
"1997","4","Laendlicher Raum","76.18","67.25","517","73.07","79.29"
"1997","4","Staedtischer Raum","67.7","59.33","1308","65.8","69.6"
"1997","5 Einkommensstärkstes Quintil","Laendlicher Raum","83.48","83.08","165","78.11","88.85"
"1997","5 Einkommensstärkstes Quintil","Staedtischer Raum","75.5","70.67","743","72.46","78.54"
"1998","1 Einkommensschwächstes Quintil","Laendlicher Raum","65.09","57.62","2413","63.79","66.39"
"1998","1 Einkommensschwächstes Quintil","Staedtischer Raum","62.33","51.08","3627","61.3","63.36"
"1998","2","Laendlicher Raum","65.45","59.33","1762","63.9","67"
"1998","2","Staedtischer Raum","61.52","51.08","3080","60.36","62.68"
"1998","3","Laendlicher Raum","67.23","60.5","1130","65.45","69.01"
"1998","3","Staedtischer Raum","63.47","55.21","2257","62.14","64.8"
"1998","4","Laendlicher Raum","71.72","62.46","599","69.11","74.33"
"1998","4","Staedtischer Raum","67.56","59.33","1649","65.86","69.26"
"1998","5 Einkommensstärkstes Quintil","Laendlicher Raum","80.66","64.62","240","75.47","85.85"
"1998","5 Einkommensstärkstes Quintil","Staedtischer Raum","75.54","69.25","851","72.93","78.15"
"1999","1 Einkommensschwächstes Quintil","Laendlicher Raum","63.33","55.21","1991","61.89","64.77"
"1999","1 Einkommensschwächstes Quintil","Staedtischer Raum","61.16","51.08","3019","60","62.32"
"1999","2","Laendlicher Raum","62.73","55.21","1978","61.34","64.12"
"1999","2","Staedtischer Raum","61.14","51.08","3117","59.98","62.3"
"1999","3","Laendlicher Raum","64.48","59.25","1190","62.7","66.26"
"1999","3","Staedtischer Raum","63.47","55.29","2342","62.16","64.78"
"1999","4","Laendlicher Raum","60.83","56.5","654","58.64","63.02"
"1999","4","Staedtischer Raum","64.39","57.75","1673","62.77","66.01"
"1999","5 Einkommensstärkstes Quintil","Laendlicher Raum","71.98","62.83","258","67.43","76.53"
"1999","5 Einkommensstärkstes Quintil","Staedtischer Raum","73.79","63.46","992","71.26","76.32"
"2000","1 Einkommensschwächstes Quintil","Laendlicher Raum","64.59","55.71","3245","63.28","65.9"
"2000","1 Einkommensschwächstes Quintil","Staedtischer Raum","63.52","52.83","4888","62.52","64.52"
"2000","2","Laendlicher Raum","67.82","60.71","3218","66.6","69.04"
"2000","2","Staedtischer Raum","64.25","57.75","5022","63.26","65.24"
"2000","3","Laendlicher Raum","69.54","63.46","2125","68.06","71.02"
"2000","3","Staedtischer Raum","69","60.83","4308","67.91","70.09"
"2000","4","Laendlicher Raum","70.17","63.46","1275","68.32","72.02"
"2000","4","Staedtischer Raum","68.22","60.33","3272","66.89","69.55"
"2000","5 Einkommensstärkstes Quintil","Laendlicher Raum","77.46","70.67","579","74.54","80.38"
"2000","5 Einkommensstärkstes Quintil","Staedtischer Raum","77.46","68.08","2189","75.62","79.3"
"2001","1 Einkommensschwächstes Quintil","Laendlicher Raum","74.64","63.46","2788","73.03","76.25"
"2001","1 Einkommensschwächstes Quintil","Staedtischer Raum","69.82","60.33","4112","68.62","71.02"
"2001","2","Laendlicher Raum","77.34","68.08","2767","75.83","78.85"
"2001","2","Staedtischer Raum","72.9","63.46","4492","71.69","74.11"
"2001","3","Laendlicher Raum","79.13","67.58","2025","77.34","80.92"
"2001","3","Staedtischer Raum","73.99","63.54","3990","72.79","75.19"
"2001","4","Laendlicher Raum","77.69","73.79","1268","75.58","79.8"
"2001","4","Staedtischer Raum","76.55","66.25","3145","75.01","78.09"
"2001","5 Einkommensstärkstes Quintil","Laendlicher Raum","92.13","84.17","591","88.08","96.18"
"2001","5 Einkommensstärkstes Quintil","Staedtischer Raum","86.34","75.71","2147","84.29","88.39"
"2002","1 Einkommensschwächstes Quintil","Laendlicher Raum","77.17","64.46","2309","75.42","78.92"
"2002","1 Einkommensschwächstes Quintil","Staedtischer Raum","69.09","59.5","3475","67.56","70.62"
"2002","2","Laendlicher Raum","76.22","70.42","2307","74.68","77.76"
"2002","2","Staedtischer Raum","71.87","62.25","3864","70.7","73.04"
"2002","3","Laendlicher Raum","76.95","66.33","1974","75.16","78.74"
"2002","3","Staedtischer Raum","73.03","64.58","3662","71.68","74.38"
"2002","4","Laendlicher Raum","80.55","74.67","1751","78.45","82.65"
"2002","4","Staedtischer Raum","76.56","66.58","3744","74.93","78.19"
"2002","5 Einkommensstärkstes Quintil","Laendlicher Raum","95.64","87.46","1109","92.35","98.93"
"2002","5 Einkommensstärkstes Quintil","Staedtischer Raum","93.74","83.17","4035","91.98","95.5"
"2003","1 Einkommensschwächstes Quintil","Laendlicher Raum","82.14","74.5","2182","80.23","84.05"
"2003","1 Einkommensschwächstes Quintil","Staedtischer Raum","74.38","65.83","3225","72.73","76.03"
"2003","2","Laendlicher Raum","84.66","78.58","2108","82.78","86.54"
"2003","2","Staedtischer Raum","76.11","66.33","3551","74.64","77.58"
"2003","3","Laendlicher Raum","83.27","74.17","2051","81.38","85.16"
"2003","3","Staedtischer Raum","79.87","69.67","3784","78.31","81.43"
"2003","4","Laendlicher Raum","89.42","79.79","1640","86.79","92.05"
"2003","4","Staedtischer Raum","81.98","73.67","3842","80.46","83.5"
"2003","5 Einkommensstärkstes Quintil","Laendlicher Raum","102.82","97","994","98.2","107.44"
"2003","5 Einkommensstärkstes Quintil","Staedtischer Raum","95.29","83.25","3639","93.44","97.14"
"2004","1 Einkommensschwächstes Quintil","Laendlicher Raum","82.8","74.17","2086","80.75","84.85"
"2004","1 Einkommensschwächstes Quintil","Staedtischer Raum","75.85","66.83","3126","74.23","77.47"
"2004","2","Laendlicher Raum","85.21","79.58","2053","83.2","87.22"
"2004","2","Staedtischer Raum","80.71","69.92","3485","79.31","82.11"
"2004","3","Laendlicher Raum","82.25","74.83","1969","80.24","84.26"
"2004","3","Staedtischer Raum","81.55","74.5","3589","80.1","83"
"2004","4","Laendlicher Raum","92.42","83.17","1628","89.93","94.91"
"2004","4","Staedtischer Raum","84.68","74.21","3775","83.09","86.27"
