year,migback,quintil_oecd,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,1st Quintile,Yes,0.28081,470,1941,0.26081,0.30081
2011,No migration background,1st Quintile,No,0.71919,1471,1941,0.69919,0.73919
2011,No migration background,2nd Quintile,Yes,0.26207,533,2298,0.24409,0.28006
2011,No migration background,2nd Quintile,No,0.73793,1765,2298,0.71994,0.75591
2011,No migration background,3rd Quintile,Yes,0.25180,595,2716,0.23548,0.26813
2011,No migration background,3rd Quintile,No,0.74820,2121,2716,0.73187,0.76452
2011,No migration background,4th Quintile,Yes,0.16992,511,2997,0.15647,0.18336
2011,No migration background,4th Quintile,No,0.83008,2486,2997,0.81664,0.84353
2011,No migration background,5th Quintile,Yes,0.17782,667,3765,0.16561,0.19004
2011,No migration background,5th Quintile,No,0.82218,3098,3765,0.80996,0.83439
2011,Direct migration background,1st Quintile,Yes,0.23760,84,395,0.19558,0.27963
2011,Direct migration background,1st Quintile,No,0.76240,311,395,0.72037,0.80442
2011,Direct migration background,2nd Quintile,Yes,0.21461,68,316,0.16927,0.25995
2011,Direct migration background,2nd Quintile,No,0.78539,248,316,0.74005,0.83073
2011,Direct migration background,3rd Quintile,Yes,0.16724,45,230,0.11890,0.21557
2011,Direct migration background,3rd Quintile,No,0.83276,185,230,0.78443,0.88110
2011,Direct migration background,4th Quintile,Yes,0.26698,42,186,0.20323,0.33073
2011,Direct migration background,4th Quintile,No,0.73302,144,186,0.66927,0.79677
2011,Direct migration background,5th Quintile,Yes,0.20568,39,191,0.14820,0.26315
2011,Direct migration background,5th Quintile,No,0.79432,152,191,0.73685,0.85180
2011,Indirect migration background,1st Quintile,No,0.97348,154,154,0.94803,0.99894
2011,Indirect migration background,2nd Quintile,No,0.97039,110,110,0.93856,1.00221
2011,Indirect migration background,3rd Quintile,No,0.98708,110,110,0.96588,1.00828
2011,Indirect migration background,4th Quintile,No,0.93886,103,103,0.89237,0.98536
2011,Indirect migration background,5th Quintile,No,0.93175,120,120,0.88644,0.97706
2013,No migration background,1st Quintile,Yes,0.24655,554,2441,0.22945,0.26365
2013,No migration background,1st Quintile,No,0.75345,1887,2441,0.73635,0.77055
2013,No migration background,2nd Quintile,Yes,0.26878,705,2882,0.25259,0.28497
