year,migback,pgisced97,ple0021,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,Pre-primary Level,No,0.9917695473251029,41903,0.9909044783067993,0.9926346163434066
2011,No migration background,Pre-primary Level,Yes,0.00823045267489712,41903,0.007365383656593503,0.009095521693200737
2011,No migration background,Primary Level,No,0.7692307692307693,41903,0.7651966308829081,0.7732649075786304
2011,No migration background,Primary Level,Yes,0.23076923076923078,41903,0.2267350924213697,0.23480336911709188
2011,No migration background,Lower Secondary Level,No,0.698452012383901,41903,0.6940578103915627,0.7028462143762393
2011,No migration background,Lower Secondary Level,Yes,0.3015479876160991,41903,0.29715378562376077,0.3059421896084374
2011,No migration background,Upper Secondary Level,No,0.780324024728203,41903,0.7763597633296956,0.7842882861267103
2011,No migration background,Upper Secondary Level,Yes,0.21967597527179705,41903,0.2157117138732897,0.22364023667030442
2011,No migration background,Post-secondary Non-tertiary Level,No,0.8698412698412699,41903,0.8666195322173973,0.8730630074651424
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.13015873015873017,41903,0.12693699253485763,0.1333804677826027
2011,No migration background,First Stage of Tertiary Education,No,0.7843583902809416,41903,0.7804205593249871,0.788296221236896
2011,No migration background,First Stage of Tertiary Education,Yes,0.21564160971905846,41903,0.21170377876310395,0.21957944067501298
2011,No migration background,Second Stage of Tertiary Education,No,0.8364963503649635,41903,0.8329553231570853,0.8400373775728417
2011,No migration background,Second Stage of Tertiary Education,Yes,0.1635036496350365,41903,0.1599626224271583,0.16704467684291469
2011,Direct migration background,Pre-primary Level,No,1.0,41903,1.0,1.0
2011,Direct migration background,Primary Level,No,0.7142857142857143,41903,0.709960222686555,0.7186112058848736
2011,Direct migration background,Primary Level,Yes,0.2857142857142857,41903,0.28138879411512635,0.29003977731344505
2011,Direct migration background,Lower Secondary Level,No,0.7799043062200957,41903,0.7759373268239291,0.7838712856162622
2011,Direct migration background,Lower Secondary Level,Yes,0.22009569377990432,41903,0.21612871438373774,0.2240626731760709
2011,Direct migration background,Upper Secondary Level,No,0.8181818181818182,41903,0.8144888371220307,0.8218747992416058
2011,Direct migration background,Upper Secondary Level,Yes,0.18181818181818182,41903,0.17812520075839428,0.18551116287796937
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.8,41903,0.7961700464730851,0.803829953526915
2011,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.2,41903,0.19617004647308509,0.20382995352691494
2011,Direct migration background,First Stage of Tertiary Education,No,0.7872340425531915,41903,0.7833153921793319,0.7911526929270511
2011,Direct migration background,First Stage of Tertiary Education,Yes,0.2127659574468085,41903,0.20884730707294888,0.21668460782066815
2011,Direct migration background,Second Stage of Tertiary Education,No,0.8486486486486486,41903,0.8452170963166901,0.8520802009806072
2011,Direct migration background,Second Stage of Tertiary Education,Yes,0.15135135135135136,41903,0.14791979901939278,0.15478290368330994
2011,Indirect migration background,Pre-primary Level,No,0.9824561403508771,41903,0.9811990900083348,0.9837131906934194
2011,Indirect migration background,Pre-primary Level,Yes,0.017543859649122806,41903,0.016286809306580514,0.0188009099916651
2011,Indirect migration background,Primary Level,No,1.0,41903,1.0,1.0
2011,Indirect migration background,Lower Secondary Level,No,0.9541984732824428,41903,0.9521968015831224,0.9562001449817632
2011,Indirect migration background,Lower Secondary Level,Yes,0.04580152671755725,41903,0.04379985501823686,0.04780319841687764
2011,Indirect migration background,Upper Secondary Level,No,0.9317507418397626,41903,0.9293362132392052,0.9341652704403199
2011,Indirect migration background,Upper Secondary Level,Yes,0.06824925816023739,41903,0.06583472955968,0.07066378676079477
2011,Indirect migration background,Post-secondary Non-tertiary Level,No,0.9347826086956522,41903,0.932418483146954,0.9371467342443505
2011,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.06521739130434782,41903,0.06285326575564952,0.06758151685304613
2011,Indirect migration background,First Stage of Tertiary Education,No,0.9722222222222222,41903,0.9706487284284172,0.9737957160160272
2011,Indirect migration background,First Stage of Tertiary Education,Yes,0.027777777777777776,41903,0.026204283983972745,0.029351271571582807
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.9074074074074074,41903,0.9046320252287997,0.9101827895860152
2011,Indirect migration background,Second Stage of Tertiary Education,Yes,0.09259259259259259,41903,0.08981721041398481,0.09536797477120036
2013,No migration background,Pre-primary Level,No,0.9795918367346939,44486,0.978277916710777,0.9809057567586107
2013,No migration background,Pre-primary Level,Yes,0.02040816326530612,44486,0.019094243241389273,0.021722083289222968
2013,No migration background,Primary Level,No,0.7876106194690266,44486,0.7838098933683844,0.7914113455696687
2013,No migration background,Primary Level,Yes,0.21238938053097345,44486,0.20858865443033123,0.21619010663161567
2013,No migration background,Lower Secondary Level,No,0.6827338129496403,44486,0.6784088539643398,0.6870587719349408
2013,No migration background,Lower Secondary Level,Yes,0.3172661870503597,44486,0.31294122806505914,0.32159114603566025
2013,No migration background,Upper Secondary Level,No,0.7686302342086586,44486,0.7647114041746074,0.7725490642427099
2013,No migration background,Upper Secondary Level,Yes,0.2313697657913414,44486,0.22745093575729017,0.2352885958253926
2013,No migration background,Post-secondary Non-tertiary Level,No,0.8620689655172413,44486,0.8588645679400345,0.8652733630944481
2013,No migration background,Post-secondary Non-tertiary Level,Yes,0.13793103448275862,44486,0.13472663690555176,0.14113543205996548
2013,No migration background,First Stage of Tertiary Education,No,0.79050736497545,44486,0.7867257114828825,0.7942890184680176
2013,No migration background,First Stage of Tertiary Education,Yes,0.20949263502454993,44486,0.20571098153198242,0.21327428851711744
2013,No migration background,Second Stage of Tertiary Education,No,0.8269038076152304,44486,0.8233880765549515,0.8304195386755093
2013,No migration background,Second Stage of Tertiary Education,Yes,0.17309619238476953,44486,0.16958046132449064,0.17661192344504842
2013,Direct migration background,Pre-primary Level,No,0.9090909090909091,44486,0.906419430442652,0.9117623877391661
2013,Direct migration background,Pre-primary Level,Yes,0.09090909090909091,44486,0.08823761226083392,0.0935805695573479
2013,Direct migration background,Primary Level,No,0.7205882352941176,44486,0.7164184823846527,0.7247579882035826
2013,Direct migration background,Primary Level,Yes,0.27941176470588236,44486,0.2752420117964174,0.28358151761534733
2013,Direct migration background,Lower Secondary Level,No,0.7638483965014577,44486,0.7599016118769067,0.7677951811260088
2013,Direct migration background,Lower Secondary Level,Yes,0.23615160349854228,44486,0.2322048188739913,0.24009838812309325
2013,Direct migration background,Upper Secondary Level,No,0.803680981595092,44486,0.799989782886923,0.8073721803032611
2013,Direct migration background,Upper Secondary Level,Yes,0.19631901840490798,44486,0.19262781969673898,0.20001021711307698
2013,Direct migration background,Post-secondary Non-tertiary Level,No,0.7631578947368421,44486,0.759207131083439,0.7671086583902453
2013,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.23684210526315788,44486,0.23289134160975472,0.24079286891656104
2013,Direct migration background,First Stage of Tertiary Education,No,0.7534246575342466,44486,0.7494193199138826,0.7574299951546106
2013,Direct migration background,First Stage of Tertiary Education,Yes,0.2465753424657534,44486,0.24257000484538943,0.2505806800861174
2013,Direct migration background,Second Stage of Tertiary Education,No,0.8214285714285714,44486,0.8178695116591271,0.8249876311980157
2013,Direct migration background,Second Stage of Tertiary Education,Yes,0.17857142857142858,44486,0.17501236880198437,0.18213048834087278
2013,Indirect migration background,Pre-primary Level,No,1.0,44486,1.0,1.0
2013,Indirect migration background,Primary Level,No,0.8181818181818182,44486,0.8145976534670532,0.8217659828965833
2013,Indirect migration background,Primary Level,Yes,0.18181818181818182,44486,0.1782340171034167,0.18540234653294696
2013,Indirect migration background,Lower Secondary Level,No,0.9655172413793104,44486,0.963821633561097,0.9672128491975238
2013,Indirect migration background,Lower Secondary Level,Yes,0.034482758620689655,44486,0.032787150802476205,0.036178366438903105
2013,Indirect migration background,Upper Secondary Level,No,0.9266666666666666,44486,0.9242442052074794,0.9290891281258539
2013,Indirect migration background,Upper Secondary Level,Yes,0.07333333333333333,44486,0.07091087187414608,0.07575579479252059
2013,Indirect migration background,Post-secondary Non-tertiary Level,No,0.972972972972973,44486,0.9714660400582865,0.9744799058876595
2013,Indirect migration background,Post-secondary Non-tertiary Level,Yes,0.02702702702702703,44486,0.02552009411234056,0.028533959941713496
2013,Indirect migration background,First Stage of Tertiary Education,No,0.9666666666666667,44486,0.964998566457452,0.9683347668758814
