year,age_gr,sampreg,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,West,Yes,0.02068,47,2322,0.01489,0.02647
2011,17-29 y.,West,No,0.97932,2275,2322,0.97353,0.98511
2011,17-29 y.,East,No,0.95672,648,648,0.94104,0.97240
2011,30-45 y.,West,Yes,0.07430,264,3773,0.06593,0.08267
2011,30-45 y.,West,No,0.92570,3509,3773,0.91733,0.93407
2011,30-45 y.,East,Yes,0.06280,74,1083,0.04835,0.07726
2011,30-45 y.,East,No,0.93720,1009,1083,0.92274,0.95165
2011,46-65 y.,West,Yes,0.23145,1308,5891,0.22068,0.24222
2011,46-65 y.,West,No,0.76855,4583,5891,0.75778,0.77932
2011,46-65 y.,East,Yes,0.21623,405,1883,0.19763,0.23483
2011,46-65 y.,East,No,0.78377,1478,1883,0.76517,0.80237
2011,66 and older,West,Yes,0.40164,1479,3854,0.38616,0.41712
2011,66 and older,West,No,0.59836,2375,3854,0.58288,0.61384
2011,66 and older,East,Yes,0.39682,493,1267,0.36987,0.42377
2011,66 and older,East,No,0.60318,774,1267,0.57623,0.63013
2013,17-29 y.,West,Yes,0.02293,41,2034,0.01642,0.02943
2013,17-29 y.,West,No,0.97707,1993,2034,0.97057,0.98358
2013,17-29 y.,East,No,0.97183,485,485,0.95710,0.98657
2013,30-45 y.,West,Yes,0.07507,240,3160,0.06588,0.08425
2013,30-45 y.,West,No,0.92493,2920,3160,0.91575,0.93412
2013,30-45 y.,East,Yes,0.05060,57,913,0.03638,0.06483
2013,30-45 y.,East,No,0.94940,856,913,0.93517,0.96362
2013,46-65 y.,West,Yes,0.24324,1254,5500,0.23190,0.25458
2013,46-65 y.,West,No,0.75676,4246,5500,0.74542,0.76810
2013,46-65 y.,East,Yes,0.22203,396,1819,0.20292,0.24113
2013,46-65 y.,East,No,0.77797,1423,1819,0.75887,0.79708
2013,66 and older,West,Yes,0.40774,1446,3720,0.39195,0.42353
2013,66 and older,West,No,0.59226,2274,3720,0.57647,0.60805
2013,66 and older,East,Yes,0.37383,453,1218,0.34664,0.40101
2013,66 and older,East,No,0.62617,765,1218,0.59899,0.65336
2015,17-29 y.,West,Yes,0.01968,55,3270,0.01491,0.02444
2015,17-29 y.,West,No,0.98032,3215,3270,0.97556,0.98509
2015,17-29 y.,East,No,0.95657,630,630,0.94064,0.97250
2015,30-45 y.,West,Yes,0.06829,398,5893,0.06184,0.07473
2015,30-45 y.,West,No,0.93171,5495,5893,0.92527,0.93816
2015,30-45 y.,East,Yes,0.08454,120,1463,0.07028,0.09880
2015,30-45 y.,East,No,0.91546,1343,1463,0.90120,0.92972
2015,46-65 y.,West,Yes,0.22425,1453,6959,0.21445,0.23405
2015,46-65 y.,West,No,0.77575,5506,6959,0.76595,0.78555
2015,46-65 y.,East,Yes,0.23263,439,1918,0.21372,0.25155
2015,46-65 y.,East,No,0.76737,1479,1918,0.74845,0.78628
2015,66 and older,West,Yes,0.41316,1455,3665,0.39722,0.42911
2015,66 and older,West,No,0.58684,2210,3665,0.57089,0.60278
2015,66 and older,East,Yes,0.38764,465,1219,0.36028,0.41501
2015,66 and older,East,No,0.61236,754,1219,0.58499,0.63972
2017,17-29 y.,West,Yes,0.02774,77,3619,0.02239,0.03309
2017,17-29 y.,West,No,0.97226,3542,3619,0.96691,0.97761
2017,17-29 y.,East,No,0.96828,721,721,0.95548,0.98108
2017,30-45 y.,West,Yes,0.06151,360,5793,0.05533,0.06770
2017,30-45 y.,West,No,0.93849,5433,5793,0.93230,0.94467
2017,30-45 y.,East,Yes,0.06520,100,1464,0.05255,0.07785
2017,30-45 y.,East,No,0.93480,1364,1464,0.92215,0.94745
2017,46-65 y.,West,Yes,0.24444,1733,7804,0.23490,0.25397
2017,46-65 y.,West,No,0.75556,6071,7804,0.74603,0.76510
2017,46-65 y.,East,Yes,0.26735,539,2169,0.24872,0.28598
2017,46-65 y.,East,No,0.73265,1630,2169,0.71402,0.75128
2017,66 and older,West,Yes,0.42737,1490,3743,0.41152,0.44322
2017,66 and older,West,No,0.57263,2253,3743,0.55678,0.58848
2017,66 and older,East,Yes,0.41279,484,1217,0.38511,0.44046
2017,66 and older,East,No,0.58721,733,1217,0.55954,0.61489
2019,17-29 y.,West,Yes,0.02861,74,3193,0.02283,0.03440
2019,17-29 y.,West,No,0.97139,3119,3193,0.96560,0.97717
2019,17-29 y.,East,No,0.96505,624,624,0.95063,0.97947
2019,30-45 y.,West,Yes,0.06997,360,4929,0.06284,0.07709
2019,30-45 y.,West,No,0.93003,4569,4929,0.92291,0.93716
2019,30-45 y.,East,Yes,0.06163,92,1332,0.04871,0.07455
2019,30-45 y.,East,No,0.93837,1240,1332,0.92545,0.95129
2019,46-65 y.,West,Yes,0.25331,1852,8114,0.24385,0.26278
2019,46-65 y.,West,No,0.74669,6262,8114,0.73722,0.75615
2019,46-65 y.,East,Yes,0.26199,528,2278,0.24393,0.28005
2019,46-65 y.,East,No,0.73801,1750,2278,0.71995,0.75607
2019,66 and older,West,Yes,0.41598,1550,3868,0.40044,0.43151
2019,66 and older,West,No,0.58402,2318,3868,0.56849,0.59956
2019,66 and older,East,Yes,0.42322,517,1297,0.39632,0.45012
2019,66 and older,East,No,0.57678,780,1297,0.54988,0.60368
2021,17-29 y.,West,Yes,0.03102,69,2704,0.02449,0.03756
2021,17-29 y.,West,No,0.96898,2635,2704,0.96244,0.97551
2021,17-29 y.,East,No,0.96761,465,465,0.95151,0.98372
2021,30-45 y.,West,Yes,0.07690,350,4158,0.06880,0.08500
2021,30-45 y.,West,No,0.92310,3808,4158,0.91500,0.93120
2021,30-45 y.,East,Yes,0.10348,86,1047,0.08502,0.12194
2021,30-45 y.,East,No,0.89652,961,1047,0.87806,0.91498
2021,46-65 y.,West,Yes,0.26560,1424,5746,0.25418,0.27702
2021,46-65 y.,West,No,0.73440,4322,5746,0.72298,0.74582
2021,46-65 y.,East,Yes,0.27862,351,1470,0.25569,0.30155
2021,46-65 y.,East,No,0.72138,1119,1470,0.69845,0.74431
2021,66 and older,West,Yes,0.45174,1120,2710,0.43300,0.47048
2021,66 and older,West,No,0.54826,1590,2710,0.52952,0.56700
2021,66 and older,East,Yes,0.44993,341,854,0.41654,0.48332
2021,66 and older,East,No,0.55007,513,854,0.51668,0.58346
