year,pgisced97,sex,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,male,No,0.95998,153,153,0.92882,0.99114
2011,No answer / don't know,female,No,0.90525,145,145,0.85741,0.95308
2011,Pre-primary Level,male,No,0.98533,159,159,0.96658,1.00408
2011,Primary Level,male,No,0.77681,69,69,0.67784,0.87578
2011,Primary Level,female,Yes,0.33398,37,142,0.25613,0.41183
2011,Primary Level,female,No,0.66602,105,142,0.58817,0.74387
2011,Lower Secondary Level,male,Yes,0.12598,94,666,0.10076,0.15120
2011,Lower Secondary Level,male,No,0.87402,572,666,0.84880,0.89924
2011,Lower Secondary Level,female,Yes,0.37105,491,1500,0.34660,0.39551
2011,Lower Secondary Level,female,No,0.62895,1009,1500,0.60449,0.65340
2011,Upper Secondary Level,male,Yes,0.17932,913,4901,0.16858,0.19006
2011,Upper Secondary Level,male,No,0.82068,3988,4901,0.80994,0.83142
2011,Upper Secondary Level,female,Yes,0.25555,1312,5589,0.24411,0.26698
2011,Upper Secondary Level,female,No,0.74445,4277,5589,0.73302,0.75589
2011,Post-secondary Non-tertiary Level,male,Yes,0.13608,49,449,0.10433,0.16783
2011,Post-secondary Non-tertiary Level,male,No,0.86392,400,449,0.83217,0.89567
2011,Post-secondary Non-tertiary Level,female,Yes,0.19469,118,751,0.16636,0.22303
2011,Post-secondary Non-tertiary Level,female,No,0.80531,633,751,0.77697,0.83364
2011,First Stage of Tertiary Education,male,Yes,0.19798,182,897,0.17188,0.22407
2011,First Stage of Tertiary Education,male,No,0.80202,715,897,0.77593,0.82812
2011,First Stage of Tertiary Education,female,Yes,0.22982,123,548,0.19457,0.26508
2011,First Stage of Tertiary Education,female,No,0.77018,425,548,0.73492,0.80543
2011,Second Stage of Tertiary Education,male,Yes,0.14189,377,2468,0.12812,0.15566
2011,Second Stage of Tertiary Education,male,No,0.85811,2091,2468,0.84434,0.87188
2011,Second Stage of Tertiary Education,female,Yes,0.17313,361,2120,0.15702,0.18924
2011,Second Stage of Tertiary Education,female,No,0.82687,1759,2120,0.81076,0.84298
2013,No answer / don't know,male,No,0.92780,134,134,0.88381,0.97178
2013,No answer / don't know,female,No,0.91971,123,123,0.87149,0.96793
2013,Pre-primary Level,male,No,0.95252,119,119,0.91415,0.99089
2013,Pre-primary Level,female,No,0.98176,136,136,0.95918,1.00433
2013,Primary Level,male,No,0.83704,71,71,0.75052,0.92356
2013,Primary Level,female,Yes,0.34033,33,109,0.25097,0.42970
2013,Primary Level,female,No,0.65967,76,109,0.57030,0.74903
2013,Lower Secondary Level,male,Yes,0.13235,84,582,0.10479,0.15990
2013,Lower Secondary Level,male,No,0.86765,498,582,0.84010,0.89521
2013,Lower Secondary Level,female,Yes,0.38712,442,1269,0.36031,0.41393
2013,Lower Secondary Level,female,No,0.61288,827,1269,0.58607,0.63969
2013,Upper Secondary Level,male,Yes,0.19164,840,4318,0.17990,0.20338
2013,Upper Secondary Level,male,No,0.80836,3478,4318,0.79662,0.82010
2013,Upper Secondary Level,female,Yes,0.27845,1268,5089,0.26613,0.29076
2013,Upper Secondary Level,female,No,0.72155,3821,5089,0.70924,0.73387
2013,Post-secondary Non-tertiary Level,male,Yes,0.17115,54,415,0.13487,0.20743
2013,Post-secondary Non-tertiary Level,male,No,0.82885,361,415,0.79257,0.86513
2013,Post-secondary Non-tertiary Level,female,Yes,0.20081,111,681,0.17070,0.23092
2013,Post-secondary Non-tertiary Level,female,No,0.79919,570,681,0.76908,0.82930
2013,First Stage of Tertiary Education,male,Yes,0.18325,161,820,0.15675,0.20974
2013,First Stage of Tertiary Education,male,No,0.81675,659,820,0.79026,0.84325
2013,First Stage of Tertiary Education,female,Yes,0.23489,113,503,0.19780,0.27197
2013,First Stage of Tertiary Education,female,No,0.76511,390,503,0.72803,0.80220
2013,Second Stage of Tertiary Education,male,Yes,0.15584,370,2353,0.14118,0.17050
2013,Second Stage of Tertiary Education,male,No,0.84416,1983,2353,0.82950,0.85882
2013,Second Stage of Tertiary Education,female,Yes,0.19920,397,2113,0.18216,0.21623
2013,Second Stage of Tertiary Education,female,No,0.80080,1716,2113,0.78377,0.81784
