year,age_gr,ple0021,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,No,0.9762859051436206,41903,0.9748290200528074,0.9777427902344338
2011,17-29 y.,Yes,0.023714094856379427,41903,0.022257209765566194,0.02517097994719266
2011,30-45 y.,No,0.9303953871499177,41903,0.9279587756013655,0.9328319986984698
2011,30-45 y.,Yes,0.06960461285008238,41903,0.0671680013015303,0.07204122439863445
2011,46-65 y.,No,0.7796784565916399,41903,0.7757100171012672,0.7836468960820127
2011,46-65 y.,Yes,0.22032154340836013,41903,0.2163531039179874,0.22428998289873286
2011,66 and older,No,0.61484375,41903,0.610184303075591,0.619503196924409
2011,66 and older,Yes,0.38515625,41903,0.380496803075591,0.389815696924409
2013,17-29 y.,No,0.9771293375394322,44486,0.975740153480146,0.9785185215987184
2013,17-29 y.,Yes,0.022870662460567823,44486,0.02148147840128161,0.024259846519854036
2013,30-45 y.,No,0.9270807758409035,44486,0.9246646241316814,0.9294969275501257
2013,30-45 y.,Yes,0.07291922415909649,44486,0.07050307244987432,0.07533537586831866
2013,46-65 y.,No,0.7745901639344263,44486,0.770707169097372,0.7784731587714805
2013,46-65 y.,Yes,0.22540983606557377,44486,0.22152684122851954,0.229292830902628
2013,66 and older,No,0.61535345351428,44486,0.6108324209779707,0.6198744860505891
2013,66 and older,Yes,0.38464654648572005,44486,0.3801255139494109,0.3891675790220292
2015,17-29 y.,No,0.9801172572011216,38036,0.9787143277984742,0.981520186603769
2015,17-29 y.,Yes,0.01988274279887841,38036,0.01847981339623096,0.02128567220152586
2015,30-45 y.,No,0.9295812941816205,38036,0.9270100320159409,0.9321525563473001
2015,30-45 y.,Yes,0.07041870581837956,38036,0.06784744365269992,0.0729899679840592
2015,46-65 y.,No,0.7868889389502141,38036,0.7827734791108794,0.7910043987895488
2015,46-65 y.,Yes,0.213111061049786,38036,0.2089956012104513,0.2172265208891207
2015,66 and older,No,0.6067990989146017,38036,0.6018901516367086,0.6117080461924949
2015,66 and older,Yes,0.39320090108539835,38036,0.38829195380750514,0.39810984836329155
2017,17-29 y.,No,0.9779816513761468,45410,0.9766319488968007,0.9793313538554929
2017,17-29 y.,Yes,0.022018348623853212,45410,0.02066864614450718,0.023368051103199245
2017,30-45 y.,No,0.9366129254512884,45410,0.9343718279667964,0.9388540229357804
2017,30-45 y.,Yes,0.06338707454871159,45410,0.06114597706421963,0.06562817203320356
2017,46-65 y.,No,0.7721848992279153,45410,0.7683271656908374,0.7760426327649933
2017,46-65 y.,Yes,0.22781510077208464,45410,0.22395736723500664,0.23167283430916263
2017,66 and older,No,0.6019358741681791,45410,0.5974335998344354,0.6064381485019227
2017,66 and older,Yes,0.39806412583182094,45410,0.3935618514980774,0.4025664001655645
2019,17-29 y.,No,0.9765807962529274,42417,0.9751415793557449,0.9780200131501099
2019,17-29 y.,Yes,0.0234192037470726,42417,0.02197998684989009,0.024858420644255114
2019,30-45 y.,No,0.9276284396373469,42417,0.9251626439288734,0.9300942353458204
2019,30-45 y.,Yes,0.07237156036265309,42417,0.06990576465417962,0.07483735607112656
2019,46-65 y.,No,0.7709432875923615,42417,0.7669441271857893,0.7749424479989337
2019,46-65 y.,Yes,0.22905671240763842,42417,0.22505755200106625,0.23305587281421059
2019,66 and older,No,0.6003092385001932,42417,0.5956476314137616,0.6049708455866248
2019,66 and older,Yes,0.3996907614998067,42417,0.39502915441337516,0.40435236858623824
2021,17-29 y.,No,0.9748348537275873,27598,0.9729869364760897,0.9766827709790848
2021,17-29 y.,Yes,0.02516514627241271,27598,0.023317229020915098,0.02701306352391032
2021,30-45 y.,No,0.9164425662696888,27598,0.9131777222363576,0.91970741030302
2021,30-45 y.,Yes,0.08355743373031117,27598,0.08029258969698004,0.0868222777636423
2021,46-65 y.,No,0.7537758071220729,27598,0.7486929988897061,0.7588586153544398
2021,46-65 y.,Yes,0.24622419287792713,27598,0.2411413846455603,0.25130700111029397
2021,66 and older,No,0.590232949761437,27598,0.5844306854542055,0.5960352140686686
2021,66 and older,Yes,0.409767050238563,27598,0.4039647859313315,0.41556931454579454
