year,age_gr,regtyp,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Urban regions,Yes,0.02365,48,2012,0.01701,0.03029
2011,17-29 y.,Urban regions,No,0.97635,1964,2012,0.96971,0.98299
2011,17-29 y.,Rural regions,No,0.97287,959,959,0.96258,0.98316
2011,30-45 y.,Urban regions,Yes,0.07565,221,3197,0.06648,0.08482
2011,30-45 y.,Urban regions,No,0.92435,2976,3197,0.91518,0.93352
2011,30-45 y.,Rural regions,Yes,0.06467,117,1659,0.05283,0.07651
2011,30-45 y.,Rural regions,No,0.93533,1542,1659,0.92349,0.94717
2011,46-65 y.,Urban regions,Yes,0.22501,1034,4871,0.21328,0.23674
2011,46-65 y.,Urban regions,No,0.77499,3837,4871,0.76326,0.78672
2011,46-65 y.,Rural regions,Yes,0.23488,679,2903,0.21946,0.25030
2011,46-65 y.,Rural regions,No,0.76512,2224,2903,0.74970,0.78054
2011,66 and older,Urban regions,Yes,0.40846,1300,3312,0.39172,0.42520
2011,66 and older,Urban regions,No,0.59154,2012,3312,0.57480,0.60828
2011,66 and older,Rural regions,Yes,0.38456,672,1809,0.36214,0.40699
2011,66 and older,Rural regions,No,0.61544,1137,1809,0.59301,0.63786
2013,17-29 y.,Urban regions,Yes,0.02382,39,1720,0.01661,0.03103
2013,17-29 y.,Urban regions,No,0.97618,1681,1720,0.96897,0.98339
2013,17-29 y.,Rural regions,No,0.97608,797,797,0.96546,0.98669
2013,30-45 y.,Urban regions,Yes,0.07026,189,2673,0.06057,0.07995
2013,30-45 y.,Urban regions,No,0.92974,2484,2673,0.92005,0.93943
2013,30-45 y.,Rural regions,Yes,0.07150,108,1400,0.05800,0.08501
2013,30-45 y.,Rural regions,No,0.92850,1292,1400,0.91499,0.94200
2013,46-65 y.,Urban regions,Yes,0.24204,1013,4500,0.22953,0.25456
2013,46-65 y.,Urban regions,No,0.75796,3487,4500,0.74544,0.77047
2013,46-65 y.,Rural regions,Yes,0.23344,637,2819,0.21782,0.24906
2013,46-65 y.,Rural regions,No,0.76656,2182,2819,0.75094,0.78218
2013,66 and older,Urban regions,Yes,0.40737,1233,3181,0.39030,0.42445
2013,66 and older,Urban regions,No,0.59263,1948,3181,0.57555,0.60970
2013,66 and older,Rural regions,Yes,0.38906,666,1757,0.36626,0.41187
2013,66 and older,Rural regions,No,0.61094,1091,1757,0.58813,0.63374
2015,17-29 y.,Urban regions,Yes,0.02581,56,2644,0.01977,0.03186
2015,17-29 y.,Urban regions,No,0.97419,2588,2644,0.96814,0.98023
2015,17-29 y.,Rural regions,No,0.98272,1257,1257,0.97552,0.98993
2015,30-45 y.,Urban regions,Yes,0.06885,338,4825,0.06171,0.07600
2015,30-45 y.,Urban regions,No,0.93115,4487,4825,0.92400,0.93829
2015,30-45 y.,Rural regions,Yes,0.07644,180,2531,0.06609,0.08679
2015,30-45 y.,Rural regions,No,0.92356,2351,2531,0.91321,0.93391
2015,46-65 y.,Urban regions,Yes,0.22550,1185,5642,0.21459,0.23640
2015,46-65 y.,Urban regions,No,0.77450,4457,5642,0.76360,0.78541
2015,46-65 y.,Rural regions,Yes,0.22652,707,3235,0.21209,0.24095
2015,46-65 y.,Rural regions,No,0.77348,2528,3235,0.75905,0.78791
2015,66 and older,Urban regions,Yes,0.41415,1222,3089,0.39677,0.43152
2015,66 and older,Urban regions,No,0.58585,1867,3089,0.56848,0.60323
2015,66 and older,Rural regions,Yes,0.39700,698,1795,0.37436,0.41964
2015,66 and older,Rural regions,No,0.60300,1097,1795,0.58036,0.62564
2017,17-29 y.,Urban regions,Yes,0.02993,65,2945,0.02377,0.03608
2017,17-29 y.,Urban regions,No,0.97007,2880,2945,0.96392,0.97623
2017,17-29 y.,Rural regions,Yes,0.02435,31,1414,0.01632,0.03239
2017,17-29 y.,Rural regions,No,0.97565,1383,1414,0.96761,0.98368
2017,30-45 y.,Urban regions,Yes,0.05843,309,4842,0.05183,0.06504
2017,30-45 y.,Urban regions,No,0.94157,4533,4842,0.93496,0.94817
