year,bula_h,sex,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,male,Yes,0.14219,50,306,0.10299,0.18138
2011,Schleswig-Holstein,male,No,0.85781,256,306,0.81862,0.89701
2011,Schleswig-Holstein,female,Yes,0.24486,78,345,0.19942,0.29030
2011,Schleswig-Holstein,female,No,0.75514,267,345,0.70970,0.80058
2011,Hamburg,male,No,0.84480,127,127,0.78158,0.90803
2011,Hamburg,female,Yes,0.25243,36,159,0.18469,0.32016
2011,Hamburg,female,No,0.74757,123,159,0.67984,0.81531
2011,Lower Saxony,male,Yes,0.14225,123,899,0.11940,0.16510
2011,Lower Saxony,male,No,0.85775,776,899,0.83490,0.88060
2011,Lower Saxony,female,Yes,0.23572,222,1009,0.20951,0.26192
2011,Lower Saxony,female,No,0.76428,787,1009,0.73808,0.79049
2011,Bremen,male,No,0.86452,54,54,0.77238,0.95666
2011,Bremen,female,No,0.67394,50,50,0.54269,0.80520
2011,North Rhine-Westphalia,male,Yes,0.16333,323,1967,0.14699,0.17967
2011,North Rhine-Westphalia,male,No,0.83667,1644,1967,0.82033,0.85301
2011,North Rhine-Westphalia,female,Yes,0.25827,480,2164,0.23983,0.27672
2011,North Rhine-Westphalia,female,No,0.74173,1684,2164,0.72328,0.76017
2011,Hesse,male,Yes,0.14980,105,656,0.12247,0.17713
2011,Hesse,male,No,0.85020,551,656,0.82287,0.87753
2011,Hesse,female,Yes,0.24723,168,753,0.21640,0.27806
2011,Hesse,female,No,0.75277,585,753,0.72194,0.78360
2011,"Rhineland-Palatinate, Saarland",male,Yes,0.19584,100,547,0.16255,0.22913
2011,"Rhineland-Palatinate, Saarland",male,No,0.80416,447,547,0.77087,0.83745
2011,"Rhineland-Palatinate, Saarland",female,Yes,0.21684,144,659,0.18536,0.24833
2011,"Rhineland-Palatinate, Saarland",female,No,0.78316,515,659,0.75167,0.81464
2011,Baden-Wuerttemberg,male,Yes,0.16875,215,1167,0.14726,0.19025
2011,Baden-Wuerttemberg,male,No,0.83125,952,1167,0.80975,0.85274
2011,Baden-Wuerttemberg,female,Yes,0.26952,298,1319,0.24557,0.29348
2011,Baden-Wuerttemberg,female,No,0.73048,1021,1319,0.70652,0.75443
2011,Bavaria,male,Yes,0.16339,251,1505,0.14471,0.18208
2011,Bavaria,male,No,0.83661,1254,1505,0.81792,0.85529
2011,Bavaria,female,Yes,0.23705,371,1679,0.21671,0.25740
2011,Bavaria,female,No,0.76295,1308,1679,0.74260,0.78329
2011,Berlin,male,Yes,0.18704,68,358,0.14659,0.22749
2011,Berlin,male,No,0.81296,290,358,0.77251,0.85341
2011,Berlin,female,Yes,0.24312,97,423,0.20219,0.28405
2011,Berlin,female,No,0.75688,326,423,0.71595,0.79781
2011,Brandenburg,male,Yes,0.16247,70,420,0.12715,0.19780
2011,Brandenburg,male,No,0.83753,350,420,0.80220,0.87285
2011,Brandenburg,female,Yes,0.24620,112,462,0.20687,0.28552
2011,Brandenburg,female,No,0.75380,350,462,0.71448,0.79313
2011,Mecklenburg-Western Pomerania,male,Yes,0.17090,43,243,0.12348,0.21833
2011,Mecklenburg-Western Pomerania,male,No,0.82910,200,243,0.78167,0.87652
2011,Mecklenburg-Western Pomerania,female,Yes,0.27453,59,272,0.22140,0.32767
2011,Mecklenburg-Western Pomerania,female,No,0.72547,213,272,0.67233,0.77860
2011,Saxony,male,Yes,0.16259,119,683,0.13489,0.19028
2011,Saxony,male,No,0.83741,564,683,0.80972,0.86511
2011,Saxony,female,Yes,0.27574,166,721,0.24310,0.30839
2011,Saxony,female,No,0.72426,555,721,0.69161,0.75690
2011,Saxony-Anhalt,male,Yes,0.15691,73,409,0.12162,0.19220
2011,Saxony-Anhalt,male,No,0.84309,336,409,0.80780,0.87838
2011,Saxony-Anhalt,female,Yes,0.26310,107,458,0.22273,0.30347
2011,Saxony-Anhalt,female,No,0.73690,351,458,0.69653,0.77727
2011,Thuringa,male,Yes,0.15618,70,416,0.12126,0.19111
2011,Thuringa,male,No,0.84382,346,416,0.80889,0.87874
2011,Thuringa,female,Yes,0.19916,99,468,0.16294,0.23539
2011,Thuringa,female,No,0.80084,369,468,0.76461,0.83706
2013,Schleswig-Holstein,male,Yes,0.19344,43,261,0.14542,0.24145
2013,Schleswig-Holstein,male,No,0.80656,218,261,0.75855,0.85458
2013,Schleswig-Holstein,female,Yes,0.26664,75,332,0.21900,0.31428
2013,Schleswig-Holstein,female,No,0.73336,257,332,0.68572,0.78100
2013,Hamburg,male,No,0.89569,130,130,0.84295,0.94844
2013,Hamburg,female,Yes,0.28182,38,162,0.21232,0.35131
2013,Hamburg,female,No,0.71818,124,162,0.64869,0.78768
2013,Lower Saxony,male,Yes,0.16443,121,833,0.13924,0.18962
2013,Lower Saxony,male,No,0.83557,712,833,0.81038,0.86076
2013,Lower Saxony,female,Yes,0.27010,232,942,0.24173,0.29847
2013,Lower Saxony,female,No,0.72990,710,942,0.70153,0.75827
2013,Bremen,male,No,0.83947,49,49,0.73562,0.94332
2013,Bremen,female,No,0.74143,50,50,0.61883,0.86403
2013,North Rhine-Westphalia,male,Yes,0.17688,295,1762,0.15906,0.19470
2013,North Rhine-Westphalia,male,No,0.82312,1467,1762,0.80530,0.84094
2013,North Rhine-Westphalia,female,Yes,0.28700,470,1956,0.26695,0.30706
2013,North Rhine-Westphalia,female,No,0.71300,1486,1956,0.69294,0.73305
2013,Hesse,male,Yes,0.16887,108,597,0.13880,0.19895
2013,Hesse,male,No,0.83113,489,597,0.80105,0.86120
2013,Hesse,female,Yes,0.27025,175,693,0.23716,0.30334
2013,Hesse,female,No,0.72975,518,693,0.69666,0.76284
2013,"Rhineland-Palatinate, Saarland",male,Yes,0.20224,107,496,0.16685,0.23762
2013,"Rhineland-Palatinate, Saarland",male,No,0.79776,389,496,0.76238,0.83315
2013,"Rhineland-Palatinate, Saarland",female,Yes,0.24955,143,602,0.21496,0.28415
2013,"Rhineland-Palatinate, Saarland",female,No,0.75045,459,602,0.71585,0.78504
2013,Baden-Wuerttemberg,male,Yes,0.18285,177,991,0.15877,0.20693
2013,Baden-Wuerttemberg,male,No,0.81715,814,991,0.79307,0.84123
2013,Baden-Wuerttemberg,female,Yes,0.29570,278,1132,0.26911,0.32230
2013,Baden-Wuerttemberg,female,No,0.70430,854,1132,0.67770,0.73089
2013,Bavaria,male,Yes,0.17698,244,1375,0.15680,0.19716
2013,Bavaria,male,No,0.82302,1131,1375,0.80284,0.84320
2013,Bavaria,female,Yes,0.24729,344,1572,0.22596,0.26863
2013,Bavaria,female,No,0.75271,1228,1572,0.73137,0.77404
2013,Berlin,male,Yes,0.17748,69,362,0.13807,0.21689
2013,Berlin,male,No,0.82252,293,362,0.78311,0.86193
2013,Berlin,female,Yes,0.24595,93,406,0.20401,0.28790
2013,Berlin,female,No,0.75405,313,406,0.71210,0.79599
2013,Brandenburg,male,Yes,0.20167,79,371,0.16078,0.24255
2013,Brandenburg,male,No,0.79833,292,371,0.75745,0.83922
2013,Brandenburg,female,Yes,0.23919,97,409,0.19780,0.28059
2013,Brandenburg,female,No,0.76081,312,409,0.71941,0.80220
2013,Mecklenburg-Western Pomerania,male,Yes,0.14937,31,211,0.10116,0.19758
2013,Mecklenburg-Western Pomerania,male,No,0.85063,180,211,0.80242,0.89884
2013,Mecklenburg-Western Pomerania,female,Yes,0.29849,59,243,0.24084,0.35615
2013,Mecklenburg-Western Pomerania,female,No,0.70151,184,243,0.64385,0.75916
2013,Saxony,male,Yes,0.15226,107,650,0.12462,0.17990
2013,Saxony,male,No,0.84774,543,650,0.82010,0.87538
2013,Saxony,female,Yes,0.25903,171,685,0.22620,0.29186
2013,Saxony,female,No,0.74097,514,685,0.70814,0.77380
2013,Saxony-Anhalt,male,Yes,0.15966,68,355,0.12150,0.19782
2013,Saxony-Anhalt,male,No,0.84034,287,355,0.80218,0.87850
2013,Saxony-Anhalt,female,Yes,0.26621,97,404,0.22306,0.30936
2013,Saxony-Anhalt,female,No,0.73379,307,404,0.69064,0.77694
2013,Thuringa,male,Yes,0.14947,58,367,0.11294,0.18600
2013,Thuringa,male,No,0.85053,309,367,0.81400,0.88706
2013,Thuringa,female,Yes,0.19321,89,432,0.15593,0.23048
2013,Thuringa,female,No,0.80679,343,432,0.76952,0.84407
2015,Schleswig-Holstein,male,Yes,0.18311,63,393,0.14482,0.22139
2015,Schleswig-Holstein,male,No,0.81689,330,393,0.77861,0.85518
2015,Schleswig-Holstein,female,Yes,0.20865,87,481,0.17230,0.24500
2015,Schleswig-Holstein,female,No,0.79135,394,481,0.75500,0.82770
2015,Hamburg,male,No,0.83653,169,169,0.78061,0.89245
2015,Hamburg,female,Yes,0.27665,48,231,0.21884,0.33447
2015,Hamburg,female,No,0.72335,183,231,0.66553,0.78116
2015,Lower Saxony,male,Yes,0.15324,139,1113,0.13206,0.17441
2015,Lower Saxony,male,No,0.84676,974,1113,0.82559,0.86794
2015,Lower Saxony,female,Yes,0.26436,263,1308,0.24045,0.28827
2015,Lower Saxony,female,No,0.73564,1045,1308,0.71173,0.75955
2015,Bremen,male,No,0.82254,64,64,0.72819,0.91688
2015,Bremen,female,No,0.71863,81,81,0.62009,0.81717
2015,North Rhine-Westphalia,male,Yes,0.16142,327,2356,0.14656,0.17628
2015,North Rhine-Westphalia,male,No,0.83858,2029,2356,0.82372,0.85344
2015,North Rhine-Westphalia,female,Yes,0.25080,534,2809,0.23477,0.26683
2015,North Rhine-Westphalia,female,No,0.74920,2275,2809,0.73317,0.76523
2015,Hesse,male,Yes,0.13713,111,786,0.11307,0.16120
2015,Hesse,male,No,0.86287,675,786,0.83880,0.88693
2015,Hesse,female,Yes,0.21438,180,919,0.18784,0.24093
2015,Hesse,female,No,0.78562,739,919,0.75907,0.81216
2015,"Rhineland-Palatinate, Saarland",male,Yes,0.19476,120,686,0.16510,0.22441
2015,"Rhineland-Palatinate, Saarland",male,No,0.80524,566,686,0.77559,0.83490
2015,"Rhineland-Palatinate, Saarland",female,Yes,0.24044,173,810,0.21099,0.26989
2015,"Rhineland-Palatinate, Saarland",female,No,0.75956,637,810,0.73011,0.78901
2015,Baden-Wuerttemberg,male,Yes,0.15027,198,1382,0.13143,0.16912
2015,Baden-Wuerttemberg,male,No,0.84973,1184,1382,0.83088,0.86857
2015,Baden-Wuerttemberg,female,Yes,0.26646,319,1603,0.24481,0.28811
2015,Baden-Wuerttemberg,female,No,0.73354,1284,1603,0.71189,0.75519
2015,Bavaria,male,Yes,0.14754,244,1833,0.13130,0.16378
2015,Bavaria,male,No,0.85246,1589,1833,0.83622,0.86870
2015,Bavaria,female,Yes,0.22783,400,2194,0.21027,0.24538
2015,Bavaria,female,No,0.77217,1794,2194,0.75462,0.78973
2015,Berlin,male,Yes,0.16721,72,417,0.13135,0.20306
2015,Berlin,male,No,0.83279,345,417,0.79694,0.86865
2015,Berlin,female,Yes,0.24816,105,495,0.21007,0.28625
2015,Berlin,female,No,0.75184,390,495,0.71375,0.78993
2015,Brandenburg,male,Yes,0.19298,88,441,0.15611,0.22986
2015,Brandenburg,male,No,0.80702,353,441,0.77014,0.84389
2015,Brandenburg,female,Yes,0.25073,130,543,0.21424,0.28722
2015,Brandenburg,female,No,0.74927,413,543,0.71278,0.78576
2015,Mecklenburg-Western Pomerania,male,Yes,0.19358,38,247,0.14421,0.24296
2015,Mecklenburg-Western Pomerania,male,No,0.80642,209,247,0.75704,0.85579
2015,Mecklenburg-Western Pomerania,female,Yes,0.28495,69,310,0.23462,0.33528
2015,Mecklenburg-Western Pomerania,female,No,0.71505,241,310,0.66472,0.76538
2015,Saxony,male,Yes,0.15441,116,721,0.12801,0.18080
2015,Saxony,male,No,0.84559,605,721,0.81920,0.87199
2015,Saxony,female,Yes,0.23825,179,790,0.20852,0.26798
2015,Saxony,female,No,0.76175,611,790,0.73202,0.79148
2015,Saxony-Anhalt,male,Yes,0.17918,69,395,0.14131,0.21705
2015,Saxony-Anhalt,male,No,0.82082,326,395,0.78295,0.85869
2015,Saxony-Anhalt,female,Yes,0.27245,112,490,0.23299,0.31191
2015,Saxony-Anhalt,female,No,0.72755,378,490,0.68809,0.76701
2015,Thuringa,male,Yes,0.23274,77,422,0.19238,0.27311
2015,Thuringa,male,No,0.76726,345,422,0.72689,0.80762
2015,Thuringa,female,Yes,0.19183,94,498,0.15721,0.22644
2015,Thuringa,female,No,0.80817,404,498,0.77356,0.84279
2017,Schleswig-Holstein,male,Yes,0.17086,61,442,0.13573,0.20599
2017,Schleswig-Holstein,male,No,0.82914,381,442,0.79401,0.86427
2017,Schleswig-Holstein,female,Yes,0.22698,102,509,0.19055,0.26340
2017,Schleswig-Holstein,female,No,0.77302,407,509,0.73660,0.80945
2017,Hamburg,male,No,0.87314,183,183,0.82479,0.92149
2017,Hamburg,female,Yes,0.24174,45,257,0.18930,0.29419
2017,Hamburg,female,No,0.75826,212,257,0.70581,0.81070
2017,Lower Saxony,male,Yes,0.17442,178,1260,0.15346,0.19538
2017,Lower Saxony,male,No,0.82558,1082,1260,0.80462,0.84654
2017,Lower Saxony,female,Yes,0.28146,292,1437,0.25820,0.30472
2017,Lower Saxony,female,No,0.71854,1145,1437,0.69528,0.74180
2017,Bremen,male,No,0.81704,89,89,0.73626,0.89782
2017,Bremen,female,No,0.79253,99,99,0.71225,0.87282
2017,North Rhine-Westphalia,male,Yes,0.16462,374,2536,0.15019,0.17906
2017,North Rhine-Westphalia,male,No,0.83538,2162,2536,0.82094,0.84981
2017,North Rhine-Westphalia,female,Yes,0.24518,592,2988,0.22976,0.26061
2017,North Rhine-Westphalia,female,No,0.75482,2396,2988,0.73939,0.77024
2017,Hesse,male,Yes,0.14013,121,837,0.11659,0.16366
2017,Hesse,male,No,0.85987,716,837,0.83634,0.88341
2017,Hesse,female,Yes,0.23285,184,952,0.20599,0.25972
2017,Hesse,female,No,0.76715,768,952,0.74028,0.79401
2017,"Rhineland-Palatinate, Saarland",male,Yes,0.17298,109,707,0.14508,0.20088
