year,quintil_oecd,sampreg,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,1st Quintile,West,Yes,0.27318,380,1645,0.25164,0.29472
2011,1st Quintile,West,No,0.72682,1265,1645,0.70528,0.74836
2011,1st Quintile,East,Yes,0.22449,177,848,0.19639,0.25259
2011,1st Quintile,East,No,0.77551,671,848,0.74741,0.80361
2011,2nd Quintile,West,Yes,0.25053,372,1735,0.23013,0.27092
2011,2nd Quintile,West,No,0.74947,1363,1735,0.72908,0.76987
2011,2nd Quintile,East,Yes,0.22717,232,992,0.20108,0.25326
2011,2nd Quintile,East,No,0.77283,760,992,0.74674,0.79892
2011,3rd Quintile,West,Yes,0.23175,455,2214,0.21417,0.24933
2011,3rd Quintile,West,No,0.76825,1759,2214,0.75067,0.78583
2011,3rd Quintile,East,Yes,0.24367,193,850,0.21480,0.27255
2011,3rd Quintile,East,No,0.75633,657,850,0.72745,0.78520
2011,4th Quintile,West,Yes,0.17418,437,2590,0.15957,0.18879
2011,4th Quintile,West,No,0.82582,2153,2590,0.81121,0.84043
2011,4th Quintile,East,Yes,0.17125,119,699,0.14330,0.19920
2011,4th Quintile,East,No,0.82875,580,699,0.80080,0.85670
2011,5th Quintile,West,Yes,0.17921,658,3576,0.16664,0.19178
2011,5th Quintile,West,No,0.82079,2918,3576,0.80822,0.83336
2011,5th Quintile,East,Yes,0.13866,61,513,0.10873,0.16860
2011,5th Quintile,East,No,0.86134,452,513,0.83140,0.89127
2013,1st Quintile,West,Yes,0.26971,480,2079,0.25063,0.28880
2013,1st Quintile,West,No,0.73029,1599,2079,0.71120,0.74937
2013,1st Quintile,East,Yes,0.19422,189,1021,0.16994,0.21850
2013,1st Quintile,East,No,0.80578,832,1021,0.78150,0.83006
2013,2nd Quintile,West,Yes,0.25999,513,2324,0.24215,0.27783
2013,2nd Quintile,West,No,0.74001,1811,2324,0.72217,0.75785
2013,2nd Quintile,East,Yes,0.24863,280,1117,0.22327,0.27399
2013,2nd Quintile,East,No,0.75137,837,1117,0.72601,0.77673
2013,3rd Quintile,West,Yes,0.25167,611,2667,0.23520,0.26814
2013,3rd Quintile,West,No,0.74833,2056,2667,0.73186,0.76480
2013,3rd Quintile,East,Yes,0.22081,227,937,0.19424,0.24738
2013,3rd Quintile,East,No,0.77919,710,937,0.75262,0.80576
2013,4th Quintile,West,Yes,0.19804,606,3135,0.18409,0.21200
2013,4th Quintile,West,No,0.80196,2529,3135,0.78800,0.81591
2013,4th Quintile,East,Yes,0.17842,140,782,0.15156,0.20527
2013,4th Quintile,East,No,0.82158,642,782,0.79473,0.84844
2013,5th Quintile,West,Yes,0.18247,770,4205,0.17080,0.19415
2013,5th Quintile,West,No,0.81753,3435,4205,0.80585,0.82920
2013,5th Quintile,East,Yes,0.16506,87,595,0.13520,0.19491
2013,5th Quintile,East,No,0.83494,508,595,0.80509,0.86480
2015,1st Quintile,West,Yes,0.22056,666,3784,0.20735,0.23377
2015,1st Quintile,West,No,0.77944,3118,3784,0.76623,0.79265
2015,1st Quintile,East,Yes,0.22665,246,1298,0.20386,0.24943
2015,1st Quintile,East,No,0.77335,1052,1298,0.75057,0.79614
2015,2nd Quintile,West,Yes,0.23265,639,3767,0.21915,0.24614
2015,2nd Quintile,West,No,0.76735,3128,3767,0.75386,0.78085
2015,2nd Quintile,East,Yes,0.26131,359,1482,0.23893,0.28368
2015,2nd Quintile,East,No,0.73869,1123,1482,0.71632,0.76107
2015,3rd Quintile,West,Yes,0.21280,636,3795,0.19978,0.22582
2015,3rd Quintile,West,No,0.78720,3159,3795,0.77418,0.80022
2015,3rd Quintile,East,Yes,0.22830,222,1047,0.20286,0.25373
2015,3rd Quintile,East,No,0.77170,825,1047,0.74627,0.79714
2015,4th Quintile,West,Yes,0.19045,658,3936,0.17818,0.20272
2015,4th Quintile,West,No,0.80955,3278,3936,0.79728,0.82182
2015,4th Quintile,East,Yes,0.15062,140,819,0.12611,0.17513
2015,4th Quintile,East,No,0.84938,679,819,0.82487,0.87389
2015,5th Quintile,West,Yes,0.17100,761,4502,0.16000,0.18200
