year,migback,sex,ple0021,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,male,No,0.8270359070640695,41903,0.8234145306184958,0.8306572835096432
2011,No migration background,male,Yes,0.17296409293593054,41903,0.16934271649035681,0.17658546938150427
2011,No migration background,female,No,0.7675727330643449,41903,0.7635284939989357,0.7716169721297541
2011,No migration background,female,Yes,0.23242726693565513,41903,0.22838302787024597,0.23647150600106429
2011,Direct migration background,male,No,0.827354260089686,41903,0.8237355215986817,0.8309729985806904
2011,Direct migration background,male,Yes,0.1726457399103139,41903,0.16902700141930949,0.17626447840131831
2011,Direct migration background,female,No,0.7934105075690115,41903,0.7895340360178369,0.7972869791201862
2011,Direct migration background,female,Yes,0.20658949243098843,41903,0.20271302087981372,0.21046596398216313
2011,Indirect migration background,male,No,0.9626666666666667,41903,0.9608514859720356,0.9644818473612977
2011,Indirect migration background,male,Yes,0.037333333333333336,41903,0.03551815263870227,0.039148514027964404
2011,Indirect migration background,female,No,0.9253012048192771,41903,0.9227839227907915,0.9278184868477628
2011,Indirect migration background,female,Yes,0.0746987951807229,41903,0.07218151315223723,0.07721607720920856
2013,No migration background,male,No,0.8218524251805985,44486,0.8182966747574933,0.8254081756037037
2013,No migration background,male,Yes,0.17814757481940144,44486,0.17459182439629628,0.1817033252425066
2013,No migration background,female,No,0.7561031782588669,44486,0.752112580127087,0.7600937763906467
2013,No migration background,female,Yes,0.2438968217411331,44486,0.23990622360935324,0.247887419872913
2013,Direct migration background,male,No,0.8268456375838926,44486,0.8233294395149567,0.8303618356528285
2013,Direct migration background,male,Yes,0.17315436241610738,44486,0.1696381643471715,0.17667056048504326
2013,Direct migration background,female,No,0.7624365482233503,44486,0.7584816431918969,0.7663914532548036
2013,Direct migration background,female,Yes,0.23756345177664975,44486,0.23360854674519643,0.24151835680810307
2013,Indirect migration background,male,No,0.9376854599406528,44486,0.9354391603373908,0.9399317595439147
2013,Indirect migration background,male,Yes,0.06231454005934718,44486,0.060068240456085185,0.06456083966260917
2013,Indirect migration background,female,No,0.9421487603305785,44486,0.9399792562667982,0.9443182643943587
2013,Indirect migration background,female,Yes,0.05785123966942149,44486,0.055681735605641276,0.0600207437332017
2015,No migration background,male,No,0.8344181797419208,38036,0.8306826099302203,0.8381537495536213
2015,No migration background,male,Yes,0.16558182025807924,38036,0.16184625044637874,0.16931739006977975
2015,No migration background,female,No,0.7786726178924898,38036,0.7745005278096536,0.7828447079753259
2015,No migration background,female,Yes,0.22132738210751018,38036,0.217155292024674,0.22549947219034636
2015,Direct migration background,male,No,0.8883274381000505,38036,0.8851621122098806,0.8914927639902205
2015,Direct migration background,male,Yes,0.11167256189994947,38036,0.10850723600977948,0.11483788779011946
2015,Direct migration background,female,No,0.8427750410509032,38036,0.8391167754807197,0.8464333066210866
2015,Direct migration background,female,Yes,0.15722495894909688,38036,0.15356669337891338,0.1608832245192804
2015,Indirect migration background,male,No,0.9653739612188366,38036,0.9635365437212643,0.9672113787164088
2015,Indirect migration background,male,Yes,0.03462603878116344,38036,0.03278862128359121,0.036463456278735665
2015,Indirect migration background,female,No,0.9428571428571428,38036,0.9405244230583928,0.9451898626558929
2015,Indirect migration background,female,Yes,0.05714285714285714,38036,0.054810137344107085,0.0594755769416072
2017,No migration background,male,No,0.8253275109170306,45410,0.8218352576217922,0.828819764212269
2017,No migration background,male,Yes,0.17467248908296942,45410,0.1711802357877311,0.17816474237820776
2017,No migration background,female,No,0.7773237997957099,45410,0.7734971545363128,0.7811504450551069
2017,No migration background,female,Yes,0.2226762002042901,45410,0.21884955494489305,0.22650284546368715
2017,Direct migration background,male,No,0.8862019914651493,45410,0.8832811094662206,0.889122873464078
2017,Direct migration background,male,Yes,0.11379800853485064,45410,0.11087712653592197,0.11671889053377932
2017,Direct migration background,female,No,0.8419659735349716,45410,0.8386108934322041,0.8453210536377391
2017,Direct migration background,female,Yes,0.15803402646502834,45410,0.15467894636226084,0.16138910656779584
2017,Indirect migration background,male,No,0.9462647444298821,45410,0.9441907083380578,0.9483387805217063
2017,Indirect migration background,male,Yes,0.053735255570117955,45410,0.05166121947829373,0.05580929166194218
2017,Indirect migration background,female,No,0.9256292906178489,45410,0.9232160544427068,0.928042526792991
2017,Indirect migration background,female,Yes,0.07437070938215103,45410,0.0719574732070089,0.07678394555729315
2019,No migration background,male,No,0.816830668306683,42417,0.8131495608543672,0.8205117757589989
2019,No migration background,male,Yes,0.18316933169331692,42417,0.17948822424100103,0.18685043914563282
2019,No migration background,female,No,0.7641074856046065,42417,0.7600671224340686,0.7681478487751444
2019,No migration background,female,Yes,0.23589251439539347,42417,0.2318521512248556,0.23993287756593132
2019,Direct migration background,male,No,0.8606741573033708,42417,0.8573786572917358,0.8639696573150059
2019,Direct migration background,male,Yes,0.1393258426966292,42417,0.13603034268499417,0.14262134270826424
2019,Direct migration background,female,No,0.8250114521300962,42417,0.8213955147662457,0.8286273894939467
