year,bula_h,pgisced97,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Schleswig-Holstein,Lower Secondary Level,No,0.74286,50,50,0.62049,0.86524
2011,Schleswig-Holstein,Upper Secondary Level,Yes,0.20261,71,358,0.16091,0.24430
2011,Schleswig-Holstein,Upper Secondary Level,No,0.79739,287,358,0.75570,0.83909
2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.84892,38,38,0.73352,0.96431
2011,Schleswig-Holstein,First Stage of Tertiary Education,No,0.88440,42,42,0.78653,0.98228
2011,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.78917,78,78,0.69806,0.88028
2011,Hamburg,Upper Secondary Level,Yes,0.27115,36,137,0.19643,0.34586
2011,Hamburg,Upper Secondary Level,No,0.72885,101,137,0.65414,0.80357
2011,Hamburg,Second Stage of Tertiary Education,No,0.93140,81,81,0.87601,0.98679
2011,Lower Saxony,No answer / don't know,No,0.98438,32,32,0.94072,1.02803
2011,Lower Saxony,Lower Secondary Level,Yes,0.28034,60,230,0.22216,0.33851
2011,Lower Saxony,Lower Secondary Level,No,0.71966,170,230,0.66149,0.77784
2011,Lower Saxony,Upper Secondary Level,Yes,0.19785,196,1029,0.17349,0.22220
2011,Lower Saxony,Upper Secondary Level,No,0.80215,833,1029,0.77780,0.82651
2011,Lower Saxony,Post-secondary Non-tertiary Level,No,0.77895,90,90,0.69274,0.86516
2011,Lower Saxony,First Stage of Tertiary Education,No,0.85045,94,94,0.77797,0.92293
2011,Lower Saxony,Second Stage of Tertiary Education,Yes,0.11575,45,346,0.08199,0.14951
2011,Lower Saxony,Second Stage of Tertiary Education,No,0.88425,301,346,0.85049,0.91801
2011,Bremen,Upper Secondary Level,No,0.78663,52,52,0.67419,0.89907
2011,North Rhine-Westphalia,No answer / don't know,No,0.93482,82,82,0.88106,0.98858
2011,North Rhine-Westphalia,Primary Level,No,0.70847,59,59,0.59151,0.82543
2011,North Rhine-Westphalia,Lower Secondary Level,Yes,0.26597,119,478,0.22632,0.30563
2011,North Rhine-Westphalia,Lower Secondary Level,No,0.73403,359,478,0.69437,0.77368
2011,North Rhine-Westphalia,Upper Secondary Level,Yes,0.23096,433,1997,0.21248,0.24945
2011,North Rhine-Westphalia,Upper Secondary Level,No,0.76904,1564,1997,0.75055,0.78752
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.18575,45,321,0.14314,0.22836
2011,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.81425,276,321,0.77164,0.85686
2011,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.17387,47,251,0.12689,0.22085
2011,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.82613,204,251,0.77915,0.87311
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.16290,136,835,0.13784,0.18796
2011,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.83710,699,835,0.81204,0.86216
2011,Hesse,Pre-primary Level,No,0.94815,33,33,0.87132,1.02497
2011,Hesse,Lower Secondary Level,Yes,0.33746,49,151,0.26179,0.41313
2011,Hesse,Lower Secondary Level,No,0.66254,102,151,0.58687,0.73821
2011,Hesse,Upper Secondary Level,Yes,0.22307,137,617,0.19020,0.25595
2011,Hesse,Upper Secondary Level,No,0.77693,480,617,0.74405,0.80980
2011,Hesse,Post-secondary Non-tertiary Level,No,0.86203,93,93,0.79155,0.93250
2011,Hesse,First Stage of Tertiary Education,No,0.76721,68,68,0.66602,0.86840
2011,Hesse,Second Stage of Tertiary Education,Yes,0.09398,44,376,0.06445,0.12351
2011,Hesse,Second Stage of Tertiary Education,No,0.90602,332,376,0.87649,0.93555
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.24169,47,200,0.18221,0.30118
2011,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.75831,153,200,0.69882,0.81779
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.22015,135,619,0.18748,0.25282
2011,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.77985,484,619,0.74718,0.81252
2011,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.94106,52,52,0.87642,1.00570
2011,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.76729,71,71,0.66830,0.86628
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.20877,37,184,0.14988,0.26766
2011,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.79123,147,184,0.73234,0.85012
2011,Baden-Wuerttemberg,No answer / don't know,No,0.93695,31,31,0.84997,1.02392
