year,migback,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No migration background,Yes,0.21579,3663,17933,0.20977,0.22181
2011,No migration background,No,0.78421,14270,17933,0.77819,0.79023
2011,Direct migration background,Yes,0.19414,386,2016,0.17687,0.21141
2011,Direct migration background,No,0.80586,1630,2016,0.78859,0.82313
2011,Indirect migration background,Yes,0.05783,45,796,0.04160,0.07405
2011,Indirect migration background,No,0.94217,751,796,0.92595,0.95840
2013,No migration background,Yes,0.22421,3497,16421,0.21783,0.23059
2013,No migration background,No,0.77579,12924,16421,0.76941,0.78217
2013,Direct migration background,Yes,0.24748,365,1746,0.22723,0.26773
2013,Direct migration background,No,0.75252,1381,1746,0.73227,0.77277
2013,Indirect migration background,Yes,0.06226,42,699,0.04434,0.08019
2013,Indirect migration background,No,0.93774,657,699,0.91981,0.95566
2015,No migration background,Yes,0.21893,3722,19023,0.21305,0.22481
2015,No migration background,No,0.78107,15301,19023,0.77519,0.78695
2015,Direct migration background,Yes,0.17227,615,4473,0.16120,0.18334
2015,Direct migration background,No,0.82773,3858,4473,0.81666,0.83880
2015,Indirect migration background,Yes,0.05679,71,1544,0.04524,0.06834
2015,Indirect migration background,No,0.94321,1473,1544,0.93166,0.95476
2017,No migration background,Yes,0.22693,4032,20111,0.22114,0.23272
2017,No migration background,No,0.77307,16079,20111,0.76728,0.77886
2017,Direct migration background,Yes,0.19168,669,4816,0.18056,0.20280
2017,Direct migration background,No,0.80832,4147,4816,0.79720,0.81944
2017,Indirect migration background,Yes,0.05918,101,1622,0.04769,0.07067
2017,Indirect migration background,No,0.94082,1521,1622,0.92933,0.95231
2019,No migration background,Yes,0.23118,4236,20123,0.22536,0.23701
2019,No migration background,No,0.76882,15887,20123,0.76299,0.77464
2019,Direct migration background,Yes,0.19407,647,4030,0.18186,0.20628
2019,Direct migration background,No,0.80593,3383,4030,0.79372,0.81814
2019,Indirect migration background,Yes,0.06339,117,1573,0.05135,0.07544
2019,Indirect migration background,No,0.93661,1456,1573,0.92456,0.94865
2021,No migration background,Yes,0.24638,2960,13055,0.23899,0.25377
2021,No migration background,No,0.75362,10095,13055,0.74623,0.76101
2021,Direct migration background,Yes,0.20381,709,5184,0.19284,0.21478
2021,Direct migration background,No,0.79619,4475,5184,0.78522,0.80716
2021,Indirect migration background,Yes,0.08252,83,926,0.06478,0.10025
2021,Indirect migration background,No,0.91748,843,926,0.89975,0.93522
