year,pgisced97,regtyp,ple0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,No answer / don't know,Urban regions,No,0.94020,207,207,0.90781,0.97258
2011,No answer / don't know,Rural regions,No,0.92705,91,91,0.87333,0.98078
2011,Pre-primary Level,Urban regions,No,0.99147,229,229,0.97953,1.00341
2011,Pre-primary Level,Rural regions,No,0.99706,81,81,0.98520,1.00892
2011,Primary Level,Urban regions,Yes,0.27926,36,163,0.21017,0.34834
2011,Primary Level,Urban regions,No,0.72074,127,163,0.65166,0.78983
2011,Primary Level,Rural regions,No,0.68868,47,47,0.55486,0.82249
2011,Lower Secondary Level,Urban regions,Yes,0.28910,368,1409,0.26542,0.31278
2011,Lower Secondary Level,Urban regions,No,0.71090,1041,1409,0.68722,0.73458
2011,Lower Secondary Level,Rural regions,Yes,0.28680,217,757,0.25456,0.31904
2011,Lower Secondary Level,Rural regions,No,0.71320,540,757,0.68096,0.74544
2011,Upper Secondary Level,Urban regions,Yes,0.22398,1376,6401,0.21377,0.23420
2011,Upper Secondary Level,Urban regions,No,0.77602,5025,6401,0.76580,0.78623
2011,Upper Secondary Level,Rural regions,Yes,0.20831,849,4089,0.19586,0.22075
2011,Upper Secondary Level,Rural regions,No,0.79169,3240,4089,0.77925,0.80414
2011,Post-secondary Non-tertiary Level,Urban regions,Yes,0.17646,122,874,0.15117,0.20175
2011,Post-secondary Non-tertiary Level,Urban regions,No,0.82354,752,874,0.79825,0.84883
2011,Post-secondary Non-tertiary Level,Rural regions,Yes,0.14756,45,326,0.10900,0.18612
2011,Post-secondary Non-tertiary Level,Rural regions,No,0.85244,281,326,0.81388,0.89100
2011,First Stage of Tertiary Education,Urban regions,Yes,0.21378,187,864,0.18643,0.24114
2011,First Stage of Tertiary Education,Urban regions,No,0.78622,677,864,0.75886,0.81357
2011,First Stage of Tertiary Education,Rural regions,Yes,0.20252,118,581,0.16981,0.23523
2011,First Stage of Tertiary Education,Rural regions,No,0.79748,463,581,0.76477,0.83019
2011,Second Stage of Tertiary Education,Urban regions,Yes,0.14452,501,3232,0.13239,0.15664
2011,Second Stage of Tertiary Education,Urban regions,No,0.85548,2731,3232,0.84336,0.86761
2011,Second Stage of Tertiary Education,Rural regions,Yes,0.18788,237,1356,0.16709,0.20868
2011,Second Stage of Tertiary Education,Rural regions,No,0.81212,1119,1356,0.79132,0.83291
2013,No answer / don't know,Urban regions,No,0.96017,177,177,0.93128,0.98906
2013,No answer / don't know,Rural regions,No,0.85117,80,80,0.77268,0.92965
2013,Pre-primary Level,Urban regions,No,0.97254,179,179,0.94853,0.99654
2013,Pre-primary Level,Rural regions,No,0.95222,76,76,0.90395,1.00050
2013,Primary Level,Urban regions,No,0.68738,93,93,0.59266,0.78211
2013,Primary Level,Rural regions,No,0.83733,54,54,0.73797,0.93669
2013,Lower Secondary Level,Urban regions,Yes,0.29548,327,1206,0.26971,0.32124
2013,Lower Secondary Level,Urban regions,No,0.70452,879,1206,0.67876,0.73029
2013,Lower Secondary Level,Rural regions,Yes,0.31682,199,645,0.28089,0.35276
2013,Lower Secondary Level,Rural regions,No,0.68318,446,645,0.64724,0.71911
2013,Upper Secondary Level,Urban regions,Yes,0.24848,1295,5638,0.23720,0.25976
2013,Upper Secondary Level,Urban regions,No,0.75152,4343,5638,0.74024,0.76280
2013,Upper Secondary Level,Rural regions,Yes,0.21757,813,3769,0.20440,0.23075
2013,Upper Secondary Level,Rural regions,No,0.78243,2956,3769,0.76925,0.79560
2013,Post-secondary Non-tertiary Level,Urban regions,Yes,0.19612,124,789,0.16840,0.22384
2013,Post-secondary Non-tertiary Level,Urban regions,No,0.80388,665,789,0.77616,0.83160
2013,Post-secondary Non-tertiary Level,Rural regions,Yes,0.16263,41,307,0.12128,0.20398
2013,Post-secondary Non-tertiary Level,Rural regions,No,0.83737,266,307,0.79602,0.87872
2013,First Stage of Tertiary Education,Urban regions,Yes,0.20670,166,786,0.17837,0.23503
2013,First Stage of Tertiary Education,Urban regions,No,0.79330,620,786,0.76497,0.82163
2013,First Stage of Tertiary Education,Rural regions,Yes,0.19309,108,537,0.15968,0.22651
2013,First Stage of Tertiary Education,Rural regions,No,0.80691,429,537,0.77349,0.84032
2013,Second Stage of Tertiary Education,Urban regions,Yes,0.16448,522,3166,0.15156,0.17739
2013,Second Stage of Tertiary Education,Urban regions,No,0.83552,2644,3166,0.82261,0.84844
2013,Second Stage of Tertiary Education,Rural regions,Yes,0.20592,245,1300,0.18393,0.22791
2013,Second Stage of Tertiary Education,Rural regions,No,0.79408,1055,1300,0.77209,0.81607
2015,No answer / don't know,Urban regions,No,0.95646,379,379,0.93589,0.97703
2015,No answer / don't know,Rural regions,No,0.94404,205,205,0.91250,0.97558
2015,Pre-primary Level,Urban regions,No,0.99242,230,230,0.98119,1.00365
2015,Pre-primary Level,Rural regions,No,0.99756,116,116,0.98854,1.00658
2015,Primary Level,Urban regions,Yes,0.29343,51,278,0.23980,0.34705
2015,Primary Level,Urban regions,No,0.70657,227,278,0.65295,0.76020
2015,Primary Level,Rural regions,No,0.88747,115,115,0.82946,0.94548
2015,Lower Secondary Level,Urban regions,Yes,0.26203,357,1757,0.24146,0.28260
2015,Lower Secondary Level,Urban regions,No,0.73797,1400,1757,0.71740,0.75854
2015,Lower Secondary Level,Rural regions,Yes,0.25892,202,916,0.23054,0.28731
2015,Lower Secondary Level,Rural regions,No,0.74108,714,916,0.71269,0.76946
2015,Upper Secondary Level,Urban regions,Yes,0.23003,1397,6987,0.22016,0.23990
2015,Upper Secondary Level,Urban regions,No,0.76997,5590,6987,0.76010,0.77984
2015,Upper Secondary Level,Rural regions,Yes,0.22310,910,4662,0.21115,0.23505
2015,Upper Secondary Level,Rural regions,No,0.77690,3752,4662,0.76495,0.78885
2015,Post-secondary Non-tertiary Level,Urban regions,Yes,0.15701,190,1415,0.13804,0.17597
2015,Post-secondary Non-tertiary Level,Urban regions,No,0.84299,1225,1415,0.82403,0.86196
2015,Post-secondary Non-tertiary Level,Rural regions,Yes,0.14590,68,537,0.11602,0.17579
2015,Post-secondary Non-tertiary Level,Rural regions,No,0.85410,469,537,0.82421,0.88398
2015,First Stage of Tertiary Education,Urban regions,Yes,0.19917,178,909,0.17319,0.22514
2015,First Stage of Tertiary Education,Urban regions,No,0.80083,731,909,0.77486,0.82681
2015,First Stage of Tertiary Education,Rural regions,Yes,0.19149,116,611,0.16026,0.22271
2015,First Stage of Tertiary Education,Rural regions,No,0.80851,495,611,0.77729,0.83974
2015,Second Stage of Tertiary Education,Urban regions,Yes,0.15847,607,4224,0.14746,0.16948
2015,Second Stage of Tertiary Education,Urban regions,No,0.84153,3617,4224,0.83052,0.85254
2015,Second Stage of Tertiary Education,Rural regions,Yes,0.19080,282,1649,0.17183,0.20977
2015,Second Stage of Tertiary Education,Rural regions,No,0.80920,1367,1649,0.79023,0.82817
2017,No answer / don't know,Urban regions,No,0.94264,387,387,0.91945,0.96584
2017,No answer / don't know,Rural regions,No,0.93726,192,192,0.90287,0.97165
2017,Pre-primary Level,Urban regions,No,0.95488,287,287,0.93082,0.97894
2017,Pre-primary Level,Rural regions,No,0.99241,117,117,0.97663,1.00820
2017,Primary Level,Urban regions,Yes,0.25718,52,319,0.20914,0.30522
2017,Primary Level,Urban regions,No,0.74282,267,319,0.69478,0.79086
2017,Primary Level,Rural regions,No,0.88320,115,115,0.82424,0.94216
2017,Lower Secondary Level,Urban regions,Yes,0.24022,332,1743,0.22015,0.26028
2017,Lower Secondary Level,Urban regions,No,0.75978,1411,1743,0.73972,0.77985
2017,Lower Secondary Level,Rural regions,Yes,0.30024,225,1002,0.27185,0.32864
2017,Lower Secondary Level,Rural regions,No,0.69976,777,1002,0.67136,0.72815
2017,Upper Secondary Level,Urban regions,Yes,0.24111,1498,7236,0.23125,0.25096
2017,Upper Secondary Level,Urban regions,No,0.75889,5738,7236,0.74904,0.76875
2017,Upper Secondary Level,Rural regions,Yes,0.25663,1055,4837,0.24432,0.26894
2017,Upper Secondary Level,Rural regions,No,0.74337,3782,4837,0.73106,0.75568
2017,Post-secondary Non-tertiary Level,Urban regions,Yes,0.16599,222,1588,0.14768,0.18429
2017,Post-secondary Non-tertiary Level,Urban regions,No,0.83401,1366,1588,0.81571,0.85232
2017,Post-secondary Non-tertiary Level,Rural regions,Yes,0.14171,79,623,0.11431,0.16912
2017,Post-secondary Non-tertiary Level,Rural regions,No,0.85829,544,623,0.83088,0.88569
2017,First Stage of Tertiary Education,Urban regions,Yes,0.21160,182,894,0.18481,0.23839
2017,First Stage of Tertiary Education,Urban regions,No,0.78840,712,894,0.76161,0.81519
2017,First Stage of Tertiary Education,Rural regions,Yes,0.22487,136,633,0.19232,0.25742
2017,First Stage of Tertiary Education,Rural regions,No,0.77513,497,633,0.74258,0.80768
2017,Second Stage of Tertiary Education,Urban regions,Yes,0.14897,671,4698,0.13879,0.15916
2017,Second Stage of Tertiary Education,Urban regions,No,0.85103,4027,4698,0.84084,0.86121
2017,Second Stage of Tertiary Education,Rural regions,Yes,0.17944,289,1817,0.16179,0.19709
2017,Second Stage of Tertiary Education,Rural regions,No,0.82056,1528,1817,0.80291,0.83821
2019,No answer / don't know,Urban regions,No,0.95713,370,370,0.93646,0.97780
2019,No answer / don't know,Rural regions,No,0.93779,175,175,0.90191,0.97368
2019,Pre-primary Level,Urban regions,No,0.99892,244,244,0.99480,1.00305
2019,Pre-primary Level,Rural regions,No,0.98809,84,84,0.96476,1.01143
2019,Primary Level,Urban regions,Yes,0.17350,47,276,0.12874,0.21826
2019,Primary Level,Urban regions,No,0.82650,229,276,0.78174,0.87126
2019,Primary Level,Rural regions,No,0.69275,90,90,0.59690,0.78861
2019,Lower Secondary Level,No answer / don't know,No,0.87588,31,31,0.75789,0.99387
2019,Lower Secondary Level,Urban regions,Yes,0.24486,299,1477,0.22292,0.26679
2019,Lower Secondary Level,Urban regions,No,0.75514,1178,1477,0.73321,0.77708
2019,Lower Secondary Level,Rural regions,Yes,0.27648,205,910,0.24740,0.30556
2019,Lower Secondary Level,Rural regions,No,0.72352,705,910,0.69444,0.75260
