"ple0021","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","(noch) kein Abschluss","Westdeutschland","64","0.181293544720206","0.147354409733663","0.21523267970675"
"Ja","2011","(noch) kein Abschluss","Ostdeutschland","5","0.104598802371756","0.0307661764572277","0.178431428286284"
"Ja","2011","Hauptschule","Westdeutschland","1639","","",""
"Ja","2011","Hauptschule","Ostdeutschland","388","0.320408240079252","0.294061283360509","0.346755196797995"
"Ja","2011","Realschule","Westdeutschland","633","0.18447778683148","0.171913490699155","0.197042082963804"
"Ja","2011","Realschule","Ostdeutschland","309","0.163858811933046","0.147010052264629","0.180707571601463"
"Ja","2011","(Fach-)Abitur","Westdeutschland","256","","",""
"Ja","2011","(Fach-)Abitur","Ostdeutschland","37","0.106111473364564","0.0761538105629752","0.136069136166153"
"Ja","2011","AkademikerIn","Westdeutschland","484","0.138435019748042","0.126651958813301","0.150218080682783"
"Ja","2011","AkademikerIn","Ostdeutschland","254","","",""
"Nein","2011","(noch) kein Abschluss","Westdeutschland","431","0.818706455279794","0.78476732029325","0.852645590266337"
"Nein","2011","(noch) kein Abschluss","Ostdeutschland","61","0.895401197628244","0.821568571713716","0.969233823542772"
"Nein","2011","Hauptschule","Westdeutschland","4306","0.711933441542791","0.700421772895774","0.723445110189809"
"Nein","2011","Hauptschule","Ostdeutschland","817","0.679591759920748","0.653244803202005","0.705938716639491"
"Nein","2011","Realschule","Westdeutschland","3028","0.81552221316852","0.802957917036196","0.828086509300845"
"Nein","2011","Realschule","Ostdeutschland","1545","","",""
"Nein","2011","(Fach-)Abitur","Westdeutschland","1779","","",""
"Nein","2011","(Fach-)Abitur","Ostdeutschland","369","0.893888526635436","0.863930863833847","0.923846189437025"
"Nein","2011","AkademikerIn","Westdeutschland","2816","","",""
"Nein","2011","AkademikerIn","Ostdeutschland","1034","","",""
"Ja","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja","2012","Hauptschule","Westdeutschland","","","",""
"Ja","2012","Hauptschule","Ostdeutschland","","","",""
"Ja","2012","Realschule","Westdeutschland","","","",""
"Ja","2012","Realschule","Ostdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Ja","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja","2012","AkademikerIn","Westdeutschland","","","",""
"Ja","2012","AkademikerIn","Ostdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein","2012","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein","2012","Hauptschule","Westdeutschland","","","",""
"Nein","2012","Hauptschule","Ostdeutschland","","","",""
"Nein","2012","Realschule","Westdeutschland","","","",""
"Nein","2012","Realschule","Ostdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Westdeutschland","","","",""
"Nein","2012","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein","2012","AkademikerIn","Westdeutschland","","","",""
"Nein","2012","AkademikerIn","Ostdeutschland","","","",""
"Ja","2013","(noch) kein Abschluss","Westdeutschland","52","0.186540745093898","0.149152522521436","0.223928967666359"
"Ja","2013","(noch) kein Abschluss","Ostdeutschland","8","0.179309040356252","0.0874542928864676","0.271163787826036"
"Ja","2013","Hauptschule","Westdeutschland","1515","","",""
"Ja","2013","Hauptschule","Ostdeutschland","334","0.316348961308416","0.288561913981343","0.34413600863549"
"Ja","2013","Realschule","Westdeutschland","613","0.192757499514075","0.179413682682359","0.20610131634579"
"Ja","2013","Realschule","Ostdeutschland","310","0.17217810591696","0.154141141430295","0.190215070403626"
"Ja","2013","(Fach-)Abitur","Westdeutschland","255","","",""
"Ja","2013","(Fach-)Abitur","Ostdeutschland","29","","",""
"Ja","2013","AkademikerIn","Westdeutschland","528","0.166199460366188","0.153420804294093","0.178978116438284"
"Ja","2013","AkademikerIn","Ostdeutschland","239","","",""
"Nein","2013","(noch) kein Abschluss","Westdeutschland","365","0.813459254906102","0.776071032333641","0.850847477478564"
"Nein","2013","(noch) kein Abschluss","Ostdeutschland","59","0.820690959643748","0.728836212173964","0.912545707113532"
"Nein","2013","Hauptschule","Westdeutschland","3626","0.691416496895351","0.678790068788692","0.704042925002009"
"Nein","2013","Hauptschule","Ostdeutschland","742","0.683651038691584","0.65586399136451","0.711438086018657"
"Nein","2013","Realschule","Westdeutschland","2744","","",""
"Nein","2013","Realschule","Ostdeutschland","1373","","",""
