"year","quintil","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","2.86","2.5","2153","2.8","2.92"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","2.76","1.5","5095","2.72","2.8"
"2001","2","Ostdeutschland","3.17","2.5","2066","3.11","3.23"
"2001","2","Westdeutschland","3.18","2.5","5557","3.14","3.22"
"2001","3","Ostdeutschland","3.68","3.5","1470","3.61","3.75"
"2001","3","Westdeutschland","3.56","2.5","4827","3.52","3.6"
"2001","4","Ostdeutschland","4.24","3.5","765","4.14","4.34"
"2001","4","Westdeutschland","3.89","3.5","3860","3.84","3.94"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","4.78","4.5","274","4.59","4.97"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","4.55","4.5","2581","4.49","4.61"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2002","2","Ostdeutschland","","","","",""
"2002","2","Westdeutschland","","","","",""
"2002","3","Ostdeutschland","","","","",""
"2002","3","Westdeutschland","","","","",""
"2002","4","Ostdeutschland","","","","",""
"2002","4","Westdeutschland","","","","",""
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2003","2","Ostdeutschland","","","","",""
"2003","2","Westdeutschland","","","","",""
"2003","3","Ostdeutschland","","","","",""
"2003","3","Westdeutschland","","","","",""
"2003","4","Ostdeutschland","","","","",""
"2003","4","Westdeutschland","","","","",""
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2004","2","Ostdeutschland","","","","",""
"2004","2","Westdeutschland","","","","",""
"2004","3","Ostdeutschland","","","","",""
"2004","3","Westdeutschland","","","","",""
"2004","4","Ostdeutschland","","","","",""
"2004","4","Westdeutschland","","","","",""
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2005","2","Ostdeutschland","","","","",""
"2005","2","Westdeutschland","","","","",""
"2005","3","Ostdeutschland","","","","",""
"2005","3","Westdeutschland","","","","",""
"2005","4","Ostdeutschland","","","","",""
"2005","4","Westdeutschland","","","","",""
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","2.86","2.5","1882","2.8","2.92"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","2.72","1.5","3806","2.68","2.76"
"2006","2","Ostdeutschland","3.29","2.5","1505","3.22","3.36"
"2006","2","Westdeutschland","3.16","2.5","4416","3.12","3.2"
"2006","3","Ostdeutschland","3.75","3.5","1541","3.68","3.82"
"2006","3","Westdeutschland","3.5","2.5","4342","3.46","3.54"
"2006","4","Ostdeutschland","4.04","3.5","1075","3.95","4.13"
"2006","4","Westdeutschland","3.89","3.5","4972","3.85","3.93"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","4.67","4.5","521","4.54","4.8"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","4.61","4.5","4516","4.57","4.65"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2007","2","Ostdeutschland","","","","",""
"2007","2","Westdeutschland","","","","",""
"2007","3","Ostdeutschland","","","","",""
"2007","3","Westdeutschland","","","","",""
"2007","4","Ostdeutschland","","","","",""
"2007","4","Westdeutschland","","","","",""
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2008","2","Ostdeutschland","","","","",""
"2008","2","Westdeutschland","","","","",""
"2008","3","Ostdeutschland","","","","",""
"2008","3","Westdeutschland","","","","",""
"2008","4","Ostdeutschland","","","","",""
"2008","4","Westdeutschland","","","","",""
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2009","2","Ostdeutschland","","","","",""
"2009","2","Westdeutschland","","","","",""
"2009","3","Ostdeutschland","","","","",""
"2009","3","Westdeutschland","","","","",""
"2009","4","Ostdeutschland","","","","",""
"2009","4","Westdeutschland","","","","",""
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2010","2","Ostdeutschland","","","","",""
"2010","2","Westdeutschland","","","","",""
"2010","3","Ostdeutschland","","","","",""
"2010","3","Westdeutschland","","","","",""
"2010","4","Ostdeutschland","","","","",""
"2010","4","Westdeutschland","","","","",""
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","2.94","2.5","1307","2.86","3.02"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","2.84","2.5","2997","2.79","2.89"
"2011","2","Ostdeutschland","3.16","2.5","1283","3.08","3.24"
"2011","2","Westdeutschland","3.23","2.5","3380","3.18","3.28"
"2011","3","Ostdeutschland","3.53","2.5","1397","3.45","3.61"
"2011","3","Westdeutschland","3.59","2.5","3788","3.54","3.64"
"2011","4","Ostdeutschland","3.91","3.5","1347","3.83","3.99"
"2011","4","Westdeutschland","3.85","3.5","5144","3.81","3.89"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","4.76","4.5","753","4.66","4.86"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","4.56","4.5","5381","4.52","4.6"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2012","2","Ostdeutschland","","","","",""
"2012","2","Westdeutschland","","","","",""
"2012","3","Ostdeutschland","","","","",""
"2012","3","Westdeutschland","","","","",""
"2012","4","Ostdeutschland","","","","",""
"2012","4","Westdeutschland","","","","",""
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2013","2","Ostdeutschland","","","","",""
"2013","2","Westdeutschland","","","","",""
"2013","3","Ostdeutschland","","","","",""
"2013","3","Westdeutschland","","","","",""
"2013","4","Ostdeutschland","","","","",""
"2013","4","Westdeutschland","","","","",""
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2014","2","Ostdeutschland","","","","",""
"2014","2","Westdeutschland","","","","",""
"2014","3","Ostdeutschland","","","","",""
"2014","3","Westdeutschland","","","","",""
"2014","4","Ostdeutschland","","","","",""
"2014","4","Westdeutschland","","","","",""
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","",""
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","","","","",""
"2015","2","Ostdeutschland","","","","",""
"2015","2","Westdeutschland","","","","",""
"2015","3","Ostdeutschland","","","","",""
"2015","3","Westdeutschland","","","","",""
"2015","4","Ostdeutschland","","","","",""
"2015","4","Westdeutschland","","","","",""
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","",""
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","","",""
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","2.68","1.5","1194","2.6","2.76"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","2.67","1.5","3773","2.63","2.71"
