"plh0192","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","76","0.0884546103794951","0.0697466758216234","0.107162544937367"
"Stimme voll zu","2003","Hauptschule","533","0.0650087199699915","0.0597345612379272","0.0702828787020557"
"Stimme voll zu","2003","Realschule","275","0.0508168969339799","0.0451481138086173","0.0564856800593425"
"Stimme voll zu","2003","(Fach-)Abitur","164","0.0697735962251586","0.0595916585172065","0.0799555339331107"
"Stimme voll zu","2003","AkademikerIn","337","0.0735314622537378","0.0657662172064541","0.0812967073010215"
"Stimme eher zu","2003","(noch) kein Abschluss","462","0.495002805259436","0.462062716235588","0.527942894283285"
"Stimme eher zu","2003","Hauptschule","4349","0.517333394337425","0.506643522672277","0.528023266002573"
"Stimme eher zu","2003","Realschule","3053","0.522735008163496","0.509842679904775","0.535627336422218"
"Stimme eher zu","2003","(Fach-)Abitur","1420","0.594882751282669","0.575262859559877","0.614502643005462"
"Stimme eher zu","2003","AkademikerIn","2748","0.610215473320138","0.595705816801973","0.624725129838302"
"Lehne eher ab","2003","(noch) kein Abschluss","295","0.351821121922397","0.320359229072037","0.383283014772757"
"Lehne eher ab","2003","Hauptschule","2948","0.34589675292456","0.335721153462829","0.356072352386291"
"Lehne eher ab","2003","Realschule","2166","0.373858521811434","0.361370298636173","0.386346744986694"
"Lehne eher ab","2003","(Fach-)Abitur","740","0.297794575289098","0.279518580233864","0.316070570344331"
"Lehne eher ab","2003","AkademikerIn","1148","0.285598223272567","0.272159678581904","0.29903676796323"
"Lehne voll ab","2003","(noch) kein Abschluss","52","0.0647214624386717","0.0485119071204925","0.0809310177568508"
"Lehne voll ab","2003","Hauptschule","564","0.0717611327680236","0.0662398736945054","0.0772823918415419"
"Lehne voll ab","2003","Realschule","272","0.0525895730910902","0.0468281512491518","0.0583509949330287"
"Lehne voll ab","2003","(Fach-)Abitur","81","0.0375490772030747","0.0299514237326421","0.0451467306735072"
"Lehne voll ab","2003","AkademikerIn","107","0.0306548411535575","0.0255263219727944","0.0357833603343205"
"Stimme voll zu","2004","(noch) kein Abschluss","","","",""
"Stimme voll zu","2004","Hauptschule","","","",""
"Stimme voll zu","2004","Realschule","","","",""
"Stimme voll zu","2004","(Fach-)Abitur","","","",""
"Stimme voll zu","2004","AkademikerIn","","","",""
"Stimme eher zu","2004","(noch) kein Abschluss","","","",""
"Stimme eher zu","2004","Hauptschule","","","",""
"Stimme eher zu","2004","Realschule","","","",""
"Stimme eher zu","2004","(Fach-)Abitur","","","",""
"Stimme eher zu","2004","AkademikerIn","","","",""
"Lehne eher ab","2004","(noch) kein Abschluss","","","",""
"Lehne eher ab","2004","Hauptschule","","","",""
"Lehne eher ab","2004","Realschule","","","",""
"Lehne eher ab","2004","(Fach-)Abitur","","","",""
"Lehne eher ab","2004","AkademikerIn","","","",""
"Lehne voll ab","2004","(noch) kein Abschluss","","","",""
"Lehne voll ab","2004","Hauptschule","","","",""
"Lehne voll ab","2004","Realschule","","","",""
"Lehne voll ab","2004","(Fach-)Abitur","","","",""
"Lehne voll ab","2004","AkademikerIn","","","",""
"Stimme voll zu","2005","(noch) kein Abschluss","","","",""
"Stimme voll zu","2005","Hauptschule","","","",""
"Stimme voll zu","2005","Realschule","","","",""
"Stimme voll zu","2005","(Fach-)Abitur","","","",""
"Stimme voll zu","2005","AkademikerIn","","","",""
"Stimme eher zu","2005","(noch) kein Abschluss","","","",""
"Stimme eher zu","2005","Hauptschule","","","",""
"Stimme eher zu","2005","Realschule","","","",""
"Stimme eher zu","2005","(Fach-)Abitur","","","",""
"Stimme eher zu","2005","AkademikerIn","","","",""
"Lehne eher ab","2005","(noch) kein Abschluss","","","",""
"Lehne eher ab","2005","Hauptschule","","","",""
"Lehne eher ab","2005","Realschule","","","",""
"Lehne eher ab","2005","(Fach-)Abitur","","","",""
"Lehne eher ab","2005","AkademikerIn","","","",""
"Lehne voll ab","2005","(noch) kein Abschluss","","","",""
"Lehne voll ab","2005","Hauptschule","","","",""
"Lehne voll ab","2005","Realschule","","","",""
"Lehne voll ab","2005","(Fach-)Abitur","","","",""
"Lehne voll ab","2005","AkademikerIn","","","",""
"Stimme voll zu","2006","(noch) kein Abschluss","","","",""
"Stimme voll zu","2006","Hauptschule","","","",""
"Stimme voll zu","2006","Realschule","","","",""
"Stimme voll zu","2006","(Fach-)Abitur","","","",""
"Stimme voll zu","2006","AkademikerIn","","","",""
"Stimme eher zu","2006","(noch) kein Abschluss","","","",""
"Stimme eher zu","2006","Hauptschule","","","",""
"Stimme eher zu","2006","Realschule","","","",""
"Stimme eher zu","2006","(Fach-)Abitur","","","",""
"Stimme eher zu","2006","AkademikerIn","","","",""
"Lehne eher ab","2006","(noch) kein Abschluss","","","",""
"Lehne eher ab","2006","Hauptschule","","","",""
"Lehne eher ab","2006","Realschule","","","",""
"Lehne eher ab","2006","(Fach-)Abitur","","","",""
"Lehne eher ab","2006","AkademikerIn","","","",""
"Lehne voll ab","2006","(noch) kein Abschluss","","","",""
"Lehne voll ab","2006","Hauptschule","","","",""
"Lehne voll ab","2006","Realschule","","","",""
"Lehne voll ab","2006","(Fach-)Abitur","","","",""
"Lehne voll ab","2006","AkademikerIn","","","",""
"Stimme voll zu","2007","(noch) kein Abschluss","","","",""
"Stimme voll zu","2007","Hauptschule","","","",""
"Stimme voll zu","2007","Realschule","","","",""
"Stimme voll zu","2007","(Fach-)Abitur","","","",""
"Stimme voll zu","2007","AkademikerIn","","","",""
"Stimme eher zu","2007","(noch) kein Abschluss","","","",""
"Stimme eher zu","2007","Hauptschule","","","",""
"Stimme eher zu","2007","Realschule","","","",""
"Stimme eher zu","2007","(Fach-)Abitur","","","",""
"Stimme eher zu","2007","AkademikerIn","","","",""
"Lehne eher ab","2007","(noch) kein Abschluss","","","",""
"Lehne eher ab","2007","Hauptschule","","","",""
"Lehne eher ab","2007","Realschule","","","",""
"Lehne eher ab","2007","(Fach-)Abitur","","","",""
"Lehne eher ab","2007","AkademikerIn","","","",""
"Lehne voll ab","2007","(noch) kein Abschluss","","","",""
