year,quintil_oecd,sampreg,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,West,Strongly agree,0.08037,186,2351,0.06938,0.09136
2003,1st Quintile,West,Agree,0.48683,1119,2351,0.46662,0.50704
2003,1st Quintile,West,Disagree,0.34549,837,2351,0.32626,0.36471
2003,1st Quintile,West,Strongly disagree,0.08731,209,2351,0.07589,0.09872
2003,1st Quintile,East,Strongly agree,0.02655,31,1023,0.01670,0.03641
2003,1st Quintile,East,Agree,0.44175,450,1023,0.41131,0.47220
2003,1st Quintile,East,Disagree,0.42988,445,1023,0.39952,0.46023
2003,1st Quintile,East,Strongly disagree,0.10182,97,1023,0.08328,0.12036
2003,2nd Quintile,West,Strongly agree,0.06724,181,2541,0.05750,0.07698
2003,2nd Quintile,West,Agree,0.52273,1318,2541,0.50330,0.54215
2003,2nd Quintile,West,Disagree,0.35535,907,2541,0.33674,0.37396
2003,2nd Quintile,West,Strongly disagree,0.05468,135,2541,0.04584,0.06352
2003,2nd Quintile,East,Strongly agree,0.03794,45,1301,0.02755,0.04832
2003,2nd Quintile,East,Agree,0.47385,624,1301,0.44671,0.50099
2003,2nd Quintile,East,Disagree,0.41256,553,1301,0.38580,0.43933
2003,2nd Quintile,East,Strongly disagree,0.07565,79,1301,0.06127,0.09002
2003,3rd Quintile,West,Strongly agree,0.06463,195,2846,0.05559,0.07366
2003,3rd Quintile,West,Agree,0.54082,1543,2846,0.52251,0.55913
2003,3rd Quintile,West,Disagree,0.34260,983,2846,0.32516,0.36004
2003,3rd Quintile,West,Strongly disagree,0.05195,125,2846,0.04380,0.06011
2003,3rd Quintile,East,Strongly agree,0.03574,37,1198,0.02523,0.04626
2003,3rd Quintile,East,Agree,0.49844,610,1198,0.47012,0.52677
2003,3rd Quintile,East,Disagree,0.40644,482,1198,0.37861,0.43426
2003,3rd Quintile,East,Strongly disagree,0.05938,69,1198,0.04599,0.07277
2003,4th Quintile,West,Strongly agree,0.07063,232,3460,0.06209,0.07916
2003,4th Quintile,West,Agree,0.56808,1974,3460,0.55157,0.58459
2003,4th Quintile,West,Disagree,0.30837,1071,3460,0.29298,0.32376
2003,4th Quintile,West,Strongly disagree,0.05292,183,3460,0.04546,0.06038
2003,4th Quintile,East,Agree,0.55034,558,932,0.51839,0.58230
2003,4th Quintile,East,Disagree,0.38845,374,932,0.35714,0.41976
2003,5th Quintile,West,Strongly agree,0.07504,424,5521,0.06809,0.08199
2003,5th Quintile,West,Agree,0.60876,3491,5521,0.59589,0.62164
2003,5th Quintile,West,Disagree,0.28427,1468,5521,0.27237,0.29617
2003,5th Quintile,West,Strongly disagree,0.03193,138,5521,0.02729,0.03657
2003,5th Quintile,East,Strongly agree,0.03687,48,785,0.02368,0.05006
2003,5th Quintile,East,Agree,0.61050,470,785,0.57636,0.64463
2003,5th Quintile,East,Disagree,0.30289,267,785,0.27072,0.33505
2008,1st Quintile,West,Strongly agree,0.05789,122,2026,0.04772,0.06806
2008,1st Quintile,West,Agree,0.47969,975,2026,0.45793,0.50145
2008,1st Quintile,West,Disagree,0.37705,756,2026,0.35594,0.39816
2008,1st Quintile,West,Strongly disagree,0.08538,173,2026,0.07321,0.09755
2008,1st Quintile,East,Strongly agree,0.05142,40,935,0.03725,0.06558
2008,1st Quintile,East,Agree,0.43274,401,935,0.40096,0.46451
2008,1st Quintile,East,Disagree,0.42666,408,935,0.39494,0.45837
2008,1st Quintile,East,Strongly disagree,0.08919,86,935,0.07091,0.10747
2008,2nd Quintile,West,Strongly agree,0.05289,125,2279,0.04370,0.06208
2008,2nd Quintile,West,Agree,0.50453,1139,2279,0.48400,0.52507
2008,2nd Quintile,West,Disagree,0.37688,867,2279,0.35698,0.39678
2008,2nd Quintile,West,Strongly disagree,0.06570,148,2279,0.05552,0.07587
2008,2nd Quintile,East,Strongly agree,0.04596,47,1090,0.03352,0.05839
2008,2nd Quintile,East,Agree,0.47360,558,1090,0.44394,0.50325
2008,2nd Quintile,East,Disagree,0.41965,426,1090,0.39034,0.44896
2008,2nd Quintile,East,Strongly disagree,0.06080,59,1090,0.04661,0.07499
2008,3rd Quintile,West,Strongly agree,0.05487,147,2602,0.04611,0.06362
2008,3rd Quintile,West,Agree,0.53597,1436,2602,0.51680,0.55513
2008,3rd Quintile,West,Disagree,0.37255,926,2602,0.35397,0.39113
2008,3rd Quintile,West,Strongly disagree,0.03662,93,2602,0.02940,0.04383
2008,3rd Quintile,East,Strongly agree,0.04363,39,1204,0.03208,0.05517
2008,3rd Quintile,East,Agree,0.51361,644,1204,0.48537,0.54186
2008,3rd Quintile,East,Disagree,0.39675,474,1204,0.36910,0.42440
2008,3rd Quintile,East,Strongly disagree,0.04601,47,1204,0.03417,0.05785
2008,4th Quintile,West,Strongly agree,0.05329,189,3054,0.04533,0.06126
2008,4th Quintile,West,Agree,0.54658,1763,3054,0.52893,0.56424
2008,4th Quintile,West,Disagree,0.35137,973,3054,0.33444,0.36831
2008,4th Quintile,West,Strongly disagree,0.04875,129,3054,0.04111,0.05639
2008,4th Quintile,East,Agree,0.55828,455,760,0.52295,0.59361
