year,plh0192,sex,proportion,n,lower_confidence,upper_confidence
2003,Strongly agree,female,0.5240875912408759,27727,0.5182090430474094,0.5299661394343423
2003,Strongly agree,male,0.4759124087591241,27727,0.4700338605656576,0.4817909569525906
2003,Agree,female,0.5142546609815233,27727,0.5083716715327842,0.5201376504302624
2003,Agree,male,0.4857453390184767,27727,0.4798623495697376,0.4916283284672158
2003,Disagree,female,0.5297349265210822,27727,0.5238599613468279,0.5356098916953366
2003,Disagree,male,0.4702650734789177,27727,0.4643901083046633,0.4761400386531721
2003,Strongly disagree,male,0.5277264325323475,27727,0.5218501066338999,0.5336027584307952
2003,Strongly disagree,female,0.4722735674676525,27727,0.46639724156920487,0.4781498933661001
2008,Strongly agree,female,0.5474910394265233,23673,0.541150422410125,0.5538316564429216
2008,Strongly agree,male,0.4525089605734767,23673,0.44616834355707835,0.4588495775898751
2008,Agree,female,0.5294007840209072,23673,0.5230423918303297,0.5357591762114846
2008,Agree,male,0.47059921597909277,23673,0.4642408237885153,0.47695760816967026
2008,Disagree,female,0.5158766682006443,23673,0.5095104668237002,0.5222428695775884
2008,Disagree,male,0.48412333179935574,23673,0.47775713042241164,0.49048953317629984
2008,Strongly disagree,male,0.5236523652365237,23673,0.5172900825205053,0.530014647952542
2008,Strongly disagree,female,0.47634763476347636,23673,0.46998535204745795,0.48270991747949477
2013,Strongly agree,female,0.5530216647662486,44486,0.5484014868273758,0.5576418427051214
2013,Strongly agree,male,0.4469783352337514,44486,0.44235815729487854,0.4515985131726243
2013,Agree,female,0.5524858278490911,44486,0.5478651215973471,0.557106534100835
2013,Agree,male,0.447514172150909,44486,0.44289346589916506,0.45213487840265293
2013,Disagree,female,0.5460089443013959,44486,0.5413822807447548,0.550635607858037
2013,Disagree,male,0.45399105569860415,44486,0.4493643921419631,0.4586177192552452
2013,Strongly disagree,male,0.5229946524064171,44486,0.518353192100965,0.5276361127118692
2013,Strongly disagree,female,0.4770053475935829,44486,0.4723638872881308,0.48164680789903497
2018,Strongly agree,male,0.5069177555726364,43121,0.5021988629717485,0.5116366481735243
2018,Strongly agree,female,0.4930822444273636,43121,0.4883633518264757,0.49780113702825146
2018,Agree,female,0.5287033789313691,43121,0.5239918174187903,0.5334149404439479
2018,Agree,male,0.4712966210686309,43121,0.4665850595560522,0.47600818258120964
2018,Disagree,female,0.5300531914893617,43121,0.5253423798587716,0.5347640031199518
2018,Disagree,male,0.4699468085106383,43121,0.46523599688004824,0.47465762014122836
2018,Strongly disagree,female,0.5111265646731572,43121,0.5064083890174945,0.5158447403288199
2018,Strongly disagree,male,0.48887343532684285,43121,0.48415525967118017,0.49359161098250554
