"plh0192","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimme voll zu","2003","(noch) kein Abschluss","Westdeutschland","67","0.0968410292725396","0.0749638496154452","0.118718208929634"
"Stimme voll zu","2003","(noch) kein Abschluss","Ostdeutschland","9","0.0422872800102229","0.0131301314467753","0.0714444285736705"
"Stimme voll zu","2003","Hauptschule","Westdeutschland","467","0.0677165273723679","0.061813635838409","0.0736194189063267"
"Stimme voll zu","2003","Hauptschule","Ostdeutschland","66","0.0474624651808411","0.0364574737132138","0.0584674566484683"
"Stimme voll zu","2003","Realschule","Westdeutschland","236","","",""
"Stimme voll zu","2003","Realschule","Ostdeutschland","39","0.0175453093446729","0.0117812131257947","0.0233094055635512"
"Stimme voll zu","2003","(Fach-)Abitur","Westdeutschland","148","","",""
"Stimme voll zu","2003","(Fach-)Abitur","Ostdeutschland","16","","",""
"Stimme voll zu","2003","AkademikerIn","Westdeutschland","280","","",""
"Stimme voll zu","2003","AkademikerIn","Ostdeutschland","57","0.0388829705756692","0.0283296413481554","0.0494362998031829"
"Stimme eher zu","2003","(noch) kein Abschluss","Westdeutschland","353","0.483168949429046","0.446202874269015","0.520135024589078"
"Stimme eher zu","2003","(noch) kein Abschluss","Ostdeutschland","109","","",""
"Stimme eher zu","2003","Hauptschule","Westdeutschland","3683","0.52655409505502","0.514824037290739","0.538284152819301"
"Stimme eher zu","2003","Hauptschule","Ostdeutschland","666","0.457584401856113","0.431798922689048","0.483369881023179"
"Stimme eher zu","2003","Realschule","Westdeutschland","2094","","",""
"Stimme eher zu","2003","Realschule","Ostdeutschland","959","0.481038183846654","0.459102462546401","0.502973905146907"
"Stimme eher zu","2003","(Fach-)Abitur","Westdeutschland","1225","","",""
"Stimme eher zu","2003","(Fach-)Abitur","Ostdeutschland","195","","",""
"Stimme eher zu","2003","AkademikerIn","Westdeutschland","1989","","",""
"Stimme eher zu","2003","AkademikerIn","Ostdeutschland","759","0.575825777404562","0.548845940504633","0.602805614304491"
"Lehne eher ab","2003","(noch) kein Abschluss","Westdeutschland","238","","",""
"Lehne eher ab","2003","(noch) kein Abschluss","Ostdeutschland","57","0.352504201497872","0.283285543920262","0.421722859075483"
"Lehne eher ab","2003","Hauptschule","Westdeutschland","2370","","",""
"Lehne eher ab","2003","Hauptschule","Ostdeutschland","578","0.395685579146404","0.370376280779981","0.420994877512827"
"Lehne eher ab","2003","Realschule","Westdeutschland","1281","","",""
"Lehne eher ab","2003","Realschule","Ostdeutschland","885","0.440469509671398","0.41867413968223","0.462264879660565"
"Lehne eher ab","2003","(Fach-)Abitur","Westdeutschland","602","0.293216035262778","0.273441949807654","0.312990120717903"
"Lehne eher ab","2003","(Fach-)Abitur","Ostdeutschland","138","","",""
"Lehne eher ab","2003","AkademikerIn","Westdeutschland","709","0.261562766069191","0.245968255777078","0.277157276361304"
"Lehne eher ab","2003","AkademikerIn","Ostdeutschland","439","0.356822800876214","0.33067029843298","0.382975303319449"
"Lehne voll ab","2003","(noch) kein Abschluss","Westdeutschland","44","0.0682929826056817","0.0496331708406255","0.086952794370738"
"Lehne voll ab","2003","(noch) kein Abschluss","Ostdeutschland","8","0.0450602037329293","0.015005869080847","0.0751145383850116"
"Lehne voll ab","2003","Hauptschule","Westdeutschland","440","0.0675162331342634","0.0616214448275951","0.0734110214409318"
"Lehne voll ab","2003","Hauptschule","Ostdeutschland","124","","",""
"Lehne voll ab","2003","Realschule","Westdeutschland","162","","",""
"Lehne voll ab","2003","Realschule","Ostdeutschland","110","","",""
"Lehne voll ab","2003","(Fach-)Abitur","Westdeutschland","61","0.0310438581601204","0.0235103179722455","0.0385773983479953"
"Lehne voll ab","2003","(Fach-)Abitur","Ostdeutschland","20","","",""
"Lehne voll ab","2003","AkademikerIn","Westdeutschland","73","0.0313926606715298","0.0252051647200582","0.0375801566230014"
