year,sampreg,sex,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,male,Strongly agree,0.06776,582,8057,0.06227,0.07325
2003,West,male,Agree,0.55753,4580,8057,0.54668,0.56837
2003,West,male,Disagree,0.31526,2480,8057,0.30512,0.32541
2003,West,male,Strongly disagree,0.05945,415,8057,0.05429,0.06461
2003,West,female,Strongly agree,0.07533,636,8666,0.06978,0.08089
2003,West,female,Agree,0.54377,4867,8666,0.53328,0.55426
2003,West,female,Disagree,0.33199,2787,8666,0.32208,0.34191
2003,West,female,Strongly disagree,0.04890,376,8666,0.04436,0.05344
2003,East,male,Strongly agree,0.02985,89,2578,0.02328,0.03642
2003,East,male,Agree,0.51119,1331,2578,0.49189,0.53049
2003,East,male,Disagree,0.38992,995,2578,0.37108,0.40875
2003,East,male,Strongly disagree,0.06905,163,2578,0.05926,0.07884
2003,East,female,Strongly agree,0.03594,100,2747,0.02898,0.04290
2003,East,female,Agree,0.48774,1381,2747,0.46905,0.50644
2003,East,female,Disagree,0.40966,1126,2747,0.39126,0.42805
2003,East,female,Strongly disagree,0.06666,140,2747,0.05733,0.07599
2008,West,male,Strongly agree,0.05330,420,6877,0.04799,0.05861
2008,West,male,Agree,0.53926,3857,6877,0.52748,0.55104
2008,West,male,Disagree,0.34754,2254,6877,0.33629,0.35880
2008,West,male,Strongly disagree,0.05989,346,6877,0.05428,0.06550
2008,West,female,Strongly agree,0.06203,518,7618,0.05662,0.06745
2008,West,female,Agree,0.54617,4361,7618,0.53498,0.55735
2008,West,female,Disagree,0.34657,2417,7618,0.33588,0.35726
2008,West,female,Strongly disagree,0.04523,322,7618,0.04057,0.04990
2008,East,male,Strongly agree,0.03879,85,2302,0.03090,0.04668
2008,East,male,Agree,0.49403,1185,2302,0.47360,0.51446
2008,East,male,Disagree,0.40428,902,2302,0.38422,0.42433
2008,East,male,Strongly disagree,0.06290,130,2302,0.05298,0.07282
2008,East,female,Strongly agree,0.04491,93,2461,0.03672,0.05309
2008,East,female,Agree,0.50576,1311,2461,0.48600,0.52552
2008,East,female,Disagree,0.39941,946,2461,0.38005,0.41876
2008,East,female,Strongly disagree,0.04993,111,2461,0.04132,0.05853
2013,West,male,Strongly agree,0.06870,650,8900,0.06345,0.07396
2013,West,male,Agree,0.60485,5438,8900,0.59469,0.61501
2013,West,male,Disagree,0.28520,2467,8900,0.27582,0.29458
2013,West,male,Strongly disagree,0.04125,345,8900,0.03712,0.04538
2013,West,female,Strongly agree,0.07139,814,10820,0.06654,0.07624
2013,West,female,Agree,0.59847,6732,10820,0.58923,0.60770
2013,West,female,Disagree,0.29613,2945,10820,0.28753,0.30474
2013,West,female,Strongly disagree,0.03401,329,10820,0.03059,0.03742
2013,East,male,Strongly agree,0.05222,134,2592,0.04366,0.06079
2013,East,male,Agree,0.52627,1431,2592,0.50705,0.54550
2013,East,male,Disagree,0.37062,883,2592,0.35202,0.38922
2013,East,male,Strongly disagree,0.05088,144,2592,0.04242,0.05934
2013,East,female,Strongly agree,0.03851,156,3104,0.03174,0.04528
2013,East,female,Agree,0.56843,1747,3104,0.55100,0.58586
2013,East,female,Disagree,0.35670,1084,3104,0.33984,0.37355
2013,East,female,Strongly disagree,0.03637,117,3104,0.02978,0.04295
2018,West,male,Strongly agree,0.07637,1122,10823,0.07137,0.08137
2018,West,male,Agree,0.60273,6458,10823,0.59351,0.61195
2018,West,male,Disagree,0.27836,2682,10823,0.26992,0.28681
2018,West,male,Strongly disagree,0.04254,561,10823,0.03874,0.04634
2018,West,female,Strongly agree,0.07457,1092,11906,0.06985,0.07928
2018,West,female,Agree,0.62226,7198,11906,0.61355,0.63097
2018,West,female,Disagree,0.26593,3022,11906,0.25799,0.27387
2018,West,female,Strongly disagree,0.03724,594,11906,0.03384,0.04065
2018,East,male,Strongly agree,0.05297,197,2795,0.04467,0.06128
2018,East,male,Agree,0.56414,1604,2795,0.54575,0.58252
2018,East,male,Disagree,0.34612,852,2795,0.32848,0.36376
2018,East,male,Strongly disagree,0.03677,142,2795,0.02979,0.04375
2018,East,female,Strongly agree,0.05831,191,3142,0.05012,0.06651
2018,East,female,Agree,0.58232,1846,3142,0.56507,0.59957
2018,East,female,Disagree,0.32337,964,3142,0.30701,0.33973
2018,East,female,Strongly disagree,0.03600,141,3142,0.02948,0.04251
