year,pgisced97,sampreg,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,West,Agree,0.51094,89,146,0.42958,0.59231
2003,No answer / don't know,West,Disagree,0.31332,57,146,0.23782,0.38882
2003,Pre-primary Level,West,Strongly agree,0.11695,48,438,0.08682,0.14708
2003,Pre-primary Level,West,Agree,0.56204,254,438,0.51552,0.60856
2003,Pre-primary Level,West,Disagree,0.28254,136,438,0.24032,0.32475
2003,Pre-primary Level,East,Agree,0.60163,100,150,0.52302,0.68023
2003,Pre-primary Level,East,Disagree,0.32723,50,150,0.25189,0.40257
2003,Primary Level,West,Agree,0.39490,99,224,0.33074,0.45906
2003,Primary Level,West,Disagree,0.41482,93,224,0.35015,0.47948
2003,Primary Level,West,Strongly disagree,0.11641,32,224,0.07432,0.15851
2003,Lower Secondary Level,West,Strongly agree,0.08039,179,2306,0.06929,0.09150
2003,Lower Secondary Level,West,Agree,0.48697,1141,2306,0.46657,0.50738
2003,Lower Secondary Level,West,Disagree,0.35776,811,2306,0.33819,0.37732
2003,Lower Secondary Level,West,Strongly disagree,0.07488,175,2306,0.06413,0.08562
2003,Lower Secondary Level,East,Agree,0.44454,181,393,0.39535,0.49374
2003,Lower Secondary Level,East,Disagree,0.40108,173,393,0.35256,0.44960
2003,Lower Secondary Level,East,Strongly disagree,0.11272,39,393,0.08141,0.14403
2003,Upper Secondary Level,West,Strongly agree,0.06409,532,8254,0.05881,0.06937
2003,Upper Secondary Level,West,Agree,0.54316,4545,8254,0.53241,0.55390
2003,Upper Secondary Level,West,Disagree,0.33564,2770,8254,0.32545,0.34583
2003,Upper Secondary Level,West,Strongly disagree,0.05712,407,8254,0.05211,0.06213
2003,Upper Secondary Level,East,Strongly agree,0.03253,93,2798,0.02595,0.03910
2003,Upper Secondary Level,East,Agree,0.47029,1327,2798,0.45179,0.48878
2003,Upper Secondary Level,East,Disagree,0.42340,1198,2798,0.40509,0.44171
2003,Upper Secondary Level,East,Strongly disagree,0.07379,180,2798,0.06410,0.08347
2003,Post-secondary Non-tertiary Level,West,Strongly agree,0.06568,60,1009,0.05039,0.08097
2003,Post-secondary Non-tertiary Level,West,Agree,0.62081,611,1009,0.59086,0.65076
2003,Post-secondary Non-tertiary Level,West,Disagree,0.27824,304,1009,0.25058,0.30591
2003,Post-secondary Non-tertiary Level,West,Strongly disagree,0.03527,34,1009,0.02388,0.04666
2003,Post-secondary Non-tertiary Level,East,Agree,0.50166,64,125,0.41366,0.58967
2003,Post-secondary Non-tertiary Level,East,Disagree,0.39611,61,125,0.31003,0.48220
2003,First Stage of Tertiary Education,West,Strongly agree,0.06789,80,1229,0.05382,0.08195
2003,First Stage of Tertiary Education,West,Agree,0.56982,719,1229,0.54213,0.59751
2003,First Stage of Tertiary Education,West,Disagree,0.32483,387,1229,0.29864,0.35102
2003,First Stage of Tertiary Education,West,Strongly disagree,0.03746,43,1229,0.02684,0.04808
2003,First Stage of Tertiary Education,East,Agree,0.54366,250,417,0.49580,0.59153
2003,First Stage of Tertiary Education,East,Disagree,0.36428,167,417,0.31804,0.41053
2003,Second Stage of Tertiary Education,West,Strongly agree,0.08522,280,3051,0.07531,0.09512
2003,Second Stage of Tertiary Education,West,Agree,0.62172,1989,3051,0.60450,0.63893
2003,Second Stage of Tertiary Education,West,Disagree,0.26169,709,3051,0.24609,0.27729
2003,Second Stage of Tertiary Education,West,Strongly disagree,0.03138,73,3051,0.02519,0.03757
2003,Second Stage of Tertiary Education,East,Strongly agree,0.03887,57,1289,0.02831,0.04943
2003,Second Stage of Tertiary Education,East,Agree,0.57587,759,1289,0.54888,0.60286
2003,Second Stage of Tertiary Education,East,Disagree,0.35680,439,1289,0.33064,0.38297
