year,migback,sampreg,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,West,Strongly agree,0.07097,974,13499,0.06664,0.07531
2003,No migration background,West,Agree,0.55858,7793,13499,0.55020,0.56696
2003,No migration background,West,Disagree,0.32177,4176,13499,0.31389,0.32965
2003,No migration background,West,Strongly disagree,0.04868,556,13499,0.04505,0.05231
2003,No migration background,East,Strongly agree,0.03219,180,5191,0.02738,0.03699
2003,No migration background,East,Agree,0.49954,2645,5191,0.48594,0.51315
2003,No migration background,East,Disagree,0.39992,2070,5191,0.38659,0.41325
2003,No migration background,East,Strongly disagree,0.06835,296,5191,0.06149,0.07522
2003,Direct migration background,West,Strongly agree,0.07511,187,2483,0.06474,0.08548
2003,Direct migration background,West,Agree,0.53078,1312,2483,0.51115,0.55041
2003,Direct migration background,West,Disagree,0.31933,803,2483,0.30099,0.33768
2003,Direct migration background,West,Strongly disagree,0.07477,181,2483,0.06443,0.08512
2003,Direct migration background,East,Agree,0.49054,51,92,0.38783,0.59326
2003,Direct migration background,East,Disagree,0.39398,41,92,0.29358,0.49437
2003,Indirect migration background,West,Strongly agree,0.07269,57,741,0.05398,0.09139
2003,Indirect migration background,West,Agree,0.45019,342,741,0.41434,0.48603
2003,Indirect migration background,West,Disagree,0.39048,288,741,0.35533,0.42563
2003,Indirect migration background,West,Strongly disagree,0.08665,54,741,0.06638,0.10691
2008,No migration background,West,Strongly agree,0.05625,772,11956,0.05212,0.06038
2008,No migration background,West,Agree,0.55961,6943,11956,0.55071,0.56851
2008,No migration background,West,Disagree,0.33824,3753,11956,0.32976,0.34672
2008,No migration background,West,Strongly disagree,0.04590,488,11956,0.04215,0.04965
2008,No migration background,East,Strongly agree,0.04189,173,4643,0.03613,0.04765
2008,No migration background,East,Agree,0.50252,2437,4643,0.48813,0.51690
2008,No migration background,East,Disagree,0.40042,1800,4643,0.38633,0.41452
2008,No migration background,East,Strongly disagree,0.05517,233,4643,0.04860,0.06174
2008,Direct migration background,West,Strongly agree,0.06848,120,1816,0.05686,0.08010
2008,Direct migration background,West,Agree,0.47215,911,1816,0.44919,0.49512
2008,Direct migration background,West,Disagree,0.38133,653,1816,0.35899,0.40368
2008,Direct migration background,West,Strongly disagree,0.07803,132,1816,0.06569,0.09037
2008,Direct migration background,East,Agree,0.48416,42,42,0.33119,0.63714
2008,Indirect migration background,West,Strongly agree,0.05091,46,723,0.03487,0.06694
2008,Indirect migration background,West,Agree,0.49590,364,723,0.45943,0.53237
2008,Indirect migration background,West,Disagree,0.37933,265,723,0.34394,0.41473
2008,Indirect migration background,West,Strongly disagree,0.07386,48,723,0.05478,0.09294
2013,No migration background,West,Strongly agree,0.06913,1196,16038,0.06521,0.07306
2013,No migration background,West,Agree,0.60979,10122,16038,0.60224,0.61734
2013,No migration background,West,Disagree,0.28534,4238,16038,0.27835,0.29232
2013,No migration background,West,Strongly disagree,0.03574,482,16038,0.03287,0.03861
2013,No migration background,East,Strongly agree,0.04528,277,5472,0.03977,0.05079
2013,No migration background,East,Agree,0.54897,3052,5472,0.53578,0.56215
2013,No migration background,East,Disagree,0.36382,1895,5472,0.35107,0.37657
2013,No migration background,East,Strongly disagree,0.04193,248,5472,0.03662,0.04724
2013,Direct migration background,West,Strongly agree,0.08427,211,2641,0.07367,0.09487
2013,Direct migration background,West,Agree,0.54297,1466,2641,0.52397,0.56197
2013,Direct migration background,West,Disagree,0.32081,823,2641,0.30301,0.33862
2013,Direct migration background,West,Strongly disagree,0.05195,141,2641,0.04348,0.06041
2013,Direct migration background,East,Agree,0.54071,90,138,0.45726,0.62416
2013,Direct migration background,East,Disagree,0.28374,48,138,0.20825,0.35923
2013,Indirect migration background,West,Strongly agree,0.05061,57,1041,0.03729,0.06393
2013,Indirect migration background,West,Agree,0.57468,582,1041,0.54463,0.60473
2013,Indirect migration background,West,Disagree,0.33760,351,1041,0.30886,0.36634
2013,Indirect migration background,West,Strongly disagree,0.03711,51,1041,0.02562,0.04860
2013,Indirect migration background,East,Agree,0.39530,36,36,0.23332,0.55728
2018,No migration background,West,Strongly agree,0.07613,1181,14367,0.07180,0.08047
2018,No migration background,West,Agree,0.63343,9219,14367,0.62555,0.64131
2018,No migration background,West,Disagree,0.26266,3597,14367,0.25546,0.26985
2018,No migration background,West,Strongly disagree,0.02778,370,14367,0.02509,0.03047
2018,No migration background,East,Strongly agree,0.05254,272,4986,0.04635,0.05873
2018,No migration background,East,Agree,0.57498,2930,4986,0.56126,0.58870
2018,No migration background,East,Disagree,0.33892,1583,4986,0.32578,0.35206
2018,No migration background,East,Strongly disagree,0.03356,201,4986,0.02856,0.03856
2018,Direct migration background,West,Strongly agree,0.07844,937,6877,0.07209,0.08480
2018,Direct migration background,West,Agree,0.54465,3638,6877,0.53288,0.55642
2018,Direct migration background,West,Disagree,0.29355,1619,6877,0.28279,0.30432
2018,Direct migration background,West,Strongly disagree,0.08336,683,6877,0.07682,0.08989
2018,Direct migration background,East,Strongly agree,0.12913,114,836,0.10638,0.15187
2018,Direct migration background,East,Agree,0.53956,454,836,0.50575,0.57336
2018,Direct migration background,East,Disagree,0.23618,191,836,0.20737,0.26499
2018,Direct migration background,East,Strongly disagree,0.09513,77,836,0.07523,0.11503
2018,Indirect migration background,West,Strongly agree,0.05943,96,1485,0.04740,0.07146
2018,Indirect migration background,West,Agree,0.55920,799,1485,0.53394,0.58446
2018,Indirect migration background,West,Disagree,0.32131,488,1485,0.29755,0.34507
2018,Indirect migration background,West,Strongly disagree,0.06006,102,1485,0.04797,0.07215
2018,Indirect migration background,East,Agree,0.58691,66,108,0.49361,0.68021
2018,Indirect migration background,East,Disagree,0.38078,42,108,0.28878,0.47279
