year,migback,sex,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,male,Strongly agree,0.05898,551,9021,0.05412,0.06384
2003,No migration background,male,Agree,0.55704,5105,9021,0.54678,0.56729
2003,No migration background,male,Disagree,0.32749,2915,9021,0.31780,0.33717
2003,No migration background,male,Strongly disagree,0.05650,450,9021,0.05173,0.06126
2003,No migration background,female,Strongly agree,0.06589,603,9669,0.06094,0.07083
2003,No migration background,female,Agree,0.53499,5333,9669,0.52505,0.54493
2003,No migration background,female,Disagree,0.34951,3331,9669,0.34001,0.35902
2003,No migration background,female,Strongly disagree,0.04961,402,9669,0.04528,0.05394
2003,Direct migration background,male,Strongly agree,0.06872,90,1248,0.05468,0.08276
2003,Direct migration background,male,Agree,0.51779,643,1248,0.49006,0.54553
2003,Direct migration background,male,Disagree,0.32667,415,1248,0.30064,0.35271
2003,Direct migration background,male,Strongly disagree,0.08681,100,1248,0.07119,0.10244
2003,Direct migration background,female,Strongly agree,0.07987,103,1338,0.06534,0.09440
2003,Direct migration background,female,Agree,0.54022,720,1338,0.51351,0.56693
2003,Direct migration background,female,Disagree,0.31764,429,1338,0.29268,0.34259
2003,Direct migration background,female,Strongly disagree,0.06228,86,1338,0.04932,0.07523
2003,Indirect migration background,male,Agree,0.44466,163,308,0.38908,0.50025
2003,Indirect migration background,male,Disagree,0.40106,145,308,0.34624,0.45589
2003,Indirect migration background,female,Agree,0.45922,195,348,0.40678,0.51165
2003,Indirect migration background,female,Disagree,0.38240,153,348,0.33127,0.43353
2008,No migration background,male,Strongly agree,0.04907,433,7936,0.04432,0.05382
2008,No migration background,male,Agree,0.54370,4423,7936,0.53274,0.55466
2008,No migration background,male,Disagree,0.35127,2694,7936,0.34077,0.36177
2008,No migration background,male,Strongly disagree,0.05596,386,7936,0.05091,0.06102
2008,No migration background,female,Strongly agree,0.05693,512,8663,0.05205,0.06181
2008,No migration background,female,Agree,0.55034,4957,8663,0.53987,0.56082
2008,No migration background,female,Disagree,0.35241,2859,8663,0.34235,0.36247
2008,No migration background,female,Strongly disagree,0.04032,335,8663,0.03618,0.04446
