year,quintil_oecd,sex,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,male,Strongly agree,0.06521,93,1431,0.05241,0.07801
2003,1st Quintile,male,Agree,0.47392,659,1431,0.44804,0.49980
2003,1st Quintile,male,Disagree,0.35979,531,1431,0.33491,0.38467
2003,1st Quintile,male,Strongly disagree,0.10108,148,1431,0.08546,0.11670
2003,1st Quintile,female,Strongly agree,0.06962,124,1943,0.05830,0.08094
2003,1st Quintile,female,Agree,0.47799,910,1943,0.45577,0.50021
2003,1st Quintile,female,Disagree,0.36938,751,1943,0.34792,0.39085
2003,1st Quintile,female,Strongly disagree,0.08300,158,1943,0.07073,0.09527
2003,2nd Quintile,male,Strongly agree,0.06118,114,1756,0.04997,0.07239
2003,2nd Quintile,male,Agree,0.51636,894,1756,0.49298,0.53974
2003,2nd Quintile,male,Disagree,0.36424,653,1756,0.34172,0.38675
2003,2nd Quintile,male,Strongly disagree,0.05823,95,1756,0.04727,0.06918
2003,2nd Quintile,female,Strongly agree,0.05853,112,2086,0.04845,0.06861
2003,2nd Quintile,female,Agree,0.50503,1048,2086,0.48357,0.52649
2003,2nd Quintile,female,Disagree,0.37485,807,2086,0.35407,0.39563
2003,2nd Quintile,female,Strongly disagree,0.06158,119,2086,0.05127,0.07190
2003,3rd Quintile,male,Strongly agree,0.04803,105,1994,0.03865,0.05742
2003,3rd Quintile,male,Agree,0.54514,1072,1994,0.52328,0.56700
2003,3rd Quintile,male,Disagree,0.34529,702,1994,0.32441,0.36616
2003,3rd Quintile,male,Strongly disagree,0.06154,115,1994,0.05099,0.07209
2003,3rd Quintile,female,Strongly agree,0.06865,127,2050,0.05770,0.07960
2003,3rd Quintile,female,Agree,0.51749,1081,2050,0.49585,0.53912
2003,3rd Quintile,female,Disagree,0.36837,763,2050,0.34748,0.38926
2003,3rd Quintile,female,Strongly disagree,0.04550,79,2050,0.03647,0.05452
2003,4th Quintile,male,Strongly agree,0.05912,126,2213,0.04929,0.06895
2003,4th Quintile,male,Agree,0.56684,1257,2213,0.54619,0.58749
2003,4th Quintile,male,Disagree,0.31256,700,2213,0.29324,0.33188
2003,4th Quintile,male,Strongly disagree,0.06148,130,2213,0.05147,0.07149
2003,4th Quintile,female,Strongly agree,0.06849,134,2236,0.05802,0.07897
2003,4th Quintile,female,Agree,0.56351,1275,2236,0.54295,0.58407
2003,4th Quintile,female,Disagree,0.33043,745,2236,0.31093,0.34993
2003,4th Quintile,female,Strongly disagree,0.03757,82,2236,0.02968,0.04545
2003,5th Quintile,male,Strongly agree,0.06884,233,3239,0.06012,0.07756
2003,5th Quintile,male,Agree,0.61249,2028,3239,0.59571,0.62927
2003,5th Quintile,male,Disagree,0.28314,888,3239,0.26762,0.29866
2003,5th Quintile,male,Strongly disagree,0.03552,90,3239,0.02915,0.04190
2003,5th Quintile,female,Strongly agree,0.07485,239,3096,0.06558,0.08412
2003,5th Quintile,female,Agree,0.60495,1933,3096,0.58773,0.62217
2003,5th Quintile,female,Disagree,0.28897,847,3096,0.27300,0.30494
2003,5th Quintile,female,Strongly disagree,0.03124,77,3096,0.02511,0.03736
2008,1st Quintile,male,Strongly agree,0.04674,61,1234,0.03496,0.05852
2008,1st Quintile,male,Agree,0.47488,571,1234,0.44701,0.50276
2008,1st Quintile,male,Disagree,0.38139,477,1234,0.35427,0.40850
2008,1st Quintile,male,Strongly disagree,0.09699,125,1234,0.08047,0.11351
