year,quintil_oecd,regtyp,plh0192,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Urban regions,Agree,0.4871150219987429,27727,0.4812315948372867,0.4929984491601991
2003,1st Quintile,Urban regions,Disagree,0.35763670647391577,27727,0.35199492797215565,0.3632784849756759
2003,1st Quintile,Urban regions,Strongly disagree,0.08296668761785041,27727,0.07971993602663513,0.08621343920906568
2003,1st Quintile,Urban regions,Strongly agree,0.07228158390949088,27727,0.069233502589334,0.07532966522964776
2003,1st Quintile,Rural regions,Agree,0.4456140350877193,27727,0.4397635729363348,0.4514644972391038
2003,1st Quintile,Rural regions,Disagree,0.42105263157894735,27727,0.4152410764051356,0.4268641867527591
2003,1st Quintile,Rural regions,Strongly disagree,0.09590643274853801,27727,0.09244037983416224,0.09937248566291378
2003,1st Quintile,Rural regions,Strongly agree,0.03742690058479532,27727,0.03519274495661012,0.03966105621298052
2003,2nd Quintile,Urban regions,Agree,0.4872651356993737,27727,0.48138166325399945,0.4931486081447479
2003,2nd Quintile,Urban regions,Disagree,0.37995824634655534,27727,0.37424499888447227,0.3856714938086384
2003,2nd Quintile,Urban regions,Strongly disagree,0.0709812108559499,27727,0.06795855585406672,0.07400386585783307
2003,2nd Quintile,Urban regions,Strongly agree,0.061795407098121084,27727,0.05896120048987276,0.06462961370636941
2003,2nd Quintile,Rural regions,Agree,0.4830977258758451,27727,0.47721570789021334,0.48897974386147686
2003,2nd Quintile,Rural regions,Disagree,0.4044253226797787,27727,0.3986484617508539,0.41020218360870353
2003,2nd Quintile,Rural regions,Strongly disagree,0.06023355869698832,27727,0.05743306978330859,0.06303404761066805
2003,2nd Quintile,Rural regions,Strongly agree,0.05224339274738783,27727,0.04962419235623917,0.054862593138536496
2003,3rd Quintile,Urban regions,Agree,0.5399610136452242,27727,0.5340944585852814,0.545827568705167
2003,3rd Quintile,Urban regions,Disagree,0.3447043534762833,27727,0.3391100418370988,0.3502986651154678
2003,3rd Quintile,Urban regions,Strongly agree,0.06302794022092267,27727,0.06016748925377816,0.06588839118806719
2003,3rd Quintile,Urban regions,Strongly disagree,0.05230669265756985,27727,0.049685993511255584,0.05492739180388411
2003,3rd Quintile,Rural regions,Agree,0.5271828665568369,27727,0.5213061888075805,0.5330595443060933
2003,3rd Quintile,Rural regions,Disagree,0.371224601867106,27727,0.3655377649289761,0.37691143880523587
2003,3rd Quintile,Rural regions,Strongly agree,0.05546403075233388,27727,0.05276989425872791,0.05815816724593985
2003,3rd Quintile,Rural regions,Strongly disagree,0.04612850082372323,27727,0.04365942608265968,0.048597575564786784
2003,4th Quintile,Urban regions,Agree,0.5833333333333334,27727,0.5775302687186915,0.5891363979479752
2003,4th Quintile,Urban regions,Disagree,0.30727272727272725,27727,0.30184212770388824,0.31270332684156626
2003,4th Quintile,Urban regions,Strongly agree,0.06272727272727273,27727,0.05987319482527508,0.06558135062927037
2003,4th Quintile,Urban regions,Strongly disagree,0.04666666666666667,27727,0.0441839314200023,0.04914940191333104
2003,4th Quintile,Rural regions,Agree,0.5504531722054381,27727,0.5445978299117136,0.5563085144991626
2003,4th Quintile,Rural regions,Disagree,0.3564954682779456,27727,0.3508576971428107,0.3621332394130805
2003,4th Quintile,Rural regions,Strongly agree,0.053172205438066465,27727,0.05053111990478822,0.05581329097134471
2003,4th Quintile,Rural regions,Strongly disagree,0.03987915407854985,27727,0.03757590689692125,0.04218240126017844
2003,5th Quintile,Urban regions,Agree,0.6345302508607968,27727,0.6288619027529148,0.6401985989686789
2003,5th Quintile,Urban regions,Disagree,0.2631578947368421,27727,0.25797466988546064,0.26834111958822354
2003,5th Quintile,Urban regions,Strongly agree,0.07870142646335465,27727,0.07553188723308686,0.08187096569362244
2003,5th Quintile,Urban regions,Strongly disagree,0.023610427939006393,27727,0.02182324863834524,0.025397607239667545
2003,5th Quintile,Rural regions,Agree,0.6232771822358346,27727,0.6175734883773556,0.6289808760943136
2003,5th Quintile,Rural regions,Disagree,0.28560490045941805,27727,0.2802880225109594,0.2909217784078767
