year,bula_h,migback,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,No migration background,Strongly agree,0.06854,46,562,0.04763,0.08945
2003,Schleswig-Holstein,No migration background,Agree,0.55089,327,562,0.50973,0.59206
2003,Schleswig-Holstein,No migration background,Disagree,0.32534,189,562,0.28657,0.36411
2003,Schleswig-Holstein,Direct migration background,Agree,0.57735,36,36,0.41370,0.74101
2003,Hamburg,No migration background,Strongly agree,0.12023,34,254,0.08016,0.16031
2003,Hamburg,No migration background,Agree,0.58394,162,254,0.52321,0.64468
2003,Hamburg,No migration background,Disagree,0.26073,58,254,0.20663,0.31482
2003,Lower Saxony,No migration background,Strongly agree,0.07539,117,1648,0.06263,0.08814
2003,Lower Saxony,No migration background,Agree,0.55371,962,1648,0.52970,0.57772
2003,Lower Saxony,No migration background,Disagree,0.30492,480,1648,0.28268,0.32715
2003,Lower Saxony,No migration background,Strongly disagree,0.06599,89,1648,0.05400,0.07798
2003,Lower Saxony,Direct migration background,Agree,0.57091,118,188,0.49997,0.64185
2003,Lower Saxony,Direct migration background,Disagree,0.34157,70,188,0.27360,0.40954
2003,Bremen,No migration background,Agree,0.53662,78,115,0.44508,0.62816
2003,Bremen,No migration background,Disagree,0.27767,37,115,0.19545,0.35988
2003,North Rhine-Westphalia,No migration background,Strongly agree,0.06050,228,3716,0.05284,0.06817
2003,North Rhine-Westphalia,No migration background,Agree,0.56243,2132,3716,0.54647,0.57838
2003,North Rhine-Westphalia,No migration background,Disagree,0.33066,1201,3716,0.31553,0.34578
2003,North Rhine-Westphalia,No migration background,Strongly disagree,0.04642,155,3716,0.03965,0.05318
2003,North Rhine-Westphalia,Direct migration background,Strongly agree,0.06561,47,696,0.04720,0.08402
2003,North Rhine-Westphalia,Direct migration background,Agree,0.51056,348,696,0.47340,0.54773
2003,North Rhine-Westphalia,Direct migration background,Disagree,0.34206,236,696,0.30679,0.37733
2003,North Rhine-Westphalia,Direct migration background,Strongly disagree,0.08177,65,696,0.06140,0.10214
2003,North Rhine-Westphalia,Indirect migration background,Agree,0.42452,84,177,0.35150,0.49755
2003,North Rhine-Westphalia,Indirect migration background,Disagree,0.37904,93,177,0.30736,0.45071
2003,Hesse,No migration background,Strongly agree,0.06582,76,1178,0.05165,0.07999
2003,Hesse,No migration background,Agree,0.52630,660,1178,0.49777,0.55482
2003,Hesse,No migration background,Disagree,0.35495,390,1178,0.32762,0.38229
2003,Hesse,No migration background,Strongly disagree,0.05293,52,1178,0.04014,0.06572
2003,Hesse,Direct migration background,Agree,0.49141,126,208,0.42330,0.55951
2003,Hesse,Direct migration background,Disagree,0.31724,82,208,0.25384,0.38064
2003,Hesse,Indirect migration background,Agree,0.38343,31,31,0.20944,0.55743
2003,"Rhineland-Palatinate, Saarland",No migration background,Strongly agree,0.06348,63,1110,0.04913,0.07783
2003,"Rhineland-Palatinate, Saarland",No migration background,Agree,0.57509,633,1110,0.54600,0.60419
2003,"Rhineland-Palatinate, Saarland",No migration background,Disagree,0.31113,360,1110,0.28388,0.33837
2003,"Rhineland-Palatinate, Saarland",No migration background,Strongly disagree,0.05030,54,1110,0.03744,0.06316
