year,bula_h,sampreg,plh0192,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,West,Agree,0.5640243902439024,27727,0.5581874577662239,0.5698613227215809
2003,Schleswig-Holstein,West,Disagree,0.3201219512195122,27727,0.3146306171203592,0.3256132853186652
2003,Schleswig-Holstein,West,Strongly agree,0.07774390243902439,27727,0.07459206676954389,0.0808957381085049
2003,Schleswig-Holstein,West,Strongly disagree,0.038109756097560975,27727,0.03585611125933937,0.04036340093578258
2003,Hamburg,West,Agree,0.6232876712328768,27727,0.6175840087859491,0.6289913336798044
2003,Hamburg,West,Disagree,0.2191780821917808,27727,0.2143086402828377,0.22404752410072393
2003,Hamburg,West,Strongly agree,0.1267123287671233,27727,0.12279677915620966,0.13062787837803694
2003,Hamburg,West,Strongly disagree,0.030821917808219176,27727,0.028787518257858916,0.03285631735857944
2003,Lower Saxony,West,Agree,0.5790305584826133,27727,0.5732191599696986,0.584841956995528
2003,Lower Saxony,West,Disagree,0.2987355110642782,27727,0.2933479900241767,0.3041230321043797
2003,Lower Saxony,West,Strongly agree,0.06585879873551106,27727,0.06293923610379,0.06877836136723213
2003,Lower Saxony,West,Strongly disagree,0.05637513171759747,27727,0.05366026756033308,0.059089995874861856
2003,Bremen,West,Agree,0.5057471264367817,27727,0.49986213353217457,0.5116321193413887
2003,Bremen,West,Disagree,0.27586206896551724,27727,0.2706011541096286,0.2811229838214059
2003,Bremen,West,Strongly agree,0.14942528735632185,27727,0.14522892566638756,0.15362164904625614
2003,Bremen,West,Strongly disagree,0.06896551724137931,27727,0.06598285887480076,0.07194817560795785
2003,North Rhine-Westphalia,West,Agree,0.5536601166054848,27727,0.5478087258950731,0.5595115073158964
2003,North Rhine-Westphalia,West,Disagree,0.33038220686676745,27727,0.3248458197715015,0.3359185939620334
2003,North Rhine-Westphalia,West,Strongly agree,0.06326927229540057,27727,0.06040371937601133,0.0661348252147898
2003,North Rhine-Westphalia,West,Strongly disagree,0.052688404232347226,27727,0.050058689862594756,0.055318118602099696
2003,Hesse,West,Agree,0.5472203616878768,27727,0.5413612847807577,0.5530794385949959
2003,Hesse,West,Disagree,0.33556597454789017,27727,0.33000796201896954,0.3411239870768108
2003,Hesse,West,Strongly agree,0.061620897521768254,27727,0.058790432425735846,0.06445136261780066
2003,Hesse,West,Strongly disagree,0.055592766242464835,27727,0.05289568874906122,0.05828984373586845
2003,"Rhineland-Palatinate, Saarland",West,Agree,0.5554728220402085,27727,0.549623773886948,0.561321870193469
2003,"Rhineland-Palatinate, Saarland",West,Disagree,0.3298585256887565,27727,0.32432436537927856,0.33539268599823446
2003,"Rhineland-Palatinate, Saarland",West,Strongly agree,0.06180193596425912,27727,0.058967589500851236,0.064636282427667
2003,"Rhineland-Palatinate, Saarland",West,Strongly disagree,0.05286671630677588,27727,0.050232803781747895,0.05550062883180386
2003,Baden-Wuerttemberg,West,Agree,0.5764925373134329,27727,0.570676435388457,0.5823086392384087
2003,Baden-Wuerttemberg,West,Disagree,0.30074626865671644,27727,0.2953484020210921,0.3061441352923408
2003,Baden-Wuerttemberg,West,Strongly agree,0.08208955223880597,27727,0.07885846465755764,0.0853206398200543
2003,Baden-Wuerttemberg,West,Strongly disagree,0.04067164179104477,27727,0.03834658201199379,0.042996701570095754
2003,Bavaria,West,Agree,0.5833333333333334,27727,0.5775302687186915,0.5891363979479752
2003,Bavaria,West,Disagree,0.3104890604890605,27727,0.30504280059128086,0.31593532038684013
2003,Bavaria,West,Strongly agree,0.06917631917631918,27727,0.06618944404609135,0.07216319430654701
2003,Bavaria,West,Strongly disagree,0.037001287001287,27727,0.03477937989163527,0.039223194110938726
2003,Berlin,West,Agree,0.49776785714285715,27727,0.49188253409109267,0.5036531801946217
2003,Berlin,West,Disagree,0.296875,27727,0.2914971620251474,0.3022528379748526
2003,Berlin,West,Strongly agree,0.16964285714285715,27727,0.16522506903056614,0.17406064525514817
2003,Berlin,West,Strongly disagree,0.03571428571428571,27727,0.033529904258851995,0.03789866716971943
2003,Berlin,East,Agree,0.5813333333333334,27727,0.5755263385561797,0.587140328110487
2003,Berlin,East,Disagree,0.328,27727,0.32247380521691366,0.33352619478308637
2003,Berlin,East,Strongly disagree,0.050666666666666665,27727,0.04808514864105486,0.05324818469227847
2003,Berlin,East,Strongly agree,0.04,27727,0.037693410863179254,0.04230658913682075
2003,Brandenburg,East,Agree,0.4925373134328358,27727,0.4866525873036284,0.4984220395620432
2003,Brandenburg,East,Disagree,0.4147121535181237,27727,0.4089130245843373,0.42051128245191005
2003,Brandenburg,East,Strongly disagree,0.06396588486140725,27727,0.0610856714061552,0.0668460983166593
2003,Brandenburg,East,Strongly agree,0.028784648187633263,27727,0.026816567669434764,0.03075272870583176
2003,Mecklenburg-Western Pomerania,East,Agree,0.5076335877862596,27727,0.50174889202875,0.5135182835437692
2003,Mecklenburg-Western Pomerania,East,Disagree,0.4026717557251908,27727,0.39689895269373743,0.4084445587566442
2003,Mecklenburg-Western Pomerania,East,Strongly disagree,0.05916030534351145,27727,0.05638329402581333,0.06193731666120957
2003,Mecklenburg-Western Pomerania,East,Strongly agree,0.030534351145038167,27727,0.028509163866574688,0.03255953842350165
2003,Saxony,East,Agree,0.5370716510903427,27727,0.5312024683301452,0.5429408338505403
2003,Saxony,East,Disagree,0.3993769470404984,27727,0.39361197606508797,0.4051419180159089
2003,Saxony,East,Strongly agree,0.032398753894081,27727,0.030314661382651327,0.03448284640551067
2003,Saxony,East,Strongly disagree,0.03115264797507788,27727,0.02910771163729317,0.03319758431286259
2003,Saxony-Anhalt,East,Agree,0.4542518837459634,27727,0.4483911887363126,0.46011257875561423
2003,Saxony-Anhalt,East,Disagree,0.4251883745963401,27727,0.41936924415426413,0.4310075050384161
2003,Saxony-Anhalt,East,Strongly disagree,0.08288482238966631,27727,0.07963952817081317,0.08613011660851945
2003,Saxony-Anhalt,East,Strongly agree,0.03767491926803014,27727,0.03543366206807833,0.03991617646798195
2003,Thuringa,East,Agree,0.5052410901467506,27727,0.4993560317876027,0.5111261485058984
2003,Thuringa,East,Disagree,0.37945492662473795,27727,0.3737431476419878,0.3851667056074881
2003,Thuringa,East,Strongly disagree,0.06918238993710692,27727,0.06619539348950511,0.07216938638470873
2003,Thuringa,East,Strongly agree,0.04612159329140461,27727,0.04365269448428531,0.04859049209852391
2008,Schleswig-Holstein,West,Agree,0.5875912408759124,23673,0.5813203243578596,0.5938621573939652
2008,Schleswig-Holstein,West,Disagree,0.24452554744525548,23673,0.23905032921908181,0.25000076567142915
2008,Schleswig-Holstein,West,Strongly agree,0.12956204379562045,23673,0.1252840787895747,0.1338400088016662
2008,Schleswig-Holstein,West,Strongly disagree,0.03832116788321168,23673,0.03587568955313847,0.04076664621328489
2008,Hamburg,West,Agree,0.539568345323741,23673,0.5332189079974392,0.5459177826500428
2008,Hamburg,West,Disagree,0.28776978417266186,23673,0.2820026213218726,0.2935369470234511
2008,Hamburg,West,Strongly agree,0.1510791366906475,23673,0.14651703172816824,0.15564124165312673
2008,Hamburg,West,Strongly disagree,0.02158273381294964,23673,0.019731570632499588,0.023433896993399695
2008,Lower Saxony,West,Agree,0.5645161290322581,23673,0.558199961555371,0.5708322965091452
2008,Lower Saxony,West,Disagree,0.30184331797235026,23673,0.2959954621738466,0.3076911737708539
2008,Lower Saxony,West,Strongly agree,0.0748847926267281,23673,0.071531865240499,0.07823772001295722
2008,Lower Saxony,West,Strongly disagree,0.0587557603686636,23673,0.055760008675521194,0.061751512061806
2008,Bremen,West,Agree,0.5255474452554745,23673,0.519186351719074,0.5319085387918749
2008,Bremen,West,Disagree,0.34306569343065696,23673,0.3370181494027616,0.34911323745855233
2008,Bremen,West,Strongly agree,0.10218978102189781,23673,0.09833121950387497,0.10604834253992065
2008,Bremen,West,Strongly disagree,0.029197080291970802,23673,0.027052389578471867,0.03134177100546974
2008,North Rhine-Westphalia,West,Agree,0.5525242223355431,23673,0.5461900503810998,0.5588583942899864
2008,North Rhine-Westphalia,West,Disagree,0.34625191228964813,23673,0.34019110146878473,0.35231272311051154
2008,North Rhine-Westphalia,West,Strongly agree,0.054309026007139216,23673,0.051422070761665634,0.0571959812526128
2008,North Rhine-Westphalia,West,Strongly disagree,0.046914839367669554,23673,0.04422113213110695,0.04960854660423216
2008,Hesse,West,Agree,0.5736079328756675,23673,0.5673079182910166,0.5799079474603184
2008,Hesse,West,Disagree,0.32112890922959575,23673,0.3151810212325178,0.3270767972266737
2008,Hesse,West,Strongly agree,0.05491990846681922,23673,0.05201769981791938,0.05782211711571906
2008,Hesse,West,Strongly disagree,0.05034324942791762,23673,0.0475578763467509,0.05312862250908434
2008,"Rhineland-Palatinate, Saarland",West,Agree,0.5366300366300366,23673,0.5302777388234303,0.5429823344366429
2008,"Rhineland-Palatinate, Saarland",West,Disagree,0.3516483516483517,23673,0.3455657549066952,0.35773094839000813
2008,"Rhineland-Palatinate, Saarland",West,Strongly agree,0.06043956043956044,23673,0.057403905304500916,0.06347521557461996
2008,"Rhineland-Palatinate, Saarland",West,Strongly disagree,0.05128205128205128,23673,0.048472217205525865,0.054091885358576695
2008,Baden-Wuerttemberg,West,Agree,0.6000851788756388,23673,0.5938446755004066,0.606325682250871
2008,Baden-Wuerttemberg,West,Disagree,0.2887563884156729,23673,0.28298335046800965,0.2945294263633362
2008,Baden-Wuerttemberg,West,Strongly agree,0.07197614991482112,23673,0.06868382038624438,0.07526847944339787
2008,Baden-Wuerttemberg,West,Strongly disagree,0.039182282793867124,23673,0.036710588294609624,0.041653977293124624
2008,Bavaria,West,Agree,0.5787358421629522,23673,0.5724458968844645,0.5850257874414398
2008,Bavaria,West,Disagree,0.33869199853854587,23673,0.33266315824467124,0.3447208388324205
