year,regtyp,sampreg,plh0192,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,West,Strongly agree,0.07277,955,12927,0.06829,0.07725
2003,Urban regions,West,Agree,0.54649,7281,12927,0.53791,0.55508
2003,Urban regions,West,Disagree,0.32492,4047,12927,0.31685,0.33300
2003,Urban regions,West,Strongly disagree,0.05581,644,12927,0.05186,0.05977
2003,Urban regions,East,Strongly agree,0.02816,58,1758,0.02042,0.03589
2003,Urban regions,East,Agree,0.55628,971,1758,0.53305,0.57951
2003,Urban regions,East,Disagree,0.36955,652,1758,0.34698,0.39212
2003,Urban regions,East,Strongly disagree,0.04601,77,1758,0.03622,0.05581
2003,Rural regions,West,Strongly agree,0.06802,263,3796,0.06001,0.07603
2003,Rural regions,West,Agree,0.56348,2166,3796,0.54770,0.57926
2003,Rural regions,West,Disagree,0.32045,1220,3796,0.30560,0.33529
2003,Rural regions,West,Strongly disagree,0.04806,147,3796,0.04125,0.05486
2003,Rural regions,East,Strongly agree,0.03522,131,3567,0.02917,0.04127
2003,Rural regions,East,Agree,0.47193,1741,3567,0.45555,0.48832
2003,Rural regions,East,Disagree,0.41449,1469,3567,0.39832,0.43066
2003,Rural regions,East,Strongly disagree,0.07836,226,3567,0.06954,0.08718
2008,Urban regions,West,Strongly agree,0.05839,723,11048,0.05402,0.06276
2008,Urban regions,West,Agree,0.54007,6253,11048,0.53078,0.54937
2008,Urban regions,West,Disagree,0.34797,3545,11048,0.33909,0.35685
2008,Urban regions,West,Strongly disagree,0.05357,527,11048,0.04937,0.05776
2008,Urban regions,East,Strongly agree,0.04738,70,1616,0.03702,0.05774
2008,Urban regions,East,Agree,0.55457,933,1616,0.53032,0.57881
2008,Urban regions,East,Disagree,0.35612,556,1616,0.33277,0.37948
2008,Urban regions,East,Strongly disagree,0.04193,57,1616,0.03216,0.05171
2008,Rural regions,West,Strongly agree,0.05602,215,3447,0.04834,0.06369
2008,Rural regions,West,Agree,0.55144,1965,3447,0.53483,0.56804
2008,Rural regions,West,Disagree,0.34413,1126,3447,0.32827,0.36000
2008,Rural regions,West,Strongly disagree,0.04841,141,3447,0.04125,0.05558
2008,Rural regions,East,Strongly agree,0.03890,108,3147,0.03214,0.04566
2008,Rural regions,East,Agree,0.47070,1563,3147,0.45326,0.48815
2008,Rural regions,East,Disagree,0.42625,1292,3147,0.40897,0.44353
2008,Rural regions,East,Strongly disagree,0.06414,184,3147,0.05558,0.07270
2013,Urban regions,West,Strongly agree,0.07157,1053,14213,0.06733,0.07581
2013,Urban regions,West,Agree,0.60464,8824,14213,0.59660,0.61268
2013,Urban regions,West,Disagree,0.28683,3851,14213,0.27940,0.29427
2013,Urban regions,West,Strongly disagree,0.03696,485,14213,0.03386,0.04006
2013,Urban regions,East,Strongly agree,0.04984,132,1948,0.04017,0.05950
2013,Urban regions,East,Agree,0.58392,1150,1948,0.56203,0.60582
2013,Urban regions,East,Disagree,0.33281,606,1948,0.31187,0.35374
2013,Urban regions,East,Strongly disagree,0.03344,60,1948,0.02545,0.04142
2013,Rural regions,West,Strongly agree,0.06597,411,5507,0.05941,0.07253
2013,Rural regions,West,Agree,0.59287,3346,5507,0.57990,0.60585
2013,Rural regions,West,Disagree,0.30216,1561,5507,0.29003,0.31428
2013,Rural regions,West,Strongly disagree,0.03900,189,5507,0.03389,0.04411
2013,Rural regions,East,Strongly agree,0.04292,158,3748,0.03643,0.04941
2013,Rural regions,East,Agree,0.52929,2028,3748,0.51331,0.54527
2013,Rural regions,East,Disagree,0.37917,1361,3748,0.36363,0.39470
2013,Rural regions,East,Strongly disagree,0.04862,201,3748,0.04174,0.05551
2018,Urban regions,West,Strongly agree,0.07855,1674,16751,0.07447,0.08262
2018,Urban regions,West,Agree,0.60683,10001,16751,0.59944,0.61423
2018,Urban regions,West,Disagree,0.27320,4189,16751,0.26645,0.27995
2018,Urban regions,West,Strongly disagree,0.04142,887,16751,0.03840,0.04443
2018,Urban regions,East,Strongly agree,0.06466,171,2156,0.05428,0.07504
2018,Urban regions,East,Agree,0.61692,1324,2156,0.59639,0.63744
2018,Urban regions,East,Disagree,0.28703,573,2156,0.26793,0.30613
2018,Urban regions,East,Strongly disagree,0.03140,88,2156,0.02403,0.03876
2018,Rural regions,West,Strongly agree,0.06592,540,5978,0.05963,0.07221
2018,Rural regions,West,Agree,0.63065,3655,5978,0.61842,0.64289
2018,Rural regions,West,Disagree,0.26843,1515,5978,0.25719,0.27966
2018,Rural regions,West,Strongly disagree,0.03500,268,5978,0.03034,0.03966
2018,Rural regions,East,Strongly agree,0.05042,217,3781,0.04344,0.05739
2018,Rural regions,East,Agree,0.54780,2126,3781,0.53193,0.56366
2018,Rural regions,East,Disagree,0.36248,1243,3781,0.34715,0.37780
2018,Rural regions,East,Strongly disagree,0.03931,195,3781,0.03311,0.04550
