year,sampreg,plh0192,proportion,n,lower_confidence,upper_confidence
2003,West,2.0,0.42847423802612483,22166,0.42195956429576115,0.4349889117564885
2003,West,3.0,0.23888788098693758,22166,0.2332743802427617,0.24450138173111347
2003,East,2.0,0.12300435413642961,22166,0.11868049668257409,0.12732821159028512
2003,East,3.0,0.09619920174165457,22166,0.09231738971404353,0.1000810137692656
2003,West,1.0,0.05524310595065312,22166,0.05223556544044066,0.05825064646086558
2003,West,4.0,0.03587626995645864,22166,0.03342786959637489,0.03832467031654238
2003,East,4.0,0.013742743105950653,22166,0.012210088739128246,0.01527539747277306
2003,East,1.0,0.008572206095791,22166,0.007358567850725162,0.00978584434085684
2008,West,2.0,0.4267317478450514,19571,0.4198021826403508,0.43366131304975203
2008,West,3.0,0.242548551251428,19571,0.23654336743355858,0.2485537350692974
2008,East,2.0,0.12960847440024925,19571,0.12490278141277666,0.13431416738772184
2008,East,3.0,0.09596012046941531,19571,0.09183355490704936,0.10008668603178125
2008,West,1.0,0.048707030844324435,19571,0.04569123086169706,0.05172283082695181
2008,West,4.0,0.03468688337314363,19571,0.03212318866675498,0.037250578079532276
2008,East,4.0,0.012514279779831758,19571,0.010956816181119062,0.014071743378544454
2008,East,1.0,0.009242912036556236,19571,0.007902193645252286,0.010583630427860187
2013,West,2.0,0.47883223166509287,31177,0.4732870041116111,0.4843774592185746
2013,West,3.0,0.2129367327667611,31177,0.20839241151941124,0.21748105401411094
2013,East,2.0,0.1250393452943028,31177,0.12136773551916019,0.1287109550694454
2013,East,3.0,0.07739219389361032,31177,0.0744260238033301,0.08035836398389054
2013,West,1.0,0.05760151085930123,31177,0.05501524517220444,0.060187776546398015
2013,West,4.0,0.026518728360088135,31177,0.024735203950233917,0.028302252769942353
2013,East,1.0,0.011410135347812402,31177,0.01023119349729646,0.012589077198328344
2013,East,4.0,0.010269121813031162,31177,0.009150034112625246,0.01138820951343708
2018,West,2.0,0.4763831717016675,29779,0.47071052129007335,0.48205582211326164
2018,West,3.0,0.19898137165980603,29779,0.19444688075979216,0.2035158625598199
2018,East,2.0,0.1203516360845601,29779,0.11665606495734539,0.12404720721177483
2018,West,1.0,0.077234354287309,29779,0.07420219518818993,0.08026651338642807
2018,East,3.0,0.06335031047233657,29779,0.060583598260121815,0.06611702268455132
2018,West,4.0,0.04029163468917882,29779,0.03805817509237717,0.04252509428598047
2018,East,1.0,0.01353519849298821,29779,0.012222774601212722,0.014847622384763696
2018,East,4.0,0.009872322612153771,29779,0.008749383299177177,0.010995261925130366
